Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
1.98,13.4985,-16.9318,-2.02071,-0.508005,-0.6816,-0.846675,-0.61231,12.504,0.998428,0.0394884,0.715357,-2.95299,40.0801,-37.4752,8.17342,0.85449,-4.8279,-1.82292,3.98992,18.5908,11.6761,-2.52244,-0.0976255,-1.08082,13.2064,2.2314,7.13951,-0.86904,-0.55806,0.55593,5.25516,-22.3167,-7.41874,0.972494,-3.36677,3.30798,2.55014,8.81709,13.0536,2.06345,-9.91238,4.62898
1.981,13.2869,-16.8889,-1.54426,-0.461251,-0.781444,-0.893482,0.746803,12.2851,-0.0491751,0.131584,0.566415,-2.93674,39.8471,-38.823,7.22493,-0.42498,-4.99143,-2.21854,4.6237,17.508,11.7882,-2.39044,-0.372073,-1.06515,13.0367,2.13108,7.16297,-0.884536,-0.552575,0.554865,5.53802,-22.4348,-7.40874,0.972561,-3.44031,3.28107,2.40684,8.58589,13.2957,2.10852,-10.0325,4.72919
1.982,13.0752,-16.8461,-1.06781,-0.414498,-0.881287,-0.940288,2.10592,12.0661,-1.09678,0.223679,0.417472,-2.92049,39.6141,-40.1707,6.27643,-1.70445,-5.15495,-2.61417,5.25749,16.4252,11.9003,-2.25843,-0.646521,-1.04948,12.8669,2.03076,7.18644,-0.900031,-0.54709,0.5538,5.82087,-22.5529,-7.39875,0.972628,-3.51385,3.25417,2.26354,8.35468,13.5379,2.15359,-10.1527,4.82941
1.983,12.8636,-16.8032,-0.591368,-0.367744,-0.981131,-0.987095,1.68537,11.522,-3.07669,0.309645,0.469867,-2.91855,37.1725,-39.3125,7.48881,-1.28532,-4.24651,-2.78661,5.50433,15.5471,10.9199,-2.12626,-0.806605,-1.04412,12.6972,1.93044,7.2099,-0.915527,-0.541606,0.552735,6.08309,-22.6803,-7.21058,0.974736,-3.61658,3.22043,2.0513,8.13014,13.5997,2.16258,-10.2582,4.92978
1.984,12.6519,-16.7604,-0.114922,-0.320991,-1.08097,-1.0339,0.756358,10.885,-5.32297,0.393859,0.579787,-2.92071,34.0997,-37.8239,9.31858,-0.380873,-3.03179,-2.89529,5.64063,14.7275,9.62732,-1.99404,-0.934014,-1.04171,12.5274,1.83013,7.23336,-0.931023,-0.536121,0.55167,6.33942,-22.8103,-6.9715,0.977428,-3.72765,3.18474,1.81935,7.9075,13.6099,2.16125,-10.3595,5.03019
1.985,12.4403,-16.7175,0.361524,-0.274237,-1.18082,-1.08071,-0.172656,10.248,-7.56926,0.478073,0.689707,-2.92286,31.0269,-36.3353,11.1483,0.523573,-1.81706,-3.00397,5.77692,13.9079,8.33477,-1.86183,-1.06142,-1.03929,12.3577,1.72981,7.25683,-0.946519,-0.530636,0.550605,6.59575,-22.9403,-6.73243,0.980119,-3.83872,3.14905,1.5874,7.68486,13.6201,2.15992,-10.4608,5.1306
1.986,12.2286,-16.6747,0.837971,-0.227484,-1.28066,-1.12752,-1.10167,9.61102,-9.81554,0.562287,0.799626,-2.92501,27.9542,-34.8467,12.9781,1.42802,-0.602341,-3.11265,5.91321,13.0883,7.04223,-1.72961,-1.18883,-1.03688,12.1879,1.62949,7.28029,-0.962014,-0.525151,0.54954,6.85208,-23.0703,-6.49335,0.982811,-3.94979,3.11336,1.35545,7.46222,13.6304,2.1586,-10.5622,5.23102
1.987,12.017,-16.6318,1.31442,-0.18073,-1.38051,-1.17432,-2.2133,8.94186,-11.6812,0.647731,0.928229,-2.93856,25.8199,-32.2029,15.0123,1.96628,0.266198,-3.05325,5.89128,12.35,5.62737,-1.58933,-1.26209,-1.02703,12.0182,1.52918,7.30375,-0.97751,-0.519667,0.548475,7.05958,-23.1853,-6.3156,0.98761,-4.0675,3.07304,1.13062,7.17775,13.6451,2.15153,-10.6703,5.33153
1.988,11.8053,-16.5889,1.79086,-0.133977,-1.48035,-1.22113,-3.69015,8.2084,-12.7857,0.735634,1.0942,-2.97488,25.5625,-27.2484,17.4552,1.77217,0.44237,-2.65772,5.55289,11.7742,3.96788,-1.43294,-1.22703,-1.00232,11.8484,1.42886,7.32722,-0.993006,-0.514182,0.54741,7.16943,-23.2703,-6.2605,0.996626,-4.1985,3.02344,0.92002,6.7696,13.6689,2.13301,-10.7922,5.43223
1.989,11.5937,-16.5461,2.26731,-0.0872235,-1.58019,-1.26794,-5.167,7.47493,-13.8901,0.823538,1.26016,-3.01121,25.3052,-22.294,19.8981,1.57806,0.618541,-2.26218,5.2145,11.1984,2.30838,-1.27655,-1.19197,-0.977609,11.6787,1.32854,7.35068,-1.0085,-0.508697,0.546345,7.27928,-23.3552,-6.2054,1.00564,-4.3295,2.97384,0.709419,6.36144,13.6927,2.11448,-10.914,5.53293
1.99,11.382,-16.5032,2.74376,-0.04047,-1.68004,-1.31474,-6.64385,6.74146,-14.9946,0.911441,1.42613,-3.04754,25.0478,-17.3396,22.341,1.38396,0.794713,-1.86664,4.87611,10.6225,0.648883,-1.12015,-1.15691,-0.952895,11.5089,1.22823,7.37414,-1.024,-0.503212,0.54528,7.38912,-23.4402,-6.1503,1.01466,-4.46051,2.92424,0.498819,5.95329,13.7165,2.09595,-11.0359,5.63364
1.991,11.1704,-16.4604,3.2202,0.00628351,-1.77988,-1.36155,-8.1207,6.00799,-16.099,0.999344,1.5921,-3.08386,24.7904,-12.3851,24.7839,1.18985,0.970884,-1.4711,4.53772,10.0467,-1.01061,-0.963762,-1.12185,-0.928182,11.3392,1.12791,7.3976,-1.03949,-0.497728,0.544215,7.49897,-23.5251,-6.0952,1.02367,-4.59151,2.87464,0.288218,5.54514,13.7403,2.07742,-11.1577,5.73434
1.992,10.9587,-16.4175,3.69665,0.053037,-1.87972,-1.40836,-8.7068,5.91229,-15.4324,0.999913,1.62627,-3.12903,23.8072,-10.4202,22.0873,0.94717,0.884266,-1.33076,4.14991,9.59913,-2.15267,-0.802999,-1.01262,-0.908262,11.1694,1.02759,7.42107,-1.05499,-0.492243,0.54315,7.79461,-23.6197,-6.10766,1.02916,-4.75118,2.80994,0.132866,5.30859,13.5951,2.09512,-11.2978,5.84031
1.993,10.7471,-16.3747,4.17309,0.0997905,-1.97957,-1.45516,-9.18156,5.8963,-14.5444,0.989565,1.64397,-3.17529,22.7332,-8.82902,18.7482,0.69842,0.764798,-1.22231,3.75591,9.16757,-3.23004,-0.64169,-0.894118,-0.888941,10.9997,0.927274,7.44453,-1.07048,-0.486758,0.542085,8.11347,-23.7156,-6.12857,1.0342,-4.91443,2.74336,-0.0155807,5.09349,13.4288,2.11736,-11.4401,5.94693
1.994,10.5354,-16.3318,4.64954,0.146544,-2.07941,-1.50197,-9.65632,5.88032,-13.6564,0.979217,1.66166,-3.22156,21.6592,-7.23781,15.4092,0.449669,0.645331,-1.11387,3.36192,8.736,-4.30742,-0.480381,-0.775615,-0.86962,10.8299,0.826957,7.46799,-1.08598,-0.481273,0.54102,8.43232,-23.8114,-6.14947,1.03925,-5.07769,2.67677,-0.164027,4.87838,13.2624,2.13959,-11.5825,6.05356
1.995,10.3238,-16.289,5.12599,0.193298,-2.17926,-1.54878,-10.1311,5.86434,-12.7685,0.968869,1.67936,-3.26783,20.5852,-5.6466,12.0701,0.200919,0.525863,-1.00543,2.96793,8.30443,-5.38479,-0.319072,-0.657113,-0.850299,10.6602,0.72664,7.49146,-1.10148,-0.475789,0.539955,8.75118,-23.9073,-6.17038,1.04429,-5.24094,2.61019,-0.312474,4.66328,13.0961,2.16182,-11.7248,6.16018
1.996,10.1122,-16.2461,5.60243,0.240051,-2.2791,-1.59558,-10.0989,6.24551,-11.4032,0.914936,1.63579,-3.29724,19.41,-3.6388,10.4236,0.16178,0.492896,-0.916625,2.61788,7.89474,-6.18237,-0.154184,-0.533538,-0.842705,10.4904,0.626323,7.51492,-1.11697,-0.470304,0.53889,9.26897,-23.9388,-5.97037,1.04742,-5.42926,2.53755,-0.472356,4.56133,12.9309,2.14369,-11.8691,6.27438
1.997,9.9005,-16.2032,6.07888,0.286804,-2.37894,-1.64239,-9.43307,7.12314,-9.44123,0.806521,1.51562,-3.30558,18.1083,-1.11025,10.8928,0.384655,0.568054,-0.85236,2.32274,7.51239,-6.63022,0.0151796,-0.403623,-0.849771,10.3207,0.526006,7.53838,-1.13247,-0.464819,0.537825,10.0354,-23.8899,-5.49423,1.04815,-5.64892,2.45735,-0.646533,4.60083,12.7674,2.07511,-12.0159,6.39803
1.998,9.68886,-16.1604,6.55532,0.333558,-2.47879,-1.6892,-8.76723,8.00076,-7.47931,0.698106,1.39545,-3.31392,16.8066,1.4183,11.3621,0.607529,0.643212,-0.788096,2.0276,7.13004,-7.07806,0.184543,-0.273708,-0.856837,10.1509,0.425689,7.56185,-1.14796,-0.459334,0.53676,10.8019,-23.8411,-5.01808,1.04888,-5.86857,2.37715,-0.820709,4.64033,12.6038,2.00653,-12.1627,6.52168
1.999,9.47721,-16.1175,7.03177,0.380311,-2.57863,-1.736,-8.1014,8.87838,-5.51738,0.589692,1.27528,-3.32226,15.5049,3.94684,11.8313,0.830403,0.71837,-0.723831,1.73246,6.74769,-7.52591,0.353906,-0.143792,-0.863903,9.98119,0.325372,7.58531,-1.16346,-0.45385,0.535695,11.5683,-23.7922,-4.54194,1.0496,-6.08823,2.29695,-0.994886,4.67983,12.4403,1.93795,-12.3095,6.64534
2.0,9.26556,-16.0747,7.50822,0.427065,-2.67847,-1.78281,-7.43556,9.756,-3.55546,0.481277,1.15512,-3.3306,14.2032,6.47539,12.3005,1.05328,0.793527,-0.659567,1.43732,6.36533,-7.97375,0.52327,-0.0138774,-0.870968,9.81144,0.225055,7.60877,-1.17895,-0.448365,0.53463,12.3348,-23.7433,-4.06579,1.05033,-6.30788,2.21676,-1.16906,4.71933,12.2767,1.86937,-12.4562,6.76899
2.001,8.57316,-15.6293,7.01046,0.448258,-2.59865,-1.73057,-6.60192,10.5845,-2.12774,0.356615,1.02419,-3.28066,12.4025,6.73372,11.9287,1.21572,0.693043,-0.626724,0.974825,5.96658,-7.93348,0.698695,0.0985446,-0.869644,9.66012,0.155623,7.54988,-1.17219,-0.443785,0.511945,12.8245,-23.2864,-3.90967,1.05118,-6.52816,2.13238,-1.31001,5.11132,11.2046,1.6353,-12.5477,6.90753
2.002,7.88075,-15.184,6.51271,0.469452,-2.51883,-1.67833,-5.76829,11.413,-0.700026,0.231952,0.893255,-3.23071,10.6018,6.99204,11.5569,1.37816,0.592559,-0.593882,0.512334,5.56783,-7.89321,0.874121,0.210967,-0.868319,9.50881,0.0861913,7.49098,-1.16543,-0.439206,0.489261,13.3143,-22.8295,-3.75354,1.05203,-6.74843,2.048,-1.45096,5.50331,10.1324,1.40123,-12.6392,7.04607
2.003,7.18835,-14.7387,6.01495,0.490645,-2.43901,-1.6261,-4.93466,12.2416,0.727689,0.107289,0.762325,-3.18076,8.80108,7.25037,11.1851,1.5406,0.492075,-0.561039,0.0498423,5.16907,-7.85294,1.04955,0.323389,-0.866995,9.3575,0.0167594,7.43208,-1.15867,-0.434626,0.466576,13.8041,-22.3726,-3.59742,1.05289,-6.96871,1.96363,-1.5919,5.89531,9.06019,1.16715,-12.7307,7.18461
2.004,6.49595,-14.2934,5.5172,0.511839,-2.35919,-1.57386,-4.10102,13.0701,2.1554,-0.0173734,0.631394,-3.13082,7.00039,7.5087,10.8133,1.70304,0.391591,-0.528197,-0.412649,4.77032,-7.81267,1.22497,0.435811,-0.86567,9.20618,-0.0526724,7.37318,-1.1519,-0.430047,0.443892,14.2939,-21.9157,-3.44129,1.05374,-7.18898,1.87925,-1.73285,6.2873,7.98801,0.933082,-12.8221,7.32314
2.005,5.80354,-13.8481,5.01944,0.533032,-2.27937,-1.52162,-3.49488,13.4579,2.9146,-0.104042,0.553614,-3.06492,5.27168,7.20697,10.2698,1.82877,0.352867,-0.541644,-0.964707,4.34543,-7.76678,1.38169,0.504705,-0.87875,9.05487,-0.122104,7.31429,-1.14514,-0.425467,0.421207,14.4069,-21.1943,-3.53675,1.05678,-7.35238,1.80345,-1.61111,6.59013,6.45831,0.632401,-12.8718,7.43057
2.006,5.11114,-13.4027,4.52169,0.554226,-2.19954,-1.46938,-3.07074,13.4932,3.13897,-0.160314,0.518354,-2.98627,3.60055,6.45718,9.58899,1.92513,0.363552,-0.592124,-1.58842,3.89964,-7.71641,1.52344,0.538777,-0.903352,8.90356,-0.191536,7.25539,-1.13838,-0.420888,0.398523,14.2184,-20.2615,-3.83348,1.06156,-7.47027,1.7345,-1.27922,6.82164,4.56259,0.278432,-12.888,7.5131
2.007,4.41874,-12.9574,4.02393,0.575419,-2.11972,-1.41714,-2.6466,13.5286,3.36334,-0.216587,0.483094,-2.90761,1.92941,5.7074,8.90817,2.02149,0.374236,-0.642603,-2.21213,3.45385,-7.66603,1.66518,0.572849,-0.927955,8.75224,-0.260968,7.19649,-1.13162,-0.416308,0.375838,14.03,-19.3286,-4.1302,1.06635,-7.58817,1.66556,-0.947329,7.05314,2.66688,-0.0755361,-12.9043,7.59564
2.008,3.72634,-12.5121,3.52618,0.596613,-2.0399,-1.3649,-2.22246,13.5639,3.58772,-0.27286,0.447835,-2.82895,0.258283,4.95761,8.22736,2.11785,0.38492,-0.693083,-2.83584,3.00807,-7.61565,1.80693,0.606921,-0.952558,8.60093,-0.3304,7.13759,-1.12485,-0.411729,0.353154,13.8415,-18.3957,-4.42693,1.07113,-7.70606,1.59662,-0.615438,7.28465,0.771167,-0.429504,-12.9205,7.67817
2.009,3.03393,-12.0668,3.02843,0.617806,-1.96008,-1.31267,-1.83176,13.5069,3.71618,-0.319503,0.421133,-2.75326,-1.25895,4.10164,7.59418,2.2026,0.400384,-0.754864,-3.44191,2.56496,-7.54422,1.9461,0.626225,-0.974845,8.44962,-0.399832,7.0787,-1.11809,-0.407149,0.330469,13.617,-17.4555,-4.68989,1.07825,-7.80928,1.53053,-0.173163,7.43017,-0.955727,-0.761143,-12.9509,7.74016
2.01,2.34153,-11.6215,2.53067,0.639,-1.88026,-1.26043,-1.7086,12.7112,3.07738,-0.289109,0.462894,-2.70123,-1.54496,2.39625,7.34205,2.19452,0.454088,-0.907062,-3.90693,2.14336,-7.30434,2.06467,0.527385,-0.978616,8.2983,-0.469263,7.0198,-1.11133,-0.40257,0.307785,13.1039,-16.4567,-4.68273,1.10397,-7.79512,1.48726,1.15219,6.88785,-1.33208,-0.914138,-13.0945,7.63784
2.011,1.64913,-11.1761,2.03292,0.660194,-1.80044,-1.20819,-1.58545,11.9155,2.43857,-0.258716,0.504655,-2.6492,-1.83097,0.690848,7.08992,2.18643,0.507791,-1.05926,-4.37195,1.72175,-7.06446,2.18324,0.428545,-0.982386,8.14699,-0.538695,6.9609,-1.10456,-0.39799,0.2851,12.5909,-15.4579,-4.67557,1.1297,-7.78096,1.44399,2.47754,6.34553,-1.70843,-1.06713,-13.2381,7.53552
2.012,0.956723,-10.7308,1.53516,0.681387,-1.72061,-1.15595,-1.4623,11.1199,1.79976,-0.228323,0.546417,-2.59718,-2.11698,-1.01455,6.83779,2.17835,0.561494,-1.21146,-4.83696,1.30015,-6.82459,2.30181,0.329705,-0.986156,7.99568,-0.608127,6.902,-1.0978,-0.393411,0.262416,12.0779,-14.459,-4.66841,1.15542,-7.7668,1.40072,3.80289,5.8032,-2.08478,-1.22013,-13.3817,7.43321
