Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,2.01113,-10.7978,2.99036,0.198622,0.25986,1.06127,-0.699045,9.64487,-0.816634,0.0659624,0.182196,-0.126048,4.33179,-1.80942,8.60725,0.0656047,0.0866903,0.0662015,-2.29782,9.12473,-2.28698,0.233252,0.639613,-0.573773,6.84502,0.842759,5.38217,-0.346657,-0.20448,0.228442,1.675,-10.2531,-1.1191,-0.159209,-0.427141,-0.696673,4.82852,2.65447,8.25587,0.0661343,0.0118635,-0.109294
0.001,2.03651,-10.5493,3.16059,0.129344,0.290638,1.04279,-0.658848,9.65181,-0.837158,0.0658222,0.17554,-0.122297,4.31042,-1.83737,8.61568,0.0648639,0.0874311,0.0666154,-2.22488,9.16015,-2.28018,0.241648,0.624827,-0.573067,6.8807,0.737414,5.37738,-0.350864,-0.191806,0.238826,1.87664,-10.1145,-1.18535,-0.157027,-0.384147,-0.675497,4.78495,2.7124,8.27227,0.0572045,0.0144913,-0.11205
0.002,2.06189,-10.3008,3.33081,0.060066,0.321417,1.02432,-0.618651,9.65874,-0.857682,0.065682,0.168884,-0.118547,4.28905,-1.86531,8.62411,0.0641232,0.0881718,0.0670293,-2.15194,9.19557,-2.27339,0.250044,0.610041,-0.57236,6.91637,0.632069,5.37259,-0.355071,-0.179133,0.24921,2.07829,-9.97583,-1.25161,-0.154845,-0.341153,-0.654321,4.74138,2.77033,8.28867,0.0482747,0.0171191,-0.114807
0.003,2.08727,-10.0523,3.50104,-0.00921225,0.352195,1.00584,-0.578454,9.66567,-0.878207,0.0655418,0.162227,-0.114796,4.26768,-1.89326,8.63253,0.0633824,0.0889126,0.0674432,-2.079,9.23098,-2.26659,0.25844,0.595255,-0.571654,6.95204,0.526724,5.3678,-0.359278,-0.16646,0.259594,2.27993,-9.83716,-1.31787,-0.152663,-0.29816,-0.633145,4.69782,2.82826,8.30507,0.0393448,0.0197468,-0.117564
0.004,2.11264,-9.80378,3.67127,-0.0784905,0.382974,0.987361,-0.538256,9.6726,-0.898731,0.0654016,0.155571,-0.111046,4.24631,-1.9212,8.64096,0.0626416,0.0896534,0.0678572,-2.00606,9.2664,-2.2598,0.266836,0.580468,-0.570948,6.98772,0.421379,5.36301,-0.363484,-0.153786,0.269977,2.48157,-9.6985,-1.38412,-0.150482,-0.255166,-0.61197,4.65425,2.8862,8.32147,0.030415,0.0223746,-0.12032
0.005,2.13802,-9.55526,3.8415,-0.147769,0.413752,0.968884,-0.503941,9.68091,-0.904022,0.0657488,0.149676,-0.106367,4.23876,-1.93432,8.65319,0.0620443,0.0897166,0.0675862,-1.95562,9.2825,-2.25915,0.274841,0.563697,-0.570582,7.02339,0.316035,5.35822,-0.367691,-0.141112,0.280361,2.62065,-9.5605,-1.42394,-0.149589,-0.211053,-0.589675,4.59619,2.93113,8.3358,0.0215619,0.0250421,-0.122335
0.006,2.1634,-9.30674,4.01172,-0.217047,0.444531,0.950406,-0.47433,9.69031,-0.897126,0.0664859,0.144391,-0.100945,4.24227,-1.93557,8.66846,0.0615617,0.0892377,0.0667673,-1.92319,9.28316,-2.26341,0.282533,0.545336,-0.570489,7.05906,0.21069,5.35344,-0.371898,-0.128439,0.290745,2.70967,-9.42303,-1.4426,-0.149729,-0.166046,-0.566485,4.52652,2.96568,8.34848,0.0127701,0.0277413,-0.123757
0.007,2.18878,-9.05822,4.18195,-0.286325,0.475309,0.931928,-0.444719,9.69972,-0.89023,0.0672229,0.139106,-0.095523,4.24577,-1.93681,8.68373,0.0610792,0.0887589,0.0659484,-1.89076,9.28381,-2.26767,0.290224,0.526976,-0.570396,7.09474,0.105345,5.34865,-0.376105,-0.115765,0.301129,2.79869,-9.28555,-1.46127,-0.149868,-0.121038,-0.543295,4.45685,3.00022,8.36115,0.00397823,0.0304405,-0.125178
0.008,2.21416,-8.8097,4.35218,-0.355603,0.506088,0.91345,-0.415109,9.70912,-0.883335,0.06796,0.133821,-0.0901012,4.24928,-1.93806,8.69901,0.0605966,0.08828,0.0651296,-1.85833,9.28446,-2.27193,0.297916,0.508616,-0.570304,7.13041,-8.94e-09,5.34386,-0.380311,-0.103092,0.311512,2.88771,-9.14808,-1.47993,-0.150008,-0.0760299,-0.520105,4.38718,3.03476,8.37383,-0.0048136,0.0331397,-0.126599
0.009,2.23954,-8.56119,4.52241,-0.424882,0.536866,0.894973,-0.387036,9.71744,-0.878221,0.0685776,0.128209,-0.0849345,4.25159,-1.93957,8.71305,0.0597731,0.0877607,0.0641359,-1.82298,9.28835,-2.27498,0.305269,0.490527,-0.569834,7.16609,-0.105345,5.33907,-0.384518,-0.0904185,0.321896,2.97382,-9.01508,-1.49963,-0.150132,-0.0313784,-0.496253,4.321,3.06843,8.38367,-0.0135562,0.0357725,-0.12798
