Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-2.7653,-9.64384,-0.457292,0.041535,0.136853,0.0410025,-0.417782,9.65115,-1.22331,0.001065,0.0413209,-0.0190629,4.38485,-3.69797,7.93187,0.00414443,0.00730743,-0.0175983,-3.02813,9.4829,-1.24924,-0.0466232,-0.121292,0.0502915,7.45794,0.390255,5.29837,-0.2343,0.128865,-0.03834,-0.288621,-9.79923,-1.94278,-0.0371152,0.112171,0.0662164,4.20677,2.13072,8.83137,-0.0804373,0.0268408,0.033211
0.001,-2.79427,-9.64097,-0.455617,0.041961,0.129877,0.0381803,-0.444876,9.65213,-1.23245,0.000314736,0.0392017,-0.0156588,4.38364,-3.70112,7.92649,0.00288682,0.00692202,-0.019511,-3.0404,9.43825,-1.25703,-0.0446865,-0.124198,0.048837,7.45626,0.390494,5.30435,-0.229401,0.127587,-0.035997,-0.301083,-9.79981,-1.91542,-0.0338407,0.112093,0.069012,4.22968,2.09727,8.82294,-0.0747219,0.0237758,0.0337272
0.002,-2.82324,-9.6381,-0.453941,0.042387,0.122901,0.035358,-0.471969,9.65311,-1.24159,-0.000435527,0.0370826,-0.0122546,4.38243,-3.70426,7.92111,0.00162921,0.00653662,-0.0214236,-3.05267,9.39361,-1.26482,-0.0427498,-0.127104,0.0473825,7.45459,0.390734,5.31034,-0.224502,0.126309,-0.033654,-0.313545,-9.80039,-1.88805,-0.0305662,0.112015,0.0718076,4.25259,2.06382,8.81451,-0.0690065,0.0207108,0.0342434
0.003,-2.85221,-9.63523,-0.452265,0.042813,0.115925,0.0325358,-0.499063,9.65409,-1.25074,-0.00118579,0.0349634,-0.00885047,4.38121,-3.70741,7.91573,0.000371601,0.00615122,-0.0233363,-3.06494,9.34896,-1.27261,-0.0408131,-0.13001,0.0459281,7.45291,0.390973,5.31633,-0.219603,0.125031,-0.031311,-0.326007,-9.80096,-1.86069,-0.0272916,0.111938,0.0746033,4.27549,2.03037,8.80608,-0.0632912,0.0176458,0.0347597
0.004,-2.88118,-9.63235,-0.450589,0.043239,0.108949,0.0297135,-0.526157,9.65507,-1.25988,-0.00193605,0.0328442,-0.00544632,4.38,-3.71055,7.91035,-0.000886007,0.00576581,-0.025249,-3.07721,9.30432,-1.2804,-0.0388764,-0.132916,0.0444736,7.45123,0.391213,5.32231,-0.214704,0.123753,-0.028968,-0.338468,-9.80154,-1.83333,-0.0240171,0.11186,0.0773989,4.2984,1.99691,8.79765,-0.0575758,0.0145809,0.0352759
0.005,-2.91015,-9.62948,-0.448913,0.043665,0.101974,0.0268913,-0.540384,9.65714,-1.25866,-0.00196432,0.031116,-0.00344169,4.38121,-3.7165,7.92381,-0.000135344,0.00522028,-0.0252226,-3.09524,9.27606,-1.2771,-0.0365028,-0.134672,0.0436104,7.44956,0.391452,5.3283,-0.209805,0.122475,-0.026625,-0.355458,-9.80719,-1.81918,-0.0230689,0.111692,0.0770672,4.29215,1.98118,8.81234,-0.0527814,0.0121293,0.0343268
0.006,-2.93912,-9.62661,-0.447237,0.044091,0.094998,0.024069,-0.544319,9.66007,-1.24917,-0.00141499,0.0297005,-0.00255668,4.38436,-3.72469,7.95234,0.00222194,0.00454664,-0.023645,-3.11788,9.26092,-1.26493,-0.0337796,-0.135509,0.0432204,7.44788,0.391691,5.33428,-0.204906,0.121197,-0.024282,-0.376071,-9.81688,-1.8156,-0.0239818,0.111453,0.0742336,4.26257,1.97963,8.84554,-0.0487236,0.0101684,0.0322056
0.007,-2.96809,-9.62373,-0.445561,0.044517,0.0880222,0.0212467,-0.548253,9.66301,-1.23967,-0.000865665,0.028285,-0.00167168,4.38751,-3.73289,7.98087,0.00457922,0.00387301,-0.0220674,-3.14052,9.24578,-1.25276,-0.0310564,-0.136346,0.0428303,7.44621,0.391931,5.34027,-0.200007,0.119919,-0.021939,-0.396684,-9.82658,-1.81202,-0.0248947,0.111213,0.0714,4.233,1.97808,8.87874,-0.0446659,0.00820748,0.0300843
0.008,-2.99706,-9.62086,-0.443885,0.044943,0.0810465,0.0184245,-0.552188,9.66595,-1.23018,-0.000316336,0.0268695,-0.000786671,4.39066,-3.74108,8.0094,0.0069365,0.00319937,-0.0204898,-3.16316,9.23063,-1.24059,-0.0283331,-0.137182,0.0424403,7.44453,0.39217,5.34625,-0.195108,0.118641,-0.019596,-0.417296,-9.83628,-1.80843,-0.0258076,0.110974,0.0685664,4.20342,1.97653,8.91194,-0.0406081,0.0062466,0.027963
0.009,-3.02603,-9.61799,-0.442209,0.045369,0.0740707,0.0156022,-0.557471,9.67124,-1.22184,0.000151789,0.0254559,4.25e-05,4.39358,-3.74828,8.03548,0.00915814,0.00280182,-0.0192829,-3.1836,9.21702,-1.22819,-0.0255165,-0.137825,0.0417229,7.44285,0.39241,5.35224,-0.190209,0.117363,-0.017253,-0.435479,-9.84907,-1.80536,-0.0262975,0.11022,0.0659665,4.17754,1.97433,8.94066,-0.0368422,0.00426886,0.0258896
