Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-0.311246,-9.68215,-1.82438,0.018105,0.58362,0.23856,-0.223712,10.0534,-0.61675,0.00232121,0.275824,-0.17941,3.89873,-2.34478,9.09172,-0.0327142,-0.274614,-0.0467397,1.87198,9.67437,-2.2438,-0.179114,0.233764,0.19536,8.64786,-0.349553,4.86981,-0.18531,0.350385,0.109695,-1.19738,-9.83412,-1.35612,-0.174195,0.310184,-0.00199554,4.29999,1.67933,8.99985,0.0363984,-0.00806491,-0.14271
0.001,-0.3632,-9.67976,-1.82462,0.015975,0.557048,0.236004,-0.227558,10.0465,-0.627044,-0.000763017,0.270599,-0.178832,3.90973,-2.35536,9.10634,-0.0325532,-0.279474,-0.0495114,1.8127,9.68384,-2.24038,-0.174078,0.240494,0.196593,8.656,-0.335188,4.87388,-0.189197,0.357733,0.110653,-1.21289,-9.8683,-1.38812,-0.173434,0.307087,-0.00362691,4.29569,1.72256,9.02728,0.0394691,-0.0108656,-0.143163
0.002,-0.415155,-9.67736,-1.82486,0.013845,0.530476,0.233448,-0.231404,10.0396,-0.637338,-0.00384725,0.265375,-0.178253,3.92072,-2.36594,9.12097,-0.0323921,-0.284334,-0.0522832,1.75342,9.69331,-2.23696,-0.169043,0.247223,0.197826,8.66414,-0.320823,4.87795,-0.193084,0.365082,0.111612,-1.22839,-9.90248,-1.42012,-0.172674,0.303989,-0.00525827,4.29139,1.76579,9.0547,0.0425398,-0.0136663,-0.143616
0.003,-0.467109,-9.67497,-1.8251,0.011715,0.503905,0.230892,-0.235251,10.0326,-0.647632,-0.00693147,0.260151,-0.177675,3.93172,-2.37652,9.1356,-0.0322311,-0.289194,-0.0550549,1.69415,9.70278,-2.23354,-0.164008,0.253953,0.199059,8.67228,-0.306458,4.88202,-0.196972,0.37243,0.11257,-1.2439,-9.93666,-1.45212,-0.171913,0.300892,-0.00688964,4.28708,1.80902,9.08213,0.0456106,-0.016467,-0.144069
0.004,-0.519063,-9.67257,-1.82534,0.009585,0.477333,0.228336,-0.239097,10.0257,-0.657926,-0.0100157,0.254926,-0.177097,3.94271,-2.3871,9.15023,-0.03207,-0.294054,-0.0578266,1.63487,9.71226,-2.23012,-0.158973,0.260683,0.200293,8.68042,-0.292093,4.88609,-0.200859,0.379779,0.113529,-1.25941,-9.97083,-1.48412,-0.171153,0.297795,-0.008521,4.28278,1.85225,9.10956,0.0486813,-0.0192677,-0.144522
0.005,-0.571017,-9.67018,-1.82558,0.007455,0.450761,0.22578,-0.249882,10.0249,-0.663325,-0.0115607,0.251451,-0.176601,3.95604,-2.40597,9.16179,-0.0307071,-0.299157,-0.0596453,1.57784,9.7214,-2.24944,-0.155953,0.271648,0.199539,8.68856,-0.277727,4.89016,-0.204746,0.387127,0.114487,-1.27481,-9.99085,-1.51371,-0.170097,0.292641,-0.0110469,4.27495,1.88766,9.10128,0.0518961,-0.0214097,-0.145759
0.006,-0.622971,-9.66779,-1.82582,0.005325,0.424189,0.223224,-0.266218,10.0291,-0.66481,-0.0118742,0.249374,-0.176171,3.97125,-2.43148,9.17089,-0.0283826,-0.304454,-0.0607016,1.52259,9.73029,-2.28695,-0.154544,0.286001,0.197195,8.6967,-0.263362,4.89423,-0.208633,0.394476,0.115446,-1.29011,-9.99955,-1.54135,-0.168806,0.285843,-0.0142883,4.26429,1.91681,9.06445,0.0552262,-0.0230247,-0.147622
0.007,-0.674925,-9.66539,-1.82606,0.003195,0.397618,0.220668,-0.282555,10.0333,-0.666294,-0.0121877,0.247297,-0.175742,3.98645,-2.45698,9.18,-0.0260582,-0.309751,-0.0617578,1.46735,9.73918,-2.32446,-0.153136,0.300354,0.194851,8.70484,-0.248997,4.8983,-0.212521,0.401824,0.116404,-1.30542,-10.0082,-1.569,-0.167514,0.279044,-0.0175298,4.25363,1.94596,9.02761,0.0585563,-0.0246398,-0.149486
0.008,-0.72688,-9.663,-1.8263,0.001065,0.371046,0.218112,-0.298891,10.0374,-0.667778,-0.0125013,0.24522,-0.175312,4.00165,-2.48249,9.18911,-0.0237337,-0.315048,-0.0628141,1.4121,9.74807,-2.36196,-0.151727,0.314708,0.192507,8.71298,-0.234632,4.90237,-0.216408,0.409173,0.117363,-1.32073,-10.0169,-1.59665,-0.166223,0.272246,-0.0207712,4.24296,1.97512,8.99078,0.0618863,-0.0262548,-0.151349
0.009,-0.778834,-9.6606,-1.82654,-0.001065,0.344474,0.215556,-0.314108,10.0409,-0.663918,-0.0128805,0.242771,-0.174662,4.01697,-2.50198,9.19922,-0.0213464,-0.320167,-0.0641206,1.36817,9.75963,-2.39137,-0.150842,0.328311,0.191027,8.72112,-0.220267,4.90644,-0.220295,0.416521,0.118321,-1.33576,-10.0263,-1.62725,-0.165021,0.265394,-0.0239896,4.23594,2.00669,8.95758,0.0647179,-0.027933,-0.153061
