Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-0.473103,-10.0444,-0.214717,-0.101969,0.075412,0.0154933,0.798047,9.54839,-1.97837,-0.11715,-0.12118,-0.0284562,5.21822,-3.61004,7.67162,-0.00600444,0.022365,0.00159247,-1.0174,9.83241,-0.776936,-0.011715,-0.142805,-0.0762349,9.69412,0.90022,1.95367,-0.113955,0.156022,0.015975,0.0287304,-4.8291,-0.493206,-0.0697575,0.0250275,0.026625,4.62113,4.17404,7.47981,-0.0650364,0.0316109,0.0317061
0.001,-0.488099,-10.0369,-0.212327,-0.100867,0.0746483,0.0178522,0.781839,9.55629,-1.97238,-0.118465,-0.121252,-0.0285235,5.20718,-3.5802,7.67329,-0.00398574,0.0219126,0.00217381,-1.01852,9.85516,-0.789885,-0.0108872,-0.149951,-0.0743683,9.68909,0.882024,1.9508,-0.116404,0.155437,0.015336,0.0258574,-4.34619,-0.443885,-0.0627818,0.0225247,0.0239625,4.60263,4.18282,7.46999,-0.0623707,0.0311258,0.0279885
0.002,-0.503095,-10.0294,-0.209937,-0.0997653,0.0738847,0.0202112,0.765631,9.5642,-1.96638,-0.119781,-0.121325,-0.0285907,5.19614,-3.55036,7.67496,-0.00196704,0.0214603,0.00275514,-1.01963,9.87791,-0.802835,-0.0100594,-0.157096,-0.0725017,9.68407,0.863828,1.94792,-0.118854,0.154851,0.014697,0.0229843,-3.86328,-0.394564,-0.055806,0.020022,0.0213,4.58414,4.1916,7.46018,-0.059705,0.0306406,0.0242709
0.003,-0.518091,-10.0218,-0.207547,-0.0986633,0.073121,0.0225702,0.749423,9.57211,-1.96039,-0.121096,-0.121397,-0.0286579,5.18511,-3.52051,7.67663,5.17e-05,0.0210079,0.00333647,-1.02075,9.90065,-0.815784,-0.00923167,-0.164242,-0.070635,9.67904,0.845632,1.94505,-0.121303,0.154265,0.014058,0.0201113,-3.38037,-0.345244,-0.0488302,0.0175192,0.0186375,4.56564,4.20037,7.45036,-0.0570393,0.0301555,0.0205533
0.004,-0.533087,-10.0143,-0.205156,-0.0975614,0.0723574,0.0249291,0.733215,9.58001,-1.9544,-0.122411,-0.121469,-0.0287251,5.17407,-3.49067,7.6783,0.00207036,0.0205556,0.0039178,-1.02186,9.9234,-0.828733,-0.0084039,-0.171387,-0.0687684,9.67401,0.827436,1.94218,-0.123753,0.153679,0.013419,0.0172383,-2.89746,-0.295923,-0.0418545,0.0150165,0.015975,4.54715,4.20915,7.44055,-0.0543736,0.0296704,0.0168357
0.005,-0.55061,-10.0181,-0.217643,-0.0967417,0.0715538,0.0284098,0.7267,9.58941,-1.93867,-0.123309,-0.122718,-0.0285092,5.16399,-3.47944,7.6818,0.00193099,0.0187615,0.00333244,-1.02761,9.93395,-0.825637,-0.00632399,-0.177645,-0.0666352,9.66898,0.80924,1.9393,-0.126202,0.153094,0.01278,0.0143652,-2.41455,-0.246603,-0.0348787,0.0125137,0.0133125,4.55198,4.22319,7.43646,-0.0513898,0.0290943,0.0142106
0.006,-0.570154,-10.0309,-0.242031,-0.0961478,0.0707183,0.0327878,0.72794,9.6,-1.91515,-0.123874,-0.12491,-0.0280668,5.15468,-3.48312,7.68678,6.52e-05,0.0158941,0.00181373,-1.03707,9.93474,-0.809704,-0.00324238,-0.183192,-0.0642887,9.66396,0.791044,1.93643,-0.128652,0.152508,0.012141,0.0114922,-1.93164,-0.197282,-0.027903,0.010011,0.01065,4.57549,4.24144,7.43696,-0.0481514,0.0284453,0.0124595
0.007,-0.589699,-10.0436,-0.266419,-0.095554,0.0698827,0.0371659,0.72918,9.61059,-1.89164,-0.124439,-0.127101,-0.0276244,5.14537,-3.48679,7.69175,-0.00180066,0.0130266,0.000295027,-1.04653,9.93554,-0.793771,-0.000160774,-0.188739,-0.0619422,9.65893,0.772848,1.93356,-0.131102,0.151922,0.011502,0.00861913,-1.44873,-0.147962,-0.0209273,0.00750825,0.0079875,4.59899,4.25969,7.43746,-0.0449131,0.0277964,0.0107083
0.008,-0.609243,-10.0564,-0.290807,-0.0949601,0.0690472,0.0415439,0.730419,9.62117,-1.86812,-0.125004,-0.129293,-0.027182,5.13606,-3.49047,7.69673,-0.00366649,0.0101592,-0.00122368,-1.05599,9.93633,-0.777838,0.00292084,-0.194286,-0.0595958,9.6539,0.754652,1.93068,-0.133551,0.151336,0.010863,0.00574608,-0.965821,-0.0986411,-0.0139515,0.0050055,0.005325,4.62249,4.27795,7.43795,-0.0416748,0.0271475,0.00895719
0.009,-0.627291,-10.0696,-0.315257,-0.0943801,0.0680956,0.0458861,0.733556,9.62979,-1.84555,-0.125758,-0.13141,-0.0269831,5.1284,-3.49003,7.70154,-0.00532918,0.00759967,-0.00244926,-1.06853,9.93616,-0.760866,0.00590217,-0.199495,-0.0574672,9.64887,0.736456,1.92781,-0.136,0.150751,0.010224,0.00287304,-0.48291,-0.0493206,-0.00697575,0.00250275,0.0026625,4.64548,4.29485,7.43858,-0.0384374,0.0264342,0.00744947
