Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-1.25175,9.32537,-1.66577,0.0395588,0.201704,-0.0441055,0.247801,-9.71484,-1.25244,0.014644,-0.112009,0.0723793,5.06326,1.64434,8.4502,0.046352,0.012272,-0.0115512,5.06717,-0.736488,8.4972,0.0698377,-0.159618,0.0451394,8.26017,-0.489029,5.18468,0.225742,-0.014638,0.128495,1.81228,9.5237,-3.48223,0.279889,0.840116,0.0672876,0.117056,-9.68451,-1.59645,0.0156637,-0.290401,-0.0664723
0.001,-1.23361,9.34581,-1.66326,0.0391852,0.204407,-0.0428166,0.264593,-9.72097,-1.26116,0.0137167,-0.11123,0.0748038,5.04435,1.6692,8.44153,0.0466614,0.0122158,-0.0113016,5.12542,-0.806143,8.40858,0.0676746,-0.159465,0.0387088,8.25326,-0.49311,5.21472,0.224309,-0.01422,0.127031,1.88924,9.47226,-3.25915,0.281581,0.859078,0.0696185,0.133846,-9.70372,-1.58689,0.0148754,-0.287049,-0.0676425
0.002,-1.21546,9.36625,-1.66076,0.0388116,0.20711,-0.0415277,0.281384,-9.72709,-1.26988,0.0127893,-0.11045,0.0772284,5.02545,1.69406,8.43285,0.0469707,0.0121596,-0.011052,5.18366,-0.875799,8.31995,0.0655115,-0.159311,0.0322782,8.24636,-0.497191,5.24475,0.222875,-0.0138019,0.125566,1.9662,9.42081,-3.03608,0.283274,0.87804,0.0719494,0.150636,-9.72294,-1.57732,0.0140871,-0.283696,-0.0688126
0.003,-1.19732,9.38669,-1.65825,0.0384379,0.209812,-0.0402389,0.298176,-9.73322,-1.27859,0.011862,-0.109671,0.0796529,5.00655,1.71892,8.42418,0.0472801,0.0121034,-0.0108024,5.24191,-0.945455,8.23132,0.0633485,-0.159158,0.0258477,8.23945,-0.501272,5.27478,0.221442,-0.0133839,0.124102,2.04316,9.36937,-2.81301,0.284967,0.897002,0.0742802,0.167426,-9.74216,-1.56776,0.0132988,-0.280344,-0.0699827
0.004,-1.17917,9.40713,-1.65575,0.0380643,0.212515,-0.03895,0.314968,-9.73934,-1.28731,0.0109346,-0.108891,0.0820775,4.98765,1.74378,8.4155,0.0475894,0.0120471,-0.0105528,5.30015,-1.01511,8.1427,0.0611854,-0.159004,0.0194171,8.23255,-0.505353,5.30481,0.220008,-0.0129658,0.122638,2.12012,9.31793,-2.58994,0.286659,0.915964,0.0766111,0.184216,-9.76137,-1.5582,0.0125105,-0.276991,-0.0711528
0.005,-1.154,9.43031,-1.65925,0.039781,0.213896,-0.0372555,0.332726,-9.75017,-1.29482,0.00990466,-0.107941,0.0835944,4.97366,1.75123,8.41824,0.0478693,0.0127782,-0.00974558,5.36187,-1.085,8.08295,0.0569973,-0.155808,0.013085,8.23746,-0.505575,5.31286,0.219771,-0.0128797,0.121517,2.16924,9.27025,-2.26882,0.27913,0.903564,0.0732049,0.200565,-9.77027,-1.55395,0.010813,-0.272115,-0.0722855
0.006,-1.1232,9.45567,-1.66755,0.0431701,0.214221,-0.0352365,0.351258,-9.76476,-1.30136,0.00879264,-0.106853,0.0843852,4.96361,1.74474,8.43011,0.0481257,0.0141391,-0.00849226,5.42637,-1.15507,8.0463,0.051189,-0.150177,0.00683163,8.25184,-0.502711,5.30334,0.220492,-0.013059,0.120669,2.19608,9.2256,-1.86927,0.264224,0.866073,0.0652089,0.216562,-9.77091,-1.55395,0.00838807,-0.266018,-0.0733883
0.007,-1.0924,9.48102,-1.67586,0.0465592,0.214545,-0.0332176,0.36979,-9.77936,-1.3079,0.00768063,-0.105765,0.0851761,4.95355,1.73826,8.44199,0.048382,0.0155001,-0.00723894,5.49086,-1.22514,8.00965,0.0453808,-0.144546,0.000578275,8.26622,-0.499847,5.29382,0.221212,-0.0132384,0.119822,2.22293,9.18094,-1.46972,0.249318,0.828583,0.057213,0.232558,-9.77155,-1.55395,0.00596318,-0.259922,-0.074491
0.008,-1.06161,9.50638,-1.68416,0.0499482,0.21487,-0.0311986,0.388322,-9.79395,-1.31444,0.00656862,-0.104677,0.0859669,4.9435,1.73178,8.45386,0.0486383,0.016861,-0.00598562,5.55536,-1.29522,7.97301,0.0395726,-0.138915,-0.00567508,8.2806,-0.496983,5.2843,0.221932,-0.0134178,0.118974,2.24978,9.13629,-1.07017,0.234412,0.791093,0.049217,0.248554,-9.7722,-1.55396,0.0035383,-0.253826,-0.0755938
0.009,-1.03287,9.52938,-1.69057,0.053115,0.21519,-0.0291469,0.407913,-9.80729,-1.32128,0.00565086,-0.103178,0.0868448,4.93157,1.72609,8.46614,0.0484619,0.0181622,-0.00491453,5.61185,-1.35312,7.94172,0.0343257,-0.133247,-0.0113767,8.29049,-0.497045,5.27417,0.222401,-0.0134612,0.118112,2.25942,9.09586,-0.704615,0.21919,0.752462,0.0407224,0.262388,-9.77315,-1.5561,0.00111918,-0.247855,-0.0766033
