Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,2.128,8.78442,-1.53115,-0.0221759,-2.36379,0.82005,-0.734927,-10.0262,-1.32652,-0.253875,0.19377,-0.145905,5.17004,2.46145,8.47085,-0.0526379,0.0115345,-0.0886321,3.69898,-0.486947,6.60587,-1.81977,0.457011,-2.85531,8.26658,-2.34897,3.86467,-1.5051,0.123973,-0.860406,1.5027,7.97961,0.456164,-0.0460911,-3.32785,0.534442,-0.381918,-10.1393,-1.19503,-0.448403,0.421721,0.363151
0.001,2.09029,8.78986,-1.48681,-0.0255101,-2.31356,0.819899,-0.733107,-10.0046,-1.24974,-0.254024,0.191146,-0.147631,5.12585,2.47384,8.44403,-0.0536851,0.0129639,-0.0881093,3.68567,-0.478112,6.64702,-1.80772,0.443361,-2.85208,8.28481,-2.36614,3.85841,-1.51054,0.122321,-0.850335,1.49709,7.98863,0.478021,-0.0425376,-3.31302,0.531091,-0.434354,-10.1238,-1.16807,-0.437843,0.397924,0.357774
0.002,2.05259,8.7953,-1.44247,-0.0288443,-2.26334,0.819749,-0.731286,-9.983,-1.17296,-0.254173,0.188522,-0.149358,5.08165,2.48624,8.41722,-0.0547323,0.0143932,-0.0875865,3.67236,-0.469278,6.68817,-1.79566,0.429712,-2.84885,8.30305,-2.38332,3.85215,-1.51598,0.12067,-0.840264,1.49148,7.99766,0.499879,-0.038984,-3.29819,0.527739,-0.48679,-10.1083,-1.14112,-0.427282,0.374127,0.352398
0.003,2.01489,8.80074,-1.39814,-0.0321786,-2.21312,0.819598,-0.729465,-9.96138,-1.09618,-0.254322,0.185898,-0.151084,5.03745,2.49864,8.39041,-0.0557794,0.0158225,-0.0870637,3.65905,-0.460443,6.72931,-1.7836,0.416063,-2.84562,8.32128,-2.40049,3.84589,-1.52142,0.119019,-0.830193,1.48586,8.00669,0.521736,-0.0354305,-3.28336,0.524387,-0.539226,-10.0928,-1.11417,-0.416722,0.350329,0.347022
0.004,1.97718,8.80619,-1.3538,-0.0355128,-2.16289,0.819448,-0.727645,-9.93976,-1.01939,-0.254471,0.183274,-0.15281,4.99325,2.51103,8.36359,-0.0568266,0.0172518,-0.0865409,3.64574,-0.451609,6.77046,-1.77154,0.402414,-2.84239,8.33951,-2.41767,3.83963,-1.52687,0.117368,-0.820123,1.48025,8.01571,0.543593,-0.0318769,-3.26853,0.521035,-0.591661,-10.0773,-1.08722,-0.406161,0.326532,0.341645
0.005,1.92345,8.80561,-1.31087,-0.040646,-2.11434,0.820062,-0.718733,-9.9269,-0.970974,-0.25467,0.179763,-0.154033,4.97261,2.49995,8.34925,-0.0587416,0.0184315,-0.0861738,3.6586,-0.445356,6.8079,-1.75941,0.392605,-2.83668,8.33538,-2.43084,3.83381,-1.53108,0.115428,-0.809965,1.47397,8.0228,0.562242,-0.0280596,-3.25329,0.519153,-0.571477,-10.0545,-1.06642,-0.395435,0.301662,0.335792
0.006,1.8569,8.80022,-1.26907,-0.0472184,-2.06713,0.821288,-0.704148,-9.92107,-0.945242,-0.254909,0.175542,-0.154852,4.9708,2.47009,8.34487,-0.0613509,0.0194115,-0.0859313,3.69241,-0.441169,6.84236,-1.74722,0.385868,-2.82899,8.31335,-2.44081,3.82834,-1.5343,0.113258,-0.799737,1.46716,8.02833,0.578324,-0.0240312,-3.23773,0.518445,-0.493195,-10.026,-1.05056,-0.384577,0.275933,0.329557
0.007,1.79035,8.79482,-1.22726,-0.0537907,-2.01992,0.822515,-0.689563,-9.91524,-0.91951,-0.255148,0.171322,-0.155672,4.96899,2.44023,8.3405,-0.0639601,0.0203916,-0.0856887,3.72621,-0.436981,6.87682,-1.73503,0.379131,-2.82131,8.29133,-2.45078,3.82288,-1.53752,0.111087,-0.789509,1.46035,8.03386,0.594407,-0.0200029,-3.22217,0.517738,-0.414914,-9.99746,-1.03469,-0.373718,0.250204,0.323322
0.008,1.7238,8.78943,-1.18546,-0.0603631,-1.9727,0.823741,-0.674978,-9.9094,-0.893778,-0.255387,0.167101,-0.156492,4.96718,2.41037,8.33612,-0.0665694,0.0213716,-0.0854462,3.76002,-0.432794,6.91128,-1.72284,0.372394,-2.81362,8.2693,-2.46075,3.81741,-1.54074,0.108917,-0.779281,1.45354,8.03939,0.610489,-0.0159745,-3.20661,0.51703,-0.336633,-9.96892,-1.01883,-0.362859,0.224476,0.317088
0.009,1.65633,8.78245,-1.14653,-0.0667965,-1.92618,0.825217,-0.661349,-9.90378,-0.866044,-0.2556,0.163677,-0.157296,4.97005,2.3849,8.33081,-0.0692899,0.0222982,-0.0851774,3.79544,-0.422124,6.9474,-1.7112,0.365975,-2.80581,8.24819,-2.47088,3.81316,-1.54355,0.106671,-0.769256,1.44645,8.04602,0.627014,-0.0119052,-3.1912,0.516279,-0.259317,-9.94075,-1.00212,-0.351822,0.199188,0.311303
0.01,1.58156,8.76281,-1.13055,-0.0721186,-1.88517,0.828695,-0.65537,-9.89982,-0.822299,-0.2556,0.166618,-0.157978,5.01031,2.3946,8.318,-0.0729008,0.022797,-0.0846992,3.84381,-0.359588,6.99686,-1.70403,0.362099,-2.79704,8.23435,-2.48234,3.81862,-1.54305,0.103824,-0.760848,1.43714,8.06137,0.647087,-0.00750821,-3.17697,0.515178,-0.189722,-9.9155,-0.978728,-0.339354,0.177426,0.309115
0.011,1.5068,8.74316,-1.11458,-0.0774406,-1.84417,0.832174,-0.649392,-9.89587,-0.778554,-0.2556,0.169559,-0.15866,5.05058,2.4043,8.30519,-0.0765116,0.0232959,-0.084221,3.89218,-0.297053,7.04632,-1.69686,0.358222,-2.78827,8.22052,-2.4938,3.82407,-1.54254,0.100976,-0.752441,1.42782,8.07672,0.667159,-0.00311125,-3.16275,0.514077,-0.120127,-9.89026,-0.955331,-0.326887,0.155664,0.306928
0.012,1.43203,8.72352,-1.0986,-0.0827627,-1.80316,0.835652,-0.643413,-9.89191,-0.734808,-0.2556,0.172501,-0.159343,5.09085,2.414,8.29239,-0.0801224,0.0237948,-0.0837427,3.94055,-0.234518,7.09578,-1.68969,0.354345,-2.7795,8.20669,-2.50526,3.82953,-1.54204,0.0981281,-0.744033,1.41851,8.09207,0.687232,0.00128571,-3.14852,0.512975,-0.0505324,-9.86501,-0.931935,-0.314419,0.133902,0.304741
0.013,1.35726,8.70387,-1.08263,-0.0880848,-1.76215,0.83913,-0.637434,-9.88796,-0.691063,-0.2556,0.175442,-0.160025,5.13111,2.4237,8.27958,-0.0837332,0.0242936,-0.0832645,3.98891,-0.171983,7.14524,-1.68252,0.350469,-2.77073,8.19286,-2.51672,3.83499,-1.54154,0.0952804,-0.735626,1.40919,8.10742,0.707304,0.00568267,-3.1343,0.511874,0.0190623,-9.83977,-0.908538,-0.301951,0.11214,0.302553
0.014,1.28933,8.6805,-1.07306,-0.0936613,-1.72507,0.83934,-0.610326,-9.87953,-0.680141,-0.256801,0.178959,-0.16047,5.13283,2.42848,8.28875,-0.0849763,0.0270103,-0.083577,4.00827,-0.121957,7.19967,-1.67455,0.346623,-2.76304,8.19674,-2.50952,3.83213,-1.54076,0.094657,-0.727025,1.40732,8.11195,0.72145,0.00994912,-3.12181,0.511745,0.136756,-9.7913,-0.879298,-0.290795,0.0928432,0.301454
0.015,1.22481,8.65527,-1.06669,-0.0993651,-1.68995,0.837916,-0.572654,-9.86887,-0.685631,-0.258604,0.182764,-0.160797,5.11526,2.4308,8.30893,-0.0850355,0.0308359,-0.084285,4.01311,-0.0781868,7.25658,-1.66618,0.342792,-2.75589,8.20948,-2.49299,3.82511,-1.53985,0.0951457,-0.718327,1.40918,8.11108,0.732631,0.0141503,-3.11018,0.512103,0.2785,-9.73121,-0.847136,-0.280295,0.0747791,0.300898
0.016,1.1603,8.63004,-1.06032,-0.105069,-1.65483,0.836492,-0.534981,-9.8582,-0.691122,-0.260406,0.18657,-0.161124,5.0977,2.43313,8.3291,-0.0850947,0.0346615,-0.0849929,4.01795,-0.0344163,7.31349,-1.65781,0.338961,-2.74874,8.22222,-2.47645,3.8181,-1.53894,0.0956344,-0.709629,1.41103,8.1102,0.743813,0.0183515,-3.09856,0.512461,0.420243,-9.67112,-0.814973,-0.269795,0.0567149,0.300342
0.017,1.09578,8.6048,-1.05395,-0.110773,-1.61971,0.835068,-0.497309,-9.84754,-0.696612,-0.262208,0.190375,-0.161451,5.08014,2.43545,8.34927,-0.0851539,0.0384871,-0.0857008,4.0228,0.00935411,7.37041,-1.64944,0.33513,-2.74159,8.23496,-2.45992,3.81109,-1.53803,0.0961231,-0.700932,1.41289,8.10932,0.754995,0.0225527,-3.08694,0.512818,0.561987,-9.61103,-0.782811,-0.259295,0.0386508,0.299786
0.018,1.03552,8.57353,-1.05309,-0.115789,-1.58619,0.832666,-0.450773,-9.84348,-0.703946,-0.264275,0.193376,-0.161714,5.05641,2.42095,8.36952,-0.0847241,0.0409303,-0.0862508,4.01998,0.0509885,7.42691,-1.64209,0.331953,-2.73447,8.24383,-2.45117,3.8058,-1.53567,0.096577,-0.69259,1.41437,8.11259,0.767498,0.0261817,-3.07548,0.513825,0.696024,-9.57044,-0.746618,-0.249797,0.0211417,0.299041
0.019,0.990144,8.52109,-1.0715,-0.118398,-1.5583,0.826842,-0.373215,-9.86253,-0.717734,-0.267269,0.19356,-0.161753,5.01111,2.34758,8.39009,-0.0825828,0.0385351,-0.0862481,3.99036,0.0851469,7.48196,-1.6383,0.331064,-2.72749,8.23917,-2.46962,3.80654,-1.52825,0.0969093,-0.685494,1.41456,8.13039,0.784623,0.0278077,-3.06461,0.517105,0.803089,-9.59807,-0.696317,-0.243806,0.00557491,0.297631
0.02,0.944768,8.46866,-1.0899,-0.121007,-1.53041,0.821018,-0.295657,-9.88158,-0.731523,-0.270263,0.193745,-0.161792,4.9658,2.2742,8.41066,-0.0804415,0.0361398,-0.0862455,3.96073,0.119305,7.53701,-1.63452,0.330175,-2.72051,8.2345,-2.48807,3.80729,-1.52083,0.0972416,-0.678398,1.41475,8.14819,0.801749,0.0294337,-3.05374,0.520384,0.910154,-9.62569,-0.646017,-0.237816,-0.00999184,0.296221
0.021,0.899392,8.41623,-1.10831,-0.123617,-1.50252,0.815194,-0.218099,-9.90063,-0.745311,-0.273258,0.193929,-0.161832,4.9205,2.20083,8.43122,-0.0783001,0.0337446,-0.0862428,3.9311,0.153464,7.59206,-1.63073,0.329286,-2.71352,8.22984,-2.50652,3.80803,-1.51342,0.0975739,-0.671302,1.41494,8.16598,0.818874,0.0310597,-3.04286,0.523663,1.01722,-9.65332,-0.595716,-0.231825,-0.0255586,0.294811
