Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-0.675149,9.82584,-1.29031,-0.0521636,-0.0616418,-0.217267,0.339931,-10.1176,-0.56722,0.086549,-0.521079,-0.0918334,4.83425,1.01592,8.70682,0.077745,0.0396847,0.121184,5.28748,-0.651019,8.45687,-0.0985192,0.114331,-0.0318458,8.50472,-0.593695,4.75783,0.328895,0.22298,0.149085,0.713646,10.014,-1.01096,0.199833,-0.164475,-0.0605886,0.327906,-10.2114,-0.658271,0.0800807,-0.282225,0.40308
0.001,-0.705815,9.83408,-1.32741,-0.0529969,-0.0780959,-0.214593,0.365639,-10.0624,-0.580356,0.0881744,-0.516305,-0.0932762,4.84144,1.05424,8.69975,0.0784635,0.0390828,0.119199,5.31667,-0.690222,8.4341,-0.0978635,0.112425,-0.0306711,8.49108,-0.606459,4.77145,0.328698,0.225455,0.149669,0.707278,10.0177,-1.03324,0.201837,-0.168725,-0.0563688,0.311996,-10.2376,-0.674443,0.0761265,-0.282843,0.392131
0.002,-0.736482,9.84233,-1.36451,-0.0538302,-0.09455,-0.211919,0.391347,-10.0071,-0.593491,0.0897999,-0.511531,-0.094719,4.84863,1.09257,8.69268,0.0791821,0.038481,0.117214,5.34586,-0.729425,8.41132,-0.0972077,0.110518,-0.0294964,8.47744,-0.619222,4.78507,0.328501,0.22793,0.150253,0.700911,10.0214,-1.05551,0.203841,-0.172975,-0.0521491,0.296085,-10.2637,-0.690616,0.0721723,-0.28346,0.381182
0.003,-0.767148,9.85058,-1.40161,-0.0546635,-0.111004,-0.209244,0.417055,-9.95183,-0.606627,0.0914253,-0.506757,-0.0961618,4.85582,1.13089,8.68561,0.0799006,0.0378792,0.115229,5.37505,-0.768627,8.38854,-0.0965519,0.108612,-0.0283218,8.46379,-0.631986,4.79868,0.328304,0.230405,0.150836,0.694543,10.0251,-1.07778,0.205845,-0.177224,-0.0479293,0.280174,-10.2899,-0.706788,0.0682181,-0.284078,0.370233
0.004,-0.797815,9.85883,-1.43871,-0.0554968,-0.127458,-0.20657,0.442763,-9.89657,-0.619762,0.0930507,-0.501982,-0.0976046,4.863,1.16922,8.67854,0.0806191,0.0372774,0.113244,5.40424,-0.80783,8.36577,-0.0958961,0.106706,-0.0271471,8.45015,-0.644749,4.8123,0.328107,0.23288,0.15142,0.688176,10.0288,-1.10005,0.207849,-0.181474,-0.0437095,0.264263,-10.3161,-0.722961,0.0642639,-0.284695,0.359283
0.005,-0.833539,9.86187,-1.49169,-0.0549185,-0.142066,-0.20379,0.44196,-9.8784,-0.633399,0.0937928,-0.495448,-0.0988371,4.8724,1.19208,8.6894,0.0822889,0.0370113,0.112129,5.43904,-0.82596,8.34335,-0.0943979,0.105805,-0.026625,8.42541,-0.634952,4.81738,0.327554,0.232289,0.15164,0.697673,10.0149,-1.13993,0.208836,-0.183665,-0.0403478,0.256375,-10.3377,-0.733159,0.0612273,-0.285767,0.34753
0.006,-0.87331,9.86076,-1.55737,-0.0532109,-0.155197,-0.200924,0.419947,-9.88991,-0.647438,0.0938281,-0.487506,-0.0999015,4.88358,1.20258,8.7146,0.0847197,0.0370139,0.111712,5.47834,-0.827232,8.32122,-0.0922258,0.10571,-0.026625,8.39178,-0.607108,4.81562,0.326715,0.229244,0.151569,0.719861,9.98685,-1.19389,0.209009,-0.184209,-0.0376727,0.254906,-10.3557,-0.738579,0.0589248,-0.287203,0.335133
0.007,-0.913081,9.85964,-1.62306,-0.0515034,-0.168327,-0.198058,0.397934,-9.90142,-0.661476,0.0938634,-0.479564,-0.100966,4.89476,1.21307,8.7398,0.0871504,0.0370165,0.111295,5.51764,-0.828504,8.29909,-0.0900537,0.105615,-0.026625,8.35816,-0.579264,4.81386,0.325876,0.2262,0.151497,0.74205,9.95883,-1.24785,0.209181,-0.184753,-0.0349975,0.253436,-10.3736,-0.743998,0.0566223,-0.28864,0.322736
0.008,-0.952852,9.85852,-1.68874,-0.0497959,-0.181458,-0.195193,0.375921,-9.91293,-0.675515,0.0938987,-0.471622,-0.10203,4.90593,1.22357,8.765,0.0895811,0.0370191,0.110877,5.55694,-0.829776,8.27696,-0.0878816,0.10552,-0.026625,8.32454,-0.551419,4.8121,0.325037,0.223155,0.151426,0.764238,9.93081,-1.30181,0.209354,-0.185297,-0.0323223,0.251966,-10.3916,-0.749417,0.0543198,-0.290076,0.310339
0.009,-0.991572,9.85454,-1.75482,-0.0480501,-0.194143,-0.19278,0.358946,-9.9201,-0.689326,0.0935936,-0.463807,-0.102877,4.91652,1.23303,8.78723,0.0916324,0.0369659,0.11041,5.59358,-0.830858,8.25693,-0.0857125,0.105402,-0.0265751,8.29254,-0.526834,4.81207,0.324468,0.220348,0.151216,0.784963,9.90013,-1.35136,0.209555,-0.18591,-0.0295852,0.246975,-10.4082,-0.753853,0.0519359,-0.291857,0.297835
