Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-0.281548,9.24073,-2.87304,-0.148256,-0.406569,-0.336336,0.0618437,-9.84663,-1.34822,0.0166006,0.0519318,0.232423,5.07261,1.52421,8.55228,-0.118056,-0.0533931,0.0956062,5.51225,-1.34548,8.15802,-0.113757,0.0269476,0.0407129,7.84682,-1.34099,5.39653,0.244843,-0.0775587,0.08946,1.3507,9.26651,-2.15805,0.0921337,-0.179031,0.135466,0.274589,-9.88997,-1.55697,-0.0865067,0.00311744,-0.0772319
0.001,-0.247751,9.22853,-2.88688,-0.150244,-0.398159,-0.334757,0.0436193,-9.81032,-1.37669,0.0169867,0.0540951,0.23227,5.0458,1.54895,8.53534,-0.116533,-0.0553202,0.0921626,5.52809,-1.31326,8.14475,-0.109443,0.0297351,0.0369671,7.83678,-1.34747,5.37954,0.243361,-0.0772924,0.0915074,1.33768,9.25376,-2.16289,0.0929057,-0.166729,0.131456,0.231486,-9.88663,-1.56414,-0.0846486,0.000382402,-0.0781051
0.002,-0.213954,9.21633,-2.90071,-0.152232,-0.389748,-0.333177,0.0253949,-9.77401,-1.40516,0.0173727,0.0562583,0.232117,5.01899,1.57368,8.5184,-0.11501,-0.0572473,0.0887189,5.54394,-1.28105,8.13147,-0.105128,0.0325227,0.0332213,7.82675,-1.35394,5.36254,0.241879,-0.0770261,0.0935547,1.32466,9.24101,-2.16774,0.0936776,-0.154428,0.127446,0.188382,-9.88328,-1.57131,-0.0827906,-0.00235264,-0.0789783
0.003,-0.180157,9.20413,-2.91454,-0.154219,-0.381338,-0.331598,0.0071705,-9.7377,-1.43363,0.0177587,0.0584215,0.231964,4.99219,1.59841,8.50146,-0.113486,-0.0591744,0.0852752,5.55978,-1.24883,8.1182,-0.100814,0.0353103,0.0294754,7.81671,-1.36042,5.34555,0.240396,-0.0767599,0.0956021,1.31164,9.22827,-2.17258,0.0944496,-0.142126,0.123436,0.145279,-9.87994,-1.57849,-0.0809325,-0.00508768,-0.0798515
0.004,-0.14636,9.19193,-2.92838,-0.156207,-0.372928,-0.330018,-0.0110539,-9.70138,-1.4621,0.0181448,0.0605847,0.231811,4.96538,1.62315,8.48452,-0.111963,-0.0611014,0.0818316,5.57562,-1.21662,8.10492,-0.0964991,0.0380979,0.0257296,7.80668,-1.36689,5.32855,0.238914,-0.0764936,0.0976494,1.29861,9.21552,-2.17743,0.0952216,-0.129825,0.119427,0.102176,-9.8766,-1.58566,-0.0790745,-0.00782272,-0.0807247
0.005,-0.113383,9.16125,-2.93978,-0.157473,-0.36383,-0.32973,-0.0129364,-9.67475,-1.47516,0.017691,0.0638666,0.232122,4.95755,1.61848,8.49123,-0.110354,-0.0607059,0.0798671,5.58935,-1.18313,8.09982,-0.0909693,0.0398396,0.0219259,7.80443,-1.37045,5.31324,0.239289,-0.075336,0.100324,1.27796,9.20606,-2.17901,0.0954954,-0.119045,0.116917,0.0647515,-9.86967,-1.59541,-0.0776864,-0.00981495,-0.0809912
0.006,-0.0810627,9.11578,-2.94924,-0.158162,-0.354183,-0.330475,-0.00174552,-9.65586,-1.4759,0.0165654,0.0680433,0.232804,4.96491,1.59029,8.51686,-0.108676,-0.0584524,0.079086,5.60139,-1.14862,8.10125,-0.0844674,0.0407448,0.0180757,7.80841,-1.37168,5.29927,0.241149,-0.0734654,0.103501,1.25119,9.19922,-2.178,0.0953706,-0.109483,0.115608,0.0318707,-9.85989,-1.60724,-0.0766742,-0.0112129,-0.0807723
0.007,-0.0487422,9.07031,-2.9587,-0.158851,-0.344536,-0.33122,0.0094454,-9.63696,-1.47664,0.0154397,0.07222,0.233485,4.97226,1.5621,8.54249,-0.106998,-0.0561989,0.0783049,5.61343,-1.11412,8.10269,-0.0779655,0.04165,0.0142256,7.81239,-1.37291,5.2853,0.243009,-0.0715948,0.106677,1.22442,9.19239,-2.17698,0.0952458,-0.0999206,0.114298,-0.00101011,-9.85011,-1.61906,-0.075662,-0.0126109,-0.0805535
0.008,-0.0164218,9.02485,-2.96817,-0.15954,-0.334889,-0.331966,0.0206363,-9.61807,-1.47737,0.0143141,0.0763967,0.234167,4.97962,1.53391,8.56812,-0.10532,-0.0539453,0.0775238,5.62546,-1.07961,8.10412,-0.0714636,0.0425551,0.0103754,7.81637,-1.37414,5.27133,0.24487,-0.0697242,0.109854,1.19766,9.18556,-2.17597,0.095121,-0.0903583,0.112989,-0.0338909,-9.84032,-1.63088,-0.0746498,-0.0140089,-0.0803346
0.009,0.0141367,8.98008,-2.97586,-0.15989,-0.324992,-0.33283,0.0304062,-9.60331,-1.47814,0.0130711,0.0803663,0.234665,4.98534,1.50939,8.58966,-0.103915,-0.0516959,0.0768759,5.63562,-1.05273,8.10324,-0.065028,0.0436598,0.00644936,7.81817,-1.37256,5.25848,0.246217,-0.0682808,0.112919,1.16688,9.18203,-2.17413,0.0949531,-0.0810263,0.111571,-0.0677602,-9.8315,-1.64301,-0.0735621,-0.0153057,-0.0803291
