Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-0.233376,9.57242,-1.92681,0.0286752,-0.00119383,-0.0693447,0.211927,-10.1504,-1.60139,0.0165226,0.129961,0.0858995,4.89283,2.30643,8.51556,-0.17598,0.0126714,0.116678,5.34497,-0.976136,8.48487,-0.0788305,0.0416171,0.0666138,8.35126,-0.480296,5.31149,0.0439249,0.119506,-0.104434,0.538295,9.64023,-1.0861,0.049935,-0.0059465,-0.0433306,-0.532834,-10.0534,-1.32835,0.00489728,0.020235,0.0931411
0.001,-0.233324,9.57343,-1.95005,0.0298094,-0.00769858,-0.0671657,0.236751,-10.1292,-1.63203,0.0162875,0.13614,0.0844522,4.9032,2.30174,8.51135,-0.178586,0.011644,0.119372,5.3118,-0.984299,8.4903,-0.078346,0.0375169,0.0637209,8.39276,-0.487345,5.31649,0.0424563,0.120423,-0.102438,0.530906,9.67582,-1.11132,0.0504942,-0.0104534,-0.0409299,-0.529439,-10.0736,-1.33612,0.00268746,0.0212832,0.0918638
0.002,-0.233272,9.57443,-1.97328,0.0309436,-0.0142033,-0.0649866,0.261576,-10.108,-1.66266,0.0160524,0.142319,0.0830048,4.91357,2.29705,8.50714,-0.181192,0.0106166,0.122066,5.27864,-0.992463,8.49574,-0.0778615,0.0334167,0.0608279,8.43426,-0.494393,5.3215,0.0409876,0.12134,-0.100442,0.523517,9.71141,-1.13653,0.0510534,-0.0149603,-0.0385292,-0.526044,-10.0937,-1.34389,0.000477635,0.0223314,0.0905866
0.003,-0.23322,9.57544,-1.99651,0.0320778,-0.0207081,-0.0628075,0.2864,-10.0868,-1.6933,0.0158174,0.148498,0.0815574,4.92393,2.29236,8.50293,-0.183799,0.00958926,0.12476,5.24548,-1.00063,8.50118,-0.0773771,0.0293165,0.0579349,8.47576,-0.501442,5.3265,0.0395189,0.122257,-0.098446,0.516128,9.74701,-1.16175,0.0516126,-0.0194672,-0.0361285,-0.52265,-10.1139,-1.35167,-0.00173219,0.0233796,0.0893093
0.004,-0.233169,9.57645,-2.01975,0.033212,-0.0272128,-0.0606285,0.311225,-10.0656,-1.72394,0.0155823,0.154677,0.0801101,4.9343,2.28767,8.49872,-0.186405,0.00856187,0.127455,5.21232,-1.00879,8.50661,-0.0768926,0.0252163,0.055042,8.51726,-0.508491,5.33151,0.0380503,0.123174,-0.0964501,0.508738,9.7826,-1.18696,0.0521718,-0.0239741,-0.0337278,-0.519255,-10.1341,-1.35944,-0.00394201,0.0244278,0.088032
0.005,-0.241441,9.6062,-2.03793,0.0347933,-0.0331501,-0.0581799,0.316669,-10.0527,-1.72716,0.0150172,0.160364,0.0790165,4.93935,2.27605,8.49885,-0.188389,0.00766719,0.13013,5.19696,-0.997823,8.5053,-0.0771582,0.0215315,0.0532449,8.53936,-0.500923,5.34688,0.0359043,0.125692,-0.0944514,0.504164,9.81091,-1.20608,0.0519924,-0.0286453,-0.033809,-0.497045,-10.1219,-1.378,-0.00475449,0.0242712,0.0879026
0.006,-0.256374,9.65894,-2.05206,0.0367322,-0.0386335,-0.0555156,0.306608,-10.0464,-1.70844,0.0141881,0.165656,0.078206,4.94013,2.25891,8.50247,-0.189876,0.00687865,0.132789,5.19585,-0.971554,8.49859,-0.0780239,0.018179,0.0523246,8.54595,-0.481662,5.37056,0.0332164,0.129491,-0.0924505,0.501841,9.8334,-1.22032,0.0512222,-0.0334479,-0.0358758,-0.459782,-10.084,-1.40518,-0.00444909,0.0231507,0.0886914
0.007,-0.271307,9.71169,-2.06619,0.0386711,-0.0441169,-0.0528513,0.296546,-10.0402,-1.68972,0.0133591,0.170949,0.0773954,4.94092,2.24176,8.50609,-0.191363,0.00609012,0.135449,5.19473,-0.945285,8.49188,-0.0788896,0.0148265,0.0514043,8.55253,-0.462401,5.39423,0.0305286,0.133291,-0.0904496,0.499518,9.85589,-1.23456,0.0504519,-0.0382506,-0.0379427,-0.422519,-10.046,-1.43237,-0.00414369,0.0220302,0.0894802
0.008,-0.286239,9.76443,-2.08033,0.0406101,-0.0496003,-0.050187,0.286485,-10.0339,-1.671,0.01253,0.176241,0.0765849,4.9417,2.22461,8.50971,-0.192849,0.00530159,0.138109,5.19361,-0.919016,8.48517,-0.0797553,0.0114739,0.0504839,8.55912,-0.44314,5.41791,0.0278407,0.13709,-0.0884488,0.497195,9.87838,-1.2488,0.0496816,-0.0430533,-0.0400095,-0.385256,-10.008,-1.45956,-0.0038383,0.0209097,0.0902691
0.009,-0.29634,9.81726,-2.09464,0.0423836,-0.0546849,-0.0476601,0.275201,-10.0256,-1.65196,0.0115298,0.181344,0.0756867,4.94363,2.2078,8.51321,-0.194326,0.00450367,0.140577,5.19743,-0.895649,8.47772,-0.0805442,0.00830081,0.0496555,8.56631,-0.426051,5.43874,0.025401,0.140414,-0.0862726,0.490526,9.90139,-1.26361,0.0491767,-0.0476601,-0.0421553,-0.349988,-9.97441,-1.48976,-0.00351002,0.0196575,0.0907244
0.01,-0.267784,9.87081,-2.11034,0.0428339,-0.0565795,-0.0462328,0.254133,-10.0009,-1.63037,0.0091606,0.184925,0.074087,4.95473,2.19365,8.51582,-0.19572,0.00363057,0.141505,5.24066,-0.895496,8.46431,-0.0807185,0.00656265,0.0495621,8.57834,-0.426338,5.43681,0.0249461,0.139941,-0.0826938,0.449092,9.92854,-1.28297,0.0507953,-0.0507006,-0.0449327,-0.330676,-9.97575,-1.5441,-0.00299869,0.0173518,0.0885117
