Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.0874,-0.65601,5.41318,-0.165849,0.0164106,-0.282177,7.40632,5.73509,7.55482,0.275715,-3.38958,2.35913,5.12536,-3.20398,7.92073,-0.11786,0.0991243,-0.0441381,-0.710074,-13.5116,-2.30515,1.22078,-0.852167,1.61129,-6.37097,-10.5639,-1.30654,-0.00177549,-2.71002,-0.86178,1.69413,9.94384,-1.51393,0.182059,0.326136,-0.235417,1.07317,9.59532,-2.30122,0.11138,-0.228975,-0.259415
0.001,8.08643,-0.704663,5.43465,-0.173809,0.0210211,-0.281536,7.36396,5.83009,7.43955,0.222819,-3.40553,2.35956,5.14223,-3.17633,7.91246,-0.115897,0.0979068,-0.0459517,-0.561336,-13.5263,-2.39786,1.24442,-0.816478,1.5831,-6.39923,-10.6646,-1.47291,-0.0270949,-2.65751,-0.893659,1.68026,9.9707,-1.52425,0.171843,0.315529,-0.232867,1.03901,9.60196,-2.31826,0.111893,-0.22821,-0.262113
0.002,8.08546,-0.753315,5.45613,-0.181769,0.0256316,-0.280895,7.32159,5.9251,7.32428,0.169922,-3.42148,2.35998,5.1591,-3.14868,7.9042,-0.113935,0.0966892,-0.0477654,-0.412598,-13.5409,-2.49058,1.26807,-0.78079,1.55492,-6.4275,-10.7653,-1.63929,-0.0524143,-2.60499,-0.925537,1.66639,9.99756,-1.53456,0.161627,0.304922,-0.230316,1.00484,9.6086,-2.3353,0.112405,-0.227445,-0.26481
0.003,8.0845,-0.801967,5.4776,-0.189729,0.0302422,-0.280255,7.27923,6.0201,7.20901,0.117026,-3.43743,2.36041,5.17597,-3.12104,7.89593,-0.111973,0.0954717,-0.049579,-0.26386,-13.5556,-2.58329,1.29171,-0.745101,1.52674,-6.45577,-10.866,-1.80566,-0.0777337,-2.55248,-0.957416,1.65251,10.0244,-1.54488,0.151411,0.294314,-0.227766,0.970682,9.61524,-2.35234,0.112917,-0.226681,-0.267507
0.004,8.08353,-0.850619,5.49907,-0.197689,0.0348527,-0.279614,7.23687,6.11511,7.09374,0.0641295,-3.45337,2.36084,5.19283,-3.09339,7.88767,-0.11001,0.0942542,-0.0513927,-0.115122,-13.5702,-2.676,1.31535,-0.709412,1.49856,-6.48404,-10.9666,-1.97204,-0.103053,-2.49997,-0.989294,1.63864,10.0513,-1.5552,0.141196,0.283707,-0.225215,0.93652,9.62189,-2.36938,0.113429,-0.225916,-0.270205
0.005,8.09754,-0.902106,5.50085,-0.207248,0.0422365,-0.277038,7.19577,6.25135,7.01545,0.00934986,-3.48519,2.36242,5.19814,-3.08121,7.89104,-0.108269,0.0939869,-0.0518542,0.0849639,-13.5468,-2.59503,1.33797,-0.697842,1.47011,-6.5001,-11.0498,-2.14137,-0.116375,-2.44595,-1.02172,1.63889,10.0665,-1.58825,0.131347,0.27022,-0.224966,0.908972,9.63339,-2.37843,0.112677,-0.223648,-0.272737
0.006,8.12354,-0.955863,5.48687,-0.218087,0.0518389,-0.272915,7.15567,6.42059,6.96674,-0.0469364,-3.52971,2.36492,5.19421,-3.0814,7.90373,-0.106705,0.0944797,-0.051234,0.326129,-13.4928,-2.37511,1.35976,-0.705567,1.44145,-6.50639,-11.1188,-2.31307,-0.120098,-2.39071,-1.05459,1.65042,10.0725,-1.63948,0.121792,0.25443,-0.226558,0.886714,9.64879,-2.38108,0.110913,-0.220178,-0.275137
0.007,8.14953,-1.00962,5.47289,-0.228925,0.0614414,-0.268791,7.11558,6.58982,6.91804,-0.103223,-3.57423,2.36742,5.19028,-3.08158,7.91641,-0.105141,0.0949725,-0.0506138,0.567294,-13.4389,-2.15519,1.38155,-0.713292,1.41279,-6.51268,-11.1879,-2.48477,-0.123821,-2.33547,-1.08745,1.66196,10.0784,-1.69072,0.112237,0.23864,-0.228149,0.864457,9.66418,-2.38374,0.109149,-0.216707,-0.277538
0.008,8.17553,-1.06337,5.45891,-0.239763,0.0710438,-0.264667,7.07549,6.75906,6.86933,-0.159509,-3.61875,2.36992,5.18634,-3.08177,7.9291,-0.103577,0.0954654,-0.0499937,0.808459,-13.385,-1.93526,1.40334,-0.721016,1.38413,-6.51896,-11.2569,-2.65646,-0.127544,-2.28023,-1.12031,1.67349,10.0843,-1.74195,0.102682,0.22285,-0.229741,0.8422,9.67958,-2.38639,0.107385,-0.213237,-0.279938
0.009,8.19931,-1.11354,5.44698,-0.249947,0.0807737,-0.260575,7.04251,6.92771,6.80883,-0.211991,-3.65927,2.37308,5.18173,-3.0825,7.94048,-0.102264,0.0959081,-0.049631,1.03354,-13.327,-1.69585,1.42538,-0.732512,1.35638,-6.51936,-11.3212,-2.82246,-0.129908,-2.22484,-1.15282,1.6773,10.0862,-1.78976,0.0936591,0.20645,-0.230873,0.820949,9.69483,-2.38637,0.105574,-0.209598,-0.282242
0.01,8.20542,-1.13503,5.45142,-0.254902,0.0915236,-0.256734,7.06649,7.09169,6.65398,-0.234043,-3.66775,2.38153,5.17167,-3.08756,7.94143,-0.102963,0.0959504,-0.0513283,1.12996,-13.237,-1.3005,1.44947,-0.77417,1.3359,-6.47261,-11.3471,-2.94287,-0.121396,-2.16819,-1.18248,1.61927,10.0555,-1.81012,0.0888978,0.185166,-0.228328,0.807749,9.70891,-2.36488,0.103385,-0.204607,-0.283774
0.011,8.21152,-1.15651,5.45587,-0.259856,0.102274,-0.252894,7.09046,7.25567,6.49912,-0.256094,-3.67623,2.38998,5.16161,-3.09262,7.94238,-0.103662,0.0959926,-0.0530256,1.22638,-13.1469,-0.905157,1.47356,-0.815828,1.31542,-6.42587,-11.373,-3.06327,-0.112884,-2.11154,-1.21214,1.56124,10.0249,-1.83049,0.0841365,0.163883,-0.225784,0.79455,9.72299,-2.34339,0.101195,-0.199617,-0.285306
0.012,8.21762,-1.17799,5.46031,-0.26481,0.113023,-0.249054,7.11443,7.41965,6.34427,-0.278146,-3.6847,2.39843,5.15155,-3.09768,7.94333,-0.104362,0.0960349,-0.054723,1.32279,-13.0568,-0.509811,1.49764,-0.857487,1.29494,-6.37912,-11.3989,-3.18367,-0.104372,-2.0549,-1.2418,1.50321,9.9942,-1.85086,0.0793751,0.1426,-0.223239,0.78135,9.73707,-2.3219,0.099006,-0.194627,-0.286838
0.013,8.22373,-1.19947,5.46475,-0.269764,0.123773,-0.245213,7.13841,7.58363,6.18942,-0.300197,-3.69318,2.40689,5.1415,-3.10273,7.94428,-0.105061,0.0960772,-0.0564203,1.41921,-12.9668,-0.114465,1.52173,-0.899145,1.27446,-6.33237,-11.4249,-3.30408,-0.0958597,-1.99825,-1.27146,1.44519,9.96353,-1.87122,0.0746138,0.121317,-0.220694,0.768151,9.75115,-2.30041,0.0968165,-0.189636,-0.28837
0.014,8.2482,-1.24237,5.4463,-0.276665,0.133991,-0.240266,7.15498,7.66065,6.11424,-0.307289,-3.68119,2.41323,5.12372,-3.1066,7.94547,-0.105224,0.0955539,-0.0577601,1.42971,-12.7669,0.232423,1.5391,-0.942059,1.27127,-6.24581,-11.4254,-3.36505,-0.0917081,-1.94344,-1.2997,1.40939,9.94521,-1.86864,0.0694814,0.0976101,-0.218106,0.749337,9.76073,-2.27824,0.096333,-0.186071,-0.28987
0.015,8.28186,-1.29598,5.41639,-0.284538,0.143942,-0.234766,7.16785,7.69418,6.0789,-0.306902,-3.65896,2.41852,5.10209,-3.10987,7.94679,-0.10512,0.0947477,-0.0589211,1.39726,-12.5122,0.555082,1.55312,-0.985601,1.27673,-6.13935,-11.4133,-3.3963,-0.0897365,-1.88954,-1.32723,1.3847,9.93308,-1.85457,0.0641634,0.0726915,-0.215495,0.727716,9.76806,-2.25574,0.0967026,-0.183219,-0.291354
0.016,8.31552,-1.34959,5.38648,-0.292411,0.153893,-0.229265,7.18071,7.72771,6.04355,-0.306515,-3.63673,2.4238,5.08045,-3.11313,7.9481,-0.105015,0.0939416,-0.0600821,1.3648,-12.2576,0.87774,1.56714,-1.02914,1.28218,-6.03289,-11.4012,-3.42755,-0.087765,-1.83564,-1.35476,1.36001,9.92094,-1.8405,0.0588454,0.0477728,-0.212884,0.706095,9.7754,-2.23324,0.0970721,-0.180367,-0.292837
0.017,8.34917,-1.4032,5.35658,-0.300284,0.163844,-0.223765,7.19358,7.76125,6.00821,-0.306128,-3.6145,2.42909,5.05882,-3.1164,7.94942,-0.104911,0.0931355,-0.0612431,1.33235,-12.0029,1.2004,1.58116,-1.07268,1.28763,-5.92642,-11.3891,-3.4588,-0.0857935,-1.78175,-1.38229,1.33533,9.90881,-1.82643,0.0535274,0.0228542,-0.210273,0.684474,9.78273,-2.21074,0.0974416,-0.177515,-0.294321
0.018,8.3742,-1.45625,5.33222,-0.306814,0.172084,-0.21894,7.21257,7.72994,5.96808,-0.303748,-3.58976,2.42912,5.04633,-3.11053,7.94698,-0.105103,0.0921661,-0.0615453,1.28475,-11.7433,1.45248,1.58945,-1.10815,1.29674,-5.82282,-11.3638,-3.48505,-0.0862109,-1.72865,-1.40957,1.30776,9.90238,-1.80636,0.0491222,-0.0026046,-0.20729,0.661879,9.78626,-2.19058,0.097957,-0.174847,-0.295402
0.019,8.36899,-1.50736,5.32729,-0.30864,0.174338,-0.216481,7.25296,7.47169,5.91123,-0.294397,-3.55621,2.41072,5.06583,-3.07267,7.93139,-0.106333,0.0906255,-0.0588417,1.18414,-11.4669,1.45756,1.5777,-1.11533,1.31865,-5.72927,-11.2925,-3.49377,-0.0949899,-1.67835,-1.43596,1.2701,9.91594,-1.76526,0.0479117,-0.0299539,-0.203006,0.635879,9.77645,-2.17862,0.098983,-0.172819,-0.295073
0.02,8.36378,-1.55847,5.32237,-0.310465,0.176592,-0.214022,7.29335,7.21344,5.85438,-0.285046,-3.52266,2.39232,5.08534,-3.03481,7.91581,-0.107564,0.0890848,-0.0561381,1.08354,-11.1904,1.46264,1.56595,-1.12252,1.34055,-5.63571,-11.2212,-3.50249,-0.103769,-1.62805,-1.46234,1.23244,9.92949,-1.72416,0.0467012,-0.0573032,-0.198723,0.609878,9.76664,-2.16666,0.100009,-0.170792,-0.294744
0.021,8.35857,-1.60958,5.31744,-0.312291,0.178846,-0.211564,7.33374,6.95519,5.79753,-0.275694,-3.48911,2.37393,5.10485,-2.99694,7.90023,-0.108795,0.0875441,-0.0534344,0.982931,-10.914,1.46771,1.5542,-1.1297,1.36246,-5.54215,-11.1499,-3.51121,-0.112548,-1.57775,-1.48873,1.19477,9.94305,-1.68306,0.0454907,-0.0846525,-0.194439,0.583877,9.75683,-2.1547,0.101035,-0.168765,-0.294415
0.022,8.35336,-1.66068,5.31252,-0.314117,0.1811,-0.209105,7.37413,6.69694,5.74068,-0.266343,-3.45556,2.35553,5.12435,-2.95908,7.88464,-0.110025,0.0860034,-0.0507308,0.882325,-10.6375,1.47279,1.54245,-1.13689,1.38437,-5.44859,-11.0786,-3.51994,-0.121327,-1.52745,-1.51512,1.15711,9.95661,-1.64196,0.0442802,-0.112002,-0.190155,0.557876,9.74702,-2.14274,0.102061,-0.166737,-0.294087
0.023,8.37257,-1.70925,5.29072,-0.316796,0.181076,-0.204955,7.45524,6.59543,5.61112,-0.305617,-3.42717,2.34737,5.13231,-2.94903,7.90224,-0.111768,0.086596,-0.0504593,0.750699,-10.4151,1.34657,1.52339,-1.11837,1.40963,-5.38306,-10.9832,-3.51143,-0.133213,-1.47833,-1.53898,1.10721,9.93602,-1.62652,0.0431341,-0.142132,-0.187563,0.511822,9.741,-2.13766,0.101445,-0.164958,-0.293349
0.024,8.39875,-1.75709,5.26409,-0.319718,0.180401,-0.200322,7.54798,6.53871,5.4608,-0.358784,-3.40026,2.34213,5.13697,-2.94692,7.92932,-0.113657,0.0877982,-0.0508827,0.61021,-10.2081,1.18284,1.50225,-1.0925,1.43586,-5.32552,-10.8809,-3.49801,-0.145987,-1.42955,-1.56213,1.0538,9.90568,-1.61842,0.0420063,-0.173056,-0.185454,0.460039,9.73605,-2.13455,0.10036,-0.163249,-0.292495
0.025,8.42494,-1.80493,5.23747,-0.322641,0.179726,-0.195689,7.64073,6.48199,5.31048,-0.411951,-3.37334,2.33689,5.14163,-2.94482,7.9564,-0.115546,0.0890004,-0.0513061,0.469721,-10.0012,1.01912,1.48111,-1.06664,1.46209,-5.26799,-10.7787,-3.48458,-0.15876,-1.38076,-1.58527,1.00039,9.87534,-1.61032,0.0408786,-0.20398,-0.183346,0.408255,9.73111,-2.13143,0.0992742,-0.16154,-0.29164
0.026,8.45113,-1.85277,5.21084,-0.325564,0.179051,-0.191057,7.73347,6.42526,5.16015,-0.465118,-3.34642,2.33166,5.14628,-2.94271,7.98348,-0.117435,0.0902026,-0.0517295,0.329232,-9.7942,0.855387,1.45997,-1.04078,1.48831,-5.21046,-10.6764,-3.47116,-0.171534,-1.33197,-1.60841,0.946988,9.845,-1.60222,0.0397509,-0.234904,-0.181238,0.356472,9.72616,-2.12832,0.0981889,-0.159831,-0.290786
0.027,8.47183,-1.89957,5.18178,-0.329157,0.179149,-0.18606,7.84853,6.4381,5.16166,-0.516995,-3.321,2.324,5.14573,-2.93812,8.00492,-0.118883,0.0902794,-0.0511256,0.189821,-9.60717,0.710392,1.4339,-1.00823,1.51249,-5.15235,-10.5647,-3.45847,-0.185001,-1.28243,-1.63001,0.895478,9.81862,-1.59407,0.0390171,-0.265401,-0.178864,0.313465,9.72559,-2.11918,0.0971434,-0.158692,-0.290055
0.028,8.48155,-1.94432,5.14783,-0.33409,0.180792,-0.180335,8.00823,6.59007,5.46682,-0.566291,-3.29859,2.31149,5.13475,-2.92855,8.01508,-0.11945,0.0881053,-0.0484671,0.0525665,-9.45998,0.602862,1.39799,-0.962299,1.53259,-5.09308,-10.434,-3.44726,-0.199852,-1.23135,-1.64851,0.847758,9.80018,-1.58585,0.0390713,-0.295043,-0.175958,0.288011,9.73375,-2.09799,0.0961774,-0.158693,-0.289571
0.029,8.49128,-1.98906,5.11388,-0.339024,0.182434,-0.174609,8.16792,6.74203,5.77198,-0.615587,-3.27618,2.29899,5.12376,-2.91898,8.02524,-0.120018,0.0859313,-0.0458085,-0.0846877,-9.3128,0.495333,1.36208,-0.916374,1.55268,-5.03381,-10.3034,-3.43604,-0.214703,-1.18027,-1.66701,0.800039,9.78174,-1.57763,0.0391255,-0.324686,-0.173053,0.262557,9.74191,-2.0768,0.0952115,-0.158694,-0.289088
0.03,8.50101,-2.03381,5.07994,-0.343957,0.184077,-0.168884,8.32762,6.894,6.07714,-0.664883,-3.25377,2.28648,5.11278,-2.90942,8.03539,-0.120585,0.0837572,-0.04315,-0.221942,-9.16562,0.387804,1.32616,-0.870448,1.57277,-4.97453,-10.1727,-3.42483,-0.229555,-1.1292,-1.68551,0.752319,9.76329,-1.56941,0.0391797,-0.354328,-0.170148,0.237104,9.75007,-2.05561,0.0942455,-0.158694,-0.288604
0.031,8.51074,-2.07855,5.04599,-0.348891,0.18572,-0.163159,8.48732,7.04596,6.3823,-0.714179,-3.23135,2.27398,5.1018,-2.89985,8.04555,-0.121152,0.0815832,-0.0404915,-0.359196,-9.01843,0.280275,1.29025,-0.824522,1.59286,-4.91526,-10.0421,-3.41361,-0.244406,-1.07812,-1.704,0.7046,9.74485,-1.56119,0.0392339,-0.383971,-0.167243,0.21165,9.75823,-2.03441,0.0932795,-0.158695,-0.288121
