Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.33796,-1.88895,5.24656,0.161932,-0.277985,-0.255626,4.56678,4.18673,7.6934,0.0335706,0.0102795,-0.0521155,4.8365,0.324733,8.88728,0.182102,0.452503,-0.0835799,-0.657756,-9.67094,-2.19953,-0.159378,0.159025,-0.18354,-1.61398,-8.79071,-4.13793,-0.204615,-0.100046,0.254082,0.68419,10.4579,-0.519312,-0.0693796,0.27107,-0.19292,-0.575034,10.3942,-1.81069,0.153264,-0.546495,0.118865
0.001,8.31837,-1.87128,5.2201,0.159297,-0.283228,-0.256336,4.58336,4.17213,7.68457,0.0314031,0.0112579,-0.0494079,5.00661,0.0332694,8.8435,0.172661,0.458236,-0.0842913,-0.676052,-9.66368,-2.20596,-0.157637,0.157769,-0.183431,-1.61985,-8.78118,-4.16445,-0.210759,-0.10306,0.251845,0.625823,10.3957,-0.531203,-0.0684289,0.236374,-0.19264,-0.452013,10.3946,-1.77604,0.144131,-0.577588,0.123337
0.002,8.29878,-1.85361,5.19364,0.156662,-0.288471,-0.257045,4.59993,4.15753,7.67574,0.0292357,0.0122364,-0.0467003,5.17672,-0.258195,8.79973,0.163219,0.463969,-0.0850027,-0.694348,-9.65642,-2.21238,-0.155896,0.156513,-0.183322,-1.62573,-8.77165,-4.19097,-0.216904,-0.106073,0.249608,0.567457,10.3335,-0.543094,-0.0674782,0.201678,-0.19236,-0.328992,10.3949,-1.74139,0.134999,-0.608681,0.127809
0.003,8.27918,-1.83594,5.16718,0.154028,-0.293714,-0.257755,4.6165,4.14292,7.66691,0.0270682,0.0132148,-0.0439926,5.34683,-0.549659,8.75596,0.153778,0.469702,-0.0857141,-0.712644,-9.64917,-2.2188,-0.154155,0.155257,-0.183214,-1.6316,-8.76213,-4.21748,-0.223049,-0.109087,0.247371,0.50909,10.2713,-0.554986,-0.0665274,0.166982,-0.19208,-0.205971,10.3952,-1.70674,0.125867,-0.639774,0.132282
0.004,8.25959,-1.81826,5.14072,0.151393,-0.298957,-0.258464,4.63308,4.12832,7.65808,0.0249008,0.0141932,-0.041285,5.51694,-0.841123,8.71218,0.144337,0.475436,-0.0864254,-0.73094,-9.64191,-2.22523,-0.152414,0.154001,-0.183105,-1.63747,-8.7526,-4.244,-0.229194,-0.112101,0.245134,0.450723,10.2091,-0.566877,-0.0655767,0.132285,-0.191801,-0.0829503,10.3955,-1.6721,0.116734,-0.670867,0.136754
0.005,8.28424,-1.80446,5.14974,0.146068,-0.303397,-0.257699,4.64959,4.11963,7.65157,0.0224692,0.0133862,-0.0392308,5.62969,-1.17528,8.64461,0.131141,0.477875,-0.0884132,-0.74032,-9.64105,-2.2333,-0.151369,0.154536,-0.182606,-1.64294,-8.74718,-4.26833,-0.231982,-0.115522,0.243842,0.379788,10.144,-0.580149,-0.0602114,0.0960811,-0.190016,0.00155279,10.3904,-1.63669,0.109666,-0.692854,0.141152
0.006,8.3443,-1.79374,5.18714,0.138591,-0.307194,-0.255753,4.66607,4.11567,7.64692,0.0198264,0.0111509,-0.0376993,5.69655,-1.54359,8.558,0.114941,0.47768,-0.0914221,-0.742567,-9.64531,-2.24268,-0.15088,0.156506,-0.181797,-1.64807,-8.74503,-4.29089,-0.232086,-0.11927,0.243305,0.298797,10.0765,-0.594527,-0.0513146,0.0586703,-0.187028,0.0552416,10.3809,-1.60068,0.104248,-0.707555,0.145492
0.007,8.40435,-1.78302,5.22454,0.131114,-0.310992,-0.253807,4.68254,4.11172,7.64227,0.0171836,0.00891553,-0.0361678,5.76342,-1.91191,8.4714,0.0987417,0.477484,-0.094431,-0.744814,-9.64957,-2.25207,-0.150392,0.158475,-0.180987,-1.65321,-8.74289,-4.31346,-0.232189,-0.123018,0.242769,0.217807,10.0091,-0.608905,-0.0424178,0.0212595,-0.184039,0.10893,10.3714,-1.56467,0.0988308,-0.722257,0.149831
0.008,8.46441,-1.7723,5.26194,0.123637,-0.31479,-0.251862,4.69901,4.10776,7.63763,0.0145407,0.00668019,-0.0346363,5.83028,-2.28022,8.38479,0.0825421,0.477289,-0.0974399,-0.747061,-9.65382,-2.26146,-0.149904,0.160444,-0.180178,-1.65835,-8.74074,-4.33603,-0.232292,-0.126766,0.242232,0.136817,9.94169,-0.623283,-0.0335209,-0.0161512,-0.181051,0.162619,10.362,-1.52866,0.0934134,-0.736959,0.154171
0.009,8.51657,-1.76384,5.29379,0.116717,-0.317725,-0.249886,4.71303,4.10656,7.63173,0.0120762,0.00473413,-0.0330874,5.88479,-2.63477,8.30234,0.0662746,0.476509,-0.100585,-0.751047,-9.66032,-2.27121,-0.148962,0.162321,-0.179568,-1.66226,-8.73801,-4.3581,-0.231718,-0.130568,0.242328,0.0602827,9.87944,-0.637166,-0.0237762,-0.0533268,-0.178148,0.213786,10.3563,-1.49078,0.0880846,-0.750657,0.158503
0.01,8.50564,-1.77347,5.28122,0.114249,-0.313762,-0.24767,4.70741,4.12736,7.61585,0.0110377,0.00510229,-0.0313991,5.84054,-2.87925,8.25316,0.049465,0.471053,-0.104816,-0.768945,-9.68469,-2.28381,-0.144393,0.163458,-0.180557,-1.65642,-8.73056,-4.37621,-0.225721,-0.134804,0.247485,0.0193903,9.85854,-0.647093,-0.00724804,-0.0886208,-0.175927,0.244779,10.3817,-1.43795,0.0834656,-0.756326,0.162776
0.011,8.49471,-1.7831,5.26865,0.111781,-0.309799,-0.245455,4.70178,4.14817,7.59998,0.00999918,0.00547044,-0.0297109,5.79629,-3.12373,8.20398,0.0326554,0.465597,-0.109048,-0.786844,-9.70907,-2.29641,-0.139825,0.164596,-0.181545,-1.65057,-8.7231,-4.39433,-0.219724,-0.13904,0.252641,-0.0215022,9.83765,-0.657019,0.00928009,-0.123915,-0.173705,0.275772,10.407,-1.38512,0.0788465,-0.761996,0.167049
0.012,8.48378,-1.79272,5.25609,0.109312,-0.305835,-0.243239,4.69616,4.16897,7.5841,0.00896069,0.0058386,-0.0280227,5.75204,-3.36821,8.1548,0.0158458,0.460141,-0.11328,-0.804743,-9.73345,-2.30901,-0.135256,0.165734,-0.182533,-1.64472,-8.71565,-4.41244,-0.213727,-0.143276,0.257798,-0.0623947,9.81675,-0.666946,0.0258082,-0.159209,-0.171484,0.306765,10.4324,-1.3323,0.0742274,-0.767665,0.171323
0.013,8.47285,-1.80235,5.24352,0.106844,-0.301872,-0.241023,4.69054,4.18977,7.56822,0.0079222,0.00620676,-0.0263345,5.70778,-3.61269,8.10562,-0.000963765,0.454685,-0.117511,-0.822641,-9.75783,-2.32161,-0.130688,0.166872,-0.183522,-1.63887,-8.7082,-4.43055,-0.20773,-0.147511,0.262955,-0.103287,9.79586,-0.676872,0.0423364,-0.194503,-0.169263,0.337757,10.4577,-1.27947,0.0696083,-0.773335,0.175596
0.014,8.48444,-1.8071,5.22327,0.103921,-0.301277,-0.238502,4.68925,4.19782,7.56474,0.00488598,0.00555271,-0.0243255,5.65831,-3.70861,8.09407,-0.0163327,0.447497,-0.120344,-0.855672,-9.77062,-2.3203,-0.126732,0.166628,-0.184238,-1.63727,-8.69473,-4.43574,-0.200114,-0.153314,0.267075,-0.106227,9.80034,-0.715514,0.0598811,-0.228297,-0.166163,0.382927,10.4637,-1.23941,0.0663799,-0.781793,0.178529
0.015,8.50729,-1.80942,5.19918,0.10077,-0.302366,-0.235827,4.69012,4.1995,7.56746,0.000850892,0.00438754,-0.022156,5.60621,-3.73026,8.10134,-0.0309814,0.439442,-0.122477,-0.89627,-9.77761,-2.31204,-0.123082,0.165694,-0.184818,-1.63779,-8.67824,-4.43445,-0.191689,-0.159901,0.270677,-0.0901899,9.8175,-0.768513,0.0779342,-0.261343,-0.162624,0.435185,10.4599,-1.20574,0.0638467,-0.791646,0.180791
0.016,8.53014,-1.81173,5.1751,0.0976197,-0.303454,-0.233152,4.691,4.20117,7.57019,-0.00318419,0.00322238,-0.0199866,5.55412,-3.7519,8.10861,-0.04563,0.431388,-0.12461,-0.936867,-9.78461,-2.30378,-0.119432,0.164759,-0.185398,-1.6383,-8.66176,-4.43317,-0.183264,-0.166487,0.274278,-0.074153,9.83467,-0.821512,0.0959873,-0.294388,-0.159085,0.487444,10.4562,-1.17207,0.0613136,-0.801498,0.183053
