Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.82468,-0.147863,5.74574,0.46769,0.316928,-0.0467289,0.48494,4.74882,5.59148,-0.741722,2.17491,-1.48597,4.44792,-2.65496,8.46984,0.181666,0.0945045,-0.0573417,1.05911,-5.15472,1.14594,-0.299074,1.23052,-1.45988,-5.7509,-10.7523,-1.90867,0.350912,0.964265,-1.59071,1.57692,9.36155,-1.86827,0.0835389,-0.111036,-0.220433,0.906626,9.6719,-3.27563,-0.059235,-0.209713,-0.107484
0.001,8.81778,-0.11621,5.74632,0.469613,0.316996,-0.0499145,0.506236,4.71131,5.5845,-0.728405,2.16004,-1.56668,4.44061,-2.61648,8.39177,0.161004,0.0922581,-0.055595,1.06776,-5.19161,1.12082,-0.310731,1.27756,-1.49035,-5.82369,-10.7949,-1.96497,0.354109,1.00139,-1.59044,1.53842,9.36405,-1.89224,0.081015,-0.11753,-0.225421,0.855493,9.6499,-3.25885,-0.0575442,-0.205061,-0.111306
0.002,8.81089,-0.0845573,5.74691,0.471536,0.317064,-0.0531001,0.527531,4.6738,5.57753,-0.715089,2.14517,-1.64739,4.43329,-2.57801,8.31369,0.140342,0.0900116,-0.0538484,1.07641,-5.22849,1.09569,-0.322388,1.3246,-1.52082,-5.89648,-10.8375,-2.02128,0.357307,1.03851,-1.59017,1.49991,9.36654,-1.91621,0.0784911,-0.124025,-0.230409,0.80436,9.6279,-3.24207,-0.0558534,-0.20041,-0.115128
0.003,8.80399,-0.0529044,5.7475,0.473459,0.317132,-0.0562857,0.548826,4.6363,5.57055,-0.701773,2.1303,-1.72811,4.42598,-2.53953,8.23562,0.11968,0.0877652,-0.0521017,1.08506,-5.26537,1.07057,-0.334046,1.37164,-1.55129,-5.96927,-10.8801,-2.07758,0.360505,1.07564,-1.58991,1.46141,9.36903,-1.94017,0.0759672,-0.130519,-0.235396,0.753227,9.6059,-3.22528,-0.0541625,-0.195758,-0.118951
0.004,8.79709,-0.0212515,5.74809,0.475382,0.3172,-0.0594713,0.570122,4.59879,5.56357,-0.688457,2.11543,-1.80882,4.41866,-2.50105,8.15754,0.0990182,0.0855187,-0.050355,1.09371,-5.30225,1.04545,-0.345703,1.41867,-1.58176,-6.04206,-10.9227,-2.13389,0.363703,1.11276,-1.58964,1.4229,9.37153,-1.96414,0.0734433,-0.137014,-0.240384,0.702094,9.5839,-3.2085,-0.0524717,-0.191106,-0.122773
0.005,8.78236,0.00351219,5.74047,0.476372,0.317622,-0.0619887,0.606708,4.56968,5.58448,-0.676219,2.09979,-1.88867,4.4108,-2.48676,8.13673,0.0842163,0.0834641,-0.0491396,1.08718,-5.33984,1.03414,-0.356889,1.46431,-1.61085,-6.08671,-10.9398,-2.13987,0.364946,1.1421,-1.58549,1.39163,9.38703,-1.95938,0.0743041,-0.14286,-0.244439,0.668972,9.57054,-3.20528,-0.0508746,-0.187722,-0.124232
0.006,8.76134,0.0227646,5.72627,0.476615,0.318328,-0.0639716,0.655526,4.54729,5.6277,-0.664843,2.08352,-1.96782,4.40248,-2.49182,8.16172,0.0741024,0.0815628,-0.0483493,1.06851,-5.37799,1.03387,-0.367699,1.50882,-1.63884,-6.10883,-10.9363,-2.10559,0.364626,1.16521,-1.57823,1.36615,9.41293,-1.93165,0.0778726,-0.148189,-0.247747,0.650257,9.5641,-3.21291,-0.0493523,-0.185351,-0.123799
0.007,8.74033,0.0420171,5.71208,0.476858,0.319034,-0.0659546,0.704344,4.5249,5.67092,-0.653467,2.06725,-2.04697,4.39417,-2.49687,8.18671,0.0639885,0.0796615,-0.047559,1.04985,-5.41614,1.0336,-0.378509,1.55333,-1.66683,-6.13095,-10.9328,-2.07131,0.364307,1.18832,-1.57098,1.34068,9.43883,-1.90391,0.0814411,-0.153518,-0.251056,0.631542,9.55766,-3.22053,-0.0478301,-0.182981,-0.123367
0.008,8.71932,0.0612695,5.69789,0.477101,0.319741,-0.0679375,0.753163,4.5025,5.71414,-0.642092,2.05099,-2.12612,4.38586,-2.50193,8.2117,0.0538746,0.0777603,-0.0467686,1.03118,-5.4543,1.03333,-0.389318,1.59783,-1.69482,-6.15307,-10.9293,-2.03703,0.363987,1.21143,-1.56372,1.3152,9.46473,-1.87618,0.0850096,-0.158846,-0.254364,0.612828,9.55123,-3.22816,-0.0463079,-0.18061,-0.122934
0.009,8.69735,0.0767262,5.68352,0.477385,0.320553,-0.0699502,0.806066,4.47939,5.75197,-0.631184,2.03446,-2.20468,4.3796,-2.50995,8.24294,0.0455506,0.0756555,-0.046094,1.01055,-5.49277,1.03239,-0.399873,1.64224,-1.72279,-6.17721,-10.9266,-2.00411,0.363491,1.23258,-1.55616,1.29224,9.49044,-1.8526,0.0880927,-0.163418,-0.257537,0.59577,9.5493,-3.23392,-0.0450687,-0.177642,-0.122579
0.01,8.66773,0.0618165,5.66771,0.477996,0.322211,-0.0722014,0.891645,4.45054,5.74669,-0.624019,2.01589,-2.27855,4.38975,-2.54169,8.32418,0.0515457,0.0719225,-0.0463449,0.974279,-5.5338,1.02608,-0.408388,1.68586,-1.75068,-6.21754,-10.9297,-1.98207,0.361589,1.23803,-1.54613,1.2895,9.51462,-1.86233,0.0872928,-0.161929,-0.259623,0.591967,9.58352,-3.22479,-0.0460937,-0.169899,-0.122839
0.011,8.63811,0.0469068,5.6519,0.478607,0.323869,-0.0744526,0.977225,4.42168,5.7414,-0.616854,1.99732,-2.35241,4.3999,-2.57342,8.40542,0.0575408,0.0681896,-0.0465959,0.938008,-5.57483,1.01977,-0.416904,1.72947,-1.77857,-6.25786,-10.9329,-1.96002,0.359688,1.24349,-1.53609,1.28675,9.5388,-1.87205,0.086493,-0.160439,-0.26171,0.588164,9.61773,-3.21566,-0.0471188,-0.162156,-0.123099
0.012,8.60849,0.0319972,5.6361,0.479218,0.325527,-0.0767038,1.0628,4.39283,5.73612,-0.609689,1.97875,-2.42627,4.41005,-2.60516,8.48666,0.0635359,0.0644566,-0.0468468,0.901738,-5.61585,1.01346,-0.425419,1.77308,-1.80646,-6.29818,-10.936,-1.93797,0.357786,1.24895,-1.52606,1.28401,9.56298,-1.88177,0.0856932,-0.15895,-0.263796,0.58436,9.65194,-3.20653,-0.0481438,-0.154413,-0.12336
0.013,8.57887,0.0170875,5.62029,0.479829,0.327185,-0.0789551,1.14838,4.36398,5.73084,-0.602524,1.96018,-2.50014,4.4202,-2.63689,8.5679,0.0695309,0.0607236,-0.0470978,0.865467,-5.65688,1.00715,-0.433934,1.81669,-1.83435,-6.33851,-10.9391,-1.91592,0.355884,1.2544,-1.51603,1.28126,9.58716,-1.89149,0.0848934,-0.157461,-0.265882,0.580557,9.68615,-3.19739,-0.0491689,-0.14667,-0.12362
0.014,8.56816,0.0070331,5.62315,0.480558,0.3285,-0.0818644,1.25553,4.36761,5.7621,-0.596954,1.94978,-2.57055,4.43527,-2.65241,8.57596,0.0692841,0.05931,-0.0480873,0.822012,-5.70625,1.00548,-0.441393,1.85881,-1.86253,-6.36145,-10.9141,-1.92856,0.349975,1.24876,-1.50566,1.26655,9.6205,-1.8919,0.0834694,-0.155757,-0.266945,0.604321,9.68988,-3.16874,-0.0522252,-0.142709,-0.123988
