Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,10.1039,1.10383,5.04816,-0.0343283,0.063036,0.137603,4.53343,3.67032,7.6914,0.341334,-0.145921,-0.0234488,4.97089,-0.374677,8.78292,-0.250602,-0.0797685,0.0322056,1.73644,-9.17949,-2.92758,0.0398206,-0.652905,-0.68483,0.633956,-10.4769,-1.57185,-0.0766368,-1.48491,1.20119,1.35783,16.7039,-0.973937,-0.238806,-1.41194,-0.673478,-0.655445,12.7699,0.0526132,-0.160706,-0.461997,0.586124
0.001,10.0337,1.05182,5.03114,-0.0326177,0.0826317,0.140539,4.52934,3.70424,7.69389,0.341031,-0.142472,-0.0183001,5.07603,-0.425811,8.77731,-0.271801,-0.0807324,0.045933,1.79486,-9.1261,-2.92381,0.0425597,-0.663711,-0.672064,0.715257,-10.6536,-1.50469,-0.0854854,-1.49873,1.16183,1.43126,16.2817,-1.011,-0.300331,-1.43868,-0.635058,-0.869472,12.2189,0.0445124,-0.142306,-0.46595,0.587351
0.002,9.96353,0.999815,5.01412,-0.0309071,0.102227,0.143475,4.52525,3.73816,7.69639,0.340729,-0.139024,-0.0131514,5.18118,-0.476946,8.7717,-0.293001,-0.0816963,0.0596605,1.85329,-9.07271,-2.92004,0.0452989,-0.674517,-0.659299,0.796558,-10.8303,-1.43754,-0.0943341,-1.51254,1.12247,1.50469,15.8596,-1.04806,-0.361855,-1.46541,-0.596637,-1.0835,11.668,0.0364117,-0.123907,-0.469904,0.588578
0.003,9.89333,0.947806,4.99709,-0.0291965,0.121823,0.146411,4.52115,3.77207,7.69888,0.340426,-0.135575,-0.00800266,5.28632,-0.52808,8.76609,-0.314201,-0.0826602,0.073388,1.91172,-9.01932,-2.91627,0.0480381,-0.685323,-0.646534,0.87786,-11.0069,-1.37038,-0.103183,-1.52636,1.08311,1.57812,15.4374,-1.08512,-0.423379,-1.49215,-0.558217,-1.29753,11.117,0.0283109,-0.105507,-0.473857,0.589805
0.004,9.82313,0.895796,4.98007,-0.027486,0.141419,0.149347,4.51706,3.80599,7.70137,0.340123,-0.132126,-0.00285393,5.39146,-0.579215,8.76048,-0.335401,-0.0836241,0.0871154,1.97014,-8.96593,-2.9125,0.0507772,-0.696129,-0.633768,0.959161,-11.1836,-1.30322,-0.112031,-1.54017,1.04375,1.65155,15.0153,-1.12218,-0.484903,-1.51889,-0.519796,-1.51155,10.566,0.0202101,-0.0871074,-0.47781,0.591032
0.005,9.71734,0.853194,4.96741,-0.0259541,0.147692,0.152735,4.50587,3.82706,7.72139,0.338824,-0.129318,0.00323046,5.38179,-0.611558,8.73028,-0.358757,-0.084325,0.0978709,2.03496,-8.92023,-2.91169,0.0538613,-0.704434,-0.620667,1.05077,-11.3861,-1.23042,-0.120228,-1.54736,0.99189,1.65003,14.487,-1.15668,-0.515659,-1.54159,-0.480353,-1.62249,10.1262,-0.0154557,-0.0675654,-0.490188,0.594083
0.006,9.58307,0.818118,4.95825,-0.0245651,0.143307,0.156485,4.48901,3.83786,7.75544,0.336728,-0.12702,0.0100634,5.28027,-0.628868,8.6804,-0.383836,-0.0848157,0.106249,2.10489,-8.88068,-2.91325,0.0572212,-0.710737,-0.607297,1.15063,-11.6094,-1.15311,-0.127902,-1.54924,0.930034,1.58856,13.8739,-1.18915,-0.521801,-1.56107,-0.440093,-1.65095,9.77524,-0.0731736,-0.0471094,-0.509307,0.598593
0.007,9.44881,0.783042,4.94908,-0.0231762,0.138922,0.160235,4.47214,3.84865,7.78949,0.334631,-0.124723,0.0168963,5.17875,-0.646178,8.63053,-0.408915,-0.0853063,0.114627,2.17482,-8.84113,-2.91481,0.0605812,-0.717041,-0.593927,1.25049,-11.8327,-1.07579,-0.135577,-1.55113,0.868178,1.52709,13.2608,-1.22161,-0.527942,-1.58056,-0.399832,-1.67941,9.42429,-0.130892,-0.0266534,-0.528426,0.603102
0.008,9.31455,0.747965,4.93991,-0.0217873,0.134536,0.163984,4.45528,3.85944,7.82354,0.332535,-0.122426,0.0237292,5.07722,-0.663489,8.58065,-0.433995,-0.0857969,0.123005,2.24474,-8.80157,-2.91637,0.0639411,-0.723344,-0.580558,1.35035,-12.056,-0.998479,-0.143251,-1.55301,0.806322,1.46561,12.6477,-1.25407,-0.534084,-1.60004,-0.359571,-1.70788,9.07334,-0.188609,-0.00619748,-0.547545,0.607612
0.009,9.18741,0.711067,4.93428,-0.0205035,0.128233,0.167249,4.44081,3.87072,7.8543,0.330459,-0.120184,0.0302408,4.97775,-0.694996,8.53933,-0.458265,-0.0867641,0.131711,2.31029,-8.75572,-2.91769,0.067234,-0.729388,-0.567062,1.44874,-12.2625,-0.929551,-0.149695,-1.55469,0.74422,1.39257,12.0398,-1.28657,-0.535308,-1.61848,-0.320116,-1.72568,8.7383,-0.25138,0.0135673,-0.567017,0.612316
0.01,9.11726,0.659596,4.95694,-0.0200612,0.106585,0.166632,4.44549,3.88596,7.85873,0.328544,-0.118377,0.0341817,4.89462,-0.840078,8.56646,-0.476058,-0.0915438,0.143049,2.3408,-8.6595,-2.9171,0.0699907,-0.733357,-0.552561,1.53533,-12.3349,-0.927705,-0.146296,-1.55474,0.680143,1.22692,11.4737,-1.31937,-0.497193,-1.62862,-0.287108,-1.6582,8.53049,-0.35457,0.0278028,-0.589315,0.618567
0.011,9.04712,0.608126,4.97959,-0.0196189,0.0849363,0.166016,4.45017,3.9012,7.86316,0.326629,-0.116571,0.0381225,4.8115,-0.985161,8.5936,-0.493852,-0.0963234,0.154386,2.3713,-8.56328,-2.91652,0.0727473,-0.737326,-0.538059,1.62192,-12.4072,-0.925859,-0.142896,-1.55479,0.616067,1.06128,10.9076,-1.35217,-0.459077,-1.63876,-0.2541,-1.59072,8.32267,-0.45776,0.0420383,-0.611614,0.624818
0.012,8.97698,0.556655,5.00225,-0.0191766,0.0632879,0.1654,4.45485,3.91644,7.86759,0.324715,-0.114765,0.0420634,4.72837,-1.13024,8.62073,-0.511645,-0.101103,0.165724,2.40181,-8.46705,-2.91594,0.075504,-0.741295,-0.523558,1.70851,-12.4796,-0.924013,-0.139497,-1.55484,0.551991,0.895634,10.3416,-1.38497,-0.420962,-1.6489,-0.221092,-1.52324,8.11486,-0.56095,0.0562738,-0.633912,0.631069
0.013,8.90684,0.505184,5.0249,-0.0187343,0.0416395,0.164784,4.45953,3.93168,7.87202,0.3228,-0.112959,0.0460043,4.64525,-1.27533,8.64787,-0.529439,-0.105883,0.177062,2.43231,-8.37083,-2.91535,0.0782607,-0.745264,-0.509056,1.7951,-12.552,-0.922167,-0.136097,-1.55488,0.487914,0.729991,9.77547,-1.41777,-0.382846,-1.65904,-0.188083,-1.45576,7.90705,-0.66414,0.0705094,-0.65621,0.637321
0.014,8.84409,0.455558,5.06849,-0.0151657,0.00875627,0.166721,4.47195,3.94068,7.85538,0.317588,-0.10995,0.050278,4.59368,-1.43062,8.64813,-0.535577,-0.110061,0.186818,2.46012,-8.31814,-2.93711,0.0790071,-0.747223,-0.493605,1.87058,-12.5676,-0.927217,-0.129703,-1.55622,0.426346,0.50727,9.31713,-1.45768,-0.330825,-1.66257,-0.163873,-1.3813,7.76422,-0.790433,0.0826477,-0.673004,0.645033
0.015,8.78504,0.406854,5.12253,-0.010034,-0.0297443,0.169934,4.48824,3.94655,7.82821,0.310727,-0.10634,0.0547182,4.55789,-1.59102,8.63495,-0.535889,-0.113939,0.195784,2.48659,-8.28722,-2.97003,0.0787484,-0.748176,-0.477678,1.94052,-12.5548,-0.935715,-0.121811,-1.5582,0.366032,0.256011,8.91265,-1.50113,-0.271851,-1.66279,-0.144063,-1.30336,7.65387,-0.928278,0.0937375,-0.687045,0.653477
0.016,8.72599,0.358151,5.17658,-0.00490225,-0.0682449,0.173147,4.50454,3.95242,7.80103,0.303867,-0.10273,0.0591584,4.52211,-1.75143,8.62177,-0.5362,-0.117817,0.20475,2.51306,-8.2563,-3.00296,0.0784896,-0.74913,-0.46175,2.01045,-12.5419,-0.944213,-0.11392,-1.56018,0.305719,0.00475243,8.50817,-1.54458,-0.212877,-1.66302,-0.124252,-1.22541,7.54353,-1.06612,0.104827,-0.701087,0.66192
0.017,8.66694,0.309447,5.23063,0.000229467,-0.106745,0.176361,4.52083,3.9583,7.77385,0.297006,-0.0991202,0.0635986,4.48632,-1.91183,8.6086,-0.536511,-0.121695,0.213715,2.53953,-8.22537,-3.03588,0.0782309,-0.750083,-0.445823,2.08039,-12.5291,-0.952711,-0.106028,-1.56216,0.245405,-0.246506,8.1037,-1.58804,-0.153903,-1.66324,-0.104442,-1.14747,7.43319,-1.20397,0.115917,-0.715128,0.670364
0.018,8.61651,0.250741,5.27358,0.00550553,-0.146407,0.179143,4.53467,3.9682,7.75262,0.289837,-0.0960433,0.067526,4.46199,-2.08417,8.58615,-0.536706,-0.125511,0.222455,2.55135,-8.19829,-3.06458,0.0781641,-0.750825,-0.429583,2.14467,-12.5006,-0.955486,-0.0988044,-1.56645,0.188578,-0.515958,7.73547,-1.62441,-0.0958354,-1.66211,-0.0887724,-1.06024,7.34303,-1.34188,0.127767,-0.726149,0.678725
0.019,8.59626,0.157028,5.2777,0.0112868,-0.190132,0.180414,4.5399,3.9922,7.7522,0.281591,-0.0948322,0.069659,4.47776,-2.29828,8.53125,-0.536493,-0.129111,0.230402,2.51188,-8.18468,-3.0785,0.0787691,-0.750825,-0.412248,2.18918,-12.4172,-0.938226,-0.0939166,-1.57884,0.143953,-0.849081,7.49412,-1.63598,-0.0409402,-1.65623,-0.0875984,-0.940542,7.32353,-1.48005,0.142279,-0.726602,0.6868
0.02,8.576,0.0633142,5.28182,0.0170681,-0.233858,0.181686,4.54512,4.0162,7.75178,0.273345,-0.093621,0.0717919,4.49353,-2.51238,8.47635,-0.53628,-0.132711,0.238349,2.47241,-8.17106,-3.09242,0.079374,-0.750825,-0.394913,2.23369,-12.3337,-0.920966,-0.0890288,-1.59123,0.099329,-1.1822,7.25277,-1.64756,0.0139549,-1.65036,-0.0864244,-0.820843,7.30404,-1.61821,0.156791,-0.727055,0.694875
0.021,8.55574,-0.0303994,5.28594,0.0228493,-0.277583,0.182958,4.55035,4.0402,7.75136,0.265099,-0.0924098,0.0739249,4.5093,-2.72649,8.42144,-0.536067,-0.136311,0.246296,2.43293,-8.15744,-3.10634,0.079979,-0.750825,-0.377577,2.2782,-12.2503,-0.903707,-0.0841409,-1.60361,0.0547046,-1.51533,7.01142,-1.65913,0.0688501,-1.64448,-0.0852503,-0.701144,7.28454,-1.75638,0.171302,-0.727507,0.702949
0.022,8.53548,-0.124113,5.29007,0.0286306,-0.321309,0.18423,4.55558,4.0642,7.75094,0.256852,-0.0911986,0.0760578,4.52507,-2.9406,8.36654,-0.535854,-0.13991,0.254243,2.39346,-8.14383,-3.12026,0.0805839,-0.750825,-0.360242,2.3227,-12.1668,-0.886447,-0.0792531,-1.616,0.0100802,-1.84845,6.77006,-1.67071,0.123745,-1.63861,-0.0840763,-0.581445,7.26505,-1.89454,0.185814,-0.72796,0.711024
