Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z
0.0,8.45173,-1.91217,5.05687,0.0325733,-0.372057,0.0107885,4.62637,3.83569,7.54895,0.0157122,0.0977172,0.0855813,5.24215,-1.32359,8.53423,0.197173,0.316958,-0.315504,-0.956814,-9.77866,-2.25449,0.0669056,-0.11121,-0.0934126,-1.75658,-8.90358,-3.93781,0.189722,-0.547747,0.334039,0.910993,10.0938,-1.22811,0.328766,0.0524335,-0.277344,-0.343991,10.1146,0.453399,0.0712367,-1.12304,-0.00574455
0.001,8.46821,-1.86959,5.05933,0.0351986,-0.369837,0.0112975,4.65584,3.82332,7.57166,0.019398,0.0980899,0.0859008,5.21534,-1.32485,8.53316,0.17922,0.308735,-0.30471,-0.927915,-9.76346,-2.25523,0.0666177,-0.11315,-0.0947004,-1.77362,-8.89892,-3.92208,0.20049,-0.557912,0.337528,0.847566,10.0931,-1.20894,0.334488,0.0545086,-0.272449,-0.259714,10.0868,0.473383,0.0741114,-1.12164,-0.00675926
0.002,8.48469,-1.82702,5.0618,0.037824,-0.367617,0.0118065,4.68532,3.81095,7.59438,0.0230838,0.0984626,0.0862203,5.18854,-1.3261,8.53209,0.161268,0.300512,-0.293916,-0.899016,-9.74827,-2.25598,0.0663299,-0.115089,-0.0959881,-1.79066,-8.89425,-3.90636,0.211258,-0.568076,0.341017,0.784138,10.0925,-1.18978,0.340211,0.0565838,-0.267554,-0.175437,10.059,0.493367,0.0769861,-1.12024,-0.00777397
0.003,8.50117,-1.78444,5.06427,0.0404493,-0.365397,0.0123154,4.71479,3.79858,7.6171,0.0267695,0.0988354,0.0865398,5.16173,-1.32736,8.53102,0.143316,0.292289,-0.283121,-0.870117,-9.73308,-2.25673,0.066042,-0.117029,-0.0972759,-1.8077,-8.88958,-3.89063,0.222025,-0.578241,0.344506,0.720711,10.0918,-1.17062,0.345934,0.0586589,-0.26266,-0.0911607,10.0312,0.513351,0.0798608,-1.11884,-0.00878868
0.004,8.51766,-1.74186,5.06674,0.0430746,-0.363177,0.0128244,4.74426,3.78621,7.63982,0.0304553,0.0992081,0.0868592,5.13493,-1.32862,8.52995,0.125363,0.284066,-0.272327,-0.841218,-9.71789,-2.25748,0.0657541,-0.118968,-0.0985636,-1.82474,-8.88492,-3.87491,0.232793,-0.588405,0.347995,0.657284,10.0911,-1.15146,0.351657,0.060734,-0.257765,-0.00688386,10.0034,0.533335,0.0827355,-1.11743,-0.00980339
0.005,8.52823,-1.7162,5.07666,0.0480636,-0.362451,0.0133884,4.75661,3.77992,7.64298,0.0329679,0.101112,0.087417,5.114,-1.28267,8.54227,0.108671,0.275219,-0.261842,-0.856388,-9.71124,-2.25663,0.0656516,-0.120961,-0.100055,-1.84612,-8.87253,-3.85914,0.240392,-0.598513,0.349709,0.619599,10.0966,-1.13779,0.356158,0.0649608,-0.252037,0.0795053,10.0104,0.552586,0.0847707,-1.1121,-0.00884168
0.006,8.53409,-1.70408,5.09255,0.0549436,-0.36292,0.0139963,4.75526,3.77848,7.63049,0.034542,0.104242,0.0881653,5.09778,-1.19897,8.56529,0.0929879,0.265874,-0.251603,-0.906813,-9.71143,-2.25451,0.0656974,-0.122997,-0.101708,-1.87098,-8.85398,-3.84334,0.245454,-0.608577,0.350004,0.602507,10.107,-1.12851,0.359683,0.070909,-0.245642,0.167584,10.0451,0.571251,0.0861344,-1.10361,-0.00629884
0.007,8.53995,-1.69196,5.10844,0.0618236,-0.36339,0.0146043,4.7539,3.77704,7.61801,0.0361161,0.107371,0.0889137,5.08156,-1.11526,8.58831,0.0773044,0.256529,-0.241364,-0.957238,-9.71162,-2.25238,0.0657432,-0.125033,-0.103362,-1.89584,-8.83542,-3.82754,0.250516,-0.61864,0.350298,0.585416,10.1175,-1.11923,0.363207,0.0768571,-0.239247,0.255664,10.0799,0.589916,0.087498,-1.09512,-0.00375599
0.008,8.5458,-1.67985,5.12433,0.0687036,-0.363859,0.0152122,4.75255,3.7756,7.60552,0.0376901,0.1105,0.089662,5.06534,-1.03156,8.61133,0.061621,0.247184,-0.231126,-1.00766,-9.7118,-2.25026,0.0657889,-0.127069,-0.105016,-1.9207,-8.81686,-3.81174,0.255578,-0.628703,0.350593,0.568325,10.1279,-1.10996,0.366732,0.0828053,-0.232852,0.343743,10.1147,0.608581,0.0888617,-1.08663,-0.00121315
0.009,8.55256,-1.67052,5.13803,0.0752308,-0.364495,0.0157281,4.75267,3.77471,7.59492,0.0391925,0.113622,0.0903016,5.049,-0.950527,8.63184,0.0455018,0.238055,-0.220641,-1.05287,-9.71367,-2.24456,0.0661288,-0.129205,-0.106324,-1.94537,-8.80176,-3.79736,0.26037,-0.638322,0.350951,0.552091,10.1402,-1.0995,0.369987,0.0896196,-0.226206,0.426505,10.1435,0.625234,0.0905768,-1.07725,0.000705445
0.01,8.56656,-1.68352,5.13418,0.0789359,-0.366463,0.015507,4.76458,3.77817,7.59941,0.0401212,0.116687,0.0900711,5.03171,-0.890911,8.63227,0.0258966,0.230663,-0.208189,-1.05637,-9.72899,-2.21025,0.0688213,-0.13214,-0.10487,-1.96844,-8.81431,-3.7944,0.263007,-0.644387,0.351819,0.542717,10.1676,-1.07965,0.371091,0.103363,-0.217557,0.46673,10.1251,0.625791,0.0951038,-1.06077,-0.00237
0.011,8.58056,-1.69653,5.13033,0.0826409,-0.368431,0.0152859,4.77649,3.78162,7.6039,0.0410499,0.119752,0.0898407,5.01441,-0.831294,8.63271,0.00629132,0.22327,-0.195736,-1.05988,-9.74431,-2.17595,0.0715137,-0.135075,-0.103416,-1.99151,-8.82686,-3.79144,0.265644,-0.650453,0.352687,0.533343,10.195,-1.0598,0.372194,0.117107,-0.208908,0.506955,10.1067,0.626348,0.0996307,-1.04428,-0.00544545
0.012,8.59456,-1.70953,5.12649,0.086346,-0.370399,0.0150648,4.7884,3.78508,7.60839,0.0419786,0.122817,0.0896102,4.99712,-0.771678,8.63314,-0.0133139,0.215877,-0.183284,-1.06338,-9.75962,-2.14164,0.0742062,-0.13801,-0.101961,-2.01458,-8.83941,-3.78848,0.268281,-0.656518,0.353555,0.523969,10.2224,-1.03994,0.373297,0.130851,-0.200259,0.54718,10.0883,0.626905,0.104158,-1.0278,-0.0085209
0.013,8.60855,-1.72253,5.12264,0.0900511,-0.372366,0.0148436,4.80031,3.78854,7.61288,0.0429073,0.125882,0.0893797,4.97982,-0.712062,8.63358,-0.0329192,0.208485,-0.170831,-1.06688,-9.77494,-2.10734,0.0768987,-0.140945,-0.100507,-2.03766,-8.85196,-3.78552,0.270918,-0.662583,0.354423,0.514595,10.2499,-1.02009,0.3744,0.144595,-0.19161,0.587405,10.0699,0.627462,0.108685,-1.01132,-0.0115963
0.014,8.6053,-1.72335,5.10129,0.0968561,-0.372229,0.0159102,4.80941,3.78853,7.62098,0.0443743,0.127707,0.0885851,4.96037,-0.659937,8.63507,-0.0496187,0.201484,-0.156747,-1.07636,-9.77035,-2.09784,0.0798615,-0.145335,-0.10101,-2.05341,-8.84696,-3.76728,0.273369,-0.668189,0.355934,0.523084,10.321,-1.00814,0.37114,0.160532,-0.181071,0.637422,10.0886,0.618894,0.114754,-0.985463,-0.012805
0.015,8.59343,-1.71808,5.07119,0.105211,-0.371038,0.0176206,4.81711,3.78679,7.63089,0.0461106,0.128911,0.0875085,4.93983,-0.611557,8.63709,-0.0648654,0.19468,-0.141847,-1.08884,-9.75582,-2.10075,0.0829596,-0.150453,-0.102492,-2.06552,-8.83319,-3.7414,0.275727,-0.673564,0.357768,0.540506,10.4141,-1.00016,0.365698,0.177565,-0.169588,0.692334,10.1259,0.605764,0.121595,-0.954917,-0.0130803
0.016,8.58155,-1.71281,5.04109,0.113566,-0.369848,0.019331,4.8248,3.78505,7.6408,0.0478468,0.130115,0.0864318,4.9193,-0.563178,8.63911,-0.0801121,0.187876,-0.126947,-1.10131,-9.74129,-2.10366,0.0860577,-0.155571,-0.103973,-2.07762,-8.81941,-3.71552,0.278085,-0.678939,0.359601,0.557928,10.5071,-0.992168,0.360256,0.194599,-0.158105,0.747247,10.1633,0.592634,0.128435,-0.924372,-0.0133556
0.017,8.56968,-1.70754,5.01098,0.121921,-0.368657,0.0210414,4.83249,3.78331,7.65071,0.0495831,0.13132,0.0853552,4.89877,-0.514798,8.64114,-0.0953587,0.181071,-0.112047,-1.11379,-9.72675,-2.10657,0.0891558,-0.160689,-0.105455,-2.08972,-8.80563,-3.68964,0.280442,-0.684314,0.361434,0.575349,10.6002,-0.984179,0.354814,0.211632,-0.146622,0.802159,10.2006,0.579505,0.135276,-0.893827,-0.0136309
0.018,8.56701,-1.71138,4.99305,0.129008,-0.36777,0.0227169,4.83346,3.78353,7.65988,0.050931,0.132142,0.0840117,4.88169,-0.482832,8.63946,-0.110295,0.174324,-0.0980019,-1.11935,-9.71177,-2.10852,0.0912568,-0.16579,-0.10643,-2.10402,-8.79817,-3.66582,0.282272,-0.689796,0.36289,0.598775,10.6657,-0.971848,0.346628,0.228789,-0.13566,0.848871,10.2294,0.570654,0.142103,-0.862286,-0.0145956
