Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0,-3.41675,8.94396,-0.822528,-0.0156999,0.0367602,0.163633,1.74888,-9.70609,-1.26068,0.0153675,-0.172121,-0.0929498,-0.42138,9.49565,-1.48289,-0.0436943,-0.0195067,-0.0850316,1.50843,-9.69009,-2.34325,-0.0896149,-0.0437192,-0.0282631,6.11886,-1.6187,7.31153,-0.062835,-0.01491,-0.0103163,5.61121,3.04745,7.80907,0.0187399,-0.00933582,-0.00369336,9.52696,-0.627047,2.34365,-0.0827208,-0.241214,-0.0184542
0.001,-3.44028,8.94996,-0.824541,-0.015973,0.0319908,0.161578,1.74416,-9.70948,-1.26084,0.0177979,-0.171118,-0.092781,-0.42185,9.48892,-1.476,-0.0464376,-0.0204522,-0.0848205,1.52666,-9.69137,-2.34118,-0.0880061,-0.0430262,-0.0274915,6.12337,-1.63384,7.31881,-0.0640174,-0.01491,-0.00903139,5.57677,3.07213,7.81104,0.0178743,-0.00962372,-0.00370689,9.55396,-0.641282,2.30999,-0.0824081,-0.241639,-0.0188549
0.002,-3.46381,8.95596,-0.826554,-0.016246,0.0272214,0.159522,1.73945,-9.71286,-1.261,0.0202284,-0.170114,-0.0926122,-0.422321,9.48219,-1.46912,-0.0491809,-0.0213978,-0.0846094,1.54488,-9.69264,-2.3391,-0.0863973,-0.0423333,-0.0267199,6.12787,-1.64897,7.32608,-0.0651997,-0.01491,-0.00774647,5.54234,3.0968,7.81301,0.0170087,-0.00991162,-0.00372041,9.58097,-0.655517,2.27633,-0.0820955,-0.242064,-0.0192556
0.003,-3.48734,8.96196,-0.828568,-0.0165191,0.022452,0.157467,1.73473,-9.71625,-1.26117,0.0226589,-0.169111,-0.0924434,-0.422791,9.47546,-1.46223,-0.0519242,-0.0223433,-0.0843983,1.5631,-9.69391,-2.33702,-0.0847886,-0.0416403,-0.0259484,6.13238,-1.66411,7.33335,-0.0663821,-0.01491,-0.00646155,5.5079,3.12148,7.81498,0.016143,-0.0101995,-0.00373394,9.60797,-0.669752,2.24268,-0.0817828,-0.242489,-0.0196562
0.004,-3.51087,8.96796,-0.830581,-0.0167921,0.0176826,0.155412,1.73002,-9.71963,-1.26133,0.0250893,-0.168108,-0.0922746,-0.423262,9.46873,-1.45534,-0.0546675,-0.0232889,-0.0841872,1.58133,-9.69519,-2.33494,-0.0831798,-0.0409474,-0.0251768,6.13688,-1.67925,7.34062,-0.0675645,-0.01491,-0.00517663,5.47346,3.14616,7.81694,0.0152774,-0.0104874,-0.00374746,9.63497,-0.683987,2.20902,-0.0814701,-0.242914,-0.0200569
0.005,-3.52289,8.97205,-0.838093,-0.0188284,0.0143842,0.153525,1.72973,-9.72284,-1.26618,0.0257331,-0.167354,-0.0912148,-0.427863,9.49378,-1.43724,-0.0550304,-0.0242137,-0.0853279,1.58811,-9.69177,-2.3301,-0.0823877,-0.0408453,-0.0250185,6.1375,-1.67748,7.34597,-0.068259,-0.0147611,-0.00406138,5.46534,3.14932,7.82681,0.0152599,-0.0110751,-0.0028765,9.65356,-0.683236,2.19871,-0.0810883,-0.242668,-0.0203162
0.006,-3.52571,8.97461,-0.850004,-0.0222753,0.0122625,0.151774,1.73299,-9.72592,-1.27479,0.0249476,-0.1668,-0.0894422,-0.435769,9.54425,-1.41016,-0.053489,-0.025122,-0.0875501,1.58574,-9.68459,-2.32305,-0.082249,-0.0412158,-0.025351,6.13503,-1.66219,7.34977,-0.0685633,-0.0144931,-0.00308187,5.47828,3.13527,7.84299,0.0159209,-0.0119027,-0.00129796,9.66542,-0.670498,2.20707,-0.0806512,-0.241885,-0.0204624
0.007,-3.52852,8.97717,-0.861916,-0.0257222,0.0101408,0.150022,1.73625,-9.729,-1.28339,0.0241621,-0.166246,-0.0876696,-0.443674,9.59472,-1.38308,-0.0519476,-0.0260302,-0.0897724,1.58338,-9.67741,-2.31599,-0.0821102,-0.0415864,-0.0256834,6.13255,-1.6469,7.35357,-0.0688676,-0.0142251,-0.00210235,5.49122,3.12123,7.85918,0.0165818,-0.0127302,0.000280587,9.67728,-0.657759,2.21544,-0.0802142,-0.241103,-0.0206086
0.008,-3.53134,8.97973,-0.873827,-0.029169,0.00801906,0.14827,1.73951,-9.73208,-1.292,0.0233766,-0.165692,-0.0858971,-0.45158,9.6452,-1.356,-0.0504062,-0.0269385,-0.0919946,1.58101,-9.67023,-2.30894,-0.0819715,-0.041957,-0.0260158,6.13007,-1.6316,7.35737,-0.0691718,-0.0139571,-0.00112283,5.50416,3.10718,7.87536,0.0172428,-0.0135578,0.00185913,9.68914,-0.64502,2.2238,-0.0797771,-0.240321,-0.0207547
0.009,-3.53665,8.98268,-0.883274,-0.032159,0.00582472,0.146981,1.74166,-9.73284,-1.3022,0.0226165,-0.165103,-0.0840772,-0.46146,9.68628,-1.3355,-0.0488008,-0.0280439,-0.0937772,1.58244,-9.66216,-2.30421,-0.0819442,-0.0421561,-0.0262041,6.12657,-1.61843,7.35994,-0.0693988,-0.0136499,-0.000253555,5.51174,3.09491,7.8884,0.0177387,-0.0140886,0.00342035,9.70131,-0.632087,2.22988,-0.0789626,-0.239572,-0.0210671
0.01,-3.56192,8.98874,-0.873014,-0.0314939,0.00304925,0.149393,1.73493,-9.71501,-1.32523,0.0220598,-0.164233,-0.0818786,-0.487139,9.65229,-1.36765,-0.0466837,-0.0307266,-0.0920436,1.61425,-9.64692,-2.31817,-0.0828082,-0.0409836,-0.0252388,6.11486,-1.62219,7.35265,-0.0690073,-0.0130288,-0.00026621,5.47649,3.09688,7.87626,0.0169143,-0.0122457,0.00484296,9.71604,-0.617599,2.21769,-0.0751294,-0.239091,-0.0227087
0.011,-3.58718,8.99481,-0.862754,-0.0308288,0.000273781,0.151805,1.7282,-9.69719,-1.34826,0.021503,-0.163363,-0.07968,-0.512817,9.61831,-1.39981,-0.0445665,-0.0334093,-0.09031,1.64606,-9.63167,-2.33212,-0.0836721,-0.0398111,-0.0242735,6.10316,-1.62595,7.34537,-0.0686158,-0.0124077,-0.000278864,5.44124,3.09884,7.86413,0.0160898,-0.0104028,0.00626557,9.73077,-0.60311,2.20551,-0.0712963,-0.23861,-0.0243502
0.012,-3.61245,9.00087,-0.852494,-0.0301637,-0.00250169,0.154217,1.72147,-9.67937,-1.37129,0.0209463,-0.162492,-0.0774814,-0.538495,9.58432,-1.43196,-0.0424494,-0.0360921,-0.0885765,1.67787,-9.61643,-2.34607,-0.0845361,-0.0386387,-0.0233082,6.09146,-1.62972,7.33808,-0.0682242,-0.0117866,-0.000291519,5.40599,3.1008,7.85199,0.0152653,-0.00855984,0.00768818,9.7455,-0.588621,2.19332,-0.0674631,-0.238129,-0.0259918
0.013,-3.63771,9.00694,-0.842234,-0.0294986,-0.00527716,0.156628,1.71474,-9.66155,-1.39431,0.0203896,-0.161622,-0.0752829,-0.564173,9.55033,-1.46411,-0.0403322,-0.0387748,-0.0868429,1.70968,-9.60119,-2.36002,-0.0854001,-0.0374662,-0.0223429,6.07976,-1.63348,7.33079,-0.0678327,-0.0111654,-0.000304174,5.37073,3.10276,7.83985,0.0144408,-0.00671691,0.0091108,9.76023,-0.574133,2.18113,-0.0636299,-0.237648,-0.0276334
