Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-0.932347,9.35474,-1.4028,0.0169956,0.0289772,-0.0341687,-0.209299,-10.1176,-1.17171,-0.0597293,-0.0112271,-0.0927993,4.86179,1.51414,8.75465,0.0265754,0.022687,-0.0160245,5.48276,-0.507648,8.29186,-0.0658457,0.0427929,0.0219878,8.71302,-0.865859,4.88104,0.0252362,0.127522,-0.0284312,1.46521,9.50019,-1.42694,0.012782,-0.041535,0.0500586,-0.180544,-9.94073,-1.28906,0.00718899,0.0171854,0.0507813
0.001,-0.877462,9.37001,-1.42649,0.0166539,0.0244023,-0.0346654,-0.229191,-10.1216,-1.1554,-0.0612109,-0.0126178,-0.0933929,4.82986,1.50872,8.75321,0.0258643,0.020981,-0.0169281,5.48222,-0.51194,8.27866,-0.066963,0.0439426,0.0233474,8.69256,-0.853648,4.85682,0.02653,0.125843,-0.0287437,1.46854,9.50319,-1.41855,0.0127796,-0.0439484,0.0500559,-0.172829,-9.93817,-1.29149,0.0057608,0.0146737,0.0502776
0.002,-0.822577,9.38527,-1.45018,0.0163122,0.0198273,-0.035162,-0.249083,-10.1256,-1.13909,-0.0626925,-0.0140085,-0.0939864,4.79793,1.50331,8.75178,0.0251531,0.019275,-0.0178316,5.48169,-0.516232,8.26546,-0.0680802,0.0450923,0.0247069,8.6721,-0.841436,4.8326,0.0278238,0.124165,-0.0290562,1.47186,9.50619,-1.41017,0.0127773,-0.0463619,0.0500531,-0.165114,-9.93562,-1.29391,0.00433261,0.0121619,0.049774
0.003,-0.767692,9.40053,-1.47388,0.0159705,0.0152524,-0.0356587,-0.268975,-10.1296,-1.12278,-0.0641742,-0.0153993,-0.09458,4.766,1.49789,8.75035,0.024442,0.017569,-0.0187352,5.48115,-0.520525,8.25226,-0.0691975,0.046242,0.0260664,8.65164,-0.829224,4.80837,0.0291177,0.122487,-0.0293686,1.47519,9.50919,-1.40178,0.0127749,-0.0487753,0.0500504,-0.157398,-9.93306,-1.29634,0.00290441,0.00965007,0.0492704
0.004,-0.712807,9.4158,-1.49757,0.0156288,0.0106774,-0.0361553,-0.288867,-10.1336,-1.10647,-0.0656558,-0.01679,-0.0951736,4.73407,1.49248,8.74891,0.0237308,0.0158629,-0.0196387,5.48062,-0.524817,8.23906,-0.0703148,0.0473917,0.0274259,8.63118,-0.817013,4.78415,0.0304115,0.120808,-0.0296811,1.47852,9.51219,-1.3934,0.0127726,-0.0511888,0.0500477,-0.149683,-9.93051,-1.29877,0.00147622,0.00713828,0.0487668
0.005,-0.70767,9.42143,-1.50738,0.0142581,0.00649859,-0.0367878,-0.299057,-10.1254,-1.09798,-0.0657043,-0.0192048,-0.0965611,4.73625,1.4879,8.74417,0.0232835,0.0147302,-0.0196553,5.48762,-0.519679,8.23418,-0.071327,0.048934,0.0267776,8.61514,-0.805751,4.7617,0.0308096,0.119404,-0.02982,1.48593,9.49755,-1.40606,0.012659,-0.0534391,0.0499079,-0.144937,-9.93397,-1.30285,0.000787528,0.00449105,0.04822
0.006,-0.74233,9.41936,-1.50609,0.0120643,0.00263667,-0.0375291,-0.301485,-10.1075,-1.09573,-0.0646062,-0.0224389,-0.0985838,4.76572,1.48399,8.73678,0.0230473,0.0140562,-0.0189622,5.50066,-0.506997,8.23595,-0.0722552,0.0507904,0.0245231,8.60262,-0.79525,4.74068,0.0304912,0.118219,-0.02982,1.4966,9.4688,-1.43557,0.0124565,-0.055559,0.0496585,-0.142567,-9.94224,-1.30827,0.000690437,0.00173546,0.0476389
0.007,-0.776991,9.41729,-1.5048,0.00987048,-0.00122526,-0.0382703,-0.303912,-10.0895,-1.09348,-0.0635082,-0.0256731,-0.100607,4.7952,1.48008,8.72938,0.0228111,0.0133822,-0.0182691,5.5137,-0.494316,8.23771,-0.0731834,0.0526468,0.0222685,8.5901,-0.784749,4.71965,0.0301728,0.117035,-0.02982,1.50727,9.44005,-1.46508,0.012254,-0.0576789,0.049409,-0.140196,-9.95051,-1.31368,0.000593346,-0.00102014,0.0470577
0.008,-0.811651,9.41521,-1.50351,0.00767667,-0.00508718,-0.0390115,-0.30634,-10.0716,-1.09123,-0.0624101,-0.0289072,-0.102629,4.82467,1.47617,8.72199,0.022575,0.0127081,-0.017576,5.52673,-0.481634,8.23948,-0.0741116,0.0545032,0.020014,8.57758,-0.774247,4.69862,0.0298545,0.11585,-0.02982,1.51794,9.4113,-1.49459,0.0120515,-0.0597988,0.0491596,-0.137826,-9.95878,-1.3191,0.000496255,-0.00377573,0.0464765
0.009,-0.842514,9.41669,-1.50219,0.00550015,-0.00849873,-0.0397915,-0.30523,-10.0539,-1.0901,-0.0613982,-0.0317281,-0.104275,4.85103,1.4759,8.71331,0.0224971,0.012011,-0.0171335,5.53453,-0.472745,8.23893,-0.075067,0.0565728,0.0183446,8.56758,-0.763448,4.67874,0.0294812,0.114526,-0.02982,1.52749,9.38649,-1.52517,0.0121118,-0.0615456,0.0488521,-0.136851,-9.96788,-1.32358,0.00052217,-0.00658037,0.0458243
