Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-1.36475,9.25798,-2.30019,0.0198439,0.0424785,-0.0300763,1.71665,-9.6587,-2.04608,-0.0778509,0.156022,0.153894,5.43742,3.03076,7.89269,-0.06177,0.0280505,0.0652763,6.08758,-2.9099,7.33126,-0.00509909,0.0173789,-0.0164752,8.6769,-0.999442,4.06135,-0.079875,-0.182115,0.0328405,2.00674,9.35855,-1.68203,-0.0178167,0.0975154,-0.150806,-1.31428,-9.95512,-0.748725,-0.00361957,0.215261,0.0477552
0.001,-1.3789,9.25525,-2.28278,0.0215982,0.0429015,-0.0302582,1.68621,-9.66766,-2.01645,-0.0770066,0.153274,0.153948,5.45269,3.03123,7.88879,-0.0610772,0.0270109,0.0626079,6.07749,-2.89735,7.31182,-0.00623407,0.0170858,-0.0137835,8.6917,-1.0034,4.07238,-0.0794437,-0.182067,0.0307231,2.01048,9.33535,-1.6765,-0.0175751,0.0970789,-0.153041,-1.34531,-9.9313,-0.742909,-0.004658,0.212621,0.0474425
0.002,-1.39304,9.25252,-2.26538,0.0233524,0.0433245,-0.0304402,1.65578,-9.67663,-1.98682,-0.0761624,0.150527,0.154003,5.46795,3.0317,7.88489,-0.0603844,0.0259713,0.0599395,6.0674,-2.88479,7.29237,-0.00736905,0.0167927,-0.0110918,8.7065,-1.00737,4.08341,-0.0790125,-0.182019,0.0286057,2.01423,9.31215,-1.67097,-0.0173335,0.0966424,-0.155277,-1.37633,-9.90747,-0.737093,-0.00569643,0.209982,0.0471298
0.003,-1.40718,9.24979,-2.24797,0.0251066,0.0437475,-0.0306222,1.62535,-9.6856,-1.95718,-0.0753181,0.147779,0.154057,5.48322,3.03217,7.88099,-0.0596916,0.0249317,0.0572711,6.05731,-2.87224,7.27293,-0.00850402,0.0164996,-0.0084001,8.72129,-1.01133,4.09444,-0.0785812,-0.181971,0.0264883,2.01797,9.28895,-1.66545,-0.0170919,0.0962059,-0.157513,-1.40736,-9.88365,-0.731276,-0.00673486,0.207342,0.0468171
0.004,-1.42133,9.24706,-2.23056,0.0268608,0.0441705,-0.0308041,1.59491,-9.69456,-1.92755,-0.0744739,0.145032,0.154112,5.49849,3.03264,7.87709,-0.0589987,0.023892,0.0546026,6.04722,-2.85969,7.25349,-0.009639,0.0162066,-0.00570839,8.73609,-1.0153,4.10546,-0.07815,-0.181923,0.0243709,2.02171,9.26574,-1.65992,-0.0168503,0.0957693,-0.159749,-1.43838,-9.85982,-0.72546,-0.00777329,0.204703,0.0465044
0.005,-1.43729,9.25983,-2.22364,0.0258755,0.0458331,-0.0302899,1.58212,-9.69932,-1.91588,-0.0731549,0.143466,0.15458,5.50269,3.03073,7.87965,-0.0573433,0.023069,0.0536348,6.0597,-2.85951,7.24146,-0.00910951,0.0156979,-0.00544468,8.73903,-1.0192,4.10909,-0.0769998,-0.182,0.0241378,2.02063,9.2611,-1.65064,-0.0167999,0.0969395,-0.159954,-1.45664,-9.8538,-0.735164,-0.00791054,0.202146,0.0470534
0.006,-1.4547,9.285,-2.22511,0.0226987,0.0484873,-0.0292188,1.58343,-9.70072,-1.91858,-0.0714561,0.142847,0.15538,5.49803,3.02692,7.88737,-0.0549178,0.0224191,0.0540273,6.09025,-2.86924,7.23536,-0.00724845,0.0150168,-0.00712338,8.73249,-1.02305,4.10679,-0.0752744,-0.182177,0.0254121,2.01569,9.27129,-1.63835,-0.0169024,0.0993951,-0.158535,-1.46469,-9.86201,-0.757283,-0.00732685,0.199656,0.0482918
0.007,-1.47212,9.31017,-2.22658,0.0195219,0.0511416,-0.0281477,1.58475,-9.70213,-1.92129,-0.0697573,0.142227,0.15618,5.49337,3.0231,7.89509,-0.0524924,0.0217693,0.0544199,6.1208,-2.87897,7.22926,-0.0053874,0.0143356,-0.00880207,8.72595,-1.0269,4.10449,-0.073549,-0.182354,0.0266864,2.01074,9.28149,-1.62606,-0.0170049,0.101851,-0.157116,-1.47275,-9.87023,-0.779402,-0.00674316,0.197166,0.0495302
0.008,-1.48953,9.33534,-2.22806,0.0163451,0.0537959,-0.0270766,1.58606,-9.70353,-1.92399,-0.0680584,0.141607,0.156979,5.4887,3.01929,7.9028,-0.0500669,0.0211194,0.0548124,6.15135,-2.88869,7.22316,-0.00352634,0.0136545,-0.0104808,8.71941,-1.03076,4.10219,-0.0718237,-0.18253,0.0279607,2.0058,9.29169,-1.61377,-0.0171074,0.104306,-0.155697,-1.4808,-9.87844,-0.801521,-0.00615947,0.194676,0.0507686
0.009,-1.50662,9.35403,-2.23028,0.013741,0.0558761,-0.0261585,1.58692,-9.70199,-1.92677,-0.0666584,0.140895,0.1578,5.48367,3.01748,7.90705,-0.0477082,0.0203577,0.0549951,6.1765,-2.89301,7.21858,-0.00190124,0.0131163,-0.0119931,8.71184,-1.03419,4.09902,-0.0702773,-0.182814,0.0292053,1.99961,9.30364,-1.60342,-0.0173373,0.106372,-0.154663,-1.49345,-9.88418,-0.82119,-0.00568954,0.192101,0.0518003
