Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-0.210612,9.30923,-2.01876,0.0147833,0.00135284,0.0356861,-0.568589,-9.85812,-0.915694,-0.0947369,-0.00305059,-0.0196303,5.0277,1.31264,8.77628,0.0830562,-0.00973673,-0.0808572,5.23591,-0.519182,8.37041,0.0323398,0.0557768,-0.0278014,8.54288,-1.13198,4.65875,-0.22749,0.00730554,-0.060515,1.14805,9.36204,-1.57739,-0.0842362,0.14448,0.00338133,-0.809682,-10.0169,-1.49575,-0.0270455,0.0994025,0.0317889
0.001,-0.210144,9.31145,-2.00862,0.0139825,0.00285742,0.0349747,-0.550273,-9.86089,-0.948543,-0.096277,-0.00427091,-0.0216473,5.02489,1.32358,8.7609,0.0827653,-0.0123445,-0.0794139,5.25909,-0.519802,8.34664,0.0350087,0.0538597,-0.028006,8.54529,-1.13547,4.65452,-0.225291,0.0058024,-0.0591466,1.1456,9.3592,-1.56663,-0.0857878,0.142071,-0.000118339,-0.807987,-10.0158,-1.47656,-0.0259636,0.0965521,0.0317772
0.002,-0.209676,9.31368,-1.99847,0.0131816,0.00436199,0.0342632,-0.531957,-9.86365,-0.981392,-0.097817,-0.00549124,-0.0236644,5.02209,1.33451,8.74552,0.0824744,-0.0149523,-0.0779706,5.28226,-0.520421,8.32286,0.0376777,0.0519425,-0.0282107,8.54771,-1.13895,4.6503,-0.223091,0.00429926,-0.0577781,1.14315,9.35635,-1.55586,-0.0873394,0.139662,-0.00361801,-0.806293,-10.0148,-1.45737,-0.0248818,0.0937017,0.0317655
0.003,-0.209207,9.31591,-1.98832,0.0123808,0.00586657,0.0335517,-0.51364,-9.86642,-1.01424,-0.0993571,-0.00671157,-0.0256814,5.01928,1.34544,8.73014,0.0821835,-0.0175601,-0.0765273,5.30544,-0.521041,8.29909,0.0403467,0.0500253,-0.0284154,8.55012,-1.14243,4.64607,-0.220892,0.00279612,-0.0564096,1.14069,9.35351,-1.5451,-0.088891,0.137254,-0.00711767,-0.804599,-10.0137,-1.43819,-0.0238,0.0908512,0.0317538
0.004,-0.208739,9.31814,-1.97818,0.0115799,0.00737115,0.0328402,-0.495324,-9.86919,-1.04709,-0.100897,-0.00793189,-0.0276985,5.01648,1.35638,8.71477,0.0818926,-0.0201678,-0.0750841,5.32861,-0.521661,8.27531,0.0430156,0.0481082,-0.02862,8.55254,-1.14592,4.64184,-0.218693,0.00129297,-0.0550411,1.13824,9.35067,-1.53434,-0.0904426,0.134845,-0.0106173,-0.802904,-10.0126,-1.419,-0.0227182,0.0880008,0.0317421
0.005,-0.215988,9.32021,-1.97081,0.0117481,0.00849161,0.0327032,-0.501419,-9.87952,-1.06784,-0.102263,-0.00841267,-0.0293467,5.00093,1.36738,8.69759,0.0805605,-0.0214217,-0.0739285,5.33663,-0.508587,8.26531,0.0443969,0.0491428,-0.0280711,8.55239,-1.15533,4.65079,-0.216036,0.00098678,-0.0553167,1.1354,9.36346,-1.53587,-0.0899871,0.13339,-0.0133363,-0.812809,-9.99115,-1.41821,-0.0215444,0.0847651,0.0324083
0.006,-0.229412,9.32217,-1.96568,0.0126914,0.00930478,0.0330259,-0.527043,-9.89589,-1.0789,-0.103489,-0.00830179,-0.0306998,4.9752,1.37845,8.67897,0.0783954,-0.0215924,-0.0730032,5.33252,-0.48456,8.26633,0.0447481,0.0525389,-0.0269192,8.55019,-1.16949,4.67027,-0.213011,0.00163814,-0.0569074,1.13225,9.38877,-1.54722,-0.0879258,0.132699,-0.0154307,-0.831993,-9.9533,-1.43215,-0.020297,0.0812211,0.0336168
0.007,-0.242835,9.32412,-1.96054,0.0136346,0.0101179,0.0333485,-0.552667,-9.91226,-1.08997,-0.104715,-0.00819092,-0.032053,4.94947,1.38952,8.66035,0.0762303,-0.0217632,-0.0720778,5.32841,-0.460533,8.26735,0.0450993,0.055935,-0.0257674,8.54799,-1.18365,4.68975,-0.209987,0.00228951,-0.0584981,1.12909,9.41408,-1.55857,-0.0858645,0.132007,-0.0175252,-0.851177,-9.91546,-1.44608,-0.0190496,0.0776772,0.0348253
0.008,-0.256259,9.32607,-1.95541,0.0145779,0.0109311,0.0336711,-0.578292,-9.92864,-1.10104,-0.105941,-0.00808005,-0.0334061,4.92374,1.40059,8.64172,0.0740652,-0.0219339,-0.0711524,5.3243,-0.436505,8.26837,0.0454505,0.0593311,-0.0246156,8.5458,-1.19781,4.70923,-0.206963,0.00294087,-0.0600888,1.12594,9.43939,-1.56993,-0.0838032,0.131315,-0.0196196,-0.87036,-9.87762,-1.46002,-0.0178023,0.0741332,0.0360339
0.009,-0.268987,9.32718,-1.95028,0.0155453,0.011577,0.0339791,-0.600354,-9.94298,-1.11101,-0.10695,-0.00792874,-0.0345964,4.90222,1.40909,8.62593,0.0719719,-0.0219102,-0.0703516,5.32344,-0.417881,8.27093,0.0457112,0.0623097,-0.0237182,8.54265,-1.20982,4.7271,-0.204086,0.00339767,-0.0611609,1.12344,9.46208,-1.58046,-0.0820887,0.13069,-0.0213944,-0.886484,-9.84268,-1.47215,-0.0167915,0.0707871,0.0371857
