Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,1.16833,9.14476,-2.80669,0.0591031,-0.60799,-0.0189016,-9.91504,-11.964,-4.20231,-0.130972,2.02921,-1.01712,12.7509,-1.9278,1.32487,0.221802,-2.23871,-2.59617,6.22718,-2.9623,7.12254,-0.24979,-0.0813454,0.10801,8.06212,0.272005,4.21378,-0.716708,0.00343945,-0.34214,1.16884,9.41871,-1.72654,-0.111335,-0.245525,0.111232,-3.63734,-9.58029,1.18327,-0.274716,3.54513,0.699597
0.001,1.15756,9.16901,-2.8199,0.0577422,-0.609913,-0.0190059,-10.0124,-11.8687,-4.14659,-0.123489,1.91768,-1.00911,12.9311,-1.98347,1.13806,0.194762,-2.26282,-2.46636,6.21995,-2.96683,7.13493,-0.249449,-0.0826632,0.11091,8.07656,0.27954,4.24367,-0.72215,-0.00542312,-0.342201,1.18395,9.42466,-1.71282,-0.114072,-0.244453,0.1089,-3.79201,-9.5416,1.21471,-0.278479,3.43378,0.706776
0.002,1.1468,9.19325,-2.83312,0.0563814,-0.611837,-0.0191102,-10.1097,-11.7734,-4.09088,-0.116006,1.80615,-1.0011,13.1112,-2.03915,0.951256,0.167722,-2.28694,-2.33655,6.21272,-2.97135,7.14733,-0.249107,-0.083981,0.11381,8.091,0.287075,4.27357,-0.727592,-0.0142857,-0.342262,1.19906,9.43061,-1.69911,-0.116809,-0.243382,0.106568,-3.94667,-9.5029,1.24615,-0.282241,3.32243,0.713955
0.003,1.13603,9.21749,-2.84633,0.0550205,-0.613761,-0.0192145,-10.2071,-11.6781,-4.03517,-0.108522,1.69461,-0.993096,13.2913,-2.09482,0.76445,0.140683,-2.31106,-2.20674,6.20549,-2.97588,7.15972,-0.248766,-0.0852988,0.11671,8.10545,0.29461,4.30346,-0.733034,-0.0231482,-0.342324,1.21418,9.43657,-1.68539,-0.119545,-0.24231,0.104236,-4.10133,-9.46421,1.27759,-0.286004,3.21109,0.721133
0.004,1.12526,9.24174,-2.85954,0.0536597,-0.615685,-0.0193188,-10.3044,-11.5828,-3.97945,-0.101039,1.58308,-0.985088,13.4714,-2.1505,0.577643,0.113643,-2.33518,-2.07693,6.19826,-2.9804,7.17212,-0.248425,-0.0866166,0.11961,8.11989,0.302144,4.33335,-0.738475,-0.0320108,-0.342385,1.22929,9.44252,-1.67168,-0.122282,-0.241238,0.101904,-4.256,-9.42552,1.30903,-0.289767,3.09974,0.728312
0.005,1.11218,9.26624,-2.85771,0.0508831,-0.618325,-0.0210285,-10.3811,-11.5047,-3.94351,-0.0952415,1.47582,-0.973172,13.59,-2.20674,0.371533,0.0756385,-2.36274,-1.94129,6.18432,-2.98435,7.17145,-0.248902,-0.0883245,0.121009,8.13334,0.288463,4.34949,-0.743113,-0.0402488,-0.341144,1.2302,9.45218,-1.66614,-0.124998,-0.241924,0.0997663,-4.39346,-9.37402,1.34289,-0.292816,2.98432,0.732787
0.006,1.09725,9.29094,-2.84383,0.046974,-0.621539,-0.0240226,-10.4413,-11.4402,-3.92337,-0.090792,1.37198,-0.958128,13.6594,-2.26343,0.14998,0.0288616,-2.39306,-1.80101,6.16501,-2.98783,7.16034,-0.250035,-0.0903447,0.121206,8.146,0.257809,4.35462,-0.747108,-0.047987,-0.338862,1.21975,9.46481,-1.66715,-0.127697,-0.244015,0.0977835,-4.51716,-9.31228,1.37867,-0.295296,2.86565,0.735098
0.007,1.08232,9.31564,-2.82995,0.0430648,-0.624752,-0.0270167,-10.5016,-11.3757,-3.90323,-0.0863426,1.26814,-0.943085,13.7288,-2.32012,-0.0715725,-0.0179153,-2.42338,-1.66072,6.14571,-2.99132,7.14923,-0.251168,-0.0923649,0.121404,8.15866,0.227155,4.35975,-0.751103,-0.0557253,-0.33658,1.20929,9.47743,-1.66816,-0.130396,-0.246107,0.0958006,-4.64085,-9.25054,1.41445,-0.297775,2.74698,0.737409
0.008,1.06739,9.34034,-2.81607,0.0391557,-0.627966,-0.0300108,-10.5618,-11.3112,-3.88309,-0.0818932,1.16429,-0.928041,13.7982,-2.37682,-0.293125,-0.0646922,-2.4537,-1.52044,6.1264,-2.9948,7.13812,-0.252301,-0.094385,0.121602,8.17132,0.196501,4.36488,-0.755098,-0.0634636,-0.334298,1.19884,9.49005,-1.66918,-0.133096,-0.248198,0.0938178,-4.76455,-9.1888,1.45023,-0.300254,2.62831,0.73972
0.009,1.05798,9.36344,-2.80622,0.0352361,-0.631086,-0.0325097,-10.6183,-11.2502,-3.86664,-0.0773092,1.06096,-0.91217,13.8576,-2.43758,-0.507496,-0.112,-2.48595,-1.37861,6.10857,-2.99769,7.12846,-0.253366,-0.0961535,0.121761,8.18389,0.169599,4.36961,-0.758831,-0.0710514,-0.332127,1.188,9.50229,-1.66871,-0.135813,-0.250539,0.091877,-4.88515,-9.12827,1.47984,-0.302721,2.50905,0.741355
0.01,1.09269,9.37367,-2.82862,0.0312331,-0.633453,-0.0310467,-10.6456,-11.2172,-3.87963,-0.0716485,0.961645,-0.889677,13.8376,-2.5309,-0.66441,-0.163556,-2.53367,-1.22448,6.10256,-2.99573,7.13037,-0.253881,-0.0959089,0.121617,8.19576,0.172717,4.37108,-0.76047,-0.0774357,-0.330841,1.174,9.51151,-1.65646,-0.138673,-0.254878,0.0902727,-4.98096,-9.0775,1.46011,-0.305089,2.38509,0.737574
0.011,1.1274,9.38389,-2.85102,0.0272301,-0.635821,-0.0295837,-10.6729,-11.1841,-3.89263,-0.0659878,0.862334,-0.867184,13.8175,-2.62423,-0.821323,-0.215111,-2.58139,-1.07035,6.09654,-2.99377,7.13228,-0.254397,-0.0956642,0.121472,8.20762,0.175835,4.37255,-0.76211,-0.08382,-0.329555,1.16001,9.52072,-1.64421,-0.141534,-0.259218,0.0886684,-5.07677,-9.02673,1.44038,-0.307456,2.26112,0.733794
0.012,1.16212,9.39412,-2.87341,0.0232271,-0.638188,-0.0281208,-10.7003,-11.151,-3.90563,-0.0603272,0.763022,-0.844692,13.7975,-2.71755,-0.978237,-0.266667,-2.62911,-0.916211,6.09053,-2.99181,7.13419,-0.254913,-0.0954195,0.121328,8.21948,0.178953,4.37402,-0.763749,-0.0902043,-0.328269,1.14602,9.52993,-1.63196,-0.144394,-0.263557,0.087064,-5.17258,-8.97596,1.42064,-0.309824,2.13715,0.730014
0.013,1.19683,9.40435,-2.89581,0.0192241,-0.640556,-0.0266578,-10.7276,-11.1179,-3.91862,-0.0546665,0.663711,-0.822199,13.7775,-2.81087,-1.13515,-0.318222,-2.67683,-0.762076,6.08451,-2.98985,7.1361,-0.255428,-0.0951749,0.121183,8.23135,0.182071,4.3755,-0.765389,-0.0965886,-0.326983,1.13202,9.53914,-1.6197,-0.147254,-0.267896,0.0854597,-5.26839,-8.92519,1.40091,-0.312191,2.01319,0.726234
