Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-1.02901,9.27672,-1.9974,-0.142929,0.377307,-0.221433,0.557723,-9.81169,-1.77725,-0.162104,0.00246625,-0.0395171,5.51021,3.23469,7.79248,0.0557465,-0.0208301,-0.036943,6.11958,-2.23519,7.33711,0.14115,0.0476414,-0.0735544,8.53598,-2.06578,4.33237,0.237072,-0.0510693,0.2769,1.42042,9.56608,-0.779991,-0.0354915,0.118715,0.11978,-1.50602,-9.8487,-1.15538,-0.107818,-0.0415972,-0.067232
0.001,-1.05288,9.27434,-1.94763,-0.146786,0.380466,-0.224908,0.563677,-9.81348,-1.76901,-0.16142,0.00504494,-0.0394064,5.50471,3.23519,7.79998,0.0548635,-0.0197336,-0.0380588,6.11803,-2.26416,7.33898,0.139349,0.0475367,-0.0752507,8.53021,-2.0463,4.31589,0.238352,-0.0501089,0.276774,1.40937,9.55017,-0.79616,-0.03611,0.118363,0.120869,-1.50252,-9.88382,-1.14526,-0.107659,-0.0302974,-0.0654458
0.002,-1.07675,9.27196,-1.89786,-0.150642,0.383626,-0.228384,0.569631,-9.81527,-1.76076,-0.160737,0.00762364,-0.0392958,5.49922,3.23569,7.80748,0.0539806,-0.018637,-0.0391747,6.11647,-2.29312,7.34085,0.137547,0.0474321,-0.076947,8.52444,-2.02683,4.29942,0.239632,-0.0491486,0.276647,1.39832,9.53426,-0.812329,-0.0367285,0.118011,0.121958,-1.49902,-9.91895,-1.13515,-0.107499,-0.0189977,-0.0636596
0.003,-1.10062,9.26959,-1.84809,-0.154498,0.386786,-0.23186,0.575585,-9.81706,-1.75251,-0.160053,0.0102023,-0.0391851,5.49372,3.2362,7.81498,0.0530977,-0.0175405,-0.0402905,6.11492,-2.32209,7.34271,0.135746,0.0473274,-0.0786433,8.51867,-2.00735,4.28295,0.240912,-0.0481882,0.276521,1.38727,9.51835,-0.828498,-0.037347,0.117659,0.123047,-1.49552,-9.95407,-1.12503,-0.10734,-0.00769787,-0.0618733
0.004,-1.12449,9.26721,-1.79832,-0.158355,0.389945,-0.235336,0.581539,-9.81885,-1.74427,-0.159369,0.012781,-0.0390744,5.48822,3.2367,7.82249,0.0522147,-0.0164439,-0.0414064,6.11337,-2.35105,7.34458,0.133944,0.0472227,-0.0803396,8.5129,-1.98787,4.26647,0.242192,-0.0472279,0.276394,1.37622,9.50244,-0.844667,-0.0379655,0.117307,0.124136,-1.49202,-9.98919,-1.11492,-0.10718,0.00360192,-0.0600871
0.005,-1.13625,9.27652,-1.78142,-0.159001,0.39284,-0.237344,0.579087,-9.82549,-1.72641,-0.158232,0.0141877,-0.0387238,5.48465,3.24143,7.8238,0.0506051,-0.0161509,-0.0410783,6.1096,-2.34809,7.34727,0.134532,0.0480159,-0.0811455,8.51019,-1.96654,4.25985,0.241761,-0.0460194,0.276712,1.38288,9.4889,-0.845161,-0.0378535,0.117413,0.127161,-1.49397,-9.99612,-1.11223,-0.107023,0.013777,-0.0577796
0.006,-1.13831,9.29518,-1.79082,-0.157079,0.395523,-0.238179,0.569911,-9.83602,-1.70086,-0.156734,0.0146567,-0.0381813,5.48263,3.24954,7.82017,0.0484142,-0.0165008,-0.0395952,6.10405,-2.31959,7.35061,0.137032,0.0495274,-0.0812391,8.50994,-1.94371,4.26111,0.23996,-0.0446125,0.277386,1.40372,9.47725,-0.833115,-0.037157,0.117885,0.131734,-1.50029,-9.98049,-1.11549,-0.106868,0.0230523,-0.0550549
0.007,-1.14038,9.31384,-1.80021,-0.155157,0.398205,-0.239014,0.560734,-9.84654,-1.67532,-0.155235,0.0151258,-0.0376387,5.48061,3.25766,7.81654,0.0462232,-0.0168507,-0.0381121,6.09851,-2.29109,7.35395,0.139532,0.0510388,-0.0813327,8.50968,-1.92088,4.26237,0.23816,-0.0432055,0.27806,1.42455,9.46561,-0.821069,-0.0364605,0.118358,0.136307,-1.50661,-9.96487,-1.11875,-0.106712,0.0323277,-0.0523303
0.008,-1.14244,9.3325,-1.80961,-0.153235,0.400888,-0.239849,0.551558,-9.85707,-1.64977,-0.153737,0.0155948,-0.0370962,5.47859,3.26578,7.81292,0.0440323,-0.0172005,-0.036629,6.09296,-2.26259,7.35729,0.142032,0.0525503,-0.0814264,8.50943,-1.89805,4.26363,0.236359,-0.0417986,0.278734,1.44538,9.45396,-0.809022,-0.0357641,0.11883,0.14088,-1.51293,-9.94924,-1.12201,-0.106557,0.041603,-0.0496056
0.009,-1.14663,9.35033,-1.82141,-0.151597,0.40336,-0.240907,0.54007,-9.86565,-1.62557,-0.1525,0.0154514,-0.0367371,5.47814,3.2727,7.80883,0.0420649,-0.0175058,-0.0353844,6.09029,-2.23687,7.36212,0.144055,0.0537178,-0.08142,8.50999,-1.87651,4.26566,0.234554,-0.0403187,0.279466,1.46451,9.44369,-0.797916,-0.0350369,0.11943,0.14514,-1.52107,-9.93336,-1.12403,-0.106361,0.0503455,-0.0469653
