Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,0.11539,-9.5025,0.303541,-0.416872,-0.50276,0.191892,8.09854,0.700067,4.26129,-0.153831,-0.0655613,0.0822184,-1.19465,9.71145,-1.13787,-0.0856639,0.104578,-0.0082686,1.68198,-9.23186,-0.881704,-0.0302192,-0.124929,-0.538572,5.07464,-4.10807,7.09951,-0.166804,-0.0362684,0.117238,0.15129,9.52464,-2.06445,-0.0938637,0.0886505,-0.0872502,4.5743,2.38388,8.04278,0.0513493,0.132365,-0.101709
0.001,0.0957661,-9.54035,0.330313,-0.41091,-0.508531,0.195802,8.10876,0.725854,4.2842,-0.148502,-0.0655306,0.0795128,-1.21687,9.70306,-1.15684,-0.0917175,0.0969758,-0.0140336,1.72148,-9.25663,-0.950367,-0.0351511,-0.128921,-0.541035,5.13036,-4.09097,7.10791,-0.161712,-0.033904,0.114757,0.0987151,9.52044,-2.04865,-0.0930871,0.0837666,-0.0855823,4.55505,2.4433,8.04918,0.0517264,0.131527,-0.0983353
0.002,0.0761426,-9.5782,0.357086,-0.404948,-0.514302,0.199711,8.11899,0.751642,4.30711,-0.143174,-0.0654999,0.0768072,-1.23909,9.69468,-1.17581,-0.0977711,0.0893735,-0.0197986,1.76098,-9.2814,-1.01903,-0.0400831,-0.132914,-0.543497,5.18607,-4.07387,7.11631,-0.156621,-0.0315396,0.112276,0.0461398,9.51625,-2.03285,-0.0923104,0.0788827,-0.0839144,4.5358,2.50272,8.05559,0.0521035,0.130689,-0.0949616
0.003,0.0565192,-9.61605,0.383858,-0.398985,-0.520074,0.203621,8.12921,0.77743,4.33002,-0.137845,-0.0654692,0.0741015,-1.26132,9.6863,-1.19478,-0.103825,0.0817713,-0.0255635,1.80047,-9.30617,-1.08769,-0.045015,-0.136906,-0.54596,5.24179,-4.05677,7.12471,-0.151529,-0.0291752,0.109795,-0.00643543,9.51206,-2.01705,-0.0915337,0.0739987,-0.0822465,4.51656,2.56215,8.06199,0.0524805,0.129851,-0.0915878
0.004,0.0368957,-9.6539,0.410631,-0.393023,-0.525845,0.207531,8.13944,0.803218,4.35292,-0.132516,-0.0654385,0.0713959,-1.28354,9.67791,-1.21375,-0.109878,0.0741691,-0.0313285,1.83997,-9.33094,-1.15636,-0.049947,-0.140899,-0.548423,5.29751,-4.03967,7.13311,-0.146438,-0.0268109,0.107314,-0.0590107,9.50786,-2.00124,-0.0907571,0.0691148,-0.0805786,4.49731,2.62157,8.06839,0.0528576,0.129013,-0.0882141
0.005,0.0161619,-9.68612,0.443647,-0.387536,-0.53081,0.21088,8.15553,0.818288,4.36275,-0.127675,-0.0652907,0.0677389,-1.30115,9.65602,-1.2227,-0.115167,0.0668891,-0.036414,1.88361,-9.35395,-1.18155,-0.0544394,-0.143375,-0.548713,5.31947,-4.03616,7.1271,-0.140173,-0.023953,0.104833,-0.0958266,9.51977,-2.02582,-0.0888634,0.06482,-0.07934,4.46811,2.66212,8.06475,0.0534609,0.12758,-0.0841239
0.006,-0.0054603,-9.71383,0.481658,-0.382428,-0.535129,0.213781,8.17633,0.824785,4.36211,-0.123222,-0.0650491,0.0633207,-1.31506,9.62331,-1.22362,-0.119843,0.0598669,-0.040956,1.93055,-9.37555,-1.17198,-0.0585803,-0.144638,-0.547266,5.31444,-4.04352,7.10956,-0.132968,-0.0207003,0.102351,-0.120035,9.54455,-2.0827,-0.086076,0.0609964,-0.0784448,4.43094,2.68757,8.05306,0.0542453,0.125671,-0.0794607
0.007,-0.0270825,-9.74154,0.519669,-0.37732,-0.539449,0.216681,8.19712,0.831282,4.36147,-0.11877,-0.0648075,0.0589026,-1.32898,9.59061,-1.22455,-0.124519,0.0528447,-0.045498,1.9775,-9.39715,-1.16241,-0.0627211,-0.145902,-0.54582,5.3094,-4.05088,7.09203,-0.125764,-0.0174476,0.0998688,-0.144244,9.56933,-2.13958,-0.0832886,0.0571728,-0.0775496,4.39377,2.71302,8.04138,0.0550297,0.123762,-0.0747974
0.008,-0.0487047,-9.76926,0.557679,-0.372211,-0.543768,0.219582,8.21791,0.837779,4.36084,-0.114318,-0.0645659,0.0544845,-1.34289,9.5579,-1.22547,-0.129196,0.0458225,-0.05004,2.02444,-9.41874,-1.15284,-0.066862,-0.147165,-0.544373,5.30437,-4.05823,7.07449,-0.11856,-0.0141949,0.0973868,-0.168452,9.59412,-2.19646,-0.0805012,0.0533493,-0.0766544,4.3566,2.73847,8.0297,0.0558141,0.121853,-0.0701341
0.009,-0.0687613,-9.79527,0.594545,-0.366636,-0.547813,0.22285,8.23738,0.842476,4.36019,-0.110032,-0.0643554,0.0501916,-1.3561,9.52655,-1.23029,-0.133558,0.0388586,-0.0547526,2.07215,-9.43794,-1.14411,-0.0711859,-0.148943,-0.542919,5.29722,-4.06566,7.05714,-0.111339,-0.0110393,0.0945444,-0.188339,9.61329,-2.24782,-0.0782431,0.0498522,-0.0760405,4.3197,2.76233,8.02111,0.0562759,0.11987,-0.0656485
