Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-0.272947,-9.79956,-3.05127,0.213672,-0.53668,0.104212,8.35306,-0.299342,4.55811,1.51678,0.396216,0.354252,2.96175,8.69524,0.392656,0.550255,3.27677,0.349026,1.36161,-9.53339,-1.92185,0.519822,-0.0559331,-0.277586,10.8297,2.02865,0.753396,1.9837,-0.443066,4.94512,-9.39899,6.21185,-7.32321,-0.787122,4.94272,-0.531425,3.59583,3.81291,8.1966,-0.112393,0.0131066,0.0437075
0.001,-0.358305,-9.77557,-2.9856,0.221726,-0.536399,0.105684,8.31615,-0.331133,4.54937,1.53019,0.393442,0.349433,2.86178,8.74909,0.468677,0.553357,3.32466,0.347748,1.34637,-9.55394,-1.91201,0.522304,-0.0531182,-0.276579,10.7469,1.94465,0.804583,1.92412,-0.485605,4.88762,-9.43108,6.13621,-7.27798,-0.761176,4.86932,-0.539487,3.63169,3.81184,8.18625,-0.108764,0.0137392,0.0445211
0.002,-0.443663,-9.75159,-2.91993,0.22978,-0.536117,0.107157,8.27923,-0.362925,4.54063,1.5436,0.390668,0.344614,2.76182,8.80295,0.544699,0.556459,3.37256,0.346471,1.33113,-9.5745,-1.90216,0.524785,-0.0503032,-0.275571,10.664,1.86066,0.855771,1.86454,-0.528144,4.83012,-9.46316,6.06057,-7.23274,-0.735229,4.79591,-0.547549,3.66755,3.81078,8.1759,-0.105135,0.0143718,0.0453347
0.003,-0.529021,-9.7276,-2.85426,0.237834,-0.535835,0.10863,8.24232,-0.394716,4.53189,1.55701,0.387895,0.339795,2.66185,8.8568,0.62072,0.559561,3.42045,0.345194,1.3159,-9.59506,-1.89231,0.527267,-0.0474883,-0.274564,10.5811,1.77666,0.906958,1.80496,-0.570683,4.77262,-9.49525,5.98492,-7.18751,-0.709283,4.7225,-0.555612,3.70341,3.80971,8.16555,-0.101506,0.0150044,0.0461482
0.004,-0.614379,-9.70362,-2.78859,0.245888,-0.535553,0.110102,8.2054,-0.426507,4.52316,1.57043,0.385121,0.334975,2.56189,8.91066,0.696741,0.562663,3.46834,0.343916,1.30066,-9.61561,-1.88247,0.529748,-0.0446733,-0.273556,10.4982,1.69266,0.958146,1.74538,-0.613222,4.71512,-9.52734,5.90928,-7.14228,-0.683337,4.6491,-0.563674,3.73927,3.80864,8.15519,-0.0978775,0.0156369,0.0469618
0.005,-0.676701,-9.69043,-2.7303,0.255854,-0.535796,0.111258,8.18484,-0.438804,4.51195,1.58422,0.382757,0.329569,2.41525,8.97795,0.702228,0.554689,3.5177,0.347066,1.2898,-9.61876,-1.85006,0.533283,-0.0440802,-0.272367,10.3891,1.60079,1.01024,1.69328,-0.655832,4.64977,-9.51076,5.85251,-7.08851,-0.656325,4.57552,-0.569465,3.75511,3.77534,8.15734,-0.0934259,0.0169558,0.0469242
0.006,-0.720594,-9.68588,-2.67792,0.267349,-0.536459,0.112159,8.17737,-0.435505,4.49877,1.59833,0.380721,0.323693,2.23127,9.05599,0.651286,0.537853,3.56823,0.353759,1.28244,-9.60798,-1.79962,0.537659,-0.0452646,-0.271033,10.259,1.50262,1.06305,1.64716,-0.698497,4.57815,-9.45525,5.81085,-7.02793,-0.62846,4.50182,-0.57344,3.75493,3.71624,8.16947,-0.0883162,0.0188238,0.0462056
0.007,-0.764486,-9.68133,-2.62555,0.278844,-0.537123,0.11306,8.16991,-0.432206,4.48558,1.61244,0.378684,0.317818,2.04729,9.13404,0.600345,0.521017,3.61875,0.360451,1.27508,-9.5972,-1.74918,0.542035,-0.046449,-0.269699,10.1289,1.40445,1.11587,1.60105,-0.741163,4.50652,-9.39975,5.76918,-6.96735,-0.600595,4.42811,-0.577414,3.75475,3.65715,8.18161,-0.0832065,0.0206917,0.0454871
0.008,-0.808379,-9.67679,-2.57316,0.290339,-0.537786,0.113962,8.16244,-0.428908,4.4724,1.62654,0.376647,0.311942,1.86331,9.21208,0.549403,0.504182,3.66928,0.367143,1.26773,-9.58642,-1.69874,0.546411,-0.0476334,-0.268365,9.99883,1.30628,1.16869,1.55493,-0.783829,4.4349,-9.34424,5.72752,-6.90676,-0.57273,4.3544,-0.581389,3.75458,3.59806,8.19375,-0.0780968,0.0225596,0.0447685
0.009,-0.852988,-9.67543,-2.52104,0.301531,-0.539186,0.114831,8.15385,-0.429814,4.45782,1.64014,0.374289,0.305807,1.67338,9.27828,0.502553,0.486761,3.71744,0.373689,1.25986,-9.57733,-1.64624,0.550598,-0.0492114,-0.267262,9.86312,1.21723,1.2111,1.5105,-0.826954,4.36197,-9.28199,5.68856,-6.84484,-0.544661,4.28049,-0.585229,3.75345,3.54051,8.20526,-0.073093,0.0242331,0.043848
0.01,-0.903324,-9.69963,-2.47094,0.310298,-0.546476,0.11544,8.13628,-0.464365,4.4321,1.64973,0.369353,0.297602,1.4359,9.2497,0.488432,0.464662,3.74665,0.379065,1.24789,-9.58181,-1.57729,0.553268,-0.0539374,-0.268012,9.68239,1.20118,1.17029,1.47958,-0.87375,4.27853,-9.16573,5.6713,-6.77225,-0.514963,4.20489,-0.587992,3.74467,3.49533,8.2118,-0.0689372,0.0243511,0.0413114
0.011,-0.95366,-9.72383,-2.42084,0.319065,-0.553766,0.11605,8.11871,-0.498916,4.40638,1.65931,0.364417,0.289397,1.19842,9.22111,0.47431,0.442563,3.77587,0.384441,1.23592,-9.58628,-1.50835,0.555939,-0.0586635,-0.268763,9.50165,1.18513,1.12948,1.44867,-0.920547,4.1951,-9.04947,5.65403,-6.69965,-0.485265,4.12929,-0.590756,3.73588,3.45016,8.21834,-0.0647814,0.024469,0.0387749
