Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-2.63129,-9.45477,-1.3201,-0.0279632,-0.0424327,0.0598073,8.77248,-1.03193,4.2803,0.20537,-0.135795,0.00122603,1.28495,10.2365,-0.102625,-0.00142734,0.465982,-0.201279,2.18808,-9.20465,-2.32727,-0.0264763,-0.134881,0.0473061,5.01205,-2.83775,7.64887,-0.0139364,0.280626,-0.141468,0.116524,9.60444,-0.651763,-0.109699,0.224955,-0.0421216,4.36828,3.08616,8.03745,-0.200826,-0.096915,0.0784662
0.001,-2.60289,-9.45573,-1.31952,-0.0268457,-0.0410417,0.0591573,8.75535,-1.03053,4.26431,0.204963,-0.135028,0.00337235,1.30617,10.2521,-0.0527653,-0.0114239,0.453115,-0.194842,2.18786,-9.20623,-2.30952,-0.0235825,-0.140493,0.0467876,5.02069,-2.85593,7.69024,-0.0104392,0.27981,-0.141043,0.116268,9.63208,-0.649028,-0.104893,0.221296,-0.0473975,4.38328,3.0856,8.0376,-0.203184,-0.0975281,0.0777542
0.002,-2.57449,-9.45669,-1.31894,-0.0257282,-0.0396506,0.0585074,8.73823,-1.02914,4.24831,0.204556,-0.134262,0.00551868,1.32738,10.2676,-0.00290568,-0.0214204,0.440248,-0.188406,2.18763,-9.20781,-2.29177,-0.0206887,-0.146105,0.046269,5.02933,-2.87412,7.73161,-0.00694209,0.278994,-0.140619,0.116011,9.65972,-0.646292,-0.100088,0.217637,-0.0526734,4.39829,3.08504,8.03774,-0.205543,-0.0981412,0.0770421
0.003,-2.54608,-9.45765,-1.31836,-0.0246107,-0.0382596,0.0578575,8.7211,-1.02774,4.23232,0.204149,-0.133496,0.007665,1.3486,10.2831,0.0469539,-0.031417,0.427381,-0.18197,2.18741,-9.20939,-2.27403,-0.0177949,-0.151717,0.0457505,5.03796,-2.8923,7.77298,-0.00344494,0.278177,-0.140194,0.115755,9.68736,-0.643557,-0.095282,0.213977,-0.0579494,4.41329,3.08447,8.03789,-0.207901,-0.0987542,0.0763301
0.004,-2.51768,-9.45862,-1.31778,-0.0234933,-0.0368685,0.0572076,8.70397,-1.02634,4.21632,0.203741,-0.13273,0.00981133,1.36981,10.2987,0.0968136,-0.0414135,0.414515,-0.175534,2.18718,-9.21097,-2.25628,-0.0149011,-0.157329,0.0452319,5.0466,-2.91049,7.81435,5.21966e-005,0.277361,-0.139769,0.115499,9.715,-0.640822,-0.0904763,0.210318,-0.0632253,4.4283,3.08391,8.03804,-0.21026,-0.0993673,0.075618
0.005,-2.50464,-9.4661,-1.30868,-0.0231468,-0.034852,0.0560576,8.68039,-1.032,4.22525,0.202938,-0.132069,0.013109,1.36428,10.3117,0.129832,-0.0494132,0.398074,-0.167816,2.18194,-9.21764,-2.23203,-0.013613,-0.162334,0.0442608,5.04885,-2.91593,7.81411,0.0034986,0.275681,-0.13892,0.137929,9.71124,-0.659349,-0.0846727,0.207766,-0.0674797,4.45094,3.08213,8.0493,-0.212327,-0.10004,0.0746751
0.006,-2.50387,-9.47879,-1.29275,-0.0234171,-0.032335,0.0545075,8.65164,-1.04331,4.25411,0.201816,-0.131493,0.0173276,1.33735,10.3227,0.149378,-0.0558154,0.378773,-0.159072,2.17268,-9.2284,-2.2026,-0.0136096,-0.166853,0.0429276,5.04598,-2.91118,7.78059,0.00690441,0.27331,-0.137731,0.178509,9.68235,-0.694885,-0.0780709,0.206099,-0.0709168,4.47969,3.07939,8.06947,-0.21416,-0.10076,0.0735476
0.007,-2.50311,-9.49148,-1.27683,-0.0236874,-0.029818,0.0529575,8.62289,-1.05461,4.28297,0.200695,-0.130917,0.0215463,1.31042,10.3336,0.168924,-0.0622175,0.359473,-0.150328,2.16342,-9.23917,-2.17316,-0.0136061,-0.171371,0.0415945,5.04311,-2.90643,7.74706,0.0103102,0.27094,-0.136542,0.219089,9.65346,-0.730422,-0.0714691,0.204433,-0.074354,4.50844,3.07665,8.08963,-0.215993,-0.101479,0.0724201
0.008,-2.50234,-9.50417,-1.26091,-0.0239577,-0.0273011,0.0514075,8.59415,-1.06592,4.31182,0.199574,-0.130341,0.025765,1.28349,10.3446,0.18847,-0.0686197,0.340172,-0.141584,2.15416,-9.24993,-2.14372,-0.0136027,-0.17589,0.0402613,5.04024,-2.90168,7.71354,0.013716,0.268569,-0.135353,0.259669,9.62457,-0.765958,-0.0648673,0.202766,-0.0777912,4.53719,3.0739,8.10979,-0.217827,-0.102199,0.0712925
0.009,-2.50152,-9.51588,-1.24221,-0.0242285,-0.0248146,0.0499805,8.56963,-1.07793,4.33686,0.198592,-0.129922,0.0298924,1.25435,10.3534,0.204536,-0.074897,0.32094,-0.132854,2.14515,-9.2561,-2.11696,-0.0134863,-0.180272,0.0391295,5.03815,-2.90362,7.68224,0.0166717,0.26614,-0.134425,0.297793,9.60127,-0.799214,-0.0588859,0.201308,-0.0815433,4.56326,3.06927,8.12764,-0.219585,-0.10274,0.0700745
