Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-1.44379,-10.5106,-1.65833,-0.308582,0.495212,-0.343586,7.79127,1.876,6.22387,0.302107,0.147505,-0.0837819,-0.437745,10.1291,-1.82122,-0.0834313,0.349104,-0.207074,-0.764477,-9.33938,-1.69554,-0.248543,-0.118738,0.549615,4.26703,-0.234069,8.62279,-0.103543,-0.0285796,0.104007,-0.425469,9.0836,-2.78352,0.100334,0.118229,0.0636832,5.32646,5.25326,6.41584,0.134139,-0.0424357,-0.137425
0.001,-1.45648,-10.495,-1.64013,-0.277,0.492508,-0.348179,7.7885,1.85728,6.22481,0.300657,0.144981,-0.0853066,-0.462599,10.0983,-1.80752,-0.0839233,0.333924,-0.202019,-0.755292,-9.33105,-1.71247,-0.251988,-0.129912,0.551455,4.2853,-0.225861,8.60704,-0.104475,-0.0299031,0.103189,-0.396041,9.08509,-2.80162,0.101129,0.108062,0.059898,5.46468,5.30064,6.42679,0.140397,-0.0344949,-0.173842
0.002,-1.46917,-10.4795,-1.62192,-0.245419,0.489804,-0.352771,7.78573,1.83855,6.22575,0.299208,0.142457,-0.0868314,-0.487453,10.0675,-1.79382,-0.0844153,0.318743,-0.196965,-0.746107,-9.32272,-1.72941,-0.255432,-0.141086,0.553295,4.30357,-0.217653,8.5913,-0.105407,-0.0312265,0.102371,-0.366613,9.08657,-2.81972,0.101924,0.0978954,0.0561128,5.60289,5.34802,6.43774,0.146655,-0.0265541,-0.210259
0.003,-1.48186,-10.4639,-1.60372,-0.213837,0.4871,-0.357364,7.78296,1.81982,6.22669,0.297758,0.139933,-0.0883562,-0.512307,10.0367,-1.78012,-0.0849073,0.303563,-0.19191,-0.736922,-9.31439,-1.74634,-0.258877,-0.15226,0.555135,4.32184,-0.209445,8.57555,-0.106339,-0.03255,0.101553,-0.337186,9.08806,-2.83782,0.10272,0.0877286,0.0523276,5.7411,5.3954,6.44869,0.152913,-0.0186133,-0.246676
0.004,-1.49455,-10.4483,-1.58551,-0.182256,0.484396,-0.361957,7.78018,1.80109,6.22762,0.296309,0.137408,-0.0898809,-0.537161,10.0059,-1.76642,-0.0853994,0.288383,-0.186856,-0.727737,-9.30607,-1.76327,-0.262322,-0.163433,0.556975,4.34011,-0.201237,8.55981,-0.107271,-0.0338735,0.100735,-0.307758,9.08955,-2.85591,0.103515,0.0775617,0.0485423,5.87932,5.44278,6.45964,0.15917,-0.0106724,-0.283093
0.005,-1.50381,-10.4161,-1.58224,-0.15157,0.48016,-0.364876,7.77465,1.78732,6.22178,0.294859,0.135596,-0.0899708,-0.563908,9.96021,-1.76016,-0.0860962,0.273784,-0.181762,-0.699571,-9.31726,-1.78209,-0.264689,-0.174732,0.558629,4.34653,-0.198509,8.55526,-0.106587,-0.0349821,0.099544,-0.293309,9.09312,-2.85132,0.105063,0.0654799,0.0467271,5.98804,5.46376,6.49753,0.161834,0.00487226,-0.312407
0.006,-1.51031,-10.3705,-1.59091,-0.1216,0.474698,-0.366458,7.76691,1.77753,6.2105,0.29341,0.134354,-0.0889129,-0.592169,9.90253,-1.75986,-0.086957,0.25965,-0.176637,-0.656219,-9.34407,-1.8024,-0.266194,-0.18613,0.560134,4.34346,-0.200165,8.55966,-0.104611,-0.0359187,0.098055,-0.290843,9.09837,-2.82859,0.107212,0.0518661,0.0464878,6.07318,5.46362,6.55698,0.161621,0.0265001,-0.336038
0.007,-1.51682,-10.3249,-1.59958,-0.091631,0.469237,-0.36804,7.75917,1.76774,6.19923,0.29196,0.133112,-0.0878549,-0.620431,9.84484,-1.75956,-0.0878178,0.245517,-0.171512,-0.612866,-9.37088,-1.82271,-0.267699,-0.197528,0.561639,4.3404,-0.201821,8.56406,-0.102634,-0.0368553,0.0965659,-0.288377,9.10361,-2.80585,0.109362,0.0382524,0.0462485,6.15831,5.46348,6.61642,0.161409,0.0481279,-0.359669
0.008,-1.52332,-10.2793,-1.60824,-0.0616616,0.463775,-0.369621,7.75143,1.75795,6.18795,0.29051,0.13187,-0.086797,-0.648692,9.78716,-1.75926,-0.0886786,0.231384,-0.166387,-0.569514,-9.39769,-1.84303,-0.269204,-0.208926,0.563144,4.33733,-0.203477,8.56846,-0.100657,-0.0377919,0.0950769,-0.28591,9.10886,-2.78311,0.111511,0.0246386,0.0460092,6.24344,5.46334,6.67586,0.161197,0.0697557,-0.383301
0.009,-1.52915,-10.2322,-1.619,-0.0323103,0.458192,-0.370822,7.74409,1.75007,6.17663,0.289001,0.130685,-0.0859062,-0.678528,9.73048,-1.75842,-0.0895038,0.217304,-0.161331,-0.520487,-9.42526,-1.85997,-0.270758,-0.22051,0.564468,4.33502,-0.207604,8.57209,-0.0985893,-0.038438,0.0937661,-0.283997,9.11391,-2.76377,0.113397,0.0109745,0.0457166,6.30967,5.45014,6.7297,0.161486,0.0908385,-0.405597
