Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-2.2624,-9.71935,-0.753797,-0.0687762,-0.0264576,-0.0272412,9.11838,-0.174407,3.3768,0.103097,0.244462,-0.00134497,-1.42915,9.6291,-0.742132,-0.0796139,0.10142,-0.03621,2.1145,-9.15312,-2.17691,0.00552082,0.144804,0.0161708,5.06911,-1.95776,7.98097,-0.0727512,0.013845,0.060705,-1.05272,9.47814,-1.23015,-0.0103487,0.122475,-0.0132424,4.7458,2.91867,8.26587,0.0260896,-0.155214,-0.180509
0.001,-2.26182,-9.7016,-0.782668,-0.0677527,-0.02783,-0.0235188,9.12421,-0.183818,3.37397,0.10709,0.249497,0.000606008,-1.44319,9.61341,-0.727001,-0.0800285,0.101968,-0.0360748,2.1599,-9.16372,-2.15559,0.00834329,0.143767,0.0172293,5.07014,-1.97243,7.98634,-0.0750199,0.0133834,0.061782,-1.0534,9.48004,-1.23377,-0.00988681,0.121769,-0.0128483,4.77062,2.87511,8.29663,0.0267984,-0.158478,-0.183713
0.002,-2.26124,-9.68385,-0.811539,-0.0667291,-0.0292023,-0.0197964,9.13004,-0.193229,3.37114,0.111083,0.254532,0.00255699,-1.45724,9.59772,-0.71187,-0.0804432,0.102515,-0.0359395,2.2053,-9.17433,-2.13428,0.0111658,0.14273,0.0182877,5.07117,-1.9871,7.99172,-0.0772886,0.0129218,0.062859,-1.05407,9.48194,-1.23739,-0.00942491,0.121063,-0.0124542,4.79544,2.83154,8.32738,0.0275071,-0.161742,-0.186916
0.003,-2.26067,-9.66609,-0.84041,-0.0657056,-0.0305747,-0.0160741,9.13587,-0.20264,3.36832,0.115076,0.259566,0.00450796,-1.47128,9.58203,-0.696739,-0.0808579,0.103063,-0.0358043,2.2507,-9.18493,-2.11296,0.0139882,0.141693,0.0193462,5.0722,-2.00178,7.99709,-0.0795573,0.0124603,0.063936,-1.05474,9.48384,-1.24101,-0.00896302,0.120356,-0.0120601,4.82026,2.78797,8.35814,0.0282158,-0.165006,-0.19012
0.004,-2.26009,-9.64834,-0.86928,-0.064682,-0.0319471,-0.0123517,9.1417,-0.212052,3.36549,0.119069,0.264601,0.00645894,-1.48532,9.56633,-0.681607,-0.0812725,0.10361,-0.0356691,2.29611,-9.19554,-2.09164,0.0168107,0.140656,0.0204046,5.07323,-2.01645,8.00246,-0.081826,0.0119987,0.0650131,-1.05542,9.48574,-1.24463,-0.00850113,0.11965,-0.011666,4.84509,2.74441,8.3889,0.0289246,-0.16827,-0.193323
0.005,-2.27121,-9.63967,-0.8656,-0.0646907,-0.0313531,-0.0118194,9.14933,-0.200871,3.3717,0.122905,0.269608,0.00750835,-1.49793,9.55813,-0.681675,-0.0813754,0.10447,-0.0364692,2.29481,-9.21347,-2.04033,0.0198167,0.136883,0.0220452,5.07507,-2.03711,8.00598,-0.0843065,0.0115637,0.0659991,-1.05784,9.49176,-1.24364,-0.00768715,0.119599,-0.01058,4.8314,2.72286,8.39268,0.0285824,-0.170851,-0.197221
0.006,-2.29169,-9.63828,-0.835878,-0.0655252,-0.029186,-0.0138393,9.15841,-0.173217,3.38515,0.126616,0.274593,0.0078365,-1.50938,9.55591,-0.693902,-0.0812289,0.105581,-0.0380175,2.25614,-9.23726,-1.96503,0.0229697,0.130921,0.0241515,5.07754,-2.06257,8.00803,-0.0869562,0.0111499,0.0669125,-1.06167,9.50108,-1.23897,-0.00659151,0.120072,-0.00894048,4.78692,2.71893,8.37489,0.0273994,-0.172885,-0.201674
0.007,-2.31217,-9.63689,-0.806157,-0.0663596,-0.0270189,-0.0158591,9.16749,-0.145562,3.3986,0.130326,0.279578,0.00816465,-1.52083,9.5537,-0.70613,-0.0810824,0.106691,-0.0395659,2.21748,-9.26105,-1.88972,0.0261226,0.12496,0.0262578,5.08002,-2.08803,8.01007,-0.089606,0.0107361,0.0678258,-1.0655,9.5104,-1.23429,-0.00549586,0.120545,-0.00730096,4.74243,2.715,8.35709,0.0262165,-0.17492,-0.206127
0.008,-2.33265,-9.6355,-0.776435,-0.067194,-0.0248519,-0.017879,9.17657,-0.117908,3.41204,0.134037,0.284563,0.0084928,-1.53229,9.55148,-0.718357,-0.0809359,0.107802,-0.0411142,2.17882,-9.28484,-1.81442,0.0292755,0.118998,0.0283641,5.0825,-2.11349,8.01211,-0.0922558,0.0103223,0.0687392,-1.06933,9.51972,-1.22961,-0.00440021,0.121018,-0.00566144,4.69795,2.71107,8.3393,0.0250335,-0.176954,-0.21058
0.009,-2.34709,-9.63427,-0.753827,-0.0681959,-0.0228352,-0.0195102,9.18435,-0.0920459,3.42593,0.137576,0.289391,0.00869489,-1.54264,9.54999,-0.730975,-0.0810181,0.108859,-0.0425485,2.14027,-9.30686,-1.74813,0.0319003,0.112898,0.0303783,5.08364,-2.13491,8.01235,-0.0950402,0.010016,0.0695341,-1.07247,9.52883,-1.22854,-0.00345591,0.121691,-0.00417291,4.65555,2.71495,8.31685,0.0237296,-0.178667,-0.214487
