Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-1.63176,-9.68327,-0.151621,-0.040214,-0.0172733,0.0506534,8.63663,-0.0510215,4.47531,-0.0728672,-0.162414,0.103425,-1.85135,9.33227,-0.106614,-0.058602,-0.317598,-0.122803,2.4483,-9.26355,-1.69909,-0.123884,-0.117247,0.0608804,5.13518,-2.48317,7.8953,0.191562,0.0903189,-0.0850282,-0.703626,9.65908,-1.29221,-0.0131417,0.0517633,-0.0253456,4.6438,3.09745,8.0924,-0.0618408,0.043665,0.0541718
0.001,-1.65298,-9.6717,-0.178555,-0.044693,-0.0206702,0.0504749,8.63287,-0.017016,4.47329,-0.0772247,-0.159834,0.10962,-1.82404,9.35336,-0.123337,-0.0531869,-0.332302,-0.123243,2.4438,-9.2596,-1.69458,-0.124824,-0.113812,0.0623459,5.1551,-2.48424,7.89362,0.18929,0.0896844,-0.0833785,-0.72993,9.66833,-1.30106,-0.0130409,0.0581744,-0.0232469,4.63256,3.1023,8.08829,-0.0635013,0.0430119,0.0548797
0.002,-1.67419,-9.66012,-0.205489,-0.049172,-0.0240672,0.0502964,8.62912,0.0169895,4.47126,-0.0815821,-0.157255,0.115814,-1.79673,9.37444,-0.140061,-0.0477718,-0.347006,-0.123682,2.4393,-9.25566,-1.69006,-0.125763,-0.110377,0.0638114,5.17502,-2.4853,7.89193,0.187017,0.08905,-0.0817288,-0.756234,9.67757,-1.30992,-0.0129402,0.0645854,-0.0211482,4.62132,3.10715,8.08418,-0.0651618,0.0423588,0.0555876
0.003,-1.69541,-9.64855,-0.232423,-0.0536509,-0.0274641,0.050118,8.62536,0.0509949,4.46924,-0.0859395,-0.154675,0.122009,-1.76942,9.39552,-0.156785,-0.0423567,-0.36171,-0.124122,2.4348,-9.25172,-1.68554,-0.126703,-0.106942,0.0652769,5.19494,-2.48636,7.89024,0.184744,0.0884156,-0.0800791,-0.782539,9.68682,-1.31877,-0.0128394,0.0709964,-0.0190495,4.61008,3.11201,8.08007,-0.0668222,0.0417057,0.0562954
0.004,-1.71663,-9.63698,-0.259357,-0.0581299,-0.0308611,0.0499395,8.62161,0.0850004,4.46721,-0.090297,-0.152095,0.128203,-1.74211,9.4166,-0.173509,-0.0369417,-0.376413,-0.124562,2.43031,-9.24778,-1.68102,-0.127642,-0.103507,0.0667424,5.21486,-2.48743,7.88856,0.182471,0.0877811,-0.0784295,-0.808843,9.69606,-1.32763,-0.0127387,0.0774075,-0.0169508,4.59884,3.11686,8.07596,-0.0684827,0.0410527,0.0570033
0.005,-1.74066,-9.62838,-0.269976,-0.0623632,-0.0346395,0.0503793,8.61369,0.112607,4.46017,-0.0948468,-0.148082,0.133506,-1.72298,9.42043,-0.192115,-0.0321137,-0.390671,-0.124616,2.42612,-9.24082,-1.69211,-0.129174,-0.0996504,0.068445,5.21148,-2.48444,7.89297,0.181115,0.0865174,-0.0764939,-0.828146,9.68508,-1.32792,-0.0131923,0.0820191,-0.0158553,4.58337,3.1132,8.07123,-0.0707024,0.0408303,0.0572981
0.006,-1.76695,-9.62215,-0.267544,-0.0663999,-0.0387231,0.0513136,8.60244,0.135094,4.44912,-0.0995507,-0.142924,0.138096,-1.71041,9.41045,-0.212226,-0.0277554,-0.404573,-0.124361,2.42219,-9.23143,-1.71569,-0.131178,-0.0954569,0.0703372,5.18946,-2.47821,7.90227,0.180492,0.0847503,-0.0743295,-0.841849,9.65791,-1.32137,-0.0140895,0.0851913,-0.0155622,4.5645,3.10274,8.06599,-0.0733696,0.0409526,0.0572625
0.007,-1.79325,-9.61592,-0.265111,-0.0704366,-0.0428067,0.0522479,8.5912,0.157581,4.43807,-0.104255,-0.137765,0.142685,-1.69784,9.40048,-0.232337,-0.0233971,-0.418474,-0.124106,2.41826,-9.22205,-1.73928,-0.133183,-0.0912634,0.0722294,5.16744,-2.47198,7.91157,0.179868,0.0829832,-0.0721652,-0.855552,9.63074,-1.31482,-0.0149866,0.0883634,-0.0152692,4.54564,3.09228,8.06076,-0.0760367,0.0410748,0.0572268
0.008,-1.81954,-9.60969,-0.262679,-0.0744733,-0.0468903,0.0531822,8.57995,0.180068,4.42701,-0.108958,-0.132606,0.147275,-1.68527,9.3905,-0.252448,-0.0190387,-0.432376,-0.123851,2.41434,-9.21267,-1.76286,-0.135188,-0.0870699,0.0741216,5.14543,-2.46575,7.92087,0.179245,0.0812161,-0.0700008,-0.869255,9.60358,-1.30827,-0.0158838,0.0915356,-0.0149762,4.52678,3.08182,8.05553,-0.0787038,0.0411971,0.0571911
0.009,-1.84291,-9.60472,-0.26041,-0.0785294,-0.0509621,0.0539078,8.5709,0.200346,4.41895,-0.113592,-0.127535,0.151741,-1.67457,9.38136,-0.271148,-0.0147158,-0.446133,-0.12387,2.41178,-9.20379,-1.78409,-0.137024,-0.0829635,0.0759761,5.12386,-2.46014,7.92765,0.178603,0.0796185,-0.0679303,-0.882379,9.5788,-1.30235,-0.0166154,0.094478,-0.0147942,4.50902,3.07302,8.04895,-0.0811892,0.0413344,0.0571494
0.01,-1.84291,-9.60975,-0.259454,-0.0827408,-0.0549391,0.052963,8.57941,0.202957,4.43486,-0.117661,-0.12317,0.155216,-1.67893,9.37893,-0.278553,-0.0106756,-0.458738,-0.126076,2.42021,-9.19889,-1.78642,-0.137517,-0.0795532,0.0775293,5.10586,-2.45954,7.91428,0.177818,0.0793762,-0.0666104,-0.890867,9.57319,-1.30144,-0.0160231,0.0955825,-0.0155004,4.50008,3.07751,8.03159,-0.0822207,0.0415927,0.057059
0.011,-1.84291,-9.61479,-0.258497,-0.0869522,-0.0589161,0.0520183,8.58793,0.205568,4.45077,-0.12173,-0.118804,0.158691,-1.68328,9.3765,-0.285959,-0.00663544,-0.471343,-0.128282,2.42864,-9.19399,-1.78875,-0.138009,-0.0761429,0.0790824,5.08787,-2.45894,7.90091,0.177033,0.0791339,-0.0652905,-0.899356,9.56758,-1.30054,-0.0154307,0.0966871,-0.0162066,4.49115,3.082,8.01422,-0.0832523,0.0418509,0.0569686
0.012,-1.84291,-9.61983,-0.25754,-0.0911636,-0.0628931,0.0510735,8.59644,0.208178,4.46667,-0.125799,-0.114438,0.162167,-1.68764,9.37407,-0.293364,-0.00259527,-0.483947,-0.130487,2.43707,-9.18909,-1.79108,-0.138501,-0.0727326,0.0806356,5.06988,-2.45834,7.88753,0.176247,0.0788917,-0.0639705,-0.907844,9.56197,-1.29964,-0.0148384,0.0977916,-0.0169128,4.48222,3.08649,7.99686,-0.0842838,0.0421091,0.0568782
0.013,-1.84291,-9.62487,-0.256584,-0.095375,-0.06687,0.0501288,8.60495,0.210789,4.48258,-0.129868,-0.110072,0.165642,-1.69199,9.37163,-0.30077,0.0014449,-0.496552,-0.132693,2.4455,-9.18419,-1.79341,-0.138994,-0.0693224,0.0821887,5.05189,-2.45774,7.87416,0.175462,0.0786494,-0.0626506,-0.916333,9.55636,-1.29873,-0.014246,0.0988961,-0.017619,4.47328,3.09098,7.97949,-0.0853154,0.0423674,0.0567878
0.014,-1.85902,-9.63452,-0.27099,-0.0992356,-0.0712572,0.048552,8.60386,0.221424,4.49223,-0.132962,-0.107201,0.169182,-1.68376,9.40472,-0.312923,0.00515889,-0.508932,-0.134342,2.45483,-9.18863,-1.81707,-0.139536,-0.0617038,0.0818394,5.04841,-2.45809,7.87394,0.172702,0.0781414,-0.0610801,-0.919132,9.56912,-1.30161,-0.0154407,0.0982087,-0.0167901,4.4873,3.08034,7.99526,-0.0862396,0.0413881,0.0550669
0.015,-1.88317,-9.64647,-0.293078,-0.102921,-0.0758495,0.0466592,8.59795,0.236071,4.49876,-0.135569,-0.105077,0.172756,-1.66922,9.45557,-0.32745,0.0087098,-0.5212,-0.135711,2.46462,-9.19774,-1.85139,-0.140103,-0.051981,0.0805389,5.05218,-2.45892,7.88029,0.168956,0.0775006,-0.0593842,-0.919087,9.59108,-1.30637,-0.017529,0.0966254,-0.0151937,4.51278,3.06215,8.0276,-0.0871102,0.0397901,0.0525308
0.016,-1.90732,-9.65842,-0.315166,-0.106606,-0.0804417,0.0447663,8.59205,0.250718,4.50528,-0.138176,-0.102953,0.176329,-1.65469,9.50641,-0.341977,0.0122607,-0.533468,-0.13708,2.47441,-9.20685,-1.88571,-0.14067,-0.0422583,0.0792384,5.05596,-2.45976,7.88664,0.165209,0.0768597,-0.0576884,-0.919042,9.61304,-1.31113,-0.0196173,0.095042,-0.0135973,4.53827,3.04395,8.05993,-0.0879809,0.0381921,0.0499947
0.017,-1.93148,-9.67038,-0.337254,-0.110291,-0.085034,0.0428735,8.58615,0.265365,4.51181,-0.140782,-0.10083,0.179902,-1.64016,9.55726,-0.356504,0.0158116,-0.545736,-0.13845,2.4842,-9.21596,-1.92003,-0.141237,-0.0325356,0.0779379,5.05973,-2.46059,7.89299,0.161462,0.0762189,-0.0559925,-0.918997,9.63499,-1.31589,-0.0217055,0.0934587,-0.0120008,4.56376,3.02575,8.09227,-0.0888515,0.0365942,0.0474586
0.018,-1.95685,-9.67532,-0.3604,-0.114037,-0.0892122,0.0408024,8.57973,0.280199,4.51305,-0.14315,-0.0986498,0.183531,-1.61943,9.59597,-0.3724,0.0191444,-0.557585,-0.139697,2.48824,-9.22695,-1.95899,-0.141693,-0.0217326,0.0761305,5.06453,-2.46041,7.89675,0.157211,0.0753692,-0.0543496,-0.918782,9.65007,-1.32489,-0.0230685,0.0926755,-0.0105623,4.58902,3.00452,8.12597,-0.0893379,0.0345601,0.0444662
0.019,-1.98646,-9.6557,-0.38725,-0.117994,-0.0919416,0.0381075,8.57144,0.29569,4.49578,-0.144677,-0.0962733,0.187357,-1.57704,9.59218,-0.393084,0.0217138,-0.567964,-0.140518,2.47216,-9.24449,-2.01417,-0.14176,-0.00714888,0.0725492,5.07288,-2.45666,7.89147,0.151194,0.0737886,-0.0528921,-0.917972,9.64109,-1.34872,-0.0218929,0.0946926,-0.00967637,4.61347,2.97267,8.16443,-0.0884797,0.0309998,0.0398771
0.02,-2.01607,-9.63608,-0.4141,-0.121951,-0.094671,0.0354125,8.56316,0.311181,4.47851,-0.146205,-0.0938967,0.191183,-1.53465,9.5884,-0.413768,0.0242832,-0.578344,-0.141338,2.45608,-9.26203,-2.06934,-0.141827,0.00743485,0.0689679,5.08124,-2.45291,7.88618,0.145177,0.0722079,-0.0514346,-0.917162,9.6321,-1.37255,-0.0207174,0.0967098,-0.00879044,4.63793,2.94082,8.20289,-0.0876215,0.0274395,0.0352879
0.021,-2.04568,-9.61647,-0.440949,-0.125908,-0.0974004,0.0327175,8.55488,0.326672,4.46124,-0.147733,-0.0915201,0.195009,-1.49225,9.58462,-0.434452,0.0268527,-0.588724,-0.142158,2.44001,-9.27957,-2.12452,-0.141894,0.0220186,0.0653866,5.08959,-2.44916,7.8809,0.139161,0.0706273,-0.049977,-0.916352,9.62312,-1.39637,-0.0195418,0.098727,-0.00790452,4.66238,2.90897,8.24135,-0.0867633,0.0238792,0.0306988
0.022,-2.07529,-9.59685,-0.467799,-0.129864,-0.10013,0.0300226,8.5466,0.342163,4.44396,-0.149261,-0.0891436,0.198835,-1.44986,9.58083,-0.455137,0.0294221,-0.599103,-0.142979,2.42393,-9.29711,-2.1797,-0.141961,0.0366023,0.0618052,5.09795,-2.4454,7.87561,0.133144,0.0690466,-0.0485195,-0.915542,9.61413,-1.4202,-0.0183662,0.100744,-0.0070186,4.68684,2.87712,8.27982,-0.0859051,0.0203189,0.0261096
