Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-2.34557,-9.33574,-1.69023,-0.119097,-0.292858,-0.339144,8.16912,2.04531,4.77459,0.37727,-0.0166898,0.0711277,0.463236,9.12375,-2.51084,0.0397902,0.437302,-0.0481161,-2.74087,-9.74258,-3.28608,-0.00514147,-0.818094,0.311576,4.96617,-2.81731,7.85435,-0.189072,0.0139733,0.0694123,-0.548302,9.51767,-2.08186,-0.106923,0.358032,0.0993271,8.39111,5.62298,5.16872,0.415018,0.499926,0.704542
0.001,-2.3444,-9.30519,-1.7149,-0.130922,-0.3028,-0.335035,8.17188,2.0411,4.77034,0.375373,-0.0193858,0.0674536,0.460629,9.11559,-2.52877,0.0280548,0.454158,-0.0488133,-2.72066,-9.82739,-3.29173,-0.00421102,-0.824285,0.314584,4.96516,-2.83367,7.85041,-0.186407,0.0111204,0.0678878,-0.578078,9.48828,-2.07103,-0.106928,0.346508,0.094086,8.36903,5.72665,5.15452,0.401231,0.496545,0.706568
0.002,-2.34322,-9.27463,-1.73958,-0.142748,-0.312742,-0.330925,8.17463,2.0369,4.76609,0.373477,-0.0220818,0.0637795,0.458022,9.10743,-2.54671,0.0163194,0.471015,-0.0495106,-2.70045,-9.91221,-3.29738,-0.00328057,-0.830476,0.317591,4.96414,-2.85004,7.84647,-0.183743,0.00826747,0.0663632,-0.607853,9.45888,-2.0602,-0.106933,0.334983,0.0888448,8.34696,5.83032,5.14033,0.387444,0.493163,0.708595
0.003,-2.34205,-9.24407,-1.76425,-0.154573,-0.322684,-0.326816,8.17739,2.03269,4.76184,0.37158,-0.0247777,0.0601054,0.455416,9.09927,-2.56464,0.00458396,0.487871,-0.0502078,-2.68024,-9.99702,-3.30303,-0.00235012,-0.836667,0.320599,4.96312,-2.8664,7.84253,-0.181078,0.00541455,0.0648386,-0.637629,9.42949,-2.04937,-0.106938,0.323458,0.0836037,8.32488,5.93399,5.12614,0.373657,0.489782,0.710622
0.004,-2.34087,-9.21352,-1.78892,-0.166399,-0.332626,-0.322706,8.18014,2.02848,4.75759,0.369683,-0.0274737,0.0564313,0.452809,9.09111,-2.58257,-0.00715146,0.504728,-0.050905,-2.66003,-10.0818,-3.30868,-0.00141967,-0.842858,0.323606,4.9621,-2.88276,7.83858,-0.178414,0.00256164,0.0633141,-0.667405,9.40009,-2.03854,-0.106943,0.311934,0.0783625,8.3028,6.03766,5.11195,0.35987,0.486401,0.712649
0.005,-2.31564,-9.17465,-1.81302,-0.177143,-0.339322,-0.317762,8.17311,2.03667,4.76988,0.366899,-0.0291011,0.0515883,0.386113,9.09095,-2.63905,-0.0214681,0.534014,-0.0521611,-2.59531,-10.1013,-3.30711,-0.00106895,-0.845556,0.325464,4.97048,-2.89487,7.83691,-0.175262,0.000274743,0.062158,-0.705977,9.37329,-2.01415,-0.106458,0.300264,0.0736139,8.25831,6.04102,5.06914,0.351321,0.480149,0.710113
0.006,-2.27116,-9.12913,-1.83666,-0.187022,-0.34342,-0.312148,8.15824,2.05476,4.79539,0.363406,-0.0298736,0.0458102,0.268145,9.09721,-2.72635,-0.0378498,0.573243,-0.0538641,-2.49498,-10.0685,-3.29977,-0.001182,-0.845459,0.326401,4.98637,-2.90358,7.83705,-0.17172,-0.00155934,0.0612968,-0.751586,9.34855,-1.97891,-0.105581,0.288479,0.0692594,8.1959,5.96413,5.00343,0.346962,0.471601,0.703928
0.007,-2.22667,-9.08361,-1.8603,-0.196901,-0.347519,-0.306535,8.14337,2.07285,4.82091,0.359913,-0.0306461,0.0400321,0.150177,9.10346,-2.81366,-0.0542315,0.612472,-0.0555671,-2.39465,-10.0357,-3.29243,-0.00129505,-0.845362,0.327339,5.00225,-2.91229,7.83719,-0.168179,-0.00339341,0.0604356,-0.797194,9.32382,-1.94366,-0.104704,0.276693,0.0649049,8.13349,5.88724,4.93771,0.342603,0.463052,0.697742
0.008,-2.18219,-9.03808,-1.88394,-0.20678,-0.351618,-0.300922,8.1285,2.09094,4.84643,0.35642,-0.0314187,0.0342539,0.032209,9.10971,-2.90096,-0.0706132,0.651701,-0.0572701,-2.29432,-10.003,-3.28508,-0.0014081,-0.845265,0.328277,5.01814,-2.921,7.83733,-0.164637,-0.00522749,0.0595744,-0.842802,9.29909,-1.90842,-0.103827,0.264908,0.0605504,8.07108,5.81035,4.872,0.338245,0.454504,0.691556
0.009,-2.13841,-8.99798,-1.90509,-0.216351,-0.355307,-0.295422,8.11649,2.10835,4.86607,0.352919,-0.0323711,0.0285194,-0.0660457,9.11919,-2.98632,-0.0838241,0.690497,-0.0586428,-2.20243,-9.96987,-3.28135,-0.0020724,-0.844973,0.329908,5.03317,-2.92639,7.83582,-0.161428,-0.00694893,0.0588131,-0.885755,9.275,-1.87735,-0.103159,0.2532,0.0559307,8.0024,5.73391,4.8075,0.334119,0.446259,0.685778
0.01,-2.10026,-9.00124,-1.90629,-0.223458,-0.355718,-0.290829,8.12737,2.12029,4.83871,0.349352,-0.0347629,0.023134,-0.00659506,9.15443,-3.05613,-0.0716688,0.725824,-0.0573734,-2.1781,-9.93443,-3.30656,-0.00714676,-0.843117,0.337089,5.04131,-2.9052,7.82115,-0.16088,-0.00776918,0.0588514,-0.907463,9.25612,-1.87964,-0.104172,0.242113,0.0491902,7.88352,5.66103,4.75269,0.331856,0.440441,0.683262
0.011,-2.0621,-9.00449,-1.90748,-0.230565,-0.356129,-0.286236,8.13826,2.13223,4.81136,0.345785,-0.0371547,0.0177486,0.0528556,9.18968,-3.12595,-0.0595135,0.761151,-0.0561039,-2.15376,-9.899,-3.33176,-0.0122211,-0.841261,0.34427,5.04945,-2.88401,7.80647,-0.160332,-0.00858943,0.0588896,-0.929171,9.23724,-1.88193,-0.105184,0.231027,0.0424496,7.76463,5.58816,4.69788,0.329593,0.434623,0.680746
0.012,-2.02395,-9.00774,-1.90868,-0.237672,-0.35654,-0.281643,8.14914,2.14417,4.78401,0.342218,-0.0395466,0.0123632,0.112306,9.22493,-3.19576,-0.0473582,0.796478,-0.0548345,-2.12943,-9.86356,-3.35697,-0.0172955,-0.839405,0.351451,5.05759,-2.86282,7.79179,-0.159784,-0.00940968,0.0589279,-0.95088,9.21836,-1.88422,-0.106196,0.21994,0.0357091,7.64575,5.51528,4.64307,0.32733,0.428805,0.678231
0.013,-1.9858,-9.011,-1.90988,-0.244779,-0.356951,-0.27705,8.16002,2.15611,4.75665,0.338652,-0.0419384,0.00697779,0.171757,9.26017,-3.26558,-0.0352029,0.831805,-0.053565,-2.10509,-9.82813,-3.38217,-0.0223698,-0.837549,0.358632,5.06573,-2.84163,7.77712,-0.159236,-0.0102299,0.0589661,-0.972588,9.19948,-1.88651,-0.107208,0.208853,0.0289686,7.52686,5.44241,4.58826,0.325067,0.422987,0.675715
