Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-0.265756,-9.46548,-2.08894,-0.056445,0.0069225,0.12567,-0.128107,9.69559,-0.721033,-0.0270361,0.0791096,-0.17862,4.27323,-2.3081,8.68751,0.256815,0.15305,-0.15716,0.346461,9.44639,-2.28972,0.0950364,-0.0703517,0.0186683,8.97107,-0.629675,4.05578,-0.0348787,0.00852,0.047925,-1.19133,-9.70941,-1.47851,-0.0880404,-0.0679964,-0.0609509,4.16884,1.87845,8.99911,0.11375,-0.0584724,-0.0305418
0.001,-0.256658,-9.47338,-2.07051,-0.061557,0.008307,0.124392,-0.112667,9.68865,-0.71887,-0.0270369,0.0826381,-0.175188,4.25459,-2.31778,8.6797,0.254734,0.151468,-0.155664,0.359008,9.44988,-2.33429,0.0982901,-0.0659172,0.0187151,8.98975,-0.633027,4.05099,-0.033441,0.009372,0.048564,-1.18346,-9.70101,-1.47781,-0.0906204,-0.0695546,-0.0624576,4.16479,1.88943,9.00489,0.114948,-0.0596708,-0.0321252
0.002,-0.24756,-9.48128,-2.05207,-0.066669,0.0096915,0.123114,-0.0972265,9.68171,-0.716706,-0.0270378,0.0861667,-0.171756,4.23594,-2.32745,8.67188,0.252654,0.149886,-0.154167,0.371555,9.45337,-2.37885,0.101544,-0.0614827,0.0187618,9.00842,-0.636379,4.0462,-0.0320032,0.010224,0.049203,-1.17559,-9.69261,-1.47712,-0.0932004,-0.0711129,-0.0639643,4.16075,1.9004,9.01066,0.116147,-0.0608691,-0.0337086
0.003,-0.238462,-9.48918,-2.03363,-0.071781,0.011076,0.121836,-0.0817862,9.67476,-0.714543,-0.0270386,0.0896952,-0.168324,4.2173,-2.33713,8.66406,0.250574,0.148305,-0.152671,0.384102,9.45685,-2.42341,0.104797,-0.0570483,0.0188085,9.0271,-0.639731,4.04141,-0.0305655,0.011076,0.049842,-1.16772,-9.68421,-1.47642,-0.0957804,-0.0726711,-0.065471,4.1567,1.91137,9.01643,0.117346,-0.0620675,-0.035292
0.004,-0.229365,-9.49708,-2.0152,-0.076893,0.0124605,0.120558,-0.0663459,9.66782,-0.712379,-0.0270394,0.0932238,-0.164892,4.19866,-2.3468,8.65625,0.248493,0.146723,-0.151175,0.396649,9.46034,-2.46798,0.108051,-0.0526138,0.0188552,9.04577,-0.643083,4.03662,-0.0291277,0.011928,0.050481,-1.15986,-9.67581,-1.47572,-0.0983604,-0.0742293,-0.0669777,4.15266,1.92234,9.02221,0.118544,-0.0632659,-0.0368754
0.005,-0.220267,-9.50498,-1.99676,-0.082005,0.013845,0.11928,-0.0673595,9.65737,-0.701528,-0.026524,0.0958538,-0.162936,4.19022,-2.33185,8.65004,0.245511,0.145411,-0.149053,0.405134,9.45562,-2.49604,0.110853,-0.0470463,0.01953,9.06445,-0.646434,4.03184,-0.02769,0.01278,0.05112,-1.14216,-9.69361,-1.4824,-0.0998069,-0.0745482,-0.0684075,4.16531,1.92649,9.02314,0.118537,-0.0643101,-0.0388385
0.006,-0.210929,-9.51623,-1.99509,-0.0853597,0.0108097,0.117523,-0.0815362,9.64412,-0.683726,-0.0255957,0.0977651,-0.162161,4.18994,-2.29719,8.64513,0.241806,0.144315,-0.146429,0.410369,9.44435,-2.51091,0.113294,-0.0405723,0.0207071,9.07929,-0.64404,4.03327,-0.0250807,0.014484,0.0533032,-1.11661,-9.73239,-1.49498,-0.100347,-0.0738757,-0.0697758,4.19132,1.92519,9.02021,0.117564,-0.065231,-0.0411054
0.007,-0.201592,-9.52749,-1.99341,-0.0887145,0.0077745,0.115765,-0.0957128,9.63087,-0.665925,-0.0246674,0.0996764,-0.161386,4.18966,-2.26254,8.64022,0.238102,0.143219,-0.143806,0.415604,9.43307,-2.52578,0.115735,-0.0340983,0.0218842,9.09414,-0.641646,4.03471,-0.0224715,0.016188,0.0554865,-1.09105,-9.77117,-1.50756,-0.100886,-0.0732032,-0.0711441,4.21733,1.92388,9.01728,0.116591,-0.0661519,-0.0433722
0.008,-0.192254,-9.53874,-1.99174,-0.0920692,0.00473925,0.114008,-0.10989,9.61761,-0.648123,-0.0237391,0.101588,-0.160611,4.18938,-2.22789,8.6353,0.234398,0.142123,-0.141182,0.420839,9.4218,-2.54065,0.118175,-0.0276243,0.0230612,9.10898,-0.639252,4.03615,-0.0198622,0.017892,0.0576697,-1.06549,-9.80995,-1.52014,-0.101426,-0.0725306,-0.0725123,4.24334,1.92257,9.01435,0.115618,-0.0670727,-0.0456391
0.009,-0.182917,-9.54999,-1.99006,-0.095424,0.001704,0.112251,-0.122797,9.61014,-0.632773,-0.0231258,0.103785,-0.159791,4.18994,-2.19524,8.63213,0.230833,0.140967,-0.138583,0.425915,9.40949,-2.55648,0.120304,-0.0210959,0.0237529,9.12382,-0.636858,4.03758,-0.017253,0.019596,0.059853,-1.04228,-9.84625,-1.5304,-0.101948,-0.0717572,-0.0737619,4.26595,1.92611,9.01062,0.114775,-0.0677745,-0.0473497
