Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0647198,0.0608801,0.0515302,0.0465988,0.0492984,-0.0358078,0.0533835,0.0721518,0.0445993,0.0641165,0.0508258,-0.0156461,0.0780035,0.403315,0.0441248,0.024281
0.021,0.0378644,0.0419592,0.0710614,0.0688766,0.0392276,-0.0852463,0.0546042,0.0727621,0.112654,0.0278006,0.0560138,0.0289096,0.0606085,0.381953,0.0508386,0.0230603
0.022,0.0775372,0.0309729,0.0658734,0.0527023,0.0633365,-0.0953171,0.0475851,0.0654379,0.181928,0.0793753,0.0691364,0.053934,0.0487067,0.411555,0.0490076,0.0352673
0.023,0.0665509,0.0267004,0.125383,0.0273727,0.053876,-0.0965378,0.0320212,0.0745932,0.216413,0.0799857,0.0590656,0.0444736,0.0502325,0.404231,0.0508386,0.0401501
0.024,0.0723492,0.0419592,0.0680096,0.0615524,0.0615054,-0.0400803,0.054299,0.0422446,0.174299,0.0726614,0.0761554,0.0502719,0.038941,0.388972,0.0755579,0.0483899
0.025,0.0515973,0.0514197,0.0594647,0.0542282,0.0477725,-0.0724289,0.0753561,0.0831381,0.180403,0.0842581,0.0688312,0.059122,0.0377203,0.363032,0.0633508,0.0435071
0.026,0.0686871,0.0590491,0.0606854,0.0517868,0.0602847,-0.0147507,0.0707785,0.0623862,0.0629098,0.111114,0.068526,0.0752963,0.0288702,0.364558,0.0670129,0.0578503
0.027,0.0491559,0.0404334,0.0844891,0.0780319,0.0505191,0.00844269,0.0454489,0.0904623,0.0198801,0.0873099,0.052962,0.0517978,0.0636603,0.375849,0.0746423,0.0490002
0.028,0.0433575,0.0614905,0.0655682,0.0786423,0.0563174,0.024617,0.0326315,0.0721518,0.0314767,0.0662527,0.0474689,0.0258578,0.0484015,0.380732,0.0569421,0.0374036
0.029,0.0638043,0.084989,0.056413,0.0563644,0.0575381,0.0569656,0.042092,0.0797812,0.0308664,0.047637,0.0697467,0.0310458,0.0368048,0.376154,0.0657922,0.0587659
0.03,0.059837,0.0730872,0.0600751,0.0633835,0.0648624,0.0832108,0.0353781,0.0675742,0.0372751,0.078765,0.0547931,0.0353183,0.0548102,0.34289,0.05328,0.0544934
0.031,0.0699078,0.0556921,0.0960858,0.0646042,0.0517398,0.0719192,0.0704733,0.0785605,0.0531442,0.0845633,0.080733,0.00663177,0.0484015,0.369746,0.0728113,0.0596814
0.032,0.0689923,0.0465369,0.0765546,0.0551437,0.0441104,0.0630691,0.0497214,0.0718466,0.096174,0.0799857,0.0660846,0.0612582,0.0603033,0.363947,0.0602991,0.0517468
0.033,0.068382,0.0163245,0.0576337,0.0731491,0.0483829,0.029805,0.04728,0.056893,0.114485,0.0854788,0.0749347,0.0527133,0.0651862,0.36761,0.075863,0.0300793
0.034,0.0845563,0.0578284,0.0539716,0.0459885,0.046857,0.042012,0.0939719,0.0687949,0.0815256,0.0357352,0.0624225,0.0517978,0.0627448,0.345637,0.0624353,0.0645642
