Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0375592,0.0263953,0.0664838,-0.0126053,0.0779849,-0.0147507,-0.0708231,0.158517,0.0427683,-0.634736,-0.00105408,0.0414218,0.0679327,0.0441232,0.0331384,0.0667004
0.021,0.0509869,0.00472778,0.0292523,-0.0391556,0.0819522,0.0597122,-0.0894388,0.149972,0.111738,-0.642365,-0.0434735,0.0325717,0.0590826,0.0450388,0.0276453,0.0776868
0.022,0.059837,0.00533813,0.0551923,-0.00558624,0.076459,0.0603226,-0.0634988,0.12983,0.162702,-0.635957,-0.047746,0.0340976,0.0749518,0.0529733,0.0471765,0.0712781
0.023,0.0577008,0.0144934,0.0362714,-0.0113846,0.0581485,0.0740555,-0.029014,0.120675,0.168806,-0.665254,0.00108215,0.0444736,0.0972296,0.0532785,0.0386316,0.0587659
0.024,0.0412213,0.0245642,0.0463422,-0.00070343,0.0657779,0.0700882,-0.0125345,0.102364,0.140425,-0.653962,0.11888,0.0527133,0.0609137,0.0447336,0.0483972,0.072804
0.025,0.0284039,0.0498938,0.0387128,0.0160812,0.0819522,0.0572708,0.0118796,0.0925986,0.0989206,-0.668916,0.243697,0.069498,0.0603033,0.0474802,0.0245935,0.0667004
0.026,0.0100934,0.074613,0.0448163,0.00814667,0.0575381,0.0560501,0.0176779,0.0803915,0.0696237,-0.656709,0.226912,0.0560703,0.038941,0.0569406,0.0386316,0.0975232
0.027,0.0061261,0.0486731,0.0603803,0.00723114,0.0557071,0.0441483,0.0314108,0.0575034,0.0534494,-0.639008,0.144515,0.0524081,-0.0327753,0.06457,0.0328333,0.109425
0.028,0.0586163,0.0428748,0.0631268,-0.00619659,0.0596744,0.0542191,0.0237814,0.0443808,0.0467355,-0.615815,0.052962,0.0664462,-0.0608514,0.0554147,0.0273401,0.117665
0.029,0.0705182,0.0733923,0.0649579,0.029509,0.0666934,0.0517776,0.0423972,0.0407187,0.0220163,-0.57309,-0.0770428,0.0594272,-0.103881,0.0651804,0.0346643,0.141163
0.03,0.0662457,0.0962805,0.0481732,0.0246262,0.0724918,0.0655106,0.0829855,0.0303427,0.0165231,-0.552949,-0.166459,0.0673618,-0.0651239,0.0538889,0.020321,0.114003
0.031,0.0686871,0.084989,0.0332196,0.0465988,0.0569278,0.0487259,0.122353,0.00684418,0.0241525,-0.517854,-0.0855878,0.071329,-0.0654291,0.0581613,0.0364954,0.0856213
0.032,0.0613629,0.0736975,0.0750287,0.0359177,0.0651675,0.0423172,0.248391,-0.00749908,0.0149973,-0.511445,0.149398,0.0536288,0.031922,0.0569406,0.0361902,0.0740247
0.033,0.0497662,0.0587439,0.0622113,0.0200485,0.0343448,0.0291946,0.332314,-0.00536285,0.0326975,-0.486421,0.0773761,0.0664462,0.209534,0.0487009,0.0279504,0.0343518
0.034,0.0415265,0.0682043,0.0597699,0.0423264,0.0276309,0.0490311,0.368935,-0.0126871,0.0656564,-0.490388,0.0496051,0.0667514,0.175049,0.047175,0.0395471,0.0227551
0.035,0.0421368,0.0288367,0.0561078,0.0234055,0.0557071,0.0554398,0.317361,-0.038627,0.0809152,-0.456208,0.123458,0.0615634,0.0834967,0.0502267,0.0429041,-0.0126453
0.036,0.0482404,0.0138831,0.0545819,0.0499557,0.0550967,0.062764,0.198952,-0.06121,0.061384,-0.43332,0.0541827,0.0493564,0.154603,0.0422922,0.046261,-0.0520129
0.037,0.0390851,0.0508093,0.080827,0.0438522,0.053876,0.0481155,0.134865,-0.0554117,0.0543649,-0.416841,0.0325153,0.0533237,0.16803,0.0483957,0.0651819,-0.0327869
0.038,0.0543439,0.039823,0.0393231,0.0627731,0.0709659,0.0703934,0.0848166,-0.0721963,0.0650461,-0.377168,-0.0150922,0.0301303,0.125611,0.0346628,0.063656,-0.0193591
0.039,0.0418317,0.0599646,0.0536664,0.0633835,0.062421,0.0639847,0.0243918,-0.0700601,0.117841,-0.360078,0.0657794,0.0170078,0.120423,0.0422922,0.0508386,0.00963257
0.04,0.0604474,0.0569128,0.0692303,0.0478195,0.0151187,0.0688675,-0.00521027,-0.0801309,0.210615,-0.32895,0.131697,0.0463046,0.0496222,0.0453439,0.0209314,0.012074
