Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0280988,0.0651526,0.0545819,0.0655197,0.0428897,-0.252788,-0.0580057,0.340096,0.0372751,0.0439749,-0.182328,0.112223,0.0368048,0.0596872,0.137203,0.0453381
0.021,0.0235211,0.0804114,0.0509198,0.0740646,0.0285464,-0.266216,-0.0781473,0.341927,0.0253732,0.0439749,-0.253129,0.0997104,0.0657965,0.0560251,0.111263,0.0490002
0.022,0.0696027,0.0749182,0.0524457,0.0771164,0.0209171,-0.171306,-0.0149759,0.323006,0.000653992,0.0534354,-0.156083,0.100931,0.064881,0.0224558,0.12286,0.0593762
0.023,0.0567853,0.0639319,0.0576337,0.0716232,0.0383121,0.0233963,0.0567404,0.317208,0.0113351,0.0519095,0.261397,0.0530185,0.052674,0.0215402,0.0963098,0.0358777
0.024,0.0540387,0.0840735,0.0536664,0.0533127,0.0355655,0.123799,0.113808,0.271737,0.0183542,0.0592337,0.195784,-0.00710114,0.0691534,0.036799,0.0804407,0.0361829
0.025,0.0577008,0.0724768,0.0783856,0.0652145,0.0279361,0.130208,0.122658,0.269601,0.00614716,0.0442801,0.0288532,0.0328769,0.0520636,0.0337473,0.0847131,0.0383191
0.026,0.0323712,0.0590491,0.0551923,0.0456833,0.026105,0.115254,0.109231,0.258309,0.0107248,0.0445853,0.00260803,0.0109042,0.0520636,0.0502267,0.103329,0.0135999
0.027,0.00826233,0.0566077,0.0548871,0.0734543,0.0291568,0.119527,0.0909201,0.218331,0.0101144,0.0335989,0.0172565,0.0286044,0.0459601,0.0404611,0.110958,0.0227551
0.028,0.0195538,0.0407385,0.063432,0.0426315,0.0279361,0.147603,0.0604025,0.185677,0.0217111,0.0570975,0.0987384,0.0395908,0.0349738,0.0648752,0.11462,0.000782471
0.029,0.040611,0.024259,0.06862,0.0633835,0.0837833,0.199178,0.0427023,0.153634,0.0311716,0.0488577,0.108809,0.0472202,0.0514532,0.0850168,0.0444299,0.0316052
0.03,0.0461041,0.024259,0.0902875,0.0627731,0.0496036,0.174458,0.0158469,0.13868,0.0308664,0.0369559,0.0871417,0.0484409,0.0676276,0.139033,-0.00989136,0.0367932
0.031,0.0540387,0.0431799,0.0612958,0.0801682,0.0526553,0.17751,-0.00124298,0.126168,0.0452097,0.0296317,0.0410602,0.0533237,0.0624396,0.175654,-0.0443762,0.0480847
0.032,0.0628888,0.0645422,0.0612958,0.0688766,0.0306827,0.169881,0.0338522,0.117318,0.0775583,0.0366507,-0.0663617,0.0579013,0.0563361,0.225092,-0.119755,0.0511365
0.033,0.0601422,0.0685095,0.0606854,0.0334763,0.0370914,0.0810745,0.0210349,0.0999228,0.0897653,0.0262747,-0.17653,0.0548496,0.0520636,0.269648,-0.153019,0.0483899
0.034,0.0467145,0.0913977,0.0463422,0.0481247,0.0386172,-0.0318405,-0.00795685,0.0687949,0.0903757,0.0470267,-0.222307,0.0508823,0.0514532,0.319392,-0.183231,0.0499158
0.035,0.0833356,0.132291,0.0603803,0.0758957,0.0413638,-0.0879929,-0.0625833,0.0739828,0.114485,0.0387869,-0.208879,0.0594272,0.0352789,0.298029,-0.239994,0.0670056
0.036,0.0653302,0.105741,0.0368817,0.0615524,0.0349551,-0.137431,-0.0613626,0.0681845,0.101057,0.045806,0.132918,0.0560703,0.0364996,0.274531,-0.161869,0.0773816
0.037,0.0888287,0.0923132,0.0411542,0.0649094,0.0438052,-0.141093,-0.0659402,0.0407187,0.106855,0.0455008,0.219588,0.0667514,0.0383307,0.156733,-0.136844,0.0853162
0.038,0.0924908,0.0538611,0.0570233,0.0646042,0.0380069,-0.0364182,-0.0454935,0.0416342,0.100752,0.0448904,0.310836,0.0829257,0.0310065,0.0798288,-0.129825,0.0883679
0.039,0.090965,0.0636267,0.0591595,0.0481247,0.0419742,0.0438431,-0.0180276,0.0336996,0.0815256,0.0558768,0.208907,0.0749912,0.0444342,-0.000127258,-0.119449,0.0923352
0.04,0.102562,0.034635,0.063432,0.0658249,0.0441104,0.0792435,0.0167624,0.0144736,0.0778635,0.0418387,0.167708,0.0936069,0.047486,-0.0669608,-0.0257605,0.0886731
