Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0500714,0.0395178,0.0735028,0.0862717,-0.02608,0.067952,0.0503317,0.0398032,-0.0255911,-0.0155344,0.0386188,0.00235931,0.0587775,0.0828806,0.0313074,0.0114636
0.021,0.0470197,0.0517249,-0.0677936,0.0206589,-0.0202817,0.0792435,0.054299,0.0660483,-0.00361847,-0.013093,0.0392291,0.0130405,0.0392462,0.0731149,0.0270349,0.0129895
0.022,0.058006,0.0444006,-0.150801,0.0218796,0.0377017,0.0533035,0.0622336,0.0236288,0.012861,-0.0204172,0.0453326,0.0627841,0.0456549,0.0679269,0.0300867,0.0145154
0.023,0.0409161,0.0440955,-0.112654,0.00478973,0.0633365,0.0682571,0.0591818,0.0410239,0.043989,-0.0301828,0.056319,0.0838412,0.0609137,0.0441232,0.0325281,0.0370984
0.024,0.0494611,0.0212073,-0.0449054,-0.00222931,0.114911,0.045369,0.0839011,0.0513998,0.0479562,-0.0231638,0.0468585,0.0670566,0.0584723,0.0807443,0.0248987,0.0612073
0.025,0.0506818,0.0373816,0.0213177,0.0176071,0.185407,0.0563553,0.0631491,0.023934,0.0586374,-0.00698944,0.0489947,0.0389804,0.0502325,0.0752512,0.0120813,0.0682263
0.026,0.0595319,0.0141882,0.0554974,0.0505661,0.264753,0.0609329,0.0433127,0.0474326,0.145918,2.96E-05,0.0618121,0.024332,0.0584723,0.0755563,0.00811401,0.0932507
0.027,0.0519025,0.0376868,0.0811322,0.0954269,0.395673,0.0581863,0.0588766,0.0419394,0.148359,0.0235281,0.0514362,0.0286044,0.0557257,0.0746408,0.0126917,0.110646
0.028,0.0592267,0.0367712,0.0619061,0.1174,0.141767,0.0472,0.04728,0.0193564,0.187116,0.0210867,0.0709674,0.0255527,0.0465704,0.0630441,0.0499231,0.132618
0.029,0.0567853,0.0404334,0.0606854,0.133269,-0.120074,0.0688675,0.0512473,0.0443808,0.21916,0.0143729,0.068526,0.0142612,0.0401617,0.0718942,0.0471765,0.136281
0.03,0.0470197,0.0459265,0.0466473,0.101836,-0.158221,0.0688675,0.0576559,0.0507895,0.198103,0.0281058,0.068526,0.0130405,0.0529791,0.0651804,0.051449,0.102101
0.031,0.0384747,0.072782,0.0414594,0.0639938,-0.0773496,0.0621536,0.0384299,0.0257651,0.206037,0.0351248,0.0670001,0.0194492,0.0429083,0.0590768,0.0447351,0.0804333
0.032,0.0757062,0.0416541,0.0133832,0.0438522,0.0175601,0.0606277,0.0430075,0.0513998,0.137678,0.0262747,0.0727985,0.0664462,0.0502325,0.0480905,0.0624353,0.0535779
0.033,0.0610577,0.0483679,0.0374921,0.0118088,0.117353,0.062764,0.0350729,0.0501791,0.120283,0.0351248,0.0782916,0.085062,0.0261237,0.0560251,0.0465662,0.00963257
0.034,0.0525128,0.0505042,0.00727966,0.0441574,0.238813,0.0609329,0.0485007,0.0501791,0.108381,0.047637,0.0706622,0.0740756,0.0230719,0.0389352,0.046261,0.0343518
0.035,0.0555646,0.0498938,0.051225,0.0762009,0.251935,0.0496414,0.0488058,0.0224081,0.0995309,0.0430594,0.0496051,0.0582065,0.0322272,0.0319162,0.0551111,0.0163464
0.036,0.0418317,0.0444006,0.051225,0.09207,0.17442,0.067952,0.0494162,0.0294272,0.0674875,0.047637,0.0569293,0.0624789,0.0386359,0.0401559,0.0511438,0.000782471
0.037,0.0583112,0.0285315,0.073808,0.11801,-0.0153989,0.0688675,0.0442282,0.0199667,0.0369699,0.0543509,0.0596759,0.0673618,0.031922,0.0487009,0.0545007,0.00658081
0.038,0.0485455,0.0361609,0.0493939,0.0963425,-0.105121,0.0783279,0.0460593,0.0123373,0.0211008,0.0320731,0.0721881,0.0807895,0.0377203,0.0563303,0.0541956,0.0206189
0.039,0.0461041,0.0584387,0.0811322,0.0594162,-0.1216,0.0539139,0.0326315,0.0150839,0.0357492,0.0638113,0.0880572,0.0969638,0.0358893,0.0538889,0.0319177,0.0325208
0.04,0.0357281,0.0645422,0.0570233,0.0826096,0.0013858,0.0618485,0.0326315,0.0108115,0.0220163,0.0549612,0.0810382,0.10795,0.0303961,0.0413766,0.0392419,0.0575452
