Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.263084,0.0550818,0.0445111,0.0633835,-0.059039,0.0536087,0.0619284,0.0538412,0.0525339,0.0659476,0.0523517,0.0459995,0.0468756,0.0453439,0.0575525,0.00230835
0.021,0.1697,0.0556921,0.0359662,0.0420212,-0.0276059,0.0520828,0.0381247,0.0501791,0.0476511,0.0561819,0.0828693,0.0569858,0.0487067,0.0456491,0.0557214,0.0557141
0.022,0.121177,0.0544714,0.0399335,0.000822449,-0.00715912,0.0557449,0.0579611,0.0779501,0.0500925,0.0674734,0.0566241,0.0612582,0.0487067,0.0343576,0.0310022,0.0630383
0.023,0.116295,0.0700354,0.0344403,0.0404953,0.0111514,0.0685623,0.0579611,0.0913779,0.0503976,0.0769339,0.0627277,0.0612582,0.0398566,0.047175,0.0493127,0.0654797
0.024,0.119346,0.079801,0.0576337,0.034697,0.0337344,0.064595,0.0591818,0.0623862,0.0586374,0.0751028,0.0541827,0.0496616,0.0337531,0.0416818,0.0218469,0.0923352
0.025,0.0998151,0.0636267,0.0539716,0.0273727,0.00748932,0.0603226,0.0311057,0.0779501,0.0287302,0.103789,0.0767657,0.0890292,0.0465704,0.0584665,0.0496179,0.115223
0.026,0.0873029,0.0801062,0.0295575,0.0429367,0.0148135,0.0664261,0.0198141,0.0849692,0.0207956,0.0952444,0.0709674,0.048746,0.0484015,0.0624338,0.0572473,0.147572
0.027,0.0815045,0.0697302,0.0365765,0.0465988,0.0151187,0.0554398,0.026528,0.0901572,0.0445993,0.125762,0.0651691,0.0545444,0.0294806,0.0538889,0.0444299,0.120717
0.028,0.0778424,0.0935339,0.0118573,0.0435471,0.0245792,0.0609329,0.0243918,0.0855795,0.0461252,0.0982962,0.0584552,0.0563754,0.0334479,0.0584665,0.0252039,0.148793
0.029,0.0863873,0.0709509,0.0500043,0.0560593,0.0209171,0.0325516,0.0262228,0.109994,0.0803049,0.115996,0.0660846,0.0228061,0.0416876,0.0435129,0.0346643,0.161305
0.03,0.0830304,0.0370764,0.0301678,0.0609421,0.00321686,0.0578812,0.0201193,0.113351,0.0583322,0.0879202,0.0599811,0.0163974,0.0426032,0.0487009,0.0386316,0.176259
0.031,0.0778424,0.0575232,0.0295575,0.0710129,0.0203067,0.0526932,0.0527731,0.113351,0.0720651,0.117827,0.0605914,0.0340976,0.03711,0.0248972,0.0453455,0.179921
0.032,0.0818097,0.0550818,0.0539716,0.0557541,0.0169498,0.0481155,0.04728,0.142953,0.0589426,0.136443,0.0587604,0.0307407,0.0398566,0.0404611,0.030697,0.166188
0.033,0.0470197,0.0672888,0.0854047,0.0762009,0.0285464,0.0566605,0.0500266,0.143563,0.0571115,0.13156,0.052962,0.0530185,0.0343634,0.0477853,0.0364954,0.158253
0.034,0.0418317,0.0648474,0.17299,0.0685715,0.0282413,0.0386551,0.0573508,0.145089,0.0494821,0.134612,0.0578448,0.0756015,0.0383307,0.0340524,0.0416833,0.140248
0.035,0.0628888,0.0773596,0.206865,0.0475143,0.0322086,0.0694778,0.059487,0.170418,0.0333078,0.146209,0.0453326,0.0527133,0.0636603,0.0651804,0.0404626,0.123158
0.036,0.0689923,0.072782,0.197099,0.064299,0.0383121,0.0386551,0.0741354,0.158211,0.051008,0.149566,0.0569293,0.0667514,0.0404669,0.0248972,0.0371057,0.135975
0.037,0.0549542,0.0697302,0.145829,0.0429367,0.0257999,0.0359085,0.0625388,0.159127,0.0391061,0.158111,0.0538776,0.0670566,0.0444342,0.0407663,0.028866,0.146351
0.038,0.0433575,0.0740027,0.0832684,0.0722336,0.0279361,0.0447586,0.0500266,0.143868,0.00706268,0.151702,0.0526569,0.0444736,0.0572516,0.0334421,0.0395471,0.138417
0.039,0.0436627,0.0801062,-0.00614807,0.0594162,0.026105,0.0337723,0.052468,0.134102,0.0134714,0.177032,0.0544879,0.0475253,0.0798346,0.0398508,0.0422937,0.129261
0.04,0.0345074,0.0978064,-0.129744,0.0456833,0.0291568,0.0285843,0.054299,0.118539,0.0131662,0.172454,0.0532672,0.0475253,0.0587775,0.0371042,0.0569421,0.155507
0.041,0.0271832,0.0868201,-0.145919,0.0502609,0.0370914,0.042012,0.0445334,0.0910727,0.00797821,0.16513,0.0395343,0.052103,0.0548102,0.0322214,0.0459558,0.134144
