Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,-0.281044,-0.000765381,0.0664838,0.0749802,0.0785953,0.0597122,0.0332419,0.03431,0.0430734,0.0445853,-0.188737,0.0456943,0.0889899,0.0450388,0.0764734,0.0557141
0.021,-0.0436176,0.000760498,0.0652631,0.0585007,0.107892,0.0603226,0.0509421,0.0590292,0.0442941,0.0485526,0.154891,0.0310458,0.0670172,0.0520578,0.0490076,0.0108533
0.022,-0.0256122,-0.000460205,0.0722821,0.0685715,0.0755435,0.0432327,0.0549094,0.0227133,0.0366647,0.0348196,0.291304,0.0331821,0.077088,0.0456491,0.0590784,0.0203137
0.023,-0.233132,0.0709509,0.0722821,0.069487,-0.0309628,0.0456741,0.0405661,0.0471274,0.0574167,0.0378714,0.293746,0.0560703,0.0810553,0.0429025,0.0560266,0.0251965
0.024,-0.467812,0.0654578,0.030473,0.0597214,-0.0279111,0.0587967,0.0634543,0.0483481,0.0339182,0.0369559,0.219588,0.146402,0.0603033,0.0435129,0.0627405,0.0444226
0.025,-0.450112,0.0593542,0.0493939,0.0646042,-0.00288666,0.064595,0.0430075,0.0425497,0.0531442,0.0516043,0.225692,0.136331,0.0520636,0.0410715,0.0612146,0.0325208
0.026,0.353111,0.0544714,0.06862,0.0636887,0.00626862,0.0597122,0.0631491,0.0352255,0.0738962,0.00735382,0.267806,0.0633945,0.0477911,0.0407663,0.0581628,0.0474744
0.027,0.941795,0.034635,0.0319989,0.0789474,0.0300723,0.0273636,0.0488058,0.0373618,0.061384,0.0418387,0.24858,0.0148715,0.0654913,0.0483957,0.0215417,0.0377087
0.028,0.744957,0.0212073,0.0539716,0.0636887,0.0334293,0.0703934,0.0521628,0.0404135,0.0778635,0.0595389,0.0810382,0.0569858,0.0453497,0.0700632,0.0728113,0.0215344
0.029,0.103782,0.0126624,0.051225,0.0661301,0.0218326,0.0456741,0.0481955,0.0468222,0.0491769,0.0567923,0.0688312,0.0710239,0.0282599,0.0236765,0.0593835,-0.00226929
0.03,-0.286232,0.0447058,0.0545819,0.0710129,0.0303775,0.0511673,0.0332419,0.0443808,0.0565012,0.0558768,0.0209186,0.0716342,0.0477911,0.0630441,0.0557214,-0.0071521
0.031,0.104393,0.0956702,0.0484784,0.0594162,0.0270206,0.0600174,0.0527731,0.0282065,0.0168283,0.0390921,-0.00593689,0.0252475,0.0380255,0.0557199,0.0648767,-0.0126453
0.032,0.387596,0.132902,0.0457318,0.0618576,0.0517398,0.0526932,0.0365988,0.0333945,0.00797821,0.0589285,-0.0498822,-0.0412808,0.038941,0.0328317,0.0627405,-0.0169177
0.033,0.253318,0.127103,0.0545819,0.0966476,0.019086,0.0581863,0.0402609,0.0285117,0.0259836,0.0491629,-0.00288513,-0.0766812,0.0398566,0.059382,0.0624353,0.0337415
0.034,-0.169045,0.0956702,0.047868,0.0548386,0.0239688,0.0529984,0.0405661,0.023934,0.0445993,0.0540457,0.0123737,-0.0595914,0.0541998,0.0548044,0.0621301,0.0749402
0.035,-0.628334,0.0843787,0.0423749,0.062468,0.0334293,0.0456741,0.0372092,0.0208823,0.0616891,0.0641165,0.000776978,-0.0299893,0.0538947,0.0743356,0.0502283,0.0651746
0.036,-0.424782,0.0401282,0.0374921,0.0621628,0.0319034,0.0511673,0.0485007,0.0364462,0.0900705,0.0577078,-0.0184491,-0.0354825,0.0621344,0.0187936,0.0368005,0.0654797
0.037,0.0540387,0.0248694,0.0496991,0.0603317,0.0428897,0.0334671,0.0344626,0.0437704,0.0754221,0.0665579,-0.00135925,-0.0037442,0.047486,0.047175,0.0468713,0.0688367
0.038,0.441612,0.039823,0.0533612,0.0530075,0.0322086,0.0661209,0.0423972,0.0254599,0.0674875,0.0503836,0.0389239,0.0289096,0.0154425,0.059382,0.0435144,0.0538831
0.039,0.714439,0.00808472,0.0597699,0.0618576,0.0404483,0.040181,0.0414816,0.0425497,0.063215,0.0552664,0.033736,0.0600375,0.026734,0.0712839,0.0648767,0.0477795
0.04,0.662864,0.0428748,0.061601,0.0679611,0.0428897,0.067952,0.0448386,0.0248495,0.0885446,0.0448904,0.0709674,0.0865878,0.038941,0.0664011,0.0276453,0.0285535
