Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0677716,0.0657629,0.0799115,0.0685715,0.0514346,0.0395706,0.031716,0.0202719,0.0482614,0.0516043,0.0651691,0.0490512,0.070069,0.054194,0.0676233,0.0599866
0.021,0.0638043,0.0547766,0.0371869,0.0618576,0.0529605,0.0133255,0.0344626,0.0736777,0.0650461,0.0403128,0.0422809,0.0545444,0.0514532,0.0548044,0.0493127,0.046864
0.022,0.0656354,0.0556921,0.0457318,0.0505661,0.0462466,-0.0266525,0.0466696,0.0825278,0.0522287,0.0287161,0.0670001,0.052103,0.0673224,0.0618234,0.0511438,0.0538831
0.023,0.0488507,0.0511145,0.0506146,0.0307297,0.0334293,-0.0272629,0.0497214,0.0697104,0.0540598,0.0534354,0.0535724,0.0820102,0.0575568,0.0480905,0.0422937,0.0486951
0.024,0.052818,0.0431799,0.0426801,0.0603317,0.0315982,0.0365189,0.0588766,0.0428549,0.0568063,0.0418387,0.0575397,0.06431,0.0783087,0.0654855,0.0697595,0.0724988
0.025,0.0760114,0.0392126,0.0298627,0.0688766,0.0331241,0.124715,0.0582663,0.062081,0.0629098,0.0467215,0.051131,0.031351,0.0569464,0.0560251,0.0395471,0.0438123
0.026,0.0607526,0.0630164,0.0329144,0.0444626,0.0535709,0.153096,0.0677267,0.062081,0.0766428,0.0421439,0.0560138,0.0548496,0.0618292,0.0584665,0.0490076,0.0532727
0.027,0.0500714,0.083158,0.0576337,0.0554489,0.0486881,0.152791,0.054299,0.109383,0.0607736,0.0558768,0.0514362,0.0426425,0.052674,0.0487009,0.0575525,0.0648694
0.028,0.0583112,0.0495886,0.0768597,0.0881027,0.0486881,0.140889,0.0515524,0.063912,0.0476511,0.0497733,0.0547931,0.0575961,0.0496222,0.0499216,0.0606042,0.0547986
0.029,0.0470197,0.0593542,0.035661,0.0450729,0.0599796,0.113423,0.106484,0.0642172,0.051008,0.0348196,0.040755,0.0499667,0.0673224,0.0462595,0.0483972,0.059071
0.03,0.0534283,0.0291418,0.0390179,0.05728,0.0413638,0.0606277,0.127846,0.0571982,0.0464304,0.0558768,0.0602863,0.0383701,0.0636603,0.0441232,0.05328,0.0383191
0.031,0.0439679,0.0312781,0.0341351,0.0517868,0.0349551,0.0307205,0.1251,0.062081,0.0464304,0.0555716,0.0431964,0.0615634,0.0581671,0.0538889,0.0627405,0.0688367
0.032,0.0525128,0.0444006,0.0439008,0.0627731,0.0352603,0.0383499,0.104348,0.0626913,0.0449045,0.0677786,0.0505206,0.0633945,0.0276495,0.0413766,0.056637,0.0602917
0.033,0.0607526,0.0517249,0.0439008,0.0420212,0.0355655,0.0722244,0.0781027,0.055062,0.0610788,0.0516043,0.0557086,0.0533237,0.0303961,0.0328317,0.0422937,0.0453381
0.034,0.0750958,0.0758337,0.0466473,0.0581955,0.0557071,0.0890091,0.0726096,0.079476,0.0461252,0.0653372,0.063338,0.0664462,0.0517584,0.0615182,0.0761682,0.0404553
0.035,0.080589,0.0444006,0.0631268,0.0316452,0.046857,0.0813797,0.0512473,0.0745932,0.040632,0.0598441,0.0587604,0.0310458,0.0569464,0.057551,0.0587732,0.0618176
0.036,0.0555646,0.0538611,0.0554974,0.0664352,0.0581485,0.0719192,0.0240866,0.0535361,0.0479562,0.0531302,0.0602863,0.0542392,0.0496222,0.0624338,0.0441248,0.0648694
0.037,0.0787579,0.0517249,0.0600751,0.046904,0.0496036,0.0392654,0.0280539,0.0651328,0.0571115,0.0479422,0.0352618,0.0502719,0.038941,0.0438181,0.05328,0.0499158
0.038,0.0247418,0.0462317,0.0374921,0.0542282,0.0337344,0.00539093,0.0152365,0.0669638,0.0482614,0.068389,0.0544879,0.0389804,0.0566412,0.0578561,0.0206262,0.0569348
0.039,0.0366437,0.0590491,0.0551923,0.048735,0.03465,0.014241,-0.0284036,0.0629965,0.0565012,0.050994,0.0431964,0.0484409,0.0520636,0.0395456,0.0483972,0.0645642
0.04,0.0964581,0.0639319,0.0506146,0.0636887,0.0563174,0.0258377,-0.0274881,0.0489584,0.0626047,0.0516043,0.0544879,0.0530185,0.0444342,0.036799,0.0548059,0.0563245
