Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.096153,-0.00717407,0.0835736,0.0545334,0.0544864,0.0694778,0.0268332,0.0547568,0.0461252,0.0247488,0.0697467,0.046915,0.0462653,0.0511423,0.0432092,0.0523572
0.021,0.107444,0.0526404,0.053056,0.0490402,0.0517398,0.0517776,0.0396506,0.0419394,0.0662668,0.0342093,0.0621173,0.0438632,0.0505377,0.0551096,0.0593835,0.0459485
0.022,0.0854718,0.060575,0.0677045,0.0554489,0.0517398,0.0716141,0.0488058,0.0633017,0.038801,0.047637,0.0428912,0.0301303,0.0447394,0.0532785,0.0541956,0.0486951
0.023,0.00765198,0.0840735,0.0680096,0.0517868,0.0581485,0.0533035,0.0463644,0.0120322,0.0729806,0.0693045,0.0526569,0.0160922,0.0572516,0.0703683,0.0572473,0.0578503
0.024,0.0201642,0.0678992,0.0619061,0.0847458,0.0422794,0.064595,0.0567404,0.0495688,0.0525339,0.0281058,0.0630328,0.0340976,0.047486,0.0764719,0.0578577,0.0389294
0.025,0.0442731,0.0245642,0.0680096,0.0267624,0.0554019,0.0670364,0.0533835,0.0636069,0.0519235,0.0607596,0.0554034,0.0325717,0.0541998,0.0377145,0.0477869,0.0441174
0.026,0.0995099,0.0297522,0.0847943,0.0441574,0.0285464,0.0529984,0.0744406,0.0745932,0.0537546,0.0558768,0.0660846,0.0606479,0.0538947,0.0499216,0.0602991,0.0352673
0.027,0.0885236,0.0480627,0.0735028,0.0435471,0.0471622,0.0618485,0.092446,0.0758139,0.0497873,0.052825,0.0608966,0.0707187,0.0465704,0.0435129,0.0602991,0.0435071
0.028,0.121483,0.0260901,0.0362714,0.0499557,0.0459415,0.0652054,0.142495,0.0730673,0.0497873,0.0461111,0.0517413,0.0640048,0.0480963,0.0554147,0.0590784,0.0462537
0.029,0.0595319,0.0205969,0.0216229,0.0505661,0.0483829,0.040181,0.139748,0.0678793,0.051008,0.0503836,0.0474689,0.0807895,0.0487067,0.0514474,0.0538904,0.0386243
0.03,0.0445782,0.0257849,0.0374921,0.0716232,0.0389224,0.0352982,0.0909201,0.0571982,0.0696237,0.0491629,0.0541827,0.0676669,0.049317,0.0416818,0.0572473,0.0560193
0.031,0.0332867,0.029447,0.0558026,0.0530075,0.0557071,0.0395706,0.0756613,0.0285117,0.0610788,0.0403128,0.052962,0.0505771,0.0435187,0.052363,0.0563318,0.0355725
0.032,0.042442,0.0358557,0.0725873,0.0536179,0.0535709,0.0551346,0.0683371,0.0483481,0.0461252,0.0537405,0.0514362,0.0813998,0.047486,0.0529733,0.0575525,0.0490002
0.033,0.0860822,0.024259,0.0744183,0.0530075,0.0392276,0.0526932,0.0582663,0.0562827,0.0647409,0.0433646,0.0554034,0.100931,0.0569464,0.0602975,0.0621301,0.0499158
0.034,0.0854718,0.0315833,0.0637372,0.0331711,0.0492984,0.080159,0.0262228,0.0642172,0.0565012,0.0604544,0.0621173,0.145182,0.0694586,0.0438181,0.0450403,0.0523572
0.035,0.0888287,0.0382971,0.0652631,0.0560593,0.026105,0.0700882,0.0277487,0.0605551,0.0595529,0.0381766,0.0636432,0.153421,0.0484015,0.0520578,0.0517542,0.0419812
0.036,0.0369489,0.0498938,0.0731976,0.0447678,0.0349551,0.0569656,0.0106589,0.0828329,0.0247629,0.0393973,0.0657794,0.122904,0.0142218,0.0560251,0.0563318,0.046864
0.037,-0.0308002,0.0343298,0.0637372,0.0450729,0.0636417,0.0462845,-0.0189432,0.0578085,0.0549753,0.0284109,0.047774,0.102457,0.0566412,0.0581613,0.0578577,0.0514417
0.038,0.00276916,0.0599646,0.063432,0.0423264,0.0505191,0.0542191,-0.0103983,0.0593344,0.0540598,0.0415335,0.05815,0.0780429,0.0484015,0.0560251,0.0538904,0.0566296
0.039,0.0882184,0.062406,0.0445111,0.0566696,0.0489932,0.0517776,-0.0183328,0.0559775,0.0503976,0.0409232,0.0474689,0.00907318,0.0419928,0.0459543,0.0535852,0.0557141
0.04,0.142845,0.0309729,0.0167401,0.0478195,0.0505191,0.0340775,-0.0177225,0.0541464,0.0534494,0.0659476,0.0624225,-0.0110684,0.044129,0.0520578,0.0606042,0.0627332
