Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0589215,0.0526404,0.0942548,0.0585007,0.0315982,0.0633743,0.049111,-0.219901,0.0693185,0.0647269,0.0657794,0.0517978,-0.0437616,0.0432077,0.0575525,0.0981335
0.021,0.0500714,0.0404334,0.0936444,0.053923,0.0496036,0.0841263,0.0427023,-0.190299,0.0351389,0.0537405,0.0093219,0.0667514,-0.0233148,0.0386301,0.051449,0.100575
0.022,0.0577008,0.0462317,0.0710614,0.0569748,0.029462,0.059407,0.0326315,-0.167411,0.0348337,0.0592337,0.0398395,0.0813998,0.0487067,0.0728098,0.0648767,0.0740247
0.023,0.0561749,0.0596594,0.0374921,0.0627731,0.0496036,0.0706985,0.0460593,-0.165885,0.0412424,0.0293265,0.0221393,0.0896396,0.124695,0.0447336,0.0535852,0.0615125
0.024,0.0555646,0.0581335,0.0323041,0.0475143,0.046857,0.148518,0.0359885,-0.150627,0.00767303,0.0268851,0.0331256,0.105814,0.136597,0.0429025,0.0175745,0.0227551
0.025,0.0595319,0.0575232,0.0429852,0.053923,0.0444156,0.175374,0.0341574,-0.115836,4.36E-05,0.0158987,0.0373981,0.0804843,0.0981451,0.031611,0.0416833,-0.0126453
0.026,0.0363385,0.0401282,-0.10533,0.0505661,0.0349551,0.160725,0.0521628,-0.109733,0.028425,0.0311575,0.0523517,0.0670566,0.00628723,0.0444284,0.0538904,-0.0245471
0.027,0.0412213,0.0559973,-0.123641,0.0557541,0.0471622,0.148824,0.0427023,-0.0758585,0.0662668,0.0433646,0.0489947,0.0667514,-0.061767,0.0404611,0.0633508,0.0245862
0.028,0.0457989,0.057218,-0.124556,0.0566696,0.0474673,0.0978592,0.0704733,-0.0734171,0.0873239,0.0415335,0.045943,0.0579013,-0.0483392,0.0447336,0.0560266,0.0578503
0.029,0.0390851,0.045011,-0.0983112,0.0633835,0.0505191,0.0618485,0.0533835,-0.0404581,0.0925119,0.0445853,0.0618121,0.0560703,-0.046203,0.0599924,0.0554163,0.114613
0.03,0.0442731,0.0559973,-0.0333087,0.0429367,0.0557071,0.0407913,0.0427023,-0.0383218,0.0903757,0.0537405,0.0380084,0.0502719,-0.0129388,0.0487009,0.0725061,0.116444
0.031,0.0583112,0.0498938,-0.0287311,0.0673508,0.0367862,0.0304153,0.0463644,-0.0114664,0.0995309,0.0485526,0.047774,0.0337924,0.0630499,0.0566354,0.0642664,0.0700574
0.032,0.0491559,0.0465369,-0.00492737,0.0499557,0.0206119,0.0328568,0.038735,-0.000480042,0.0870187,0.0491629,0.0480792,0.0115146,0.174134,0.0456491,0.0511438,0.0813489
0.033,0.035423,0.0431799,0.00483826,0.0636887,0.0267154,0.0398758,0.0695578,0.018746,0.0717599,0.0647269,0.0401447,0.0450839,0.120728,0.0398508,0.0953943,0.0438123
0.034,0.025047,0.0593542,-0.00645325,0.0508713,0.0300723,0.0450638,0.0671164,0.0474326,0.0717599,0.0516043,0.0492999,0.0499667,0.0407721,0.036799,0.0471765,0.001698
0.035,0.054649,0.039823,0.0307782,0.0612473,0.0315982,0.0493362,0.0866476,0.0526205,0.0674875,0.0506888,0.0532672,0.048746,0.0252081,0.0639597,0.0728113,-0.0437732
0.036,0.042442,0.0349402,0.0521405,0.0636887,0.0407535,0.0700882,0.174233,0.0593344,0.0867136,0.0577078,0.0801227,0.0728549,0.0426032,0.0432077,0.0728113,-0.0706287
0.037,0.0592267,0.024259,0.0399335,0.059111,0.0419742,0.0691727,0.302102,0.0706259,0.0696237,0.0485526,0.05815,0.0728549,0.0563361,0.0557199,0.0807458,-0.102367
0.038,0.0708234,0.0621008,0.0655682,0.0514816,0.0309879,0.103963,0.358864,0.0828329,0.0723703,0.065032,0.0514362,0.112223,0.0795294,0.0474802,0.0722009,-0.138378
0.039,0.0482404,0.0587439,0.0826581,0.0523972,0.0166446,0.0859573,0.283791,0.0932089,0.0723703,0.0845633,0.0645587,0.122904,0.105469,0.0404611,0.0767786,-0.1692
0.04,0.0512921,0.0321936,0.0997479,0.0514816,0.0315982,0.12502,0.165688,0.113351,0.0650461,0.0305472,0.0486896,0.115885,0.130799,0.0386301,0.0889856,-0.193004
