Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0244366,0.0541663,0.0204022,-0.0235916,0.0306827,0.08199,0.0854269,0.0108115,0.126081,-0.0347604,0.0505206,0.0557651,0.0682379,0.0432077,0.0392419,0.0706677
0.021,0.0519025,0.0688147,0.0359662,-0.0119949,0.0575381,0.109456,0.0683371,0.0202719,0.13188,-0.0222482,0.056319,0.0667514,0.0633551,0.0404611,0.0386316,0.0569348
0.022,0.0656354,0.055387,0.0585492,-0.013826,0.0703555,0.0719192,0.0515524,-0.0126871,0.0946481,-0.0234689,0.0483844,0.0463046,0.0450446,0.0667062,0.0123865,0.0441174
0.023,0.0689923,0.0431799,0.0521405,-0.00650177,0.0846988,0.0612381,0.0408713,-0.0163492,0.108686,-0.0195016,0.0709674,0.0408115,0.0450446,0.0639597,0.0139124,0.0532727
0.024,0.0454938,0.055387,0.0731976,-0.0141312,0.112165,0.0633743,0.0167624,-0.0111612,0.0799997,-0.0213327,0.0575397,0.041727,0.0807501,0.0651804,0.0181848,0.0779919
0.025,0.0543439,0.0801062,0.0500043,-0.0159622,0.0819522,0.0706985,-0.0210794,-0.0190958,0.0342233,-0.000275574,0.0343463,0.0301303,0.0453497,0.0529733,0.0209314,0.0813489
0.026,0.0482404,0.0505042,0.0561078,-0.0226761,0.106366,0.0655106,-0.0409158,-0.0258096,0.00736786,-0.0167551,0.0425861,0.0420322,0.0505377,0.0609079,0.0157434,0.0651746
0.027,0.0430524,0.0627112,0.046037,-0.0376297,0.0810367,0.0429276,-0.0512918,-0.0270303,-0.0307791,-0.0237741,0.0670001,0.0475253,0.052674,0.052363,0.00719849,0.0609021
0.028,0.0586163,0.0251746,0.0258954,-0.0773026,0.0682193,0.0758865,-0.0512918,-0.0132974,-0.0362723,-0.000275574,0.0422809,0.0374545,0.0645758,0.0529733,0.0114709,0.0660901
0.029,0.0537335,0.0382971,0.00911072,-0.11606,0.0837833,0.0764969,-0.0195535,-0.031608,-0.0429861,0.00308136,0.0557086,0.0579013,0.0654913,0.0447336,0.00902954,0.064259
0.03,0.035423,0.0410437,0.0640424,-0.113313,0.0740176,0.0752762,-0.0219949,-0.0169595,-0.00209259,0.0265799,0.0380084,0.036539,0.0578619,0.0377145,0.0224573,0.067616
0.031,0.0573956,0.0184607,0.0197919,-0.0959183,0.0322086,0.069783,-0.0369485,-0.021232,0.00340057,0.0387869,0.0438068,0.0582065,0.0859381,0.0496164,0.0294763,0.0700574
0.032,0.0232159,0.046842,0.0484784,-0.00497589,0.0145084,0.0612381,-0.0409158,-0.0395425,0.0378854,0.0473318,0.0636432,0.0917758,0.0676276,0.0496164,0.00933472,0.079823
0.033,0.00582092,0.0337195,0.0393231,-0.0351883,0.0392276,0.0444534,-0.0302347,-0.00261627,0.0494821,0.040618,0.0526569,0.052103,0.0715948,0.0392404,0.0212366,0.0554089
0.034,0.0454938,0.0361609,0.0722821,0.0111984,0.0871402,0.0639847,-0.0223001,-0.0477823,0.0507028,0.0412283,0.0325153,0.0740756,0.0670172,0.0453439,0.0197107,0.074635
0.035,0.0622784,0.0541663,0.0722821,0.0307297,0.0621158,0.0395706,-0.0137552,-0.0242838,0.0372751,0.037261,0.0731036,0.0511874,0.0651862,0.0520578,0.0129968,0.0895886
0.036,0.0869977,0.0358557,0.0429852,0.0371384,0.090192,0.0307205,0.00852264,-0.0297769,0.051008,0.0503836,0.0608966,0.0548496,0.0535895,0.0462595,0.00963989,0.0898938
0.037,0.0757062,0.0334143,0.058244,0.0615524,0.0706607,0.0166824,0.0332419,-0.00994049,0.0626047,0.0607596,0.056319,0.0493564,0.0432135,0.0520578,0.0145227,0.0813489
0.038,0.0689923,0.0318884,0.0518353,0.062468,0.0615054,0.0294998,0.0719992,0.0108115,0.0525339,0.0558768,0.051131,0.0533237,0.0627448,0.0401559,0.0111658,0.0908093
0.039,0.0448834,0.0575232,0.0612958,0.0234055,0.111554,0.024617,0.0805441,0.00135101,0.0525339,0.0537405,0.0663898,0.0514926,0.0377203,0.0401559,0.0261194,0.0874524
0.04,0.0638043,0.0480627,0.10341,0.0224899,0.101178,0.0526932,0.105263,0.0147787,0.0494821,0.0659476,0.0593707,0.0255527,0.0404669,0.0538889,0.0197107,0.103016
