Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,-1.99835,-8.99061,-3.43104,-0.013172,0.0652385,0.031558,8.14144,-0.542773,5.3002,-0.161951,0.102639,0.0911199,-1.52365,9.3859,-1.06261,-0.00634349,0.0670252,0.0808005,1.86229,-9.13207,-2.75656,-0.0378398,0.116609,0.0606167,5.05082,-0.00708234,8.36038,-0.171188,-0.0105825,0.0774676,-2.20089,9.2642,-2.02522,0.0417167,-0.0859907,-0.0561422,3.84936,4.38669,7.82608,-0.110561,0.118215,-0.0472584
0.001,-2.05264,-8.9929,-3.45409,-0.0131554,0.0573309,0.0316524,8.13448,-0.548881,5.29112,-0.16475,0.101243,0.0931823,-1.4879,9.38145,-1.04116,-0.00371935,0.0713521,0.0813109,1.87524,-9.14749,-2.80225,-0.0387867,0.117152,0.0613496,5.04284,0.0155952,8.34493,-0.169,-0.0116029,0.076139,-2.19229,9.2652,-2.03248,0.0393574,-0.0826916,-0.059167,3.8387,4.38939,7.84133,-0.11114,0.116739,-0.0449181
0.002,-2.10694,-8.99518,-3.47714,-0.0131389,0.0494233,0.0317467,8.12752,-0.554989,5.28203,-0.167549,0.0998472,0.0952446,-1.45216,9.377,-1.01972,-0.00109522,0.0756789,0.0818213,1.8882,-9.16291,-2.84794,-0.0397336,0.117695,0.0620825,5.03485,0.0382728,8.32949,-0.166812,-0.0126234,0.0748105,-2.18368,9.2662,-2.03973,0.0369981,-0.0793924,-0.0621918,3.82804,4.39208,7.85658,-0.11172,0.115263,-0.0425777
0.003,-2.16124,-8.99747,-3.50018,-0.0131224,0.0415157,0.0318411,8.12056,-0.561097,5.27295,-0.170348,0.0984514,0.097307,-1.41641,9.37255,-0.998277,0.00152891,0.0800058,0.0823317,1.90115,-9.17833,-2.89363,-0.0406805,0.118239,0.0628155,5.02686,0.0609503,8.31404,-0.164624,-0.0136439,0.0734819,-2.17508,9.2672,-2.04699,0.0346388,-0.0760933,-0.0652166,3.81739,4.39477,7.87183,-0.1123,0.113786,-0.0402374
0.004,-2.21553,-8.99975,-3.52323,-0.0131059,0.0336081,0.0319354,8.1136,-0.567205,5.26386,-0.173147,0.0970556,0.0993693,-1.38066,9.3681,-0.976834,0.00415305,0.0843327,0.0828421,1.9141,-9.19374,-2.93933,-0.0416273,0.118782,0.0635484,5.01888,0.0836279,8.29859,-0.162437,-0.0146643,0.0721533,-2.16648,9.2682,-2.05424,0.0322795,-0.0727941,-0.0682414,3.80673,4.39747,7.88708,-0.11288,0.11231,-0.037897
0.005,-2.23683,-8.99835,-3.5447,-0.0140798,0.0271305,0.0318853,8.11825,-0.565924,5.2533,-0.175706,0.0969077,0.101838,-1.3391,9.36973,-0.972122,0.00653141,0.0872099,0.0849448,1.91653,-9.20984,-2.96705,-0.0430587,0.117811,0.0650532,5.01822,0.0963819,8.28326,-0.160602,-0.0155217,0.0719667,-2.14663,9.25812,-2.05627,0.0304442,-0.0681669,-0.0707244,3.80425,4.40192,7.89444,-0.114159,0.109889,-0.0354914
0.006,-2.23174,-8.994,-3.5649,-0.015846,0.0217968,0.0317196,8.13219,-0.558732,5.24157,-0.178073,0.0977582,0.104631,-1.29288,9.37621,-0.980795,0.00871315,0.0889276,0.0883212,1.91053,-9.22647,-2.98041,-0.0448778,0.115628,0.0671754,5.02344,0.101197,8.26804,-0.15905,-0.0162485,0.0726935,-2.11777,9.23918,-2.05412,0.0290282,-0.0624774,-0.072774,3.80831,4.40777,7.89549,-0.115997,0.106713,-0.0330334
0.007,-2.22665,-8.98966,-3.5851,-0.0176122,0.0164632,0.0315539,8.14614,-0.55154,5.22983,-0.180439,0.0986087,0.107423,-1.24666,9.3827,-0.989468,0.0108949,0.0906452,0.0916976,1.90453,-9.2431,-2.99377,-0.0466968,0.113445,0.0692976,5.02865,0.106012,8.25282,-0.157499,-0.0169754,0.0734204,-2.08892,9.22024,-2.05196,0.0276121,-0.0567878,-0.0748237,3.81236,4.41363,7.89654,-0.117836,0.103536,-0.0305755
0.008,-2.22156,-8.98531,-3.60531,-0.0193785,0.0111295,0.0313883,8.16008,-0.544348,5.21809,-0.182805,0.0994591,0.110216,-1.20045,9.38918,-0.998141,0.0130766,0.0923628,0.0950741,1.89853,-9.25973,-3.00713,-0.0485159,0.111262,0.0714199,5.03386,0.110828,8.23759,-0.155947,-0.0177022,0.0741472,-2.06006,9.20129,-2.04981,0.026196,-0.0510982,-0.0768733,3.81642,4.41949,7.89759,-0.119675,0.10036,-0.0281175
0.009,-2.21928,-8.9808,-3.62577,-0.0213336,0.00616357,0.0313028,8.17203,-0.538624,5.20721,-0.18493,0.100308,0.112892,-1.16075,9.39522,-1.0066,0.0152779,0.094326,0.0983186,1.89335,-9.27775,-3.01747,-0.0501636,0.109313,0.0732408,5.03961,0.113554,8.22454,-0.154424,-0.018429,0.0747509,-2.03245,9.18424,-2.04653,0.0249465,-0.0456763,-0.0789341,3.82106,4.42365,7.89755,-0.121333,0.0972002,-0.0256903
