Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,1.60511,-9.92041,-0.0460519,0.254985,-0.609945,-0.209247,7.50752,1.3134,5.80832,0.501922,0.0565998,0.536608,-1.78692,9.52433,-1.65851,-0.181084,0.715782,-0.124,5.19153,-8.9286,-0.198588,0.346913,-0.618462,-0.650909,4.03856,0.243713,8.7795,0.10618,0.00866159,-0.0340643,-0.992966,9.44863,-2.68675,-0.0142161,0.124255,-0.110857,0.481137,5.47489,8.35685,0.119822,0.856598,0.412009
0.001,1.55566,-9.92893,-0.0210959,0.258316,-0.609467,-0.207858,7.49573,1.30945,5.81083,0.499248,0.054513,0.537614,-1.80243,9.54478,-1.64762,-0.177806,0.705423,-0.124811,5.16949,-8.93546,-0.204053,0.342966,-0.612366,-0.65518,4.0972,0.247569,8.77245,0.106517,0.00562846,-0.0334628,-0.985442,9.44449,-2.68988,-0.01305,0.11712,-0.107108,0.448297,5.4965,8.35981,0.119893,0.851599,0.404397
0.002,1.50621,-9.93744,0.00386013,0.261646,-0.60899,-0.206469,7.48394,1.3055,5.81333,0.496573,0.0524262,0.53862,-1.81795,9.56522,-1.63672,-0.174527,0.695064,-0.125621,5.14744,-8.94232,-0.209517,0.33902,-0.606269,-0.659451,4.15585,0.251424,8.7654,0.106854,0.00259534,-0.0328613,-0.977918,9.44034,-2.69301,-0.0118839,0.109984,-0.103359,0.415457,5.51811,8.36276,0.119964,0.846599,0.396786
0.003,1.45676,-9.94596,0.0288162,0.264977,-0.608512,-0.205079,7.47215,1.30155,5.81584,0.493898,0.0503393,0.539627,-1.83346,9.58567,-1.62583,-0.171249,0.684706,-0.126432,5.1254,-8.94918,-0.214982,0.335073,-0.600173,-0.663722,4.2145,0.25528,8.75836,0.107191,-0.000437788,-0.0322598,-0.970395,9.4362,-2.69614,-0.0107178,0.102848,-0.0996101,0.382617,5.53971,8.36571,0.120036,0.841599,0.389175
0.004,1.4073,-9.95447,0.0537722,0.268308,-0.608035,-0.20369,7.46036,1.29759,5.81834,0.491224,0.0482525,0.540633,-1.84898,9.60612,-1.61493,-0.167971,0.674347,-0.127242,5.10336,-8.95605,-0.220446,0.331126,-0.594077,-0.667993,4.27314,0.259135,8.75131,0.107529,-0.00347091,-0.0316584,-0.962871,9.43205,-2.69927,-0.00955162,0.0957116,-0.0958612,0.349776,5.56132,8.36866,0.120107,0.8366,0.381563
0.005,1.36849,-9.95286,0.0863981,0.271203,-0.610707,-0.202017,7.43935,1.30479,5.80975,0.489589,0.0479332,0.540421,-1.87477,9.62119,-1.60809,-0.165149,0.662814,-0.127806,5.09773,-8.95311,-0.219227,0.32684,-0.593158,-0.675574,4.34684,0.23906,8.73878,0.111853,-0.00322686,-0.0325722,-0.969797,9.42943,-2.71558,-0.00773995,0.087484,-0.0946171,0.3449,5.57004,8.36966,0.121046,0.829787,0.372125
0.006,1.33819,-9.94314,0.12516,0.27375,-0.615899,-0.200118,7.41095,1.32089,5.79227,0.488786,0.0490277,0.539233,-1.90878,9.63194,-1.60449,-0.162694,0.650343,-0.128171,5.10523,-8.94234,-0.212661,0.32228,-0.596381,-0.685801,4.43257,0.199841,8.72187,0.119367,-0.000361075,-0.0346983,-0.988283,9.42802,-2.74244,-0.00541185,0.0783831,-0.0953769,0.362395,5.56846,8.36908,0.12268,0.821523,0.361226
0.007,1.30788,-9.93342,0.163922,0.276296,-0.621091,-0.19822,7.38255,1.337,5.77479,0.487983,0.0501223,0.538046,-1.9428,9.64269,-1.60089,-0.160238,0.637872,-0.128537,5.11273,-8.93157,-0.206094,0.317721,-0.599603,-0.696028,4.5183,0.160621,8.70496,0.126881,0.00250471,-0.0368244,-1.00677,9.42661,-2.7693,-0.00308375,0.0692822,-0.0961367,0.37989,5.56688,8.36851,0.124313,0.813259,0.350326
0.008,1.27758,-9.9237,0.202684,0.278843,-0.626282,-0.196321,7.35416,1.3531,5.75732,0.487179,0.0512169,0.536858,-1.97681,9.65344,-1.5973,-0.157782,0.6254,-0.128903,5.12023,-8.92079,-0.199528,0.313162,-0.602826,-0.706255,4.60404,0.121402,8.68805,0.134395,0.0053705,-0.0389504,-1.02526,9.4252,-2.79616,-0.000755641,0.0601813,-0.0968965,0.397385,5.5653,8.36793,0.125947,0.804995,0.339427
0.009,1.24408,-9.91397,0.23996,0.281227,-0.631576,-0.194663,7.33037,1.37012,5.74007,0.486392,0.0523711,0.535507,-2.00844,9.65994,-1.5959,-0.155517,0.612944,-0.129253,5.12606,-8.91118,-0.191887,0.308728,-0.605901,-0.716078,4.68152,0.0809961,8.67115,0.141851,0.00864142,-0.0411645,-1.03904,9.42518,-2.82333,0.000982641,0.051763,-0.0972305,0.412345,5.56609,8.36933,0.127282,0.796858,0.329001
0.01,1.18504,-9.90418,0.265353,0.282305,-0.637687,-0.194924,7.34344,1.39446,5.72469,0.485727,0.0540026,0.532847,-2.02107,9.63245,-1.61209,-0.154773,0.600609,-0.129483,5.11856,-8.9108,-0.175653,0.305297,-0.607792,-0.722661,4.69296,0.031102,8.65433,0.148848,0.0151534,-0.0440826,-1.01521,9.43627,-2.853,-0.00199765,0.0488051,-0.0941584,0.40703,5.58582,8.38646,0.126228,0.789735,0.322361
0.011,1.12599,-9.89438,0.290747,0.283384,-0.643798,-0.195186,7.35652,1.4188,5.70931,0.485062,0.055634,0.530187,-2.0337,9.60495,-1.62829,-0.15403,0.588274,-0.129712,5.11105,-8.91043,-0.159418,0.301866,-0.609684,-0.729245,4.7044,-0.0187921,8.63751,0.155844,0.0216653,-0.0470007,-0.991372,9.44737,-2.88266,-0.00497795,0.0458473,-0.0910863,0.401715,5.60555,8.4036,0.125174,0.782613,0.315721
0.012,1.06694,-9.88459,0.31614,0.284462,-0.649909,-0.195448,7.36959,1.44313,5.69394,0.484397,0.0572655,0.527527,-2.04632,9.57745,-1.64448,-0.153286,0.575939,-0.129942,5.10354,-8.91006,-0.143183,0.298435,-0.611576,-0.735829,4.71585,-0.0686862,8.62069,0.16284,0.0281773,-0.0499188,-0.967538,9.45846,-2.91233,-0.00795824,0.0428895,-0.0880142,0.3964,5.62528,8.42074,0.12412,0.775491,0.309082
0.013,1.0079,-9.8748,0.341533,0.28554,-0.65602,-0.19571,7.38266,1.46747,5.67856,0.483732,0.0588969,0.524867,-2.05895,9.54996,-1.66068,-0.152543,0.563603,-0.130171,5.09604,-8.90968,-0.126949,0.295004,-0.613468,-0.742413,4.72729,-0.11858,8.60387,0.169837,0.0346892,-0.0528369,-0.943704,9.46956,-2.94199,-0.0109385,0.0399317,-0.0849421,0.391085,5.64501,8.43787,0.123066,0.768369,0.302442
0.014,0.94974,-9.86905,0.342274,0.28895,-0.659084,-0.195766,7.39205,1.48464,5.66173,0.481741,0.0611171,0.524054,-2.05341,9.54547,-1.66628,-0.151649,0.55209,-0.129856,5.06893,-8.90903,-0.115216,0.294684,-0.616179,-0.75002,4.68348,-0.152416,8.59041,0.174483,0.0370514,-0.0541424,-0.887017,9.45987,-2.95367,-0.0120592,0.0354708,-0.0830217,0.417975,5.65931,8.46207,0.117087,0.760746,0.297506
0.015,0.892023,-9.86532,0.330688,0.293525,-0.660625,-0.195719,7.3996,1.49823,5.64419,0.479087,0.0636317,0.524164,-2.03879,9.55248,-1.66659,-0.15068,0.540987,-0.129268,5.03202,-8.90824,-0.105734,0.29592,-0.619299,-0.75814,4.61204,-0.178224,8.57863,0.177954,0.0373387,-0.0546417,-0.813904,9.4398,-2.95637,-0.01225,0.0302584,-0.0816773,0.460966,5.6709,8.48979,0.108645,0.752872,0.293422
0.016,0.834306,-9.8616,0.319102,0.298101,-0.662166,-0.195671,7.40714,1.51182,5.62664,0.476433,0.0661463,0.524275,-2.02417,9.55949,-1.6669,-0.149712,0.529885,-0.12868,4.99511,-8.90745,-0.0962513,0.297155,-0.622419,-0.766259,4.5406,-0.204031,8.56685,0.181425,0.037626,-0.055141,-0.740791,9.41972,-2.95906,-0.0124408,0.025046,-0.0803328,0.503958,5.6825,8.51751,0.100203,0.744997,0.289338
0.017,0.776589,-9.85787,0.307516,0.302676,-0.663707,-0.195624,7.41469,1.5254,5.60909,0.473779,0.0686609,0.524385,-2.00955,9.56651,-1.6672,-0.148743,0.518782,-0.128092,4.9582,-8.90665,-0.0867691,0.298391,-0.625539,-0.774379,4.46917,-0.229839,8.55507,0.184895,0.0379133,-0.0556403,-0.667679,9.39965,-2.96175,-0.0126316,0.0198337,-0.0789883,0.54695,5.69409,8.54522,0.0917607,0.737123,0.285254
0.018,0.724559,-9.85314,0.295815,0.30739,-0.66408,-0.195325,7.42094,1.53607,5.59252,0.470726,0.071408,0.524525,-2.00144,9.57074,-1.66643,-0.148145,0.507507,-0.127903,4.92773,-8.90883,-0.0855091,0.298618,-0.628116,-0.781668,4.39457,-0.249792,8.54698,0.187402,0.0367933,-0.0559862,-0.6062,9.38621,-2.96244,-0.0138265,0.0158408,-0.0778281,0.585478,5.70442,8.5673,0.0829044,0.729925,0.281536
0.019,0.692431,-9.84493,0.283711,0.312588,-0.660365,-0.194146,7.42264,1.53651,5.57939,0.466278,0.074969,0.524767,-2.01613,9.56526,-1.66188,-0.148845,0.495626,-0.129109,4.91978,-8.92142,-0.113026,0.295316,-0.628792,-0.786053,4.30893,-0.249259,8.55183,0.186535,0.0307481,-0.0557949,-0.585443,9.396,-2.95613,-0.0185359,0.016116,-0.0773127,0.608387,5.71036,8.56963,0.072598,0.725094,0.279099
0.02,0.660303,-9.83671,0.271606,0.317787,-0.65665,-0.192968,7.42434,1.53696,5.56625,0.46183,0.0785299,0.525008,-2.03082,9.55977,-1.65733,-0.149545,0.483744,-0.130316,4.91182,-8.934,-0.140544,0.292013,-0.629467,-0.790438,4.22329,-0.248726,8.55668,0.185668,0.0247028,-0.0556036,-0.564686,9.40579,-2.94982,-0.0232452,0.0163913,-0.0767973,0.631295,5.71629,8.57195,0.0622916,0.720263,0.276662
0.021,0.628174,-9.82849,0.259502,0.322985,-0.652936,-0.191789,7.42604,1.5374,5.55312,0.457383,0.0820909,0.52525,-2.04551,9.55428,-1.65277,-0.150246,0.471863,-0.131522,4.90387,-8.94659,-0.168061,0.28871,-0.630143,-0.794823,4.13764,-0.248193,8.56153,0.184801,0.0186575,-0.0554123,-0.54393,9.41557,-2.9435,-0.0279546,0.0166666,-0.0762819,0.654204,5.72222,8.57428,0.0519853,0.715431,0.274225
0.022,0.596046,-9.82027,0.247397,0.328184,-0.649221,-0.190611,7.42775,1.53785,5.53998,0.452935,0.0856518,0.525492,-2.06019,9.5488,-1.64822,-0.150946,0.459982,-0.132728,4.89591,-8.95917,-0.195578,0.285408,-0.630818,-0.799208,4.052,-0.24766,8.56638,0.183934,0.0126122,-0.055221,-0.523173,9.42536,-2.93719,-0.0326639,0.0169419,-0.0757665,0.677112,5.72815,8.5766,0.0416789,0.7106,0.271788
0.023,0.568374,-9.80927,0.254245,0.328938,-0.644232,-0.191422,7.43438,1.53728,5.5497,0.449781,0.0889557,0.526357,-2.0654,9.52189,-1.64571,-0.155214,0.450783,-0.13343,4.91217,-8.95042,-0.210012,0.283901,-0.629631,-0.806144,4.02363,-0.228462,8.56379,0.185395,0.00748918,-0.0553612,-0.503974,9.43933,-2.94151,-0.0362034,0.0166336,-0.0773224,0.685513,5.70762,8.57002,0.0323875,0.70412,0.272014
0.024,0.541974,-9.79747,0.266508,0.328424,-0.638879,-0.192801,7.44243,1.53643,5.56595,0.446996,0.0921861,0.5274,-2.06789,9.48886,-1.64377,-0.160503,0.442351,-0.133987,4.93534,-8.93557,-0.220707,0.282907,-0.627913,-0.81381,4.01163,-0.203932,8.55908,0.18752,0.00262961,-0.0555961,-0.485221,9.4545,-2.94886,-0.0394086,0.0161586,-0.0794701,0.689769,5.67953,8.56089,0.0233861,0.697169,0.273001
0.025,0.515574,-9.78568,0.278771,0.327909,-0.633526,-0.19418,7.45047,1.53558,5.58219,0.444211,0.0954165,0.528444,-2.07037,9.45583,-1.64184,-0.165791,0.433919,-0.134544,4.95851,-8.92073,-0.231403,0.281913,-0.626194,-0.821475,3.99963,-0.179401,8.55437,0.189646,-0.00222995,-0.0558311,-0.466468,9.46967,-2.95621,-0.0426138,0.0156837,-0.0816179,0.694025,5.65144,8.55177,0.0143847,0.690218,0.273987
0.026,0.489175,-9.77388,0.291034,0.327394,-0.628173,-0.195559,7.45852,1.53473,5.59844,0.441426,0.0986469,0.529487,-2.07287,9.4228,-1.63991,-0.17108,0.425486,-0.135102,4.98169,-8.90588,-0.242098,0.28092,-0.624476,-0.829141,3.98763,-0.154871,8.54965,0.191771,-0.00708952,-0.056066,-0.447715,9.48484,-2.96356,-0.045819,0.0152087,-0.0837656,0.698281,5.62335,8.54264,0.00538329,0.683267,0.274974
0.027,0.468319,-9.75984,0.30077,0.325663,-0.623926,-0.197432,7.45746,1.53702,5.61257,0.439189,0.101623,0.530477,-2.07143,9.39397,-1.63775,-0.176492,0.417328,-0.135085,5.00402,-8.88747,-0.257564,0.280193,-0.624201,-0.83695,3.98472,-0.132599,8.54089,0.195081,-0.011571,-0.0561263,-0.418709,9.481,-2.95773,-0.0489191,0.0143325,-0.0851443,0.6951,5.57814,8.53485,-0.00318008,0.675528,0.277031
0.028,0.45855,-9.7413,0.30545,0.321502,-0.621894,-0.200294,7.43817,1.54559,5.62248,0.438046,0.10409,0.531362,-2.06213,9.37352,-1.63514,-0.182151,0.409718,-0.133922,5.02469,-8.86192,-0.28257,0.280002,-0.626813,-0.845045,4.00002,-0.114842,8.52401,0.200758,-0.0152963,-0.0558372,-0.369197,9.43913,-2.92554,-0.0518089,0.0126538,-0.084985,0.677047,5.49867,8.52972,-0.0108674,0.666212,0.281229
0.029,0.448781,-9.72276,0.310131,0.317341,-0.619861,-0.203156,7.41889,1.55417,5.63239,0.436903,0.106558,0.532246,-2.05283,9.35307,-1.63253,-0.18781,0.402107,-0.132758,5.04536,-8.83637,-0.307577,0.27981,-0.629425,-0.85314,4.01531,-0.0970855,8.50713,0.206436,-0.0190215,-0.0555482,-0.319685,9.39726,-2.89334,-0.0546987,0.0109752,-0.0848256,0.658993,5.4192,8.5246,-0.0185547,0.656897,0.285427
0.03,0.439012,-9.70422,0.314812,0.313179,-0.617828,-0.206018,7.3996,1.56274,5.64229,0.435761,0.109025,0.53313,-2.04353,9.33263,-1.62992,-0.193469,0.394497,-0.131594,5.06603,-8.81082,-0.332583,0.279619,-0.632038,-0.861235,4.03061,-0.079329,8.49025,0.212113,-0.0227468,-0.0552591,-0.270173,9.35539,-2.86114,-0.0575886,0.00929654,-0.0846663,0.640939,5.33973,8.51947,-0.026242,0.647582,0.289625
0.031,0.429242,-9.68569,0.319493,0.309018,-0.615796,-0.20888,7.38032,1.57132,5.6522,0.434618,0.111492,0.534014,-2.03423,9.31218,-1.62731,-0.199128,0.386886,-0.13043,5.0867,-8.78528,-0.357589,0.279427,-0.63465,-0.869331,4.0459,-0.0615724,8.47337,0.217791,-0.0264721,-0.0549701,-0.220661,9.31352,-2.82895,-0.0604784,0.0076179,-0.0845069,0.622885,5.26026,8.51435,-0.0339293,0.638267,0.293824
0.032,0.450488,-9.67965,0.338537,0.302653,-0.621257,-0.211688,7.36872,1.58715,5.65077,0.434604,0.112415,0.534213,-2.00749,9.29858,-1.62686,-0.202922,0.382165,-0.130196,5.1083,-8.80825,-0.38602,0.277363,-0.632531,-0.875997,4.03747,-0.0751877,8.45877,0.22288,-0.0310091,-0.0567351,-0.212953,9.31026,-2.82837,-0.0616415,0.00737496,-0.0875687,0.630081,5.15592,8.51378,-0.0380193,0.630315,0.299403
0.033,0.47561,-9.67517,0.359376,0.296013,-0.627655,-0.214489,7.35808,1.6039,5.64792,0.434732,0.113144,0.534327,-1.97856,9.28583,-1.62668,-0.206484,0.377806,-0.130078,5.13001,-8.83729,-0.41488,0.275064,-0.62982,-0.882485,4.02608,-0.0927244,8.44445,0.227896,-0.0356475,-0.0587568,-0.21047,9.31182,-2.83174,-0.0625888,0.00731149,-0.0910331,0.640434,5.04846,8.51378,-0.0416597,0.622533,0.305155
0.034,0.500732,-9.6707,0.380215,0.289373,-0.634053,-0.21729,7.34744,1.62064,5.64507,0.43486,0.113874,0.534441,-1.94964,9.27308,-1.62651,-0.210046,0.373446,-0.129961,5.15173,-8.86634,-0.44374,0.272766,-0.62711,-0.888974,4.01469,-0.110261,8.43013,0.232911,-0.0402859,-0.0607786,-0.207987,9.31339,-2.83511,-0.0635361,0.00724801,-0.0944976,0.650786,4.94101,8.51378,-0.0453,0.614752,0.310907
0.035,0.525854,-9.66622,0.401054,0.282733,-0.640451,-0.220092,7.3368,1.63739,5.64222,0.434987,0.114603,0.534555,-1.92071,9.26033,-1.62633,-0.213608,0.369086,-0.129843,5.17344,-8.89538,-0.472599,0.270468,-0.624399,-0.895462,4.0033,-0.127798,8.41581,0.237927,-0.0449244,-0.0628003,-0.205504,9.31495,-2.83848,-0.0644834,0.00718454,-0.097962,0.661138,4.83356,8.51378,-0.0489403,0.60697,0.316658
0.036,0.536357,-9.64895,0.409451,0.275158,-0.647108,-0.222616,7.34221,1.64888,5.64281,0.434255,0.115652,0.533869,-1.87522,9.251,-1.62009,-0.215269,0.364946,-0.129363,5.17073,-8.91424,-0.483397,0.268638,-0.621721,-0.902376,3.98498,-0.154282,8.41353,0.241374,-0.0502211,-0.0655914,-0.209825,9.30985,-2.85276,-0.0651643,0.00894956,-0.0994225,0.680907,4.76676,8.51669,-0.0481458,0.599161,0.322307
0.037,0.528586,-9.61569,0.402293,0.266413,-0.65409,-0.224796,7.36769,1.65381,5.64769,0.432447,0.117099,0.532184,-1.80901,9.24595,-1.60626,-0.214554,0.36108,-0.128431,5.13749,-8.92038,-0.471617,0.267393,-0.619082,-0.909823,3.958,-0.191951,8.4263,0.242861,-0.0563407,-0.0693443,-0.222649,9.2964,-2.88066,-0.0655121,0.0130002,-0.0983781,0.712446,4.75077,8.52324,-0.0418079,0.591317,0.327826
0.038,0.520814,-9.58244,0.395136,0.257668,-0.661072,-0.226975,7.39317,1.65875,5.65258,0.430639,0.118546,0.530498,-1.7428,9.2409,-1.59242,-0.21384,0.357214,-0.127498,5.10425,-8.92651,-0.459837,0.266149,-0.616443,-0.91727,3.93102,-0.22962,8.43907,0.244348,-0.0624603,-0.0730972,-0.235473,9.28294,-2.90857,-0.06586,0.0170508,-0.0973337,0.743985,4.73478,8.52979,-0.0354699,0.583473,0.333345
0.039,0.513043,-9.54918,0.387979,0.248923,-0.668054,-0.229154,7.41865,1.66368,5.65747,0.428831,0.119993,0.528812,-1.6766,9.23585,-1.57859,-0.213125,0.353348,-0.126565,5.07101,-8.93265,-0.448058,0.264904,-0.613804,-0.924717,3.90404,-0.267288,8.45184,0.245835,-0.0685798,-0.0768501,-0.248297,9.2695,-2.93647,-0.0662078,0.0211015,-0.0962894,0.775524,4.7188,8.53634,-0.0291319,0.575629,0.338864
0.04,0.505271,-9.51592,0.380822,0.240179,-0.675036,-0.231333,7.44413,1.66861,5.66235,0.427023,0.12144,0.527127,-1.61039,9.2308,-1.56476,-0.212411,0.349482,-0.125632,5.03777,-8.93879,-0.436278,0.26366,-0.611166,-0.932163,3.87706,-0.304957,8.46461,0.247322,-0.0746994,-0.080603,-0.261121,9.25604,-2.96438,-0.0665557,0.0251521,-0.095245,0.807062,4.70281,8.54289,-0.0227939,0.567785,0.344383
0.041,0.505002,-9.48073,0.370851,0.230313,-0.676167,-0.231854,7.46554,1.68309,5.64906,0.422783,0.124591,0.525711,-1.54137,9.22518,-1.54328,-0.204906,0.344616,-0.125842,4.96754,-8.94076,-0.488926,0.264918,-0.609421,-0.935122,3.86924,-0.293138,8.4921,0.248326,-0.0798493,-0.0823097,-0.223756,9.24233,-2.95062,-0.0682763,0.0275176,-0.0967408,0.936377,4.69379,8.56221,-0.0135529,0.565636,0.348812
0.042,0.504732,-9.44553,0.36088,0.220446,-0.677298,-0.232376,7.48695,1.69757,5.63577,0.418543,0.127742,0.524294,-1.47236,9.21955,-1.5218,-0.197401,0.339749,-0.126051,4.89732,-8.94273,-0.541573,0.266177,-0.607675,-0.938082,3.86142,-0.281319,8.51958,0.24933,-0.0849992,-0.0840164,-0.186392,9.22861,-2.93686,-0.069997,0.0298832,-0.0982366,1.06569,4.68476,8.58152,-0.00431193,0.563486,0.353242
0.043,0.504463,-9.41033,0.35091,0.21058,-0.678429,-0.232897,7.50836,1.71205,5.62248,0.414304,0.130893,0.522878,-1.40334,9.21393,-1.50032,-0.189896,0.334883,-0.126261,4.82709,-8.94471,-0.594221,0.267436,-0.60593,-0.941041,3.8536,-0.269501,8.54707,0.250334,-0.090149,-0.0857231,-0.149027,9.21489,-2.9231,-0.0717176,0.0322487,-0.0997324,1.19501,4.67573,8.60083,0.00492907,0.561337,0.357671
0.044,0.504193,-9.37514,0.340939,0.200714,-0.67956,-0.233418,7.52977,1.72654,5.60919,0.410064,0.134044,0.521462,-1.33432,9.20831,-1.47884,-0.182392,0.330016,-0.12647,4.75686,-8.94668,-0.646869,0.268695,-0.604185,-0.944,3.84578,-0.257682,8.57456,0.251339,-0.0952989,-0.0874298,-0.111662,9.20118,-2.90934,-0.0734382,0.0346142,-0.101228,1.32432,4.66671,8.62014,0.0141701,0.559187,0.3621
0.045,0.535484,-9.35071,0.335913,0.189287,-0.679443,-0.234093,7.54397,1.73727,5.60133,0.406467,0.137246,0.521369,-1.26913,9.19963,-1.4722,-0.174099,0.324086,-0.126245,4.6849,-8.94524,-0.668345,0.270999,-0.601053,-0.946782,3.86352,-0.225915,8.58945,0.251201,-0.0999858,-0.0885921,-0.115813,9.20872,-2.91166,-0.0736734,0.0366283,-0.101579,1.47218,4.68031,8.63454,0.0202626,0.561279,0.368158
