Time,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,-0.745443,9.22173,-0.587791,0.0075451,0.218399,-0.128234,5.06068,1.86538,8.25246,0.578306,-0.0476209,-0.140892,-1.759,9.04197,-1.89263,0.084135,0.211253,0.0252476,8.48711,0.247478,3.73266,-0.275439,0.321185,0.00392223,-0.774987,-8.84957,-1.65761,0.0218274,-0.677687,0.163047,4.94158,-2.6126,7.51093,-0.451516,0.133114,0.115636,-1.20526,-9.66766,-0.939237,0.0114744,-0.304652,0.16603
0.001,-0.752431,9.23059,-0.659467,0.00778675,0.215562,-0.12661,5.09284,1.75866,8.26678,0.590541,-0.0506502,-0.148269,-1.77949,9.04059,-1.8852,0.0850198,0.201211,0.0223528,8.42817,0.252797,3.74961,-0.280815,0.316274,0.00593235,-0.767322,-8.8734,-1.66741,0.0225703,-0.687849,0.166774,4.94775,-2.66717,7.53455,-0.448341,0.132135,0.117785,-1.24588,-9.66889,-0.920922,0.0059462,-0.313717,0.168593
0.002,-0.759419,9.23945,-0.731142,0.0080284,0.212726,-0.124985,5.125,1.65194,8.2811,0.602775,-0.0536795,-0.155646,-1.79998,9.03921,-1.87776,0.0859046,0.191168,0.0194581,8.36923,0.258115,3.76656,-0.286191,0.311363,0.00794247,-0.759657,-8.89723,-1.67721,0.0233133,-0.69801,0.170502,4.95391,-2.72174,7.55816,-0.445166,0.131155,0.119935,-1.2865,-9.67011,-0.902606,0.000417964,-0.322782,0.171156
0.003,-0.766407,9.24831,-0.802818,0.00827004,0.209889,-0.12336,5.15716,1.54522,8.29542,0.61501,-0.0567087,-0.163023,-1.82047,9.03782,-1.87032,0.0867894,0.181126,0.0165633,8.31029,0.263433,3.78351,-0.291567,0.306452,0.00995259,-0.751992,-8.92107,-1.68701,0.0240562,-0.708172,0.174229,4.96007,-2.77631,7.58177,-0.441991,0.130176,0.122084,-1.32712,-9.67134,-0.88429,-0.00511027,-0.331847,0.173719
0.004,-0.773394,9.25717,-0.874493,0.00851169,0.207053,-0.121736,5.18932,1.4385,8.30974,0.627245,-0.059738,-0.1704,-1.84095,9.03644,-1.86289,0.0876741,0.171083,0.0136686,8.25134,0.268751,3.80046,-0.296943,0.301541,0.0119627,-0.744327,-8.9449,-1.69681,0.0247991,-0.718334,0.177956,4.96624,-2.83088,7.60539,-0.438816,0.129197,0.124234,-1.36774,-9.67256,-0.865974,-0.0106385,-0.340913,0.176282
0.005,-0.770339,9.25756,-0.935451,0.00871281,0.203106,-0.120193,5.23395,1.36718,8.33048,0.639655,-0.0616041,-0.177783,-1.85419,9.02166,-1.84976,0.0899508,0.161129,0.0111347,8.19913,0.2682,3.79049,-0.302053,0.297216,0.0137785,-0.743367,-8.98607,-1.69715,0.0282955,-0.723116,0.178377,4.96769,-2.8894,7.63404,-0.435404,0.128796,0.125382,-1.41451,-9.6789,-0.840489,-0.0140551,-0.350495,0.17911
0.006,-0.759248,9.25118,-0.987834,0.0088815,0.198272,-0.118716,5.28856,1.3242,8.35636,0.652203,-0.0625398,-0.185172,-1.86163,8.99617,-1.83207,0.0933411,0.151245,0.00888956,8.15229,0.262955,3.75897,-0.30695,0.293362,0.0154387,-0.747771,-9.0411,-1.68994,0.0339945,-0.723594,0.176153,4.96538,-2.95107,7.66671,-0.431801,0.128858,0.12573,-1.46619,-9.68933,-0.809267,-0.0157825,-0.36049,0.182149
0.007,-0.748158,9.24479,-1.04022,0.0090502,0.193438,-0.117238,5.34316,1.28121,8.38225,0.664752,-0.0634754,-0.192562,-1.86906,8.97068,-1.81439,0.0967313,0.141362,0.0066444,8.10546,0.257709,3.72745,-0.311847,0.289507,0.017099,-0.752175,-9.09613,-1.68272,0.0396935,-0.724073,0.173929,4.96307,-3.01274,7.69939,-0.428199,0.128921,0.126078,-1.51787,-9.69976,-0.778046,-0.0175099,-0.370486,0.185189
0.008,-0.737068,9.23841,-1.0926,0.00921889,0.188603,-0.115761,5.39776,1.23822,8.40813,0.677301,-0.0644111,-0.199951,-1.8765,8.94519,-1.79671,0.100121,0.131478,0.00439924,8.05862,0.252463,3.69593,-0.316744,0.285652,0.0187592,-0.756578,-9.15116,-1.6755,0.0453926,-0.724552,0.171705,4.96076,-3.07441,7.73206,-0.424596,0.128983,0.126426,-1.56955,-9.71019,-0.746824,-0.0192373,-0.380482,0.188228
0.009,-0.725056,9.23615,-1.14687,0.00926832,0.183536,-0.113832,5.44517,1.20132,8.43044,0.690097,-0.065596,-0.207494,-1.8865,8.92855,-1.78276,0.103398,0.121687,0.00229377,8.01441,0.247775,3.6673,-0.321456,0.282007,0.0203571,-0.760099,-9.21101,-1.66741,0.0514635,-0.724259,0.168537,4.95826,-3.13255,7.76242,-0.420641,0.129056,0.126434,-1.61864,-9.71502,-0.711782,-0.0208673,-0.390824,0.191023
0.01,-0.705674,9.26687,-1.21625,0.0083636,0.176607,-0.108292,5.435,1.21308,8.42423,0.704872,-0.068775,-0.216275,-1.91703,8.98277,-1.79867,0.105764,0.11264,0.00130577,7.99117,0.247548,3.66178,-0.324683,0.280045,0.0214561,-0.756557,-9.30936,-1.65235,0.0605098,-0.717792,0.157821,4.95416,-3.16242,7.77422,-0.413866,0.129221,0.123727,-1.64706,-9.6751,-0.646174,-0.0217183,-0.403935,0.191858
0.011,-0.686292,9.29759,-1.28563,0.00745888,0.169678,-0.102751,5.42482,1.22485,8.41802,0.719648,-0.071954,-0.225056,-1.94755,9.03699,-1.81459,0.10813,0.103592,0.000317779,7.96793,0.247321,3.65626,-0.32791,0.278082,0.022555,-0.753014,-9.4077,-1.63729,0.069556,-0.711326,0.147104,4.95007,-3.19228,7.78603,-0.407091,0.129385,0.121019,-1.67549,-9.63518,-0.580566,-0.0225694,-0.417047,0.192694
0.012,-0.666911,9.32831,-1.35502,0.00655416,0.16275,-0.0972103,5.41465,1.23661,8.41181,0.734423,-0.0751329,-0.233836,-1.97808,9.09121,-1.8305,0.110497,0.094545,-0.000670217,7.9447,0.247095,3.65074,-0.331137,0.276119,0.023654,-0.749471,-9.50605,-1.62223,0.0786023,-0.704859,0.136388,4.94597,-3.22215,7.79784,-0.400317,0.129549,0.118312,-1.70391,-9.59526,-0.514958,-0.0234205,-0.430159,0.19353
0.013,-0.647529,9.35903,-1.4244,0.00564943,0.155821,-0.0916695,5.40448,1.24838,8.4056,0.749198,-0.0783119,-0.242617,-2.00861,9.14543,-1.84642,0.112863,0.0854975,-0.00165821,7.92146,0.246868,3.64521,-0.334365,0.274156,0.0247529,-0.745928,-9.6044,-1.60717,0.0876486,-0.698393,0.125671,4.94188,-3.25201,7.80965,-0.393542,0.129713,0.115604,-1.73233,-9.55533,-0.44935,-0.0242716,-0.443271,0.194365
0.014,-0.645248,9.37694,-1.46747,0.00261826,0.148945,-0.0889884,5.38715,1.27801,8.41988,0.762521,-0.0814284,-0.250713,-2.00565,9.19476,-1.85608,0.113396,0.0787686,-0.000211716,7.89534,0.248257,3.62571,-0.337047,0.273667,0.0274262,-0.764487,-9.68292,-1.57337,0.0969839,-0.69143,0.111209,4.92391,-3.28681,7.79897,-0.384939,0.128333,0.111749,-1.75488,-9.54068,-0.41802,-0.0263172,-0.450074,0.195425
0.015,-0.651517,9.38843,-1.49738,-0.00147613,0.142095,-0.087737,5.36623,1.31657,8.4444,0.775118,-0.0845136,-0.258467,-1.98596,9.24165,-1.86261,0.113012,0.0731989,0.00245203,7.86778,0.250455,3.59922,-0.339458,0.273914,0.0308866,-0.794096,-9.75153,-1.53021,0.106464,-0.68422,0.0948748,4.899,-3.32406,7.77706,-0.375423,0.12618,0.107319,-1.7745,-9.53866,-0.40383,-0.0289601,-0.453724,0.196597
0.016,-0.657786,9.39992,-1.5273,-0.00557053,0.135245,-0.0864857,5.34532,1.35513,8.46892,0.787714,-0.0875988,-0.266221,-1.96626,9.28853,-1.86914,0.112628,0.0676293,0.00511577,7.84021,0.252652,3.57273,-0.341868,0.274162,0.034347,-0.823705,-9.82014,-1.48705,0.115943,-0.67701,0.0785401,4.8741,-3.36132,7.75515,-0.365906,0.124027,0.10289,-1.79412,-9.53664,-0.38964,-0.031603,-0.457374,0.197769
0.017,-0.664055,9.41141,-1.55722,-0.00966492,0.128395,-0.0852343,5.32441,1.39369,8.49344,0.800311,-0.090684,-0.273975,-1.94657,9.33542,-1.87567,0.112244,0.0620597,0.00777951,7.81265,0.254849,3.54624,-0.344279,0.274409,0.0378074,-0.853314,-9.88875,-1.44388,0.125423,-0.6698,0.0622054,4.84919,-3.39857,7.73323,-0.356389,0.121874,0.0984605,-1.81374,-9.53462,-0.37545,-0.034246,-0.461024,0.198941
0.018,-0.665607,9.42918,-1.5816,-0.0133598,0.120684,-0.0842675,5.31009,1.4312,8.51133,0.811663,-0.0937593,-0.281292,-1.93216,9.38197,-1.88096,0.111361,0.0563433,0.0103292,7.78431,0.254232,3.52075,-0.346452,0.274615,0.0410107,-0.881058,-9.95023,-1.39716,0.133854,-0.664526,0.0456177,4.82222,-3.43839,7.71515,-0.347353,0.119738,0.0940348,-1.81564,-9.53814,-0.35011,-0.0364568,-0.465774,0.200973
0.019,-0.65065,9.46892,-1.58659,-0.0156561,0.109964,-0.0842964,5.31881,1.46505,8.50602,0.818657,-0.0967996,-0.287081,-1.93626,9.42735,-1.88189,0.108728,0.0501137,0.0124796,7.75323,0.243763,3.49876,-0.347791,0.274675,0.0433144,-0.902273,-9.98679,-1.33798,0.138612,-0.666028,0.0281443,4.78804,-3.48717,7.71046,-0.34,0.117662,0.0896222,-1.7555,-9.56103,-0.285741,-0.037155,-0.474373,0.206013
0.02,-0.635694,9.50866,-1.59159,-0.0179525,0.0992427,-0.0843254,5.32754,1.49889,8.50071,0.825651,-0.0998401,-0.292871,-1.94036,9.47274,-1.88282,0.106095,0.0438841,0.01463,7.72216,0.233294,3.47677,-0.349131,0.274736,0.0456181,-0.923489,-10.0233,-1.27881,0.143371,-0.667531,0.010671,4.75386,-3.53595,7.70577,-0.332647,0.115586,0.0852095,-1.69536,-9.58393,-0.221373,-0.0378533,-0.482973,0.211053
0.021,-0.620737,9.5484,-1.59659,-0.0202488,0.088522,-0.0843544,5.33627,1.53274,8.4954,0.832645,-0.10288,-0.29866,-1.94447,9.51812,-1.88374,0.103461,0.0376544,0.0167804,7.69109,0.222825,3.45479,-0.350471,0.274796,0.0479218,-0.944704,-10.0599,-1.21963,0.148129,-0.669034,-0.00680239,4.71967,-3.58472,7.70107,-0.325294,0.113511,0.0807969,-1.63522,-9.60683,-0.157005,-0.0385516,-0.491573,0.216093
0.022,-0.60578,9.58814,-1.60158,-0.0225452,0.0778012,-0.0843833,5.345,1.56659,8.49008,0.839639,-0.105921,-0.30445,-1.94857,9.5635,-1.88467,0.100828,0.0314248,0.0189308,7.66002,0.212356,3.4328,-0.351811,0.274857,0.0502255,-0.965919,-10.0965,-1.16045,0.152887,-0.670536,-0.0242757,4.68549,-3.6335,7.69638,-0.317941,0.111435,0.0763843,-1.57508,-9.62972,-0.0926365,-0.0392498,-0.500172,0.221133
0.023,-0.580576,9.57713,-1.58514,-0.0251459,0.0688637,-0.0832117,5.33191,1.64742,8.48836,0.839213,-0.109343,-0.308565,-1.92625,9.56343,-1.87052,0.0948992,0.0234823,0.0200441,7.66681,0.186437,3.44443,-0.351998,0.275789,0.0532817,-0.966029,-10.1019,-1.10678,0.151325,-0.680691,-0.0385127,4.65069,-3.65255,7.68811,-0.314363,0.112478,0.0722738,-1.45978,-9.64962,-0.0719915,-0.0371706,-0.517123,0.223988
0.024,-0.552444,9.55163,-1.56258,-0.0278337,0.0604356,-0.081697,5.31259,1.74168,8.48766,0.836667,-0.112875,-0.312201,-1.89638,9.55036,-1.85206,0.0880283,0.0150504,0.020861,7.68443,0.156104,3.46566,-0.351856,0.276971,0.0565528,-0.960109,-10.0985,-1.05467,0.147956,-0.693318,-0.0518249,4.6157,-3.66309,7.6788,-0.311863,0.114413,0.0682496,-1.32872,-9.66866,-0.0638388,-0.0342978,-0.536459,0.226218
0.025,-0.524313,9.52612,-1.54001,-0.0305214,0.0520076,-0.0801823,5.29327,1.83593,8.48696,0.834122,-0.116406,-0.315837,-1.86651,9.53729,-1.83361,0.0811575,0.00661855,0.0216779,7.70204,0.125771,3.48689,-0.351714,0.278152,0.059824,-0.954188,-10.095,-1.00257,0.144588,-0.705945,-0.0651372,4.58072,-3.67364,7.6695,-0.309364,0.116348,0.0642254,-1.19766,-9.68771,-0.0556862,-0.031425,-0.555795,0.228449
0.026,-0.496181,9.50062,-1.51744,-0.0332092,0.0435796,-0.0786676,5.27394,1.93019,8.48626,0.831576,-0.119938,-0.319473,-1.83664,9.52423,-1.81515,0.0742866,-0.00181331,0.0224948,7.71965,0.0954386,3.50812,-0.351571,0.279334,0.0630951,-0.948268,-10.0916,-0.950459,0.141219,-0.718571,-0.0784495,4.54574,-3.68419,7.6602,-0.306864,0.118283,0.0602012,-1.0666,-9.70675,-0.0475336,-0.0285522,-0.575131,0.230679
0.027,-0.48565,9.47243,-1.50556,-0.035127,0.034462,-0.0771167,5.25096,2.05291,8.48235,0.829605,-0.123121,-0.322821,-1.80108,9.50964,-1.79442,0.0677879,-0.0110054,0.0230963,7.73389,0.0701755,3.52709,-0.35135,0.27941,0.0659232,-0.947802,-10.079,-0.903831,0.136652,-0.733254,-0.0889329,4.53084,-3.67705,7.64953,-0.305046,0.119819,0.0567133,-0.969124,-9.74244,-0.0728891,-0.025943,-0.590809,0.233412
0.028,-0.51032,9.4389,-1.51504,-0.035505,0.0239653,-0.0754934,5.22065,2.23255,8.47205,0.828784,-0.125608,-0.32559,-1.75416,9.49199,-1.76916,0.0620336,-0.0217179,0.023267,7.74138,0.0550521,3.54154,-0.350971,0.277274,0.0678651,-0.958247,-10.0482,-0.868158,0.129687,-0.752048,-0.0937587,4.55609,-3.63455,7.63612,-0.304592,0.120554,0.0542977,-0.938827,-9.81143,-0.165261,-0.0238612,-0.599172,0.23715
0.029,-0.534991,9.40537,-1.52452,-0.0358831,0.0134685,-0.07387,5.19034,2.4122,8.46174,0.827962,-0.128096,-0.32836,-1.70723,9.47434,-1.7439,0.0562794,-0.0324304,0.0234377,7.74887,0.0399288,3.556,-0.350592,0.275139,0.0698071,-0.968692,-10.0173,-0.832486,0.122723,-0.770843,-0.0985846,4.58134,-3.59205,7.62271,-0.304137,0.12129,0.0518822,-0.90853,-9.88042,-0.257632,-0.0217793,-0.607534,0.240889
0.03,-0.559662,9.37184,-1.534,-0.0362611,0.00297182,-0.0722467,5.16003,2.59184,8.45144,0.827141,-0.130583,-0.33113,-1.6603,9.45669,-1.71864,0.0505251,-0.0431429,0.0236084,7.75635,0.0248054,3.57045,-0.350213,0.273004,0.071749,-0.979137,-9.98647,-0.796813,0.115758,-0.789637,-0.10341,4.60659,-3.54955,7.60931,-0.303682,0.122026,0.0494666,-0.878233,-9.94941,-0.350004,-0.0196975,-0.615896,0.244627
