Time,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,0.348982,9.5428,-1.14234,-0.0263037,0.142972,-0.0923676,4.98312,2.66628,8.30459,-0.009585,0.0338878,0.0279082,0.0315197,9.62169,-1.60047,0.0398496,0.125494,-0.0215534,9.04163,0.230353,3.45448,0.0682955,0.00731952,0.015975,-1.19637,-9.61581,-2.25375,-0.0883906,-0.141464,0.0417118,4.04801,-1.87375,8.41054,0.254867,0.100442,-0.144373,0.101621,-9.83538,-1.84354,-0.0689883,-0.0185783,-0.0168033
0.001,0.350038,9.55367,-1.14428,-0.0267035,0.142974,-0.0920137,4.9585,2.68018,8.30421,-0.0084242,0.0333045,0.0263114,0.0191988,9.63327,-1.61284,0.0419957,0.128004,-0.022621,9.05466,0.213079,3.4482,0.0694471,0.00460303,0.0161986,-1.20521,-9.61481,-2.26046,-0.0869404,-0.140457,0.0402585,4.07046,-1.84435,8.43456,0.252114,0.0978653,-0.142695,0.0830038,-9.83489,-1.83712,-0.0683181,-0.0190395,-0.0158097
0.002,0.351094,9.56454,-1.14622,-0.0271034,0.142975,-0.0916598,4.93388,2.69409,8.30383,-0.00726341,0.0327212,0.0247146,0.00687803,9.64485,-1.62521,0.0441417,0.130513,-0.0236887,9.06769,0.195804,3.44193,0.0705986,0.00188654,0.0164221,-1.21406,-9.6138,-2.26717,-0.0854902,-0.139451,0.0388053,4.09292,-1.81494,8.45858,0.249362,0.0952888,-0.141017,0.0643871,-9.8344,-1.83071,-0.0676479,-0.0195006,-0.0148161
0.003,0.35215,9.57541,-1.14817,-0.0275033,0.142977,-0.0913059,4.90927,2.70799,8.30346,-0.00610261,0.0321379,0.0231177,-0.00544279,9.65643,-1.63758,0.0462877,0.133022,-0.0247563,9.08072,0.178529,3.43565,0.0717502,-0.000829951,0.0166457,-1.2229,-9.6128,-2.27389,-0.0840401,-0.138444,0.0373521,4.11538,-1.78554,8.4826,0.24661,0.0927124,-0.13934,0.0457703,-9.83391,-1.8243,-0.0669777,-0.0199617,-0.0138224
0.004,0.353206,9.58628,-1.15011,-0.0279032,0.142979,-0.0909519,4.88465,2.72189,8.30308,-0.00494182,0.0315545,0.0215209,-0.0177636,9.668,-1.64995,0.0484338,0.135531,-0.0258239,9.09375,0.161255,3.42937,0.0729018,-0.00354644,0.0168692,-1.23175,-9.61179,-2.2806,-0.0825899,-0.137438,0.0358988,4.13783,-1.75613,8.50662,0.243857,0.0901359,-0.137662,0.0271536,-9.83341,-1.81789,-0.0663075,-0.0204229,-0.0128288
0.005,0.349079,9.60649,-1.13183,-0.0299259,0.14142,-0.0899393,4.87917,2.71188,8.30921,-0.00427204,0.0299347,0.0215881,-0.0415785,9.6909,-1.65201,0.0505721,0.138343,-0.0253351,9.10448,0.145395,3.42592,0.0742676,-0.00550181,0.0168517,-1.23216,-9.60774,-2.27813,-0.0818197,-0.138266,0.0344264,4.15104,-1.72703,8.52138,0.240559,0.0880937,-0.136176,0.0185069,-9.83819,-1.81115,-0.0653381,-0.020845,-0.0124193
0.006,0.340807,9.63418,-1.09736,-0.0332468,0.138613,-0.0883996,4.88899,2.68274,8.32053,-0.00399509,0.0274856,0.0229864,-0.0745887,9.72286,-1.64583,0.0527043,0.141397,-0.0236013,9.11335,0.130668,3.42472,0.0758049,-0.00684829,0.0166414,-1.22584,-9.60125,-2.26831,-0.0815935,-0.140564,0.0329385,4.15685,-1.69817,8.52873,0.236825,0.0864789,-0.134844,0.0178361,-9.84719,-1.80415,-0.0641293,-0.0212358,-0.0124771
0.007,0.332535,9.66187,-1.06289,-0.0365678,0.135805,-0.0868599,4.89882,2.65359,8.33186,-0.00371814,0.0250364,0.0243847,-0.107599,9.75481,-1.63965,0.0548364,0.144451,-0.0218674,9.12223,0.115941,3.42352,0.0773422,-0.00819477,0.0164311,-1.21952,-9.59476,-2.25849,-0.0813673,-0.142861,0.0314506,4.16266,-1.66931,8.53608,0.233091,0.0848641,-0.133511,0.0171653,-9.85619,-1.79716,-0.0629204,-0.0216267,-0.0125349
0.008,0.324262,9.68957,-1.02842,-0.0398887,0.132998,-0.0853203,4.90864,2.62445,8.34318,-0.00344118,0.0225873,0.0257831,-0.140609,9.78677,-1.63347,0.0569686,0.147505,-0.0201335,9.13111,0.101214,3.42232,0.0788795,-0.00954125,0.0162207,-1.2132,-9.58827,-2.24867,-0.0811411,-0.145158,0.0299627,4.16846,-1.64045,8.54343,0.229357,0.0832493,-0.132179,0.0164945,-9.86518,-1.79016,-0.0617116,-0.0220176,-0.0125928
0.009,0.31208,9.71458,-0.995985,-0.0430301,0.130272,-0.0837874,4.91784,2.59665,8.35285,-0.00310641,0.0204413,0.0269806,-0.173904,9.81534,-1.62686,0.0589677,0.150696,-0.0184655,9.13911,0.0880087,3.42149,0.080356,-0.010683,0.0159521,-1.20971,-9.58236,-2.23849,-0.0809858,-0.146972,0.0285706,4.17695,-1.61285,8.54702,0.22578,0.0814549,-0.130962,0.017105,-9.87336,-1.78471,-0.0606526,-0.0224928,-0.0126497
0.01,0.268612,9.71814,-0.979763,-0.0447349,0.128197,-0.0823094,4.92204,2.5796,8.3493,-0.00230907,0.0207199,0.0265723,-0.20948,9.81686,-1.61679,0.0599021,0.154984,-0.0173249,9.14016,0.0869777,3.42368,0.0813466,-0.0101868,0.0152171,-1.22881,-9.58108,-2.22545,-0.0813979,-0.144927,0.0279447,4.20681,-1.5953,8.52045,0.223463,0.0782233,-0.130666,0.0279662,-9.87494,-1.7917,-0.0607925,-0.0236429,-0.0126995
0.011,0.225144,9.72171,-0.963542,-0.0464397,0.126123,-0.0808313,4.92624,2.56255,8.34575,-0.00151173,0.0209986,0.026164,-0.245055,9.81837,-1.60673,0.0608366,0.159272,-0.0161843,9.14121,0.0859467,3.42587,0.0823372,-0.00969053,0.0144822,-1.24791,-9.5798,-2.21241,-0.08181,-0.142882,0.0273188,4.23668,-1.57776,8.49389,0.221147,0.0749917,-0.13037,0.0388273,-9.87652,-1.79869,-0.0609324,-0.0247929,-0.0127493
0.012,0.181677,9.72528,-0.94732,-0.0481444,0.124048,-0.0793533,4.93044,2.5455,8.34219,-0.00071439,0.0212772,0.0257557,-0.280631,9.81988,-1.59667,0.061771,0.16356,-0.0150437,9.14226,0.0849157,3.42806,0.0833277,-0.00919429,0.0137473,-1.26701,-9.57852,-2.19937,-0.0822222,-0.140837,0.0266929,4.26655,-1.56022,8.46733,0.21883,0.0717601,-0.130074,0.0496884,-9.8781,-1.80568,-0.0610723,-0.025943,-0.0127991
0.013,0.138209,9.72885,-0.931098,-0.0498492,0.121973,-0.0778752,4.93464,2.52845,8.33864,8.29e-05,0.0215558,0.0253474,-0.316206,9.8214,-1.58661,0.0627054,0.167849,-0.0139031,9.14331,0.0838847,3.43025,0.0843183,-0.00869807,0.0130123,-1.28611,-9.57723,-2.18633,-0.0826343,-0.138792,0.026067,4.29642,-1.54267,8.44076,0.216513,0.0685285,-0.129777,0.0605495,-9.87968,-1.81267,-0.0612122,-0.0270931,-0.0128488
0.014,0.134441,9.7281,-0.927324,-0.0489442,0.120854,-0.0784253,4.94283,2.54266,8.33479,0.000995543,0.0202729,0.0244296,-0.34406,9.82193,-1.59173,0.0628297,0.171079,-0.0129676,9.15558,0.0807248,3.41656,0.0844117,-0.00911039,0.0131973,-1.30093,-9.58679,-2.1814,-0.0821226,-0.138119,0.0253973,4.30167,-1.55758,8.44529,0.213133,0.0662025,-0.127681,0.0591718,-9.88125,-1.81425,-0.0613329,-0.0287,-0.0127688
