Time,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,0.251431,9.17552,-1.57598,-0.0461029,0.202617,-0.0324992,4.79663,2.60804,8.46662,-0.06816,0.00321629,-0.0388025,-0.0903768,9.49336,-1.58919,-0.00763033,0.130768,0.136124,8.96174,-0.67544,3.65434,-0.344783,0.0486636,-0.135594,-1.78205,-9.55546,-2.73126,-0.0454636,0.260849,0.071445,4.91663,-2.30022,7.79337,0.0952913,0.0793687,-0.0121297,0.0322533,-9.84389,-2.53989,-0.0714792,0.217957,0.0711927
0.001,0.214772,9.1435,-1.57154,-0.0429166,0.194885,-0.0323756,4.8038,2.62095,8.46526,-0.0683721,0.00194266,-0.0378224,-0.0772371,9.44689,-1.57652,-0.0118031,0.125308,0.131544,8.93486,-0.641089,3.65047,-0.333817,0.0466573,-0.137814,-1.78008,-9.52675,-2.7391,-0.0450858,0.254877,0.068736,4.93349,-2.30014,7.78174,0.0914989,0.0852604,-0.0149769,0.00161017,-9.82062,-2.52984,-0.0703205,0.216005,0.0692531
0.002,0.178113,9.11148,-1.5671,-0.0397302,0.187153,-0.032252,4.81098,2.63386,8.46389,-0.0685843,0.000669027,-0.0368423,-0.0640974,9.40042,-1.56384,-0.0159759,0.119849,0.126963,8.90798,-0.606738,3.6466,-0.322852,0.044651,-0.140034,-1.77811,-9.49804,-2.74693,-0.044708,0.248905,0.066027,4.95036,-2.30006,7.77011,0.0877065,0.0911522,-0.0178241,-0.029033,-9.79735,-2.51978,-0.0691617,0.214052,0.0673135
0.003,0.141454,9.07947,-1.56265,-0.0365439,0.179421,-0.0321285,4.81815,2.64677,8.46253,-0.0687964,-0.000604603,-0.0358621,-0.0509577,9.35394,-1.55117,-0.0201487,0.114389,0.122383,8.8811,-0.572387,3.64273,-0.311886,0.0426447,-0.142254,-1.77615,-9.46933,-2.75477,-0.0443301,0.242932,0.063318,4.96722,-2.29998,7.75848,0.0839141,0.0970439,-0.0206713,-0.0596761,-9.77408,-2.50972,-0.0680029,0.2121,0.0653738
0.004,0.104796,9.04745,-1.55821,-0.0333575,0.171689,-0.0320049,4.82533,2.65968,8.46117,-0.0690086,-0.00187823,-0.034882,-0.0378181,9.30747,-1.5385,-0.0243215,0.108929,0.117802,8.85422,-0.538036,3.63886,-0.300921,0.0406384,-0.144474,-1.77418,-9.44062,-2.7626,-0.0439523,0.23696,0.060609,4.98408,-2.2999,7.74685,0.0801216,0.102936,-0.0235185,-0.0903192,-9.75081,-2.49966,-0.0668441,0.210147,0.0634342
0.005,0.0838796,9.01605,-1.55759,-0.0313089,0.162139,-0.0323541,4.83686,2.6613,8.45778,-0.0692616,-0.00266088,-0.0334382,-0.0524112,9.29932,-1.53548,-0.0300241,0.0998144,0.113769,8.84082,-0.520599,3.62567,-0.289645,0.0417824,-0.1466,-1.78359,-9.43362,-2.77561,-0.0441597,0.230784,0.057912,4.98914,-2.29987,7.73964,0.0774996,0.107936,-0.0256814,-0.119735,-9.75257,-2.50027,-0.0656067,0.207163,0.0614946
0.006,0.075558,8.98514,-1.56005,-0.0301705,0.151134,-0.0330814,4.85187,2.6539,8.45277,-0.0695474,-0.00305074,-0.0316234,-0.0891906,9.32184,-1.54019,-0.0369504,0.0877753,0.110174,8.8382,-0.516695,3.60502,-0.278121,0.0454467,-0.148651,-1.80209,-9.44398,-2.79276,-0.0448353,0.224447,0.0552246,4.98475,-2.29989,7.73598,0.075814,0.112224,-0.0272968,-0.148168,-9.77434,-2.50942,-0.0643064,0.203354,0.059555
0.007,0.0672363,8.95422,-1.5625,-0.0290321,0.140129,-0.0338088,4.86688,2.6465,8.44777,-0.0698332,-0.0034406,-0.0298086,-0.12597,9.34435,-1.54489,-0.0438768,0.0757362,0.106579,8.83558,-0.512791,3.58437,-0.266598,0.049111,-0.150701,-1.8206,-9.45434,-2.80991,-0.0455109,0.218109,0.0525373,4.98036,-2.29991,7.73231,0.0741283,0.116512,-0.0289121,-0.176601,-9.79612,-2.51858,-0.0630061,0.199545,0.0576154
0.008,0.0589147,8.92331,-1.56495,-0.0278937,0.129124,-0.0345361,4.8819,2.6391,8.44276,-0.070119,-0.00383046,-0.0279938,-0.162749,9.36687,-1.5496,-0.0508031,0.0636971,0.102984,8.83296,-0.508887,3.56373,-0.255074,0.0527754,-0.152752,-1.83911,-9.4647,-2.82706,-0.0461865,0.211771,0.04985,4.97596,-2.29993,7.72865,0.0724426,0.1208,-0.0305275,-0.205034,-9.81789,-2.52773,-0.0617058,0.195736,0.0556758
0.009,0.0476893,8.89808,-1.56584,-0.026855,0.118387,-0.0350245,4.89581,2.63189,8.43744,-0.0703177,-0.00424084,-0.0262984,-0.198645,9.38432,-1.54806,-0.0573762,0.0518897,0.099516,8.83401,-0.517291,3.54511,-0.246092,0.0561259,-0.154326,-1.8562,-9.47464,-2.84509,-0.0467308,0.205693,0.0471813,4.97211,-2.29869,7.72615,0.0703636,0.124831,-0.0321157,-0.231858,-9.83731,-2.53637,-0.0602112,0.191889,0.0537118
