Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-0.142008,9.89156,-0.150307,0.030885,0.0728351,0.00587109,-1.71287,-9.77661,0.104494,-0.0318481,0.0296598,-0.00762976,0.978698,9.54383,-1.22397,-0.00179423,0.0357955,-0.00228738,-0.926415,-9.95882,-0.889763,-0.0622477,0.0231481,0.00126076,4.38918,-2.79256,8.18488,-0.0130455,0.000930811,0.00432426,3.83516,0.395711,9.32934,-0.0179825,0.0053686,0.0151633,9.01353,0.51738,3.63938,0.0326772,0.0446783,0.0124422
0.001,-0.155633,9.87799,-0.154429,0.030704,0.0737002,0.00463461,-1.69077,-9.75574,0.0909446,-0.0301936,0.0270224,-0.0104606,0.982973,9.55162,-1.22883,-0.0011509,0.0358614,-0.000982001,-0.927338,-9.97599,-0.889727,-0.0613329,0.023696,0.00164383,4.38637,-2.7942,8.18454,-0.0132483,0.00198829,0.00435565,3.82945,0.387522,9.33222,-0.0160104,0.00456144,0.0157477,9.02332,0.525935,3.62617,0.0334103,0.0425977,0.0127011
0.002,-0.169258,9.86442,-0.158551,0.0305231,0.0745653,0.00339814,-1.66868,-9.73488,0.0773956,-0.0285392,0.024385,-0.0132914,0.987248,9.55941,-1.2337,-0.000507576,0.0359272,0.000323383,-0.928261,-9.99317,-0.88969,-0.060418,0.0242439,0.00202691,4.38355,-2.79584,8.1842,-0.0134512,0.00304576,0.00438705,3.82375,0.379334,9.3351,-0.0140383,0.00375427,0.0163322,9.0331,0.534491,3.61295,0.0341433,0.0405171,0.0129601
0.003,-0.182883,9.85085,-0.162673,0.0303421,0.0754304,0.00216166,-1.64658,-9.71401,0.0638465,-0.0268847,0.0217476,-0.0161222,0.991523,9.5672,-1.23857,0.00013575,0.0359931,0.00162877,-0.929184,-10.0103,-0.889654,-0.0595032,0.0247919,0.00240998,4.38074,-2.79747,8.18387,-0.013654,0.00410324,0.00441845,3.81805,0.371146,9.33798,-0.0120662,0.0029471,0.0169166,9.04289,0.543046,3.59973,0.0348764,0.0384365,0.013219
0.004,-0.196508,9.83728,-0.166795,0.0301612,0.0762955,0.00092518,-1.62448,-9.69314,0.0502975,-0.0252303,0.0191102,-0.018953,0.995798,9.57499,-1.24344,0.000779077,0.0360589,0.00293415,-0.930107,-10.0275,-0.889617,-0.0585883,0.0253398,0.00279305,4.37792,-2.79911,8.18353,-0.0138568,0.00516071,0.00444985,3.81235,0.362958,9.34085,-0.0100941,0.00213994,0.0175011,9.05268,0.551601,3.58652,0.0356094,0.0363559,0.0134779
0.005,-0.190914,9.82797,-0.1692,0.0291864,0.0765855,-0.000289692,-1.61953,-9.6934,0.0507681,-0.024524,0.0170477,-0.0200478,0.998418,9.57638,-1.2477,0.00151207,0.036689,0.0030489,-0.918169,-10.0202,-0.893141,-0.0574873,0.0249651,0.0032812,4.37062,-2.80374,8.16894,-0.0149173,0.00533074,0.00489347,3.81922,0.346667,9.33959,-0.0102498,0.00170025,0.0166802,9.06227,0.558644,3.58186,0.0363425,0.0346942,0.013092
0.006,-0.169944,9.82206,-0.17023,0.0275766,0.0764154,-0.00148728,-1.62831,-9.71055,0.0624546,-0.0245762,0.0154452,-0.0197539,0.999715,9.57264,-1.25149,0.0023168,0.0377705,0.00221114,-0.895941,-9.99319,-0.899513,-0.0562375,0.0238523,0.0038534,4.35973,-2.81075,8.14295,-0.016664,0.00479081,0.00566687,3.83614,0.323896,9.33501,-0.0121077,0.00155454,0.014735,9.07168,0.564477,3.58406,0.0370755,0.0333677,0.0121902
0.007,-0.148975,9.81616,-0.17126,0.0259667,0.0762453,-0.00268487,-1.63708,-9.72771,0.074141,-0.0246285,0.0138427,-0.01946,1.00101,9.56891,-1.25527,0.00312152,0.0388519,0.00137338,-0.873713,-9.96621,-0.905884,-0.0549876,0.0227394,0.00442561,4.34884,-2.81777,8.11697,-0.0184108,0.00425088,0.00644027,3.85307,0.301124,9.33043,-0.0139656,0.00140884,0.0127898,9.0811,0.57031,3.58626,0.0378085,0.0320412,0.0112884
0.008,-0.128005,9.81025,-0.17229,0.0243569,0.0760752,-0.00388246,-1.64586,-9.74486,0.0858274,-0.0246807,0.0122402,-0.019166,1.00231,9.56518,-1.25906,0.00392625,0.0399334,0.000535617,-0.851486,-9.93924,-0.912256,-0.0537378,0.0216265,0.00499781,4.33795,-2.82478,8.09098,-0.0201575,0.00371095,0.00721367,3.87,0.278352,9.32586,-0.0158236,0.00126313,0.0108447,9.09052,0.576143,3.58845,0.0385416,0.0307147,0.0103866
0.009,-0.111652,9.80661,-0.172497,0.0228321,0.0757694,-0.0048457,-1.65125,-9.76114,0.0964964,-0.0248992,0.0109352,-0.0187016,1.00322,9.56177,-1.26117,0.00456958,0.040834,-0.000377845,-0.833093,-9.91403,-0.91889,-0.0527157,0.0205623,0.00547456,4.32783,-2.8319,8.07014,-0.0214345,0.0033303,0.00782071,3.88478,0.258982,9.32093,-0.0176258,0.00125737,0.00908328,9.09628,0.581157,3.59302,0.039267,0.0295084,0.0096079
0.01,-0.13223,9.82101,-0.166125,0.021987,0.0743783,-0.00393421,-1.62954,-9.7704,0.0990267,-0.0264479,0.0120101,-0.0168729,1.00101,9.56092,-1.24988,0.00392173,0.0402877,-0.00189692,-0.845375,-9.90296,-0.92763,-0.0535157,0.0198875,0.0051876,4.32392,-2.83985,8.09055,-0.0189541,0.00422385,0.00709689,3.88242,0.266824,9.31318,-0.0189821,0.00237117,0.00879206,9.0728,0.579613,3.61661,0.0399313,0.0292641,0.00981405
0.011,-0.152809,9.83542,-0.159753,0.0211419,0.0729873,-0.00302272,-1.60783,-9.77967,0.101557,-0.0279966,0.0130849,-0.0150442,0.998801,9.56008,-1.2386,0.00327388,0.0397414,-0.003416,-0.857657,-9.8919,-0.936369,-0.0543158,0.0192127,0.00490064,4.32002,-2.8478,8.11095,-0.0164736,0.00511741,0.00637307,3.88005,0.274666,9.30543,-0.0203385,0.00348497,0.00850084,9.04932,0.57807,3.6402,0.0405957,0.0290198,0.0100202
0.012,-0.173387,9.84983,-0.153381,0.0202968,0.0715962,-0.00211124,-1.58613,-9.78893,0.104087,-0.0295454,0.0141598,-0.0132156,0.996594,9.55923,-1.22731,0.00262603,0.0391951,-0.00493508,-0.869938,-9.88083,-0.945109,-0.0551159,0.0185379,0.00461369,4.31611,-2.85575,8.13135,-0.0139932,0.00601096,0.00564924,3.87769,0.282507,9.29768,-0.0216948,0.00459878,0.00820962,9.02583,0.576527,3.66379,0.04126,0.0287754,0.0102263
0.013,-0.193966,9.86424,-0.147009,0.0194517,0.0702052,-0.00119975,-1.56442,-9.7982,0.106618,-0.0310941,0.0152346,-0.0113869,0.994386,9.55839,-1.21603,0.00197817,0.0386488,-0.00645415,-0.88222,-9.86977,-0.953848,-0.0559159,0.017863,0.00432673,4.3122,-2.8637,8.15175,-0.0115127,0.00690452,0.00492542,3.87532,0.290349,9.28993,-0.0230511,0.00571258,0.0079184,9.00235,0.574983,3.68738,0.0419243,0.0285311,0.0104325
0.014,-0.192413,9.87535,-0.146137,0.0190366,0.0691403,6.77e-05,-1.56105,-9.79856,0.0977015,-0.0303833,0.0142746,-0.0113074,0.996849,9.55766,-1.20533,0.00149222,0.0379662,-0.00616003,-0.889948,-9.8759,-0.954305,-0.0571067,0.01761,0.00498464,4.31175,-2.8705,8.15503,-0.0108163,0.00697568,0.00434396,3.86687,0.299749,9.28865,-0.0235763,0.00552432,0.0087164,8.9873,0.566948,3.69136,0.0424716,0.0283357,0.0106472
0.015,-0.179793,9.88481,-0.148014,0.0188365,0.0682385,0.00151304,-1.56685,-9.79446,0.0830622,-0.0285427,0.0122971,-0.0121024,1.00165,9.557,-1.19494,0.00108722,0.0372154,-0.0049593,-0.895399,-9.89063,-0.950622,-0.0584928,0.017568,0.00611499,4.31303,-2.87674,8.14975,-0.0110119,0.00663566,0.00383368,3.85536,0.309929,9.29061,-0.0236859,0.00468504,0.010059,8.97646,0.555668,3.68554,0.0429603,0.0281648,0.0108662
0.016,-0.167174,9.89427,-0.149891,0.0186364,0.0673367,0.00295841,-1.57265,-9.79036,0.068423,-0.0267021,0.0103196,-0.0128974,1.00644,9.55633,-1.18454,0.000682213,0.0364646,-0.00375858,-0.900849,-9.90536,-0.946938,-0.0598788,0.0175259,0.00724533,4.3143,-2.88297,8.14447,-0.0112075,0.00629563,0.00332339,3.84386,0.320109,9.29257,-0.0237955,0.00384576,0.0114016,8.96563,0.544387,3.67973,0.043449,0.0279938,0.0110851
0.017,-0.154554,9.90373,-0.151769,0.0184362,0.0664349,0.00440379,-1.57845,-9.78626,0.0537837,-0.0248616,0.00834206,-0.0136924,1.01124,9.55566,-1.17415,0.000277208,0.0357138,-0.00255785,-0.9063,-9.92009,-0.943255,-0.0612649,0.0174838,0.00837567,4.31557,-2.8892,8.13919,-0.0114031,0.0059556,0.00281311,3.83236,0.330288,9.29453,-0.0239051,0.00300648,0.0127443,8.95479,0.533107,3.67391,0.0439377,0.0278229,0.0113041
0.018,-0.148502,9.91348,-0.153515,0.0179976,0.0656976,0.00496394,-1.5857,-9.77875,0.041728,-0.0234544,0.00720015,-0.0147759,1.01388,9.55236,-1.16715,0.000364748,0.0353715,-0.00157066,-0.911692,-9.93396,-0.943656,-0.0623904,0.0176839,0.00887119,4.32256,-2.89071,8.13739,-0.0118673,0.00581717,0.00255999,3.82315,0.333858,9.29364,-0.0239369,0.00211922,0.0135402,8.95383,0.528699,3.66846,0.0444785,0.0274468,0.0115873
0.019,-0.165437,9.92424,-0.154805,0.0167241,0.0655361,0.00242581,-1.598,-9.75927,0.0387146,-0.0235643,0.00898279,-0.0168689,1.00897,9.53984,-1.17205,0.00217619,0.036459,-0.00133084,-0.916881,-9.94487,-0.958351,-0.0626036,0.0187313,0.00714484,4.34952,-2.87565,8.14782,-0.0132716,0.00638434,0.00320693,3.82196,0.314294,9.28282,-0.0236965,0.00106402,0.0124228,8.98745,0.548348,3.66428,0.0452017,0.0263526,0.0120949
0.02,-0.182371,9.93501,-0.156095,0.0154506,0.0653745,-0.000112323,-1.6103,-9.7398,0.0357012,-0.0236742,0.0107654,-0.0189619,1.00406,9.52732,-1.17695,0.00398763,0.0375465,-0.00109101,-0.92207,-9.95577,-0.973046,-0.0628169,0.0197788,0.00541849,4.37649,-2.8606,8.15824,-0.014676,0.0069515,0.00385386,3.82078,0.294729,9.272,-0.023456,8.82e-06,0.0113054,9.02108,0.567997,3.66011,0.0459249,0.0252583,0.0126026
