Time,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
0,3.96E-05,9.86612,-1.20565,0.00736201,0.139929,-0.029727,0.618948,9.57824,-1.31774,0.0355042,-0.0329036,-0.0300553,0.832107,-9.74154,-1.18154,-0.0227997,0.0551844,0.0285648,3.93423,-0.423616,8.76588,0.0047385,0.0424405,0.0229327,3.91308,1.39849,9.08768,-0.0172247,0.0101658,0.0214232,7.82991,-0.757874,5.59068,-0.0334023,0.0326274,-0.00813265
0.001,-0.0289731,9.85606,-1.18293,0.00649826,0.142066,-0.0306326,0.633988,9.57926,-1.30731,0.0361995,-0.0298182,-0.031318,0.857616,-9.74656,-1.20081,-0.021428,0.0557525,0.0285921,3.92211,-0.417561,8.78101,0.00587974,0.0413362,0.0218242,3.91296,1.39875,9.10705,-0.017902,0.0103245,0.0217074,7.83473,-0.760097,5.56221,-0.0339027,0.0296779,-0.00760581
0.002,-0.0579858,9.84599,-1.1602,0.0056345,0.144203,-0.0315382,0.649028,9.58028,-1.29687,0.0368948,-0.0267327,-0.0325807,0.883125,-9.75159,-1.22009,-0.0200563,0.0563206,0.0286194,3.90998,-0.411507,8.79615,0.00702098,0.0402318,0.0207157,3.91285,1.39902,9.12642,-0.0185794,0.0104832,0.0219917,7.83955,-0.762321,5.53374,-0.034403,0.0267284,-0.00707897
0.003,-0.0869985,9.83593,-1.13748,0.00477075,0.14634,-0.0324438,0.664069,9.5813,-1.28644,0.03759,-0.0236472,-0.0338434,0.908634,-9.75661,-1.23936,-0.0186846,0.0568887,0.0286468,3.89785,-0.405453,8.81128,0.00816222,0.0391275,0.0196072,3.91274,1.39928,9.14579,-0.0192567,0.0106419,0.0222759,7.84437,-0.764544,5.50527,-0.0349034,0.0237788,-0.00655212
0.004,-0.116011,9.82586,-1.11476,0.003907,0.148477,-0.0333494,0.679109,9.58232,-1.276,0.0382853,-0.0205617,-0.0351061,0.934143,-9.76163,-1.25863,-0.0173129,0.0574568,0.0286741,3.88572,-0.399399,8.82642,0.00930346,0.0380232,0.0184987,3.91263,1.39954,9.16516,-0.019934,0.0108006,0.0225602,7.84918,-0.766767,5.4768,-0.0354037,0.0208293,-0.00602528
0.005,-0.126799,9.83192,-1.1042,0.00447603,0.149022,-0.0331717,0.672807,9.5873,-1.28359,0.0374189,-0.0183856,-0.0348612,0.938538,-9.77084,-1.26903,-0.0177967,0.0563667,0.0283421,3.86569,-0.39211,8.83485,0.0091104,0.0370755,0.0168774,3.89824,1.4016,9.16897,-0.0203296,0.010143,0.0227409,7.86504,-0.76308,5.4572,-0.0338991,0.0208178,-0.00715696
0.006,-0.123006,9.85087,-1.10338,0.00619129,0.148294,-0.0321273,0.64943,9.59545,-1.3056,0.035303,-0.0169371,-0.0334101,0.926043,-9.7834,-1.27233,-0.019765,0.0539501,0.0277227,3.83934,-0.383834,8.83793,0.00784989,0.0362531,0.0148459,3.87243,1.40511,9.16035,-0.0204997,0.00883247,0.0228387,7.88972,-0.754664,5.4447,-0.0307905,0.0231568,-0.00961546
0.007,-0.119214,9.86981,-1.10256,0.00790655,0.147565,-0.031083,0.626054,9.60359,-1.32761,0.0331872,-0.0154885,-0.0319591,0.913547,-9.79596,-1.27563,-0.0217332,0.0515336,0.0271032,3.81299,-0.375558,8.84101,0.00658939,0.0354307,0.0128143,3.84663,1.40861,9.15172,-0.0206699,0.00752191,0.0229366,7.9144,-0.746249,5.4322,-0.0276819,0.0254958,-0.012074
0.008,-0.115421,9.88876,-1.10174,0.00962181,0.146837,-0.0300386,0.602677,9.61174,-1.34962,0.0310713,-0.0140399,-0.030508,0.901052,-9.80852,-1.27893,-0.0237015,0.049117,0.0264838,3.78664,-0.367282,8.84408,0.00532888,0.0346083,0.0107828,3.82082,1.41211,9.14309,-0.0208401,0.00621135,0.0230345,7.93908,-0.737833,5.41969,-0.0245733,0.0278348,-0.0145325
0.009,-0.11573,9.9043,-1.09842,0.0112361,0.146258,-0.0288,0.582617,9.61861,-1.36875,0.0288758,-0.0125431,-0.0292959,0.890185,-9.82026,-1.28178,-0.0253511,0.0468239,0.0257456,3.76279,-0.360273,8.84813,0.00406104,0.0338758,0.00908308,3.80107,1.4141,9.13492,-0.0209607,0.00482701,0.0231099,7.96245,-0.728463,5.41023,-0.0216895,0.0297678,-0.0164702
0.01,-0.148846,9.89252,-1.07511,0.0120423,0.146872,-0.0260068,0.589087,9.6152,-1.36483,0.0260436,-0.0106608,-0.029995,0.892342,-9.82542,-1.28102,-0.0244514,0.0455181,0.0240577,3.75892,-0.363397,8.85995,0.00273449,0.0338622,0.0100384,3.82984,1.40398,9.13038,-0.0206839,0.00285242,0.0230062,7.97531,-0.711467,5.42503,-0.0206044,0.0284526,-0.0142424
0.011,-0.181962,9.88074,-1.0518,0.0128485,0.147486,-0.0232136,0.595557,9.6118,-1.3609,0.0232113,-0.00877844,-0.030694,0.8945,-9.83058,-1.28027,-0.0235517,0.0442124,0.0223698,3.75505,-0.366521,8.87176,0.00140794,0.0338487,0.0109937,3.85861,1.39387,9.12585,-0.0204071,0.00087783,0.0229025,7.98817,-0.694471,5.43983,-0.0195193,0.0271374,-0.0120146
0.012,-0.215078,9.86896,-1.02849,0.0136547,0.148101,-0.0204204,0.602027,9.60839,-1.35698,0.020379,-0.00689608,-0.0313931,0.896658,-9.83573,-1.27951,-0.022652,0.0429066,0.0206819,3.75119,-0.369645,8.88358,8.14E-05,0.0338351,0.0119489,3.88738,1.38375,9.12131,-0.0201303,-0.00109676,0.0227989,8.00103,-0.677474,5.45463,-0.0184342,0.0258222,-0.00978678
0.013,-0.248195,9.85719,-1.00518,0.014461,0.148715,-0.0176273,0.608496,9.60499,-1.35305,0.0175468,-0.00501373,-0.0320921,0.898815,-9.84089,-1.27876,-0.0217523,0.0416009,0.0189939,3.74732,-0.372769,8.8954,-0.00124516,0.0338216,0.0129042,3.91615,1.37364,9.11678,-0.0198535,-0.00307135,0.0226952,8.01389,-0.660478,5.46943,-0.0173491,0.0245071,-0.00755895
0.014,-0.266052,9.85068,-0.984835,0.0170424,0.148337,-0.0158261,0.59111,9.60933,-1.35715,0.0155718,-0.00170249,-0.032218,0.890603,-9.8387,-1.26753,-0.0207275,0.041468,0.0194427,3.7777,-0.373289,8.88566,-0.000980899,0.0340138,0.0135885,3.93855,1.37413,9.10835,-0.0193205,-0.00448068,0.0221469,8.02733,-0.657865,5.43821,-0.0156033,0.0248828,-0.00630023
0.015,-0.27628,9.8468,-0.965966,0.0205115,0.147464,-0.014521,0.561796,9.61754,-1.36525,0.0140256,0.00232319,-0.0320574,0.877207,-9.83282,-1.25108,-0.0196402,0.0419215,0.0209597,3.82521,-0.372506,8.86514,7.88E-05,0.034309,0.0141373,3.95776,1.37994,9.09797,-0.0186594,-0.00560737,0.0213762,8.04105,-0.662444,5.38398,-0.0135272,0.0261039,-0.00552607
0.016,-0.286508,9.84293,-0.947097,0.0239806,0.14659,-0.0132159,0.532482,9.62576,-1.37336,0.0124793,0.00634888,-0.0318968,0.86381,-9.82695,-1.23462,-0.0185529,0.042375,0.0224768,3.87272,-0.371723,8.84461,0.00113845,0.0346042,0.014686,3.97697,1.38574,9.08759,-0.0179982,-0.00673406,0.0206056,8.05478,-0.667024,5.32975,-0.0114511,0.0273251,-0.0047519
0.017,-0.296735,9.83906,-0.928228,0.0274498,0.145716,-0.0119108,0.503168,9.63397,-1.38146,0.010933,0.0103746,-0.0317361,0.850413,-9.82108,-1.21816,-0.0174656,0.0428285,0.0239939,3.92023,-0.370941,8.82409,0.00219812,0.0348994,0.0152348,3.99618,1.39154,9.07722,-0.0173371,-0.00786075,0.019835,8.06851,-0.671603,5.27551,-0.00937504,0.0285463,-0.00397774
0.018,-0.313089,9.83647,-0.916596,0.0300308,0.144462,-0.0109861,0.476268,9.63877,-1.38385,0.00946195,0.0141514,-0.0314917,0.831791,-9.81173,-1.20862,-0.0163586,0.0430222,0.0249256,3.96563,-0.366375,8.80748,0.00334376,0.0353195,0.0156208,4.01,1.39688,9.07195,-0.0165022,-0.00893853,0.0192188,8.08411,-0.675527,5.23973,-0.00700241,0.0300491,-0.00345006
0.019,-0.350883,9.8384,-0.930294,0.0295035,0.141876,-0.0113929,0.457815,9.63161,-1.36625,0.00825412,0.0170572,-0.0309541,0.794879,-9.79019,-1.2233,-0.0151825,0.0423062,0.0238088,4.00364,-0.348571,8.80454,0.00479028,0.0361769,0.0154372,4.005,1.4006,9.08455,-0.0150588,-0.0098451,0.0191434,8.10627,-0.677158,5.26853,-0.00359185,0.0325378,-0.00378509
0.02,-0.388676,9.84033,-0.943992,0.0289762,0.139291,-0.0117997,0.439363,9.62446,-1.34865,0.00704629,0.0199631,-0.0304166,0.757967,-9.76865,-1.23798,-0.0140064,0.0415903,0.0226919,4.04166,-0.330767,8.8016,0.0062368,0.0370342,0.0152535,3.99999,1.40432,9.09716,-0.0136153,-0.0107517,0.0190679,8.12844,-0.67879,5.29733,-0.000181285,0.0350265,-0.00412012
0.021,-0.42647,9.84226,-0.95769,0.028449,0.136705,-0.0122065,0.42091,9.6173,-1.33105,0.00583846,0.022869,-0.029879,0.721054,-9.74711,-1.25266,-0.0128303,0.0408743,0.0215751,4.07967,-0.312962,8.79866,0.00768332,0.0378915,0.0150699,3.99498,1.40804,9.10977,-0.0121719,-0.0116582,0.0189925,8.1506,-0.680421,5.32613,0.00322928,0.0375153,-0.00445516
0.022,-0.464263,9.84419,-0.971388,0.0279217,0.134119,-0.0126133,0.402457,9.61015,-1.31344,0.00463063,0.0257748,-0.0293414,0.684142,-9.72558,-1.26734,-0.0116542,0.0401584,0.0204582,4.11768,-0.295158,8.79573,0.00912983,0.0387488,0.0148863,3.98998,1.41175,9.12237,-0.0107285,-0.0125648,0.0189171,8.17276,-0.682052,5.35493,0.00663984,0.040004,-0.00479019
0.023,-0.505589,9.84222,-0.977302,0.0290558,0.130747,-0.0132619,0.393876,9.61032,-1.31353,0.00356983,0.0287405,-0.0285521,0.670883,-9.75769,-1.25381,-0.012401,0.0415212,0.0188899,4.11605,-0.297854,8.79775,0.00949406,0.0395025,0.0141948,4.01006,1.41131,9.13535,-0.0106432,-0.0121064,0.0180988,8.18208,-0.686449,5.37172,0.00795858,0.0423749,-0.00496753
0.024,-0.547924,9.83915,-0.980992,0.0306645,0.12715,-0.0139795,0.388114,9.61258,-1.31868,0.00255104,0.0317233,-0.0276908,0.664382,-9.80514,-1.23223,-0.0136972,0.0434779,0.0171926,4.10308,-0.306406,8.80119,0.00954906,0.0402264,0.0133582,4.03732,1.40967,9.14844,-0.0109459,-0.0112579,0.0170683,8.18774,-0.691636,5.38507,0.00867966,0.0447122,-0.00509982
0.025,-0.590259,9.83608,-0.984682,0.0322733,0.123553,-0.0146972,0.382353,9.61485,-1.32383,0.00153225,0.0347061,-0.0268296,0.657881,-9.85259,-1.21065,-0.0149934,0.0454347,0.0154952,4.09011,-0.314959,8.80462,0.00960406,0.0409504,0.0125215,4.06457,1.40804,9.16153,-0.0112486,-0.0104094,0.0160378,8.19339,-0.696824,5.39843,0.00940075,0.0470495,-0.00523211
0.026,-0.632594,9.83301,-0.988372,0.033882,0.119956,-0.0154149,0.376591,9.61712,-1.32897,0.000513466,0.0376888,-0.0259684,0.65138,-9.90004,-1.18907,-0.0162895,0.0473914,0.0137979,4.07714,-0.323512,8.80806,0.00965906,0.0416744,0.0116849,4.09182,1.4064,9.17462,-0.0115513,-0.00956095,0.0150073,8.19905,-0.702011,5.41178,0.0101218,0.0493868,-0.0053644
0.027,-0.661528,9.82669,-0.983787,0.0346542,0.117921,-0.0160568,0.375882,9.6208,-1.32337,-0.000360493,0.0393873,-0.0253268,0.640648,-9.92779,-1.17127,-0.0173663,0.0478796,0.0126656,4.06444,-0.333313,8.80926,0.00960755,0.04218,0.0115011,4.10757,1.39932,9.1808,-0.0123845,-0.00832545,0.0146975,8.21228,-0.699913,5.42161,0.0104874,0.0511977,-0.00515776
0.028,-0.663663,9.81387,-0.96265,0.0337532,0.119009,-0.0165471,0.385276,9.62731,-1.29627,-0.000944794,0.038517,-0.0251245,0.621456,-9.91616,-1.16102,-0.0180041,0.0454308,0.0126635,4.05228,-0.345608,8.80597,0.00934301,0.0422487,0.0126228,4.1003,1.38136,9.17317,-0.0142785,-0.00631586,0.0158292,8.2407,-0.683244,5.4244,0.0101421,0.051956,-0.00427326
0.029,-0.665797,9.80106,-0.941514,0.0328521,0.120097,-0.0170374,0.394671,9.63383,-1.26917,-0.00152909,0.0376468,-0.0249222,0.602265,-9.90453,-1.15078,-0.018642,0.0429819,0.0126613,4.04011,-0.357904,8.80268,0.00907847,0.0423173,0.0137445,4.09304,1.36339,9.16554,-0.0161726,-0.00430627,0.0169609,8.26911,-0.666575,5.42718,0.00979678,0.0527142,-0.00338876
0.03,-0.667932,9.78825,-0.920377,0.0319511,0.121185,-0.0175277,0.404065,9.64035,-1.24208,-0.00211339,0.0367765,-0.0247198,0.583073,-9.8929,-1.14054,-0.0192798,0.0405331,0.0126592,4.02795,-0.370199,8.79939,0.00881393,0.042386,0.0148663,4.08577,1.34542,9.1579,-0.0180667,-0.00229668,0.0180925,8.29752,-0.649906,5.42997,0.00945145,0.0534725,-0.00250426
0.031,-0.670066,9.77543,-0.899241,0.0310501,0.122273,-0.018018,0.41346,9.64687,-1.21498,-0.00269769,0.0359062,-0.0245175,0.563881,-9.88127,-1.13029,-0.0199176,0.0380842,0.012657,4.01578,-0.382495,8.7961,0.00854939,0.0424547,0.015988,4.0785,1.32746,9.15027,-0.0199607,-0.00028709,0.0192242,8.32593,-0.633237,5.43275,0.00910612,0.0542307,-0.00161976
0.032,-0.681753,9.75001,-0.894694,0.0317848,0.120926,-0.0191387,0.393705,9.63565,-1.23446,-0.00079125,0.0349492,-0.0253524,0.595579,-9.8812,-1.1095,-0.0202287,0.0380644,0.0126814,3.9968,-0.384037,8.8161,0.00922017,0.0410248,0.01645,4.07331,1.34036,9.14154,-0.0207768,0.000374958,0.0204073,8.33446,-0.608728,5.43291,0.0111925,0.054738,-0.00361606
0.033,-0.694634,9.72301,-0.892221,0.0327239,0.119276,-0.0203382,0.370308,9.62221,-1.25977,0.00142654,0.0339813,-0.026317,0.633637,-9.88257,-1.08738,-0.0204989,0.0383481,0.0127091,3.97697,-0.384234,8.83901,0.0100079,0.0394075,0.0168294,4.06838,1.35713,9.13268,-0.0214581,0.000868564,0.0215969,8.34051,-0.583239,5.43273,0.0135827,0.0552139,-0.00597246
0.034,-0.707515,9.69601,-0.889749,0.033663,0.117625,-0.0215377,0.34691,9.60878,-1.28508,0.00364432,0.0330133,-0.0272817,0.671696,-9.88394,-1.06527,-0.0207691,0.0386319,0.0127369,3.95713,-0.384432,8.86192,0.0107956,0.0377902,0.0172089,4.06345,1.37389,9.12381,-0.0221394,0.00136217,0.0227864,8.34656,-0.55775,5.43256,0.015973,0.0556897,-0.00832887
0.035,-0.720396,9.66901,-0.887276,0.0346021,0.115974,-0.0227372,0.323512,9.59535,-1.31038,0.00586211,0.0320454,-0.0282463,0.709755,-9.8853,-1.04315,-0.0210393,0.0389156,0.0127646,3.9373,-0.384629,8.88484,0.0115833,0.036173,0.0175883,4.05852,1.39065,9.11494,-0.0228207,0.00185577,0.023976,8.35261,-0.532261,5.43239,0.0183633,0.0561656,-0.0106853
0.036,-0.740033,9.65643,-0.899284,0.034909,0.114948,-0.0229842,0.314333,9.59331,-1.31592,0.00725669,0.0321383,-0.0287993,0.741248,-9.88626,-1.03499,-0.0213939,0.0383328,0.0120063,3.91994,-0.377727,8.90261,0.012007,0.0347927,0.0174037,4.04397,1.39847,9.11958,-0.0233917,0.00119811,0.0239667,8.35143,-0.528796,5.43518,0.0203999,0.0571846,-0.0115766
0.037,-0.768115,9.66188,-0.929395,0.0344256,0.114704,-0.0220406,0.322928,9.60551,-1.29674,0.00762225,0.0335571,-0.028838,0.764535,-9.88671,-1.04427,-0.021854,0.0366666,0.0102656,3.90567,-0.361952,8.91395,0.0119758,0.0337088,0.016514,4.0174,1.39512,9.14108,-0.0238249,-0.00089863,0.0224589,8.34123,-0.552861,5.44168,0.0219943,0.0588825,-0.0106366
0.038,-0.796197,9.66732,-0.959505,0.0339421,0.11446,-0.021097,0.331523,9.61771,-1.27756,0.00798781,0.0349759,-0.0288766,0.787822,-9.88716,-1.05355,-0.022314,0.0350005,0.00852478,3.89141,-0.346177,8.92529,0.0119445,0.0326248,0.0156244,3.99083,1.39176,9.16259,-0.024258,-0.00299537,0.0209511,8.33103,-0.576927,5.44817,0.0235887,0.0605804,-0.00969659
0.039,-0.824279,9.67276,-0.989615,0.0334587,0.114216,-0.0201534,0.340118,9.62991,-1.25838,0.00835338,0.0363947,-0.0289153,0.811109,-9.88761,-1.06283,-0.0227741,0.0333344,0.00678401,3.87715,-0.330401,8.93663,0.0119133,0.0315409,0.0147347,3.96427,1.3884,9.18409,-0.0246912,-0.00509212,0.0194433,8.32083,-0.600993,5.45467,0.0251831,0.0622784,-0.00875659
0.04,-0.852361,9.67821,-1.01973,0.0329752,0.113972,-0.0192098,0.348713,9.64211,-1.23919,0.00871894,0.0378135,-0.0289539,0.834395,-9.88805,-1.07211,-0.0232342,0.0316682,0.00504324,3.86288,-0.314626,8.94798,0.011882,0.0304569,0.013845,3.9377,1.38505,9.2056,-0.0251243,-0.00718886,0.0179355,8.31062,-0.625058,5.46117,0.0267775,0.0639763,-0.00781658
0.041,-0.85313,9.71345,-1.01152,0.0313143,0.11465,-0.0209157,0.354789,9.63777,-1.2418,0.00808376,0.0358099,-0.0293028,0.818436,-9.85534,-1.08618,-0.0263645,0.0290671,0.00552835,3.87366,-0.306644,8.92918,0.00900274,0.0294812,0.0143158,3.93261,1.36348,9.18283,-0.0230935,-0.00850211,0.0167203,8.33246,-0.630353,5.44528,0.0279742,0.0647469,-0.00841809
0.042,-0.853898,9.7487,-1.00332,0.0296534,0.115327,-0.0226215,0.360865,9.63343,-1.24441,0.00744859,0.0338064,-0.0296516,0.802477,-9.82264,-1.10026,-0.0294948,0.026466,0.00601346,3.88443,-0.298662,8.91038,0.00612344,0.0285056,0.0147866,3.92752,1.34191,9.16007,-0.0210627,-0.00981536,0.015505,8.35429,-0.635649,5.42939,0.0291709,0.0655175,-0.0090196
0.043,-0.854667,9.78395,-0.995118,0.0279924,0.116005,-0.0243274,0.366941,9.62909,-1.24702,0.00681341,0.0318028,-0.0300005,0.786518,-9.78993,-1.11433,-0.0326251,0.0238648,0.00649857,3.89521,-0.29068,8.89158,0.00324415,0.0275299,0.0152574,3.92243,1.32034,9.1373,-0.0190319,-0.0111286,0.0142898,8.37612,-0.640944,5.4135,0.0303676,0.0662881,-0.00962112
0.044,-0.855435,9.81919,-0.986915,0.0263315,0.116682,-0.0260333,0.373016,9.62474,-1.24963,0.00617824,0.0297992,-0.0303493,0.770559,-9.75722,-1.1284,-0.0357554,0.0212637,0.00698368,3.90599,-0.282699,8.87279,0.00036485,0.0265543,0.0157282,3.91733,1.29878,9.11454,-0.0170011,-0.0124419,0.0130746,8.39795,-0.64624,5.39761,0.0315644,0.0670588,-0.0102226
0.045,-0.845172,9.83066,-0.996387,0.0258761,0.115618,-0.0280915,0.362634,9.6293,-1.25186,0.00615581,0.0279608,-0.0298895,0.753122,-9.73775,-1.13305,-0.0372958,0.0175093,0.00636287,3.91902,-0.281949,8.86312,-0.00199861,0.0259843,0.0165425,3.92119,1.30383,9.11387,-0.0150529,-0.0133462,0.0133051,8.40278,-0.651136,5.39834,0.0319753,0.0676188,-0.0102333
0.046,-0.826082,9.82309,-1.02,0.0263851,0.11316,-0.0304317,0.339084,9.64097,-1.25379,0.00662359,0.0262545,-0.0287826,0.734502,-9.72889,-1.13015,-0.0375643,0.0128324,0.00485733,3.93386,-0.286986,8.86077,-0.00394939,0.0257388,0.0176317,3.9322,1.33019,9.13088,-0.0131707,-0.0139235,0.0146923,8.39401,-0.655713,5.41237,0.0317576,0.0680103,-0.00977125
0.047,-0.806992,9.81553,-1.04361,0.0268942,0.110701,-0.0327719,0.315535,9.65264,-1.25571,0.00709136,0.0245482,-0.0276758,0.715882,-9.72002,-1.12726,-0.0378328,0.00815555,0.00335179,3.94869,-0.292023,8.85841,-0.00590018,0.0254933,0.0187208,3.94322,1.35654,9.14789,-0.0112886,-0.0145008,0.0160795,8.38523,-0.66029,5.4264,0.0315399,0.0684019,-0.00930922
0.048,-0.787902,9.80796,-1.06722,0.0274032,0.108243,-0.035112,0.291986,9.66431,-1.25764,0.00755914,0.0228418,-0.026569,0.697263,-9.71115,-1.12436,-0.0381013,0.00347865,0.00184625,3.96353,-0.29706,8.85606,-0.00785097,0.0252478,0.0198099,3.95423,1.3829,9.1649,-0.00940638,-0.0150781,0.0174667,8.37646,-0.664868,5.44043,0.0313222,0.0687935,-0.0088472
