Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0400006,0.00747437,0.331071,0.0441574,0.0480777,0.0490311,0.0201193,0.0480429,0.0568063,0.0418387,0.0709674,0.06431,0.00445618,0.0587717,0.0590784,0.0718884
0.021,0.0686871,-0.0068689,0.534318,0.0707077,0.0587589,0.0713089,0.031716,0.0483481,0.0638254,0.0412283,0.0721881,0.0545444,0.0401617,0.0425973,0.0670129,0.0749402
0.022,0.0766217,-0.00534302,0.602983,0.0728439,0.0480777,0.0960281,0.0350729,0.0425497,0.0528391,0.0433646,0.0422809,0.0624789,0.0322272,0.0508371,0.0712854,0.0581555
0.023,0.0537335,0.0184607,0.570329,0.0450729,0.0450259,0.0829056,0.0457541,0.0547568,0.0668771,0.0519095,0.0291583,0.0536288,0.0282599,0.0502267,0.0535852,0.0563245
0.024,0.0464093,0.0471472,0.497392,0.0649094,0.0523502,0.11739,0.0481955,0.0651328,0.0616891,0.0317679,0.0550983,0.0136508,0.0361945,0.0609079,0.0654871,0.067616
0.025,0.0485455,0.055387,0.386308,0.0499557,0.0370914,0.0505569,0.043923,0.0623862,0.107771,0.0299368,0.0645587,-0.0156461,0.0612189,0.0468698,0.0691492,0.0401501
0.026,0.0491559,0.0855994,0.182145,0.0615524,0.0373965,0.0374344,0.0304953,0.0431601,0.145002,0.0363455,0.0727985,-0.034567,0.0740363,0.0450388,0.07922,0.0639539
0.027,0.0415265,0.0968909,-0.175215,0.0511765,0.0355655,0.00905304,0.0576559,0.062081,0.142866,0.0369559,0.0602863,-0.0150357,0.0383307,0.0462595,0.0575525,0.0715832
0.028,0.059837,0.0877356,-0.479476,0.0548386,0.0502139,0.0465897,0.0481955,0.0391928,0.148969,0.0497733,0.0605914,-0.00801666,0.0383307,0.052363,0.0715906,0.069447
0.029,0.0534283,0.0712561,-0.498397,0.0465988,0.0407535,0.0630691,0.0619284,0.0590292,0.130964,0.0284109,0.0599811,0.013956,0.0261237,0.0596872,0.0593835,0.0575452
0.03,0.0494611,0.072782,-0.415694,0.0600265,0.0505191,0.0661209,0.0588766,0.0559775,0.112043,0.0357352,0.0648639,0.0301303,0.026734,0.0279489,0.0398523,0.0575452
0.031,0.063194,0.0660681,-0.322921,0.0459885,0.0413638,0.0514725,0.0616232,0.0486533,0.0915964,0.0271902,0.0605914,0.0691928,0.038941,0.0493112,0.0572473,0.0660901
0.032,0.0348126,0.0386023,-0.242354,0.0447678,0.0358707,0.0581863,0.0518576,0.0282065,0.0592477,0.030242,0.0584552,0.0914706,0.0364996,0.0511423,0.0575525,0.062428
0.033,0.0378644,0.0279211,-0.184066,0.0551437,0.0447208,0.062764,0.0738303,0.049874,0.0262888,0.0412283,0.0554034,0.111002,0.0593878,0.0505319,0.0490076,0.0465588
0.034,0.0451886,0.0416541,-0.121505,0.0548386,0.0511295,0.0569656,0.0622336,0.0611655,-0.0252859,0.0378714,0.0346515,0.106119,0.0511481,0.041987,0.0541956,0.0505261
0.035,0.0735699,0.0431799,-0.0934283,0.0258469,0.0435001,0.0591019,0.0515524,0.0605551,-0.0616019,0.0497733,0.0505206,0.0997104,0.0572516,0.0401559,0.0551111,0.0688367
0.036,0.0552594,0.0517249,-0.070235,0.0359177,0.0489932,0.0621536,0.0027243,0.0474326,-0.0362723,0.0360403,0.0535724,0.0945224,0.047486,0.0456491,0.0587732,0.0541882
0.037,0.0461041,0.0758337,-0.0561969,0.0594162,0.0337344,0.0658157,0.0393454,0.0382773,-0.0283377,0.0387869,0.0273273,0.100626,0.0484015,0.0465646,0.0319177,0.0544934
0.038,0.0363385,0.0715613,-0.0412433,0.0636887,0.0459415,0.0658157,0.0710837,0.0312582,-0.0225394,0.0381766,0.0297687,0.0865878,0.0587775,0.0599924,0.0429041,0.0734143
0.039,0.0299298,0.0526404,-0.0101154,0.0505661,0.0337344,0.0472,0.0582663,0.051705,4.36E-05,0.0555716,0.033736,0.0835361,0.0450446,0.0514474,0.0615198,0.0639539
0.04,0.058006,0.0611853,-0.0058429,0.0475143,0.0380069,0.0740555,0.0588766,0.0315634,0.023237,0.0512991,0.0395343,0.0835361,0.054505,0.0401559,0.0612146,0.0578503
