Time,RTibialisAnterior,RSoleus,LGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,LVastusLateralis,LGluteusMaximus,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,RGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0351178,0.0321936,0.046037,0.0484299,0.0514346,0.0804642,-0.0927957,0.0269858,0.056196,0.0409232,0.02336,0.0426425,0.0487067,0.0532785,0.0502283,0.0297742
0.021,0.0433575,0.0279211,0.0463422,0.0563644,0.0639468,0.0642899,-0.0433572,0.0147787,0.0552805,0.0439749,0.0288532,0.0871982,0.0386359,0.034968,0.0563318,0.0319104
0.022,0.0613629,0.0437903,0.0353558,0.0707077,0.0496036,0.0667313,-0.00612579,0.0306479,0.0384958,0.0418387,0.00565979,0.122904,0.0429083,0.0709787,0.0493127,0.0480847
0.023,0.0503766,0.0352454,0.0524457,0.0475143,0.0502139,0.0664261,-0.018638,0.0214926,0.0476511,0.0409232,0.0196979,0.153116,0.0273444,0.0203195,0.0483972,0.0599866
0.024,0.0549542,0.0498938,0.0774701,0.0554489,0.0404483,0.0459793,-0.0097879,0.0150839,0.0293405,0.0421439,0.0224445,0.140909,0.0352789,0.0505319,0.0554163,0.0410657
0.025,0.0583112,0.0486731,0.0704511,0.0545334,0.0474673,0.0423172,0.0210349,0.0108115,0.0214059,0.0488577,0.0361774,0.105509,0.0303961,0.0660959,0.0563318,0.0578503
0.026,0.0369489,0.0672888,0.0603803,0.0575851,0.0480777,0.0505569,0.144021,-0.00200592,0.0427683,0.0418387,0.025191,0.015787,0.0438239,0.0453439,0.051449,0.0587659
0.027,0.0470197,0.0474524,0.0515302,0.069487,0.0410587,0.0517776,0.274331,-0.0258096,0.0418527,0.0418387,0.0370929,0.0102939,0.0361945,0.0493112,0.0517542,0.0737195
0.028,0.0494611,0.0584387,0.0435956,0.0560593,0.0575381,0.0667313,0.284402,-0.016044,0.066572,0.03543,0.0474689,0.0350131,0.0444342,0.0532785,0.0615198,0.0474744
0.029,0.0555646,0.0758337,0.051225,0.0585007,0.0526553,0.0655106,0.226723,-0.0166544,0.0601633,0.0503836,0.0221393,0.0563754,0.0603033,0.0606027,0.0477869,0.0334363
0.03,0.0131451,0.0938391,0.0493939,0.0444626,0.0355655,0.0691727,0.100381,-0.0023111,0.0647409,0.0369559,0.0505206,0.0579013,0.0560309,0.0477853,0.051449,0.0389294
0.031,-0.00730164,0.0740027,0.0484784,0.0493454,0.0526553,0.0560501,0.0106589,-0.0197061,0.0565012,0.0397025,0.0465533,0.053934,0.0529791,0.0511423,0.0548059,0.0447278
0.032,0.0235211,0.0593542,0.0652631,0.0514816,0.0334293,0.0868729,-0.0644144,0.000740662,0.0552805,0.0555716,0.0444171,0.0624789,0.0480963,0.0294748,0.0648767,0.0465588
0.033,0.0717389,0.0212073,0.0481732,0.0517868,0.0358707,0.059407,-0.138572,-0.0145181,0.0760324,0.0595389,0.028548,0.0337924,0.0444342,0.0633493,0.0538904,0.0221448
0.034,0.0696027,0.0508093,0.0490887,0.0633835,0.0450259,0.0917557,-0.173972,-0.0194009,0.0644357,0.0451956,0.0322101,0.0258578,0.0508429,0.0532785,0.0380212,0.0459485
0.035,0.0567853,0.0257849,0.0625165,0.0557541,0.0496036,0.0529984,-0.216087,-0.0154337,0.0537546,0.0494681,0.0441119,0.000833435,0.0416876,0.0532785,0.0670129,0.0407605
0.036,0.0729596,0.0413489,0.0585492,0.0661301,0.0349551,0.0359085,-0.233787,-0.00963532,0.038801,0.0207816,0.00627014,0.0176181,0.0487067,0.0548044,0.0569421,0.0313
0.037,0.0586163,0.0517249,0.0661786,0.0588058,0.0401431,0.0462845,-0.201743,0.00104584,0.063215,0.0693045,0.000166626,0.0167026,0.0380255,0.074946,0.0487024,0.0358777
0.038,0.0439679,0.0636267,0.0487836,0.05728,0.0328189,0.0447586,-0.191062,-0.0105508,0.0589426,0.045806,0.11064,0.0322665,0.0468756,0.0752512,0.0303918,0.0386243
0.039,0.0442731,0.0559973,0.0518353,0.0731491,0.0462466,0.0618485,-0.0927957,0.0053183,0.0537546,0.0558768,0.185103,0.0478305,0.0383307,0.0615182,0.0615198,0.0349622
0.04,0.0464093,0.0743079,0.0484784,0.0548386,0.0474673,0.0499466,-0.0122293,0.00592865,0.0616891,0.0351248,0.131697,0.0423373,0.0401617,0.0361887,0.0545007,0.0496106
