Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-0.416661,9.53715,-1.69902,-0.00355258,0.0324652,-0.0196698,-0.755759,-9.78627,-0.0988305,-0.0463447,0.15002,0.0218152,0.437185,9.70299,-0.348605,-0.0353051,-0.0137382,-0.0306715,-0.306995,-10.064,-0.839412,-0.0289506,0.0567167,0.0520655,5.11874,-3.3481,7.51187,0.049005,0.0452216,-0.0206149,4.74529,2.326,8.51148,-0.115794,0.129921,0.0867998,9.22723,1.09174,2.68748,-0.0971744,0.0977206,-0.0742806
0.001,-0.407746,9.54939,-1.64906,-0.00262537,0.0244543,-0.0213142,-0.752234,-9.83636,-0.0790049,-0.0423471,0.139423,0.0253308,0.450041,9.71697,-0.382002,-0.0366909,-0.0129397,-0.0288665,-0.312605,-10.0396,-0.82106,-0.027218,0.0507618,0.0499898,5.09377,-3.37292,7.52191,0.0488995,0.0446318,-0.0209422,4.74319,2.32371,8.52771,-0.110575,0.12798,0.0862125,9.22776,1.09143,2.68564,-0.0944864,0.0997607,-0.073318
0.002,-0.398832,9.56163,-1.5991,-0.00169816,0.0164433,-0.0229586,-0.748709,-9.88645,-0.0591793,-0.0383495,0.128827,0.0288463,0.462897,9.73096,-0.415399,-0.0380766,-0.0121411,-0.0270615,-0.318215,-10.0152,-0.802709,-0.0254854,0.0448068,0.047914,5.0688,-3.39775,7.53195,0.0487941,0.0440419,-0.0212695,4.7411,2.32142,8.54393,-0.105355,0.12604,0.0856253,9.22829,1.09111,2.6838,-0.0917984,0.101801,-0.0723553
0.003,-0.389918,9.57386,-1.54913,-0.000770952,0.00843239,-0.024603,-0.745184,-9.93655,-0.0393537,-0.0343519,0.118231,0.0323618,0.475754,9.74494,-0.448796,-0.0394623,-0.0113426,-0.0252565,-0.323825,-9.99076,-0.784357,-0.0237527,0.0388518,0.0458383,5.04384,-3.42257,7.542,0.0486887,0.043452,-0.0215967,4.73901,2.31912,8.56016,-0.100136,0.1241,0.085038,9.22882,1.09079,2.68196,-0.0891105,0.103841,-0.0713926
0.004,-0.381003,9.5861,-1.49917,0.000156256,0.000421446,-0.0262474,-0.741659,-9.98664,-0.0195281,-0.0303543,0.107634,0.0358774,0.48861,9.75893,-0.482192,-0.0408481,-0.010544,-0.0234515,-0.329435,-9.96635,-0.766006,-0.0220201,0.0328968,0.0437626,5.01887,-3.4474,7.55204,0.0485833,0.0428622,-0.021924,4.73692,2.31683,8.57638,-0.0949166,0.12216,0.0844507,9.22935,1.09048,2.68012,-0.0864225,0.105881,-0.0704299
0.005,-0.385135,9.59331,-1.45473,0.00229565,-0.00609808,-0.0271747,-0.750164,-10.0136,-0.0178939,-0.0267195,0.0960003,0.0372695,0.499546,9.75445,-0.493165,-0.0412565,-0.0124211,-0.0236344,-0.311371,-9.97087,-0.760611,-0.0207734,0.0274656,0.0423272,5.00513,-3.46139,7.55622,0.0486994,0.0423875,-0.0221333,4.73857,2.30528,8.58723,-0.0899744,0.119853,0.0820952,9.24146,1.09245,2.68122,-0.0841593,0.107464,-0.0696732
0.006,-0.399705,9.5965,-1.41471,0.0054048,-0.0114245,-0.0275282,-0.768292,-10.0222,-0.0308129,-0.0233748,0.083536,0.036963,0.508946,9.73519,-0.486198,-0.0408831,-0.0164387,-0.0254075,-0.274368,-9.99855,-0.765581,-0.0199156,0.0224534,0.0414041,5.00037,-3.46673,7.5557,0.0489926,0.0420051,-0.0222482,4.74323,2.28632,8.59377,-0.0852539,0.117252,0.0783252,9.26283,1.09624,2.68467,-0.0822361,0.108682,-0.0690812
0.007,-0.414274,9.59969,-1.37469,0.00851394,-0.0167509,-0.0278817,-0.786421,-10.0307,-0.0437319,-0.0200302,0.0710716,0.0366566,0.518346,9.71593,-0.479231,-0.0405097,-0.0204562,-0.0271807,-0.237365,-10.0262,-0.770551,-0.0190577,0.0174412,0.040481,4.99561,-3.47206,7.55519,0.0492859,0.0416227,-0.0223631,4.74789,2.26735,8.60031,-0.0805335,0.114652,0.0745552,9.2842,1.10004,2.68812,-0.0803128,0.1099,-0.0684893
0.008,-0.428843,9.60287,-1.33466,0.0116231,-0.0220773,-0.0282352,-0.804549,-10.0392,-0.0566509,-0.0166856,0.0586073,0.0363501,0.527747,9.69668,-0.472264,-0.0401363,-0.0244738,-0.0289538,-0.200362,-10.0539,-0.775521,-0.0181998,0.012429,0.0395579,4.99085,-3.4774,7.55467,0.0495791,0.0412403,-0.022478,4.75255,2.24839,8.60686,-0.075813,0.112052,0.0707852,9.30556,1.10384,2.69157,-0.0783896,0.111117,-0.0678973
0.009,-0.443978,9.6053,-1.29702,0.0145628,-0.0269342,-0.028605,-0.819452,-10.0476,-0.0716069,-0.0134826,0.0465309,0.035811,0.541183,9.68351,-0.4642,-0.0400234,-0.0282465,-0.0303298,-0.168787,-10.0802,-0.779542,-0.0173329,0.00750578,0.0386329,4.98698,-3.4825,7.55405,0.0496083,0.0409327,-0.0224025,4.75616,2.2337,8.6125,-0.071271,0.109401,0.0671673,9.32513,1.10663,2.69477,-0.076581,0.112442,-0.067167
