Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-2.05453,9.39964,-1.28105,0.0653392,-0.0441063,-0.0331973,-0.572132,-9.74067,-0.600862,0.106184,-0.074456,0.0330855,-0.0627364,9.64463,-0.773661,0.0279733,-0.0067,-0.0683083,-0.223942,-9.85944,-1.37677,0.0268726,-0.0406926,-0.0224763,4.78983,-1.28769,8.21695,-0.0640785,0.00545165,0.0123367,4.75979,2.58511,8.54451,-0.0342962,-0.0106879,0.0335988,9.65362,-0.347481,1.1896,-0.0456086,-0.0799212,0.00231496
0.001,-2.05049,9.39826,-1.27821,0.0656073,-0.0428347,-0.0354962,-0.568352,-9.75485,-0.581968,0.104175,-0.0725541,0.0336314,-0.072778,9.66024,-0.772256,0.0282768,-0.00805253,-0.0685146,-0.228827,-9.86861,-1.34645,0.0257192,-0.0370639,-0.0208796,4.82846,-1.28686,8.22816,-0.0656458,0.00473922,0.0144883,4.73928,2.58956,8.54262,-0.0356855,-0.0102799,0.0342661,9.67822,-0.314219,1.20107,-0.0501453,-0.0802261,0.0032016
0.002,-2.04645,9.39689,-1.27536,0.0658755,-0.0415631,-0.0377951,-0.564573,-9.76903,-0.563073,0.102166,-0.0706523,0.0341774,-0.0828196,9.67585,-0.770852,0.0285802,-0.00940506,-0.0687208,-0.233711,-9.87778,-1.31612,0.0245658,-0.0334351,-0.0192828,4.86709,-1.28603,8.23937,-0.0672131,0.00402678,0.0166398,4.71877,2.59402,8.54074,-0.0370748,-0.00987194,0.0349334,9.70282,-0.280957,1.21253,-0.054682,-0.0805309,0.00408823
0.003,-2.04241,9.39552,-1.27252,0.0661436,-0.0402915,-0.0400939,-0.560794,-9.78321,-0.544179,0.100157,-0.0687504,0.0347233,-0.0928612,9.69145,-0.769448,0.0288836,-0.0107576,-0.0689271,-0.238596,-9.88695,-1.2858,0.0234124,-0.0298063,-0.0176861,4.90572,-1.28519,8.25059,-0.0687805,0.00331435,0.0187914,4.69826,2.59847,8.53885,-0.0384641,-0.00946398,0.0356008,9.72742,-0.247695,1.22399,-0.0592187,-0.0808358,0.00497486
0.004,-2.03837,9.39414,-1.26967,0.0664117,-0.0390199,-0.0423928,-0.557014,-9.79739,-0.525284,0.098148,-0.0668485,0.0352693,-0.102903,9.70706,-0.768043,0.029187,-0.0121101,-0.0691333,-0.24348,-9.89612,-1.25547,0.0222591,-0.0261776,-0.0160894,4.94435,-1.28436,8.2618,-0.0703478,0.00260192,0.0209429,4.67775,2.60293,8.53697,-0.0398534,-0.00905601,0.0362681,9.75202,-0.214433,1.23545,-0.0637554,-0.0811406,0.00586149
0.005,-2.04809,9.38872,-1.27215,0.065082,-0.0374214,-0.0441482,-0.550543,-9.79687,-0.528988,0.0961825,-0.0641266,0.0351446,-0.105359,9.72188,-0.764205,0.0289067,-0.0141659,-0.0685226,-0.241444,-9.9045,-1.25029,0.0218076,-0.0216958,-0.0147401,4.9465,-1.2816,8.27519,-0.0728767,0.000856773,0.0220855,4.64848,2.60993,8.5343,-0.0415984,-0.00756471,0.0365204,9.76173,-0.206314,1.25067,-0.0673235,-0.0818887,0.00597302
0.006,-2.06882,9.38006,-1.27888,0.062474,-0.0355616,-0.0454687,-0.541918,-9.7846,-0.550772,0.0942518,-0.0607487,0.0344835,-0.101746,9.73608,-0.758419,0.0281594,-0.0167844,-0.0672582,-0.233871,-9.91225,-1.26523,0.0219177,-0.0165317,-0.0135887,4.91946,-1.2773,8.29033,-0.0761747,-0.00171455,0.0224209,4.61219,2.61897,8.531,-0.0436278,-0.00520674,0.0364406,9.75953,-0.218309,1.2689,-0.0701167,-0.0829914,0.00546448
0.007,-2.08955,9.37141,-1.28561,0.0598659,-0.0337017,-0.0467892,-0.533293,-9.77232,-0.572555,0.0923212,-0.0573708,0.0338223,-0.0981328,9.75028,-0.752634,0.0274122,-0.0194028,-0.0659939,-0.226298,-9.92,-1.28017,0.0220277,-0.0113676,-0.0124373,4.89242,-1.27299,8.30548,-0.0794726,-0.00428587,0.0227563,4.5759,2.62802,8.5277,-0.0456572,-0.00284876,0.0363607,9.75733,-0.230305,1.28714,-0.07291,-0.084094,0.00495594
0.008,-2.11028,9.36275,-1.29234,0.0572579,-0.0318418,-0.0481098,-0.524668,-9.76005,-0.594338,0.0903905,-0.0539929,0.0331612,-0.0945199,9.76447,-0.746848,0.0266649,-0.0220213,-0.0647295,-0.218726,-9.92774,-1.29511,0.0221378,-0.00620349,-0.011286,4.86538,-1.26869,8.32062,-0.0827706,-0.00685719,0.0230917,4.53961,2.63706,8.5244,-0.0476866,-0.000490792,0.0362809,9.75514,-0.2423,1.30537,-0.0757032,-0.0851967,0.0044474
0.009,-2.12616,9.35527,-1.29812,0.0548668,-0.0298342,-0.0493492,-0.51746,-9.74815,-0.61494,0.0886506,-0.0507593,0.0327055,-0.0909896,9.77764,-0.74022,0.0261796,-0.024633,-0.0634906,-0.210166,-9.93266,-1.30783,0.0219498,-0.00106317,-0.0100158,4.84006,-1.26682,8.33531,-0.0858976,-0.00907613,0.0235463,4.50823,2.64727,8.52243,-0.0497501,0.00165119,0.036302,9.7531,-0.25438,1.32292,-0.07833,-0.0861524,0.00391665
