Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,0.312443,-9.50857,-1.62566,-0.0069225,0.00852,-0.103039,0.0976611,9.64379,-1.03056,-0.0174115,-0.00954781,0.00338075,4.31721,-2.94375,8.33401,0.0663691,0.0828739,-0.0128753,0.79221,9.50548,-2.4714,-0.00520466,0.024152,-0.00367184,8.85855,-0.32202,3.95163,0.003195,0.0407363,-0.0037275,-0.935885,-9.88384,-1.36836,-0.0695335,0.04473,0.0820748,4.66497,1.9863,8.69054,-0.104129,0.132836,-0.0161196
0.001,0.305979,-9.51504,-1.63285,-0.008307,0.007242,-0.0995775,0.101037,9.6251,-1.03463,-0.017632,-0.0135677,0.00349102,4.31839,-2.95519,8.34115,0.0684497,0.0818118,-0.0126695,0.789135,9.51247,-2.45645,-0.00634,0.0191201,-0.00275581,8.85376,-0.314598,3.96623,0.002982,0.0403635,-0.004473,-0.957396,-9.86299,-1.39387,-0.0692317,0.0433141,0.0800889,4.66053,1.96563,8.67921,-0.107427,0.139619,-0.0202572
0.002,0.299515,-9.5215,-1.64003,-0.0096915,0.005964,-0.0961162,0.104412,9.60642,-1.03869,-0.0178526,-0.0175875,0.00360128,4.31957,-2.96663,8.34828,0.0705303,0.0807497,-0.0124636,0.78606,9.51945,-2.44151,-0.00747533,0.0140881,-0.00183978,8.84897,-0.307176,3.98084,0.002769,0.0399907,-0.0052185,-0.978906,-9.84214,-1.41938,-0.06893,0.0418981,0.078103,4.65609,1.94496,8.66788,-0.110724,0.146403,-0.0243948
0.003,0.29305,-9.52797,-1.64721,-0.011076,0.004686,-0.092655,0.107788,9.58773,-1.04275,-0.0180731,-0.0216074,0.00371155,4.32076,-2.97807,8.35541,0.0726109,0.0796877,-0.0122577,0.782985,9.52644,-2.42656,-0.00861066,0.00905612,-0.000923747,8.84418,-0.299754,3.99544,0.002556,0.039618,-0.005964,-1.00042,-9.82129,-1.44489,-0.0686282,0.0404822,0.0761171,4.65164,1.92429,8.65655,-0.114022,0.153187,-0.0285324
0.004,0.286586,-9.53443,-1.65439,-0.0124605,0.003408,-0.0891937,0.111164,9.56904,-1.04681,-0.0182936,-0.0256272,0.00382182,4.32194,-2.98951,8.36255,0.0746915,0.0786256,-0.0120519,0.77991,9.53343,-2.41162,-0.009746,0.00402416,-7.72e-06,8.83939,-0.292332,4.01005,0.002343,0.0392452,-0.0067095,-1.02193,-9.80044,-1.4704,-0.0683264,0.0390663,0.0741312,4.6472,1.90362,8.64522,-0.11732,0.15997,-0.0326699
0.005,0.280122,-9.54089,-1.66158,-0.013845,0.00213,-0.0857325,0.105999,9.56503,-1.04209,-0.0178802,-0.0295035,0.00360236,4.32925,-2.99202,8.36277,0.0769911,0.0782648,-0.0121711,0.772424,9.5262,-2.40735,-0.0109339,8.75e-05,-0.000445287,8.8346,-0.28491,4.02465,0.00213,0.0388725,-0.007455,-1.03983,-9.79834,-1.47907,-0.0685,0.0381145,0.0734573,4.65044,1.90812,8.63233,-0.12002,0.164156,-0.034849
0.006,0.273657,-9.54736,-1.66876,-0.0152295,0.000852,-0.0822712,0.0940017,9.57275,-1.03035,-0.0169595,-0.033265,0.00311914,4.34146,-2.98738,8.35746,0.0794659,0.078465,-0.0125502,0.761409,9.50761,-2.41161,-0.0121637,-0.0029729,-0.00196574,8.82982,-0.277488,4.03926,0.001917,0.0384998,-0.0082005,-1.05484,-9.81122,-1.47425,-0.0690538,0.0375339,0.0738331,4.65983,1.93276,8.61819,-0.122242,0.166263,-0.0354613
0.007,0.267193,-9.55382,-1.67594,-0.016614,-0.000426,-0.07881,0.0820047,9.58047,-1.0186,-0.0160388,-0.0370266,0.00263591,4.35368,-2.98274,8.35216,0.0819407,0.0786653,-0.0129294,0.750394,9.48902,-2.41588,-0.0133936,-0.00603331,-0.00348619,8.82503,-0.270066,4.05386,0.001704,0.038127,-0.008946,-1.06985,-9.82411,-1.46943,-0.0696075,0.0369533,0.0742089,4.66921,1.95739,8.60405,-0.124465,0.16837,-0.0360736
0.008,0.260729,-9.56029,-1.68312,-0.0179985,-0.001704,-0.0753487,0.0700076,9.58818,-1.00686,-0.0151181,-0.0407881,0.00215269,4.3659,-2.97809,8.34686,0.0844155,0.0788655,-0.0133086,0.739379,9.47043,-2.42014,-0.0146235,-0.00909371,-0.00500664,8.82024,-0.262644,4.06847,0.001491,0.0377542,-0.0096915,-1.08486,-9.837,-1.46461,-0.0701613,0.0363728,0.0745847,4.6786,1.98202,8.58991,-0.126687,0.170477,-0.0366858
0.009,0.254264,-9.56675,-1.69031,-0.019383,-0.002982,-0.0718875,0.0615232,9.59524,-0.995259,-0.0142563,-0.0446361,0.0017013,4.37566,-2.97646,8.34173,0.0870096,0.0794521,-0.0138864,0.731038,9.45357,-2.42267,-0.0157706,-0.0123184,-0.00642536,8.81545,-0.255222,4.08307,0.001278,0.0373815,-0.010437,-1.09966,-9.84793,-1.45912,-0.0706615,0.0357388,0.0749169,4.68601,2.00267,8.58016,-0.128457,0.172988,-0.0372576
0.01,0.2478,-9.57322,-1.69749,-0.0207675,-0.00426,-0.0684263,0.0811406,9.59694,-0.984825,-0.0138658,-0.0491761,0.00150462,4.36578,-2.99883,8.33802,0.0905583,0.0831297,-0.0160529,0.744093,9.45059,-2.41126,-0.0162557,-0.0168574,-0.00703019,8.81066,-0.2478,4.09768,0.001065,0.0370087,-0.0111825,-1.11278,-9.84318,-1.44829,-0.0707331,0.0346777,0.0749011,4.67767,1.99147,8.60549,-0.126603,0.178728,-0.0375052
0.011,0.241336,-9.57968,-1.70467,-0.022152,-0.005538,-0.064965,0.100758,9.59865,-0.974392,-0.0134753,-0.0537162,0.00130795,4.3559,-3.02121,8.33431,0.094107,0.0868072,-0.0182195,0.757147,9.4476,-2.39985,-0.0167409,-0.0213963,-0.00763502,8.80587,-0.240378,4.11228,0.000852,0.036636,-0.011928,-1.12589,-9.83842,-1.43746,-0.0708046,0.0336165,0.0748852,4.66934,1.98027,8.63082,-0.124748,0.184467,-0.0377527
0.012,0.234871,-9.58614,-1.71185,-0.0235365,-0.006816,-0.0615037,0.120375,9.60035,-0.963958,-0.0130847,-0.0582563,0.00111127,4.34602,-3.04359,8.33061,0.0976557,0.0904848,-0.020386,0.770202,9.44462,-2.38845,-0.017226,-0.0259353,-0.00823986,8.80109,-0.232956,4.12689,0.000639,0.0362632,-0.0126735,-1.13901,-9.83367,-1.42663,-0.0708762,0.0325554,0.0748693,4.661,1.96907,8.65615,-0.122894,0.190207,-0.0380003
0.013,0.228407,-9.59261,-1.71904,-0.024921,-0.008094,-0.0580425,0.139993,9.60206,-0.953524,-0.0126942,-0.0627963,0.000914591,4.33614,-3.06597,8.3269,0.101204,0.0941624,-0.0225526,0.783257,9.44164,-2.37704,-0.0177111,-0.0304742,-0.00884469,8.7963,-0.225534,4.14149,0.000426,0.0358905,-0.013419,-1.15212,-9.82892,-1.41581,-0.0709477,0.0314943,0.0748535,4.65266,1.95788,8.68147,-0.12104,0.195947,-0.0382479
0.014,0.221942,-9.59907,-1.72622,-0.0263055,-0.009372,-0.0545812,0.144487,9.60654,-0.946787,-0.0132415,-0.067588,0.00139384,4.33456,-3.07376,8.32847,0.104322,0.0964878,-0.0236615,0.785902,9.44697,-2.39181,-0.019438,-0.0340082,-0.00863936,8.79151,-0.218112,4.1561,0.000213,0.0355177,-0.0141645,-1.15276,-9.83378,-1.40784,-0.0714219,0.0295672,0.0729861,4.65059,1.94836,8.67645,-0.123927,0.199826,-0.0400901
0.015,0.215478,-9.60554,-1.7334,-0.02769,-0.01065,-0.05112,0.14142,9.61242,-0.941899,-0.0142577,-0.0725055,0.00221105,4.33713,-3.07424,8.33269,0.107224,0.0981372,-0.0242416,0.783342,9.45645,-2.41965,-0.0217858,-0.0370398,-0.00802894,8.78672,-0.21069,4.1707,0.0,0.035145,-0.01491,-1.14715,-9.84345,-1.4013,-0.0720973,0.0272071,0.0701931,4.65166,1.93969,8.65625,-0.129185,0.202776,-0.0427296
0.016,0.212126,-9.61176,-1.73675,-0.0275835,-0.0107032,-0.0494692,0.138352,9.6183,-0.93701,-0.0152739,-0.077423,0.00302827,4.3397,-3.07473,8.3369,0.110126,0.0997866,-0.0248217,0.780782,9.46593,-2.4475,-0.0241336,-0.0400713,-0.00741853,8.79007,-0.199676,4.16376,-0.000852,0.0346125,-0.01491,-1.14154,-9.85312,-1.39476,-0.0727727,0.0248471,0.0674,4.65272,1.93102,8.63605,-0.134444,0.205725,-0.0453691
0.017,0.208774,-9.61799,-1.74011,-0.027477,-0.0107565,-0.0478185,0.135285,9.62418,-0.932122,-0.0162901,-0.0823406,0.00384548,4.34227,-3.07522,8.34111,0.113027,0.101436,-0.0254018,0.778222,9.47541,-2.47535,-0.0264814,-0.0431029,-0.00680812,8.79342,-0.188663,4.15681,-0.001704,0.03408,-0.01491,-1.13594,-9.86278,-1.38822,-0.0734481,0.022487,0.064607,4.65378,1.92234,8.61585,-0.139702,0.208675,-0.0480086
0.018,0.205423,-9.62421,-1.74346,-0.0273705,-0.0108097,-0.0461677,0.132175,9.62599,-0.9292,-0.017234,-0.0868135,0.00454628,4.34775,-3.066,8.34296,0.116019,0.102983,-0.0261126,0.776921,9.47767,-2.49514,-0.0284263,-0.0460246,-0.00620558,8.79678,-0.17765,4.14987,-0.002556,0.0335475,-0.01491,-1.12802,-9.86676,-1.38151,-0.0740555,0.0200962,0.0629001,4.65911,1.91937,8.60272,-0.14406,0.212585,-0.0501726
