Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,-5.07265,3.62915,7.70112,-0.0214319,0.00945312,0.0210462,-0.519499,-9.77806,-2.23974,-0.063428,0.0153564,-0.0164214,0.342552,-9.80297,-1.55218,-0.00770043,-0.0250685,0.0291638,-0.727443,9.5191,-2.23218,-0.00627837,-0.00635811,0.00843229,-5.28647,-3.40914,7.42463,-0.033015,0.0101232,0.001065,9.49254,-0.0907546,1.86555,-0.00340942,0.0540756,0.0196489,-2.2827,8.82024,-3.60933,0.0033375,0.00536572,-0.0128411
0.001,-5.09033,3.63249,7.68215,-0.0196993,0.00543844,0.0200658,-0.519832,-9.76082,-2.23967,-0.0638548,0.0147767,-0.0167193,0.327708,-9.80422,-1.54297,-0.00824275,-0.0239943,0.0292375,-0.707103,9.53529,-2.24387,-0.00438703,-0.00660924,0.00797223,-5.27885,-3.40785,7.41166,-0.0316731,0.00964046,0.000821021,9.47742,-0.0714535,1.87565,-0.00253768,0.0537223,0.0201879,-2.26609,8.81894,-3.65127,0.00492711,0.00580795,-0.0136112
0.002,-5.108,3.63582,7.66318,-0.0179668,0.00142375,0.0190853,-0.520165,-9.74357,-2.2396,-0.0642816,0.014197,-0.0170171,0.312863,-9.80547,-1.53376,-0.00878508,-0.0229201,0.0293111,-0.686762,9.55148,-2.25555,-0.00249569,-0.00686038,0.00751218,-5.27123,-3.40657,7.3987,-0.0303312,0.00915776,0.000577041,9.4623,-0.0521525,1.88575,-0.00166594,0.053369,0.0207269,-2.24949,8.81765,-3.6932,0.00651671,0.00625018,-0.0143813
0.003,-5.12567,3.63916,7.64422,-0.0162342,-0.00259094,0.0181049,-0.520498,-9.72632,-2.23952,-0.0647084,0.0136173,-0.0173149,0.298018,-9.80673,-1.52455,-0.0093274,-0.0218459,0.0293847,-0.666422,9.56767,-2.26723,-0.000604346,-0.00711151,0.00705212,-5.26362,-3.40528,7.38573,-0.0289893,0.00867506,0.000333062,9.44718,-0.0328515,1.89585,-0.000794195,0.0530157,0.021266,-2.23289,8.81636,-3.73514,0.00810631,0.00669242,-0.0151515
0.004,-5.14335,3.64249,7.62525,-0.0145016,-0.00660563,0.0171245,-0.52083,-9.70907,-2.23945,-0.0651352,0.0130376,-0.0176127,0.283173,-9.80798,-1.51534,-0.00986973,-0.0207717,0.0294583,-0.646082,9.58386,-2.27891,0.001287,-0.00736265,0.00659206,-5.256,-3.404,7.37277,-0.0276475,0.00819236,8.91e-05,9.43206,-0.0135505,1.90594,7.75e-05,0.0526625,0.021805,-2.21628,8.81506,-3.77708,0.00969591,0.00713465,-0.0159216
0.005,-5.13853,3.63859,7.61899,-0.0139723,-0.00783334,0.0160001,-0.534029,-9.70926,-2.23353,-0.0647815,0.0126686,-0.0178985,0.272195,-9.80265,-1.5054,-0.0107852,-0.0196798,0.0292868,-0.647065,9.58425,-2.28588,0.00199157,-0.00852247,0.00625317,-5.25957,-3.39765,7.36947,-0.0270936,0.0076356,-0.000150058,9.42458,0.00355387,1.90432,-0.000658138,0.0523276,0.0222866,-2.19869,8.79725,-3.7914,0.00967346,0.00706388,-0.0171285
0.006,-5.11571,3.62888,7.62289,-0.0144055,-0.00683147,0.0147607,-0.557521,-9.72339,-2.22293,-0.0638033,0.0124679,-0.0181745,0.264308,-9.79205,-1.49487,-0.0119993,-0.0185737,0.0289191,-0.665106,9.57201,-2.28908,0.00174673,-0.0104092,0.00601121,-5.27208,-3.38726,7.37392,-0.0271701,0.0070196,-0.000385329,9.42322,0.0189008,1.89332,-0.00267976,0.0520075,0.0227224,-2.1803,8.76621,-3.78361,0.00836137,0.0065827,-0.018685
0.007,-5.09289,3.61918,7.62679,-0.0148387,-0.0058296,0.0135213,-0.581013,-9.73753,-2.21233,-0.0628251,0.0122673,-0.0184506,0.256422,-9.78145,-1.48435,-0.0132134,-0.0174676,0.0285515,-0.683147,9.55978,-2.29228,0.00150189,-0.012296,0.00576925,-5.28459,-3.37687,7.37837,-0.0272466,0.0064036,-0.0006206,9.42185,0.0342478,1.88232,-0.00470138,0.0516874,0.0231581,-2.16191,8.73517,-3.77583,0.00704927,0.00610152,-0.0202414
0.008,-5.07008,3.60948,7.6307,-0.0152719,-0.00482773,0.0122818,-0.604505,-9.75166,-2.20173,-0.0618469,0.0120667,-0.0187267,0.248536,-9.77085,-1.47383,-0.0144275,-0.0163615,0.0281838,-0.701189,9.54754,-2.29548,0.00125705,-0.0141828,0.00552729,-5.2971,-3.36648,7.38282,-0.0273231,0.0057876,-0.00085587,9.42049,0.0495948,1.87131,-0.006723,0.0513672,0.0235938,-2.14352,8.70414,-3.76805,0.00573718,0.00562034,-0.0217978
0.009,-5.05058,3.60281,7.6313,-0.0158107,-0.00394292,0.0111912,-0.624298,-9.76397,-2.19209,-0.0610926,0.0120064,-0.0187485,0.242225,-9.76303,-1.46485,-0.0156096,-0.0153819,0.0276627,-0.715034,9.53295,-2.29804,0.00098565,-0.0156162,0.00527837,-5.30996,-3.35867,7.38623,-0.0274187,0.00518892,-0.0010226,9.42007,0.0634817,1.86162,-0.00854656,0.0511303,0.0238611,-2.1274,8.67864,-3.76199,0.00470661,0.00557491,-0.0230582
