Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,-5.21389,3.63832,7.69182,-0.0197046,0.00834743,0.0138408,-0.674641,-9.733,-2.05676,-0.0586282,0.0379884,0.00800895,-0.033265,-9.72426,-1.30663,-0.0403995,0.0845511,-0.0252073,-0.720336,9.44991,-2.0665,-0.00294056,0.0155352,0.00551037,-5.47015,-3.40845,7.32955,-0.0113824,0.00406068,0.00672378,9.61614,0.0249267,1.7654,-0.0669855,-0.03621,-0.000746502,-2.52045,8.80786,-3.29688,-0.00158258,0.0105224,0.01608
0.001,-5.18141,3.65706,7.67303,-0.0191478,0.00682046,0.0149545,-0.675376,-9.72279,-2.0789,-0.0590527,0.0392916,0.00705401,-0.0171552,-9.75598,-1.27934,-0.0399626,0.0828596,-0.0214381,-0.715542,9.44803,-2.0624,-0.00338043,0.0149192,0.00470732,-5.44478,-3.40007,7.34274,-0.0106557,0.0049979,0.0049713,9.6213,0.0360269,1.76462,-0.0666006,-0.0350207,-0.000478357,-2.52406,8.79947,-3.30329,-0.00281874,0.00936201,0.0163879
0.002,-5.14893,3.67581,7.65424,-0.0185909,0.00529349,0.0160682,-0.676112,-9.71258,-2.10104,-0.0594773,0.0405948,0.00609908,-0.00104536,-9.7877,-1.25206,-0.0395257,0.081168,-0.0176689,-0.710748,9.44616,-2.0583,-0.0038203,0.0143031,0.00390427,-5.41941,-3.39169,7.35593,-0.00992908,0.00593511,0.00321883,9.62645,0.0471271,1.76385,-0.0662157,-0.0338314,-0.000210213,-2.52766,8.79108,-3.30969,-0.00405489,0.00820163,0.0166958
0.003,-5.11646,3.69456,7.63545,-0.018034,0.00376652,0.0171819,-0.676847,-9.70236,-2.12317,-0.0599018,0.041898,0.00514415,0.0150645,-9.81941,-1.22477,-0.0390888,0.0794764,-0.0138996,-0.705954,9.44428,-2.0542,-0.00426017,0.0136871,0.00310122,-5.39404,-3.38331,7.36912,-0.00920241,0.00687233,0.00146635,9.63161,0.0582272,1.76308,-0.0658308,-0.032642,5.79e-05,-2.53126,8.78269,-3.3161,-0.00529104,0.00704124,0.0170037
0.004,-5.08398,3.7133,7.61666,-0.0174772,0.00223955,0.0182956,-0.677583,-9.69215,-2.14531,-0.0603264,0.0432011,0.00418921,0.0311743,-9.85113,-1.19748,-0.0386518,0.0777848,-0.0101304,-0.70116,9.4424,-2.0501,-0.00470004,0.0130711,0.00229817,-5.36867,-3.37493,7.38231,-0.00847575,0.00780954,-0.000286122,9.63676,0.0693274,1.7623,-0.0654459,-0.0314527,0.000326077,-2.53487,8.77429,-3.3225,-0.00652719,0.00588085,0.0173116
0.005,-5.07219,3.71581,7.60189,-0.0174151,0.00105538,0.0184958,-0.670783,-9.68733,-2.14004,-0.0607607,0.0431225,0.00302795,0.0131867,-9.86456,-1.20159,-0.0374251,0.0749531,-0.0103659,-0.700236,9.44798,-2.05976,-0.00438407,0.0131748,0.00188842,-5.34116,-3.37197,7.38851,-0.0078102,0.00810545,-0.00100388,9.63391,0.0630441,1.7533,-0.0649497,-0.0301756,-0.000622904,-2.54245,8.76881,-3.33548,-0.00645827,0.00614073,0.018293
0.006,-5.07696,3.70531,7.59034,-0.0177488,0.000145456,0.0179652,-0.657955,-9.68682,-2.11284,-0.0612028,0.0419383,0.00170162,-0.0320787,-9.86338,-1.23081,-0.0355665,0.0712094,-0.0138051,-0.702408,9.4595,-2.08044,-0.00346343,0.0138542,0.0017933,-5.31194,-3.37337,7.38911,-0.00719355,0.00788832,-0.000893868,9.62463,0.0428542,1.73773,-0.0643645,-0.0288284,-0.00254559,-2.55323,8.76565,-3.35372,-0.00534528,0.0075368,0.0198132
0.007,-5.08174,3.69482,7.57879,-0.0180825,-0.000764472,0.0174345,-0.645127,-9.68631,-2.08564,-0.0616449,0.0407542,0.000375284,-0.0773442,-9.8622,-1.26004,-0.0337078,0.0674657,-0.0172444,-0.70458,9.47103,-2.10112,-0.00254279,0.0145337,0.00169819,-5.28272,-3.37476,7.38972,-0.00657689,0.00767118,-0.000783855,9.61536,0.0226642,1.72215,-0.0637792,-0.0274811,-0.00446827,-2.56401,8.7625,-3.37196,-0.0042323,0.00893288,0.0213334
0.008,-5.08651,3.68432,7.56723,-0.0184162,-0.0016744,0.0169039,-0.632299,-9.6858,-2.05845,-0.062087,0.0395701,-0.000951049,-0.12261,-9.86101,-1.28926,-0.0318492,0.0637219,-0.0206837,-0.706753,9.48256,-2.12179,-0.00162216,0.0152131,0.00160308,-5.2535,-3.37615,7.39032,-0.00596024,0.00745405,-0.000673841,9.60609,0.00247421,1.70657,-0.063194,-0.0261338,-0.00639095,-2.57478,8.75934,-3.3902,-0.00311932,0.010329,0.0228536
0.009,-5.09123,3.67369,7.56004,-0.018799,-0.00259643,0.0163837,-0.61906,-9.68842,-2.03641,-0.0623089,0.0383964,-0.00215664,-0.159844,-9.85948,-1.31216,-0.0299817,0.0601437,-0.0235538,-0.708315,9.4936,-2.14162,-0.000812496,0.0159173,0.00149482,-5.22934,-3.37614,7.39064,-0.00535828,0.00707311,-0.000536626,9.59874,-0.0153067,1.69586,-0.0627091,-0.0249758,-0.00820969,-2.58361,8.75818,-3.40563,-0.00221,0.011447,0.0239791
