Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,4.66725,-5.466,6.86705,-0.0116249,-0.013214,0.0300737,-1.41736,9.19417,-2.50455,-0.0447685,0.0936687,-0.0670822,-1.91632,9.24232,-2.14684,-0.0624409,0.124362,0.0179834,-1.07883,-9.76355,-1.36358,0.0121739,-0.0028462,-0.000358102,5.86721,3.1076,7.04405,-0.000174368,-0.0236044,0.000278989,9.65687,0.300827,0.546667,-0.0292406,0.0488554,0.00652462,-1.29071,-9.72208,-1.49065,-0.02667,0.0880147,0.0214902
0.001,4.63129,-5.47087,6.87977,-0.0115679,-0.0116786,0.0279836,-1.4163,9.23474,-2.52462,-0.0483508,0.0888536,-0.0658664,-1.91355,9.22453,-2.15281,-0.0598937,0.123997,0.0173212,-1.04582,-9.76277,-1.35056,0.00928268,-0.00441471,-0.000675308,5.86162,3.08024,7.02291,-0.00435421,-0.0237995,-0.000955749,9.64455,0.310294,0.549077,-0.0299464,0.0498671,0.00637377,-1.28988,-9.73193,-1.49792,-0.026098,0.0842497,0.0230504
0.002,4.59534,-5.47575,6.89248,-0.011511,-0.0101432,0.0258935,-1.41524,9.2753,-2.54469,-0.0519331,0.0840385,-0.0646507,-1.91078,9.20674,-2.15878,-0.0573465,0.123633,0.0166589,-1.01281,-9.76198,-1.33755,0.00639151,-0.00598322,-0.000992513,5.85603,3.05288,7.00176,-0.00853405,-0.0239947,-0.00219049,9.63223,0.319761,0.551486,-0.0306521,0.0508788,0.00622293,-1.28904,-9.74178,-1.50519,-0.025526,0.0804848,0.0246106
0.003,4.55938,-5.48062,6.9052,-0.0114541,-0.00860779,0.0238034,-1.41418,9.31587,-2.56476,-0.0555154,0.0792234,-0.063435,-1.90802,9.18895,-2.16474,-0.0547993,0.123268,0.0159967,-0.979796,-9.76119,-1.32453,0.00350034,-0.00755173,-0.00130972,5.85044,3.02552,6.98061,-0.0127139,-0.0241898,-0.00342522,9.61992,0.329228,0.553896,-0.0313579,0.0518905,0.00607209,-1.28821,-9.75163,-1.51246,-0.024954,0.0767199,0.0261708
0.004,4.52342,-5.4855,6.91792,-0.0113972,-0.0070724,0.0217133,-1.41312,9.35644,-2.58483,-0.0590977,0.0744083,-0.0622193,-1.90525,9.17116,-2.17071,-0.0522521,0.122904,0.0153344,-0.946783,-9.7604,-1.31151,0.000609173,-0.00912024,-0.00162692,5.84486,2.99816,6.95946,-0.0168937,-0.024385,-0.00465996,9.6076,0.338695,0.556305,-0.0320636,0.0529022,0.00592125,-1.28738,-9.76149,-1.51973,-0.024382,0.072955,0.027731
0.005,4.51859,-5.48245,6.92335,-0.0121555,-0.00630292,0.0201251,-1.41361,9.36416,-2.58074,-0.0605239,0.0709178,-0.0608256,-1.91806,9.18469,-2.18393,-0.0510112,0.122956,0.0132569,-0.924754,-9.75651,-1.2959,-0.000377607,-0.0112141,-0.00067456,5.8358,2.98861,6.95691,-0.0199888,-0.0252647,-0.00548661,9.61203,0.337932,0.559115,-0.0311262,0.0538001,0.00570639,-1.27747,-9.76682,-1.5326,-0.0237641,0.0690996,0.0284146
0.006,4.53865,-5.47307,6.92297,-0.0135659,-0.00614618,0.0189385,-1.41535,9.3456,-2.55732,-0.0602252,0.0684869,-0.0592896,-1.94334,9.22329,-2.20297,-0.0508154,0.123343,0.0100473,-0.911511,-9.75012,-1.27821,0.000159125,-0.0137283,0.00129346,5.82396,2.9933,6.96922,-0.022216,-0.026692,-0.00598678,9.62987,0.328984,0.562244,-0.0288743,0.0546068,0.00544033,-1.26031,-9.76854,-1.54994,-0.0231095,0.0651719,0.0283968
0.007,4.55872,-5.4637,6.92258,-0.0149764,-0.00598943,0.0177519,-1.41709,9.32705,-2.53391,-0.0599264,0.0660561,-0.0577536,-1.96862,9.26189,-2.22201,-0.0506195,0.12373,0.00683759,-0.898269,-9.74374,-1.26051,0.000695858,-0.0162424,0.00326148,5.81212,2.99799,6.98154,-0.0244433,-0.0281192,-0.00648696,9.64771,0.320036,0.565374,-0.0266223,0.0554135,0.00517426,-1.24316,-9.77026,-1.56729,-0.0224549,0.0612442,0.0283791
0.008,4.57878,-5.45432,6.9222,-0.0163868,-0.00583269,0.0165653,-1.41882,9.30849,-2.51049,-0.0596277,0.0636252,-0.0562175,-1.99389,9.30048,-2.24104,-0.0504237,0.124116,0.00362791,-0.885027,-9.73735,-1.24282,0.00123259,-0.0187566,0.0052295,5.80028,3.00268,6.99386,-0.0266705,-0.0295465,-0.00698713,9.66555,0.311088,0.568503,-0.0243703,0.0562202,0.0049082,-1.226,-9.77198,-1.58464,-0.0218003,0.0573165,0.0283614
0.009,4.59411,-5.44579,6.92227,-0.0175457,-0.00555425,0.0153995,-1.4232,9.29425,-2.49373,-0.059119,0.0611691,-0.0543585,-2.01546,9.33237,-2.25566,-0.0500959,0.12439,0.000693591,-0.871346,-9.73085,-1.22769,0.00164784,-0.0213183,0.00674331,5.78806,3.01105,7.00686,-0.0288393,-0.0308436,-0.00761869,9.68119,0.304257,0.572483,-0.0219901,0.0567694,0.00442878,-1.21016,-9.77441,-1.60135,-0.02108,0.0532607,0.0282913
0.01,4.57154,-5.4441,6.92603,-0.0166917,-0.00430229,0.0144003,-1.44875,9.3145,-2.53024,-0.0569307,0.0585111,-0.0499153,-2.00735,9.31055,-2.23494,-0.0487129,0.12376,-3.79e-05,-0.854155,-9.72343,-1.23306,0.00109125,-0.0242606,0.00462348,5.77285,3.04882,7.02531,-0.0305402,-0.0310989,-0.00930128,9.6792,0.314361,0.583267,-0.018584,0.0552588,0.00224254,-1.20492,-9.78261,-1.61302,-0.0198351,0.0481795,0.0278025
