Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,4.62153,-5.44026,6.86639,0.109976,0.0400477,-0.0835317,-0.638843,9.23108,-3.03684,-0.121813,0.136119,-0.131209,-1.08129,9.23029,-2.47328,-0.0502145,0.119631,-0.0383782,-0.470871,-9.75567,-1.25773,-0.104723,-0.282581,-0.0614155,5.86051,2.94953,7.16849,-0.0348421,-0.0288927,-0.0572897,9.6194,0.474759,0.934607,0.0366639,-0.00274826,0.153896,-1.34938,-9.88751,-1.34445,-0.0265033,-0.22076,0.096885
0.001,4.62656,-5.45963,6.85712,0.112442,0.0406007,-0.0841254,-0.654446,9.22357,-3.03283,-0.118112,0.13876,-0.13135,-1.07806,9.22732,-2.47314,-0.0486189,0.124392,-0.0402908,-0.472444,-9.73542,-1.25825,-0.104952,-0.282918,-0.0615019,5.85639,2.94848,7.1711,-0.0322127,-0.030007,-0.0554311,9.63071,0.420076,0.927278,0.0338859,-0.000412553,0.15444,-1.31934,-9.88698,-1.34384,-0.0264835,-0.217576,0.0951672
0.002,4.6316,-5.479,6.84785,0.114908,0.0411536,-0.0847191,-0.670049,9.21605,-3.02882,-0.114412,0.141401,-0.13149,-1.07484,9.22434,-2.473,-0.0470234,0.129153,-0.0422034,-0.474017,-9.71518,-1.25878,-0.105181,-0.283255,-0.0615883,5.85227,2.94743,7.17371,-0.0295834,-0.0311214,-0.0535724,9.64202,0.365394,0.919949,0.031108,0.00192315,0.154984,-1.2893,-9.88646,-1.34323,-0.0264637,-0.214392,0.0934494
0.003,4.63663,-5.49837,6.83857,0.117374,0.0417066,-0.0853127,-0.685652,9.20854,-3.0248,-0.110711,0.144042,-0.13163,-1.07161,9.22136,-2.47286,-0.0454279,0.133914,-0.0441159,-0.47559,-9.69494,-1.25931,-0.10541,-0.283592,-0.0616746,5.84815,2.94638,7.17633,-0.0269541,-0.0322357,-0.0517138,9.65334,0.310712,0.91262,0.02833,0.00425886,0.155527,-1.25927,-9.88594,-1.34262,-0.0264439,-0.211209,0.0917316
0.004,4.64166,-5.51774,6.8293,0.11984,0.0422595,-0.0859064,-0.701255,9.20103,-3.02079,-0.107011,0.146683,-0.131771,-1.06838,9.21838,-2.47271,-0.0438323,0.138675,-0.0460285,-0.477163,-9.67469,-1.25983,-0.105639,-0.283929,-0.061761,5.84403,2.94533,7.17894,-0.0243248,-0.03335,-0.0498552,9.66465,0.256029,0.905291,0.025552,0.00659456,0.156071,-1.22923,-9.88542,-1.342,-0.0264241,-0.208025,0.0900138
0.005,4.63242,-5.50429,6.83423,0.121769,0.0447071,-0.0883721,-0.718757,9.18524,-2.99842,-0.104932,0.149802,-0.132117,-1.06167,9.22945,-2.47286,-0.0423729,0.14341,-0.0476368,-0.487587,-9.67532,-1.25641,-0.105397,-0.284497,-0.0625309,5.84347,2.94507,7.18663,-0.0222522,-0.0330822,-0.04917,9.66166,0.253094,0.904039,0.0260683,0.00662643,0.157336,-1.20524,-9.88711,-1.34713,-0.0271276,-0.20663,0.0900238
0.006,4.61176,-5.46459,6.85053,0.123266,0.0486705,-0.0923355,-0.737777,9.16282,-2.96135,-0.10415,0.153305,-0.132628,-1.05216,9.25176,-2.47323,-0.0410222,0.148122,-0.0490015,-0.505094,-9.69265,-1.24983,-0.104778,-0.285251,-0.0638475,5.84575,2.94543,7.19838,-0.020625,-0.0317087,-0.0494237,9.64725,0.291558,0.907649,0.0292201,0.00481524,0.159178,-1.18609,-9.89057,-1.35685,-0.0284096,-0.206667,0.0914162
0.007,4.5911,-5.42488,6.86683,0.124764,0.0526339,-0.0962989,-0.756797,9.14041,-2.92429,-0.103369,0.156807,-0.133139,-1.04266,9.27407,-2.47361,-0.0396715,0.152835,-0.0503663,-0.5226,-9.70998,-1.24326,-0.104159,-0.286005,-0.0651642,5.84803,2.94579,7.21013,-0.0189978,-0.0303351,-0.0496773,9.63283,0.330021,0.911259,0.0323719,0.00300404,0.16102,-1.16694,-9.89403,-1.36658,-0.0296917,-0.206704,0.0928086
0.008,4.57044,-5.38518,6.88313,0.126262,0.0565972,-0.100262,-0.775817,9.11799,-2.88722,-0.102587,0.16031,-0.13365,-1.03315,9.29638,-2.47398,-0.0383209,0.157547,-0.051731,-0.540106,-9.72731,-1.23668,-0.10354,-0.286759,-0.0664808,5.85031,2.94614,7.22187,-0.0173707,-0.0289616,-0.0499309,9.61842,0.368484,0.91487,0.0355236,0.00119284,0.162862,-1.14779,-9.89749,-1.3763,-0.0309738,-0.206741,0.094201
0.009,4.55446,-5.34821,6.89744,0.127807,0.0603697,-0.103669,-0.79169,9.09905,-2.85329,-0.10186,0.163553,-0.134398,-1.0248,9.31626,-2.47429,-0.036974,0.162003,-0.0529454,-0.558172,-9.74242,-1.2329,-0.103083,-0.287307,-0.0677562,5.85296,2.94706,7.22843,-0.0158958,-0.0277676,-0.0502102,9.60526,0.404485,0.914959,0.0379265,-0.000583567,0.164939,-1.13205,-9.90058,-1.38573,-0.0321083,-0.206824,0.0955381
0.01,4.57594,-5.33313,6.89589,0.129732,0.0626145,-0.102627,-0.782381,9.10784,-2.84447,-0.101568,0.164717,-0.13704,-1.02571,9.31667,-2.47406,-0.0356573,0.164403,-0.0529567,-0.580708,-9.73977,-1.25154,-0.103913,-0.286202,-0.0687014,5.85851,2.95241,7.19341,-0.0156396,-0.0280098,-0.0506947,9.60214,0.42079,0.886876,0.0343379,-0.00208163,0.1689,-1.14351,-9.90069,-1.39284,-0.0320624,-0.207275,0.0964324
0.011,4.59741,-5.31805,6.89433,0.131657,0.0648592,-0.101585,-0.773072,9.11663,-2.83564,-0.101276,0.165882,-0.139682,-1.02662,9.31708,-2.47383,-0.0343406,0.166802,-0.052968,-0.603244,-9.73713,-1.27018,-0.104744,-0.285097,-0.0696466,5.86406,2.95777,7.1584,-0.0153833,-0.0282521,-0.0511791,9.59902,0.437095,0.858794,0.0307494,-0.00357969,0.172861,-1.15497,-9.90079,-1.39995,-0.0320164,-0.207727,0.0973268
0.012,4.61888,-5.30297,6.89278,0.133582,0.067104,-0.100542,-0.763763,9.12542,-2.82682,-0.100984,0.167046,-0.142324,-1.02753,9.31749,-2.47361,-0.033024,0.169202,-0.0529793,-0.62578,-9.73448,-1.28881,-0.105575,-0.283992,-0.0705918,5.86962,2.96313,7.12338,-0.0151271,-0.0284943,-0.0516636,9.5959,0.4534,0.830711,0.0271609,-0.00507775,0.176822,-1.16644,-9.9009,-1.40706,-0.0319704,-0.208179,0.0982211
