Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0671613,0.022428,0.00117615,0.0597214,0.036481,0.0667313,0.0204245,0.0437704,0.0543649,0.0122366,0.08409,0.102762,0.0410773,0.0450388,0.0499231,0.0609021
0.021,0.0708234,-0.0196863,0.0191815,0.03134,0.0395328,0.0554398,0.0259177,0.062081,0.0619943,0.00155548,0.0428912,0.109781,0.0563361,0.0651804,0.0499231,0.0557141
0.022,0.0363385,0.0108313,0.0295575,0.0502609,0.0557071,0.0633743,0.059487,0.0513998,0.0604684,0.00155548,0.0474689,-0.00557526,0.0749518,0.0654855,0.0517542,0.0511365
0.023,0.0567853,0.0218176,0.013078,0.0633835,0.03465,0.0670364,0.042092,0.03431,0.063215,0.0436697,0.0550983,-0.076376,0.0935675,0.0804392,0.051449,0.05724
0.024,0.0369489,0.0123572,0.0725873,0.0453781,0.0413638,0.0581863,0.0561301,0.0718466,0.0598581,0.0400076,0.0401447,0.0402011,0.0850226,0.06457,0.0444299,0.0685315
0.025,0.075401,0.0337195,0.0954755,0.0478195,0.053876,0.0649002,0.0634543,0.051705,0.0522287,0.0461111,0.0642535,0.0292148,0.0560309,0.0761667,0.0355798,0.0569348
0.026,0.0549542,0.024259,0.0735028,0.0533127,0.0450259,0.0728348,0.0427023,0.0419394,0.0851877,0.0467215,0.0383136,0.031351,0.0651862,0.0511423,0.0715906,0.0615125
0.027,0.0473248,0.0437903,0.0884564,0.0511765,0.0575381,0.0389603,0.0604025,0.0385825,0.0656564,0.058013,0.0550983,0.0258578,0.0691534,0.0508371,0.0450403,0.0337415
0.028,0.0586163,0.0639319,0.0664838,0.0441574,0.0596744,0.0591019,0.043923,0.0483481,0.0836618,0.042449,0.05815,0.0353183,0.0374152,0.0422922,0.0569421,0.0654797
0.029,0.0641095,0.0291418,0.0594647,0.0438522,0.0447208,0.0633743,0.0445334,0.0623862,0.04582,0.0351248,0.0624225,0.0533237,0.0609137,0.0639597,0.0664026,0.0621228
0.03,0.0573956,0.0230383,0.0716718,0.0603317,0.0492984,0.0670364,0.0555197,0.0633017,0.0470407,0.0601492,0.0346515,0.0493564,0.0487067,0.0337473,0.0422937,0.0477795
0.031,0.0638043,0.0550818,0.0646527,0.0649094,0.0618106,0.0197342,0.0411765,0.0462119,0.0565012,0.0479422,0.047774,0.0441684,0.0334479,0.0450388,0.0526697,0.0432019
0.032,0.0601422,0.0376868,0.0551923,0.0301193,0.0340396,0.0624588,0.059487,0.0623862,0.0586374,0.0619803,0.0483844,0.0560703,0.0502325,0.0444284,0.0651819,0.0486951
0.033,0.0442731,0.0428748,0.053056,0.0200485,0.057233,0.0743607,0.0475851,0.046517,0.0604684,0.0717459,0.0627277,0.053934,0.0358893,0.0337473,0.0621301,0.0413709
0.034,0.0534283,0.0636267,0.053056,0.0536179,0.0270206,0.0703934,0.049111,0.056893,0.0449045,0.0531302,0.0526569,0.0655307,0.0242926,0.0554147,0.0645715,0.039845
0.035,0.0692975,0.0511145,0.0579388,0.0288986,0.0450259,0.057576,0.0500266,0.0544516,0.04582,0.0430594,0.0764606,0.0484409,0.044129,0.0740305,0.0599939,0.0490002
0.036,0.0732648,0.0453162,0.0463422,0.0386642,0.0605899,0.064595,0.04728,0.0474326,0.0668771,0.0720511,0.0718829,0.0600375,0.0255133,0.0602975,0.0483972,0.0569348
0.037,0.0403058,0.0489783,0.0600751,0.0478195,0.0483829,0.0542191,0.0570456,0.0364462,0.0427683,0.0418387,0.0749347,0.0740756,0.0426032,0.0563303,0.0395471,0.0496106
0.038,0.0555646,0.0324988,0.0536664,0.0368332,0.0584537,0.0664261,0.0573508,0.0532309,0.0592477,0.0662527,0.0428912,0.0411166,0.0468756,0.0493112,0.0422937,0.0505261
0.039,0.0540387,0.062406,0.0637372,0.0475143,0.0700504,0.0636795,0.0469748,0.0520102,0.0638254,0.058013,0.0200031,0.0496616,0.0187994,0.0685373,0.0432092,0.0673108
0.04,0.0689923,0.0465369,0.0588544,0.03134,0.052045,0.0557449,0.0576559,0.0462119,0.0391061,0.0491629,0.0276324,0.0450839,0.0490118,0.0606027,0.0441248,0.0526624
