Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,-5.16835,3.66581,7.62888,-0.0279807,0.0214295,-0.0112314,-0.290725,-9.79554,-2.25188,-0.05964,0.0242395,-0.0536347,0.230593,-9.97171,-1.52725,-0.00095271,-0.103473,0.062163,-0.925672,9.56276,-2.14031,0.0104465,0.0107448,0.110556,-5.32286,-3.37522,7.42734,-0.0171741,0.00438595,-0.00730445,9.51627,-0.189874,1.77756,-0.0875655,0.0784288,0.0150556,-2.80512,8.61763,-4.27409,0.0969006,-0.0152288,-0.0380212
0.001,-5.19028,3.6581,7.60744,-0.0268849,0.0195792,-0.00875217,-0.306962,-9.79207,-2.24869,-0.05964,0.024112,-0.054082,0.232534,-9.95065,-1.51388,-0.00235563,-0.102058,0.0616154,-0.952214,9.54905,-2.14314,0.0121385,0.00706573,0.114424,-5.31957,-3.3759,7.41263,-0.0173508,0.00311652,-0.00430116,9.51799,-0.198872,1.7881,-0.0871053,0.0783588,0.0149626,-2.84158,8.62237,-4.22132,0.0942577,-0.0151571,-0.0405098
0.002,-5.21221,3.65038,7.586,-0.0257891,0.0177289,-0.00627295,-0.3232,-9.78859,-2.2455,-0.05964,0.0239846,-0.0545294,0.234475,-9.92958,-1.50052,-0.00375856,-0.100642,0.0610677,-0.978755,9.53534,-2.14597,0.0138304,0.00338666,0.118292,-5.31629,-3.37658,7.39791,-0.0175275,0.0018471,-0.00129787,9.5197,-0.207871,1.79864,-0.0866451,0.0782887,0.0148697,-2.87804,8.62711,-4.16855,0.0916147,-0.0150853,-0.0429984
0.003,-5.23413,3.64267,7.56457,-0.0246933,0.0158786,-0.00379373,-0.339437,-9.78512,-2.2423,-0.05964,0.0238571,-0.0549768,0.236416,-9.90852,-1.48716,-0.00516148,-0.0992268,0.0605201,-1.0053,9.52163,-2.1488,0.0155224,-0.000292418,0.12216,-5.313,-3.37726,7.3832,-0.0177041,0.000577672,0.00170542,9.52142,-0.21687,1.80918,-0.0861848,0.0782187,0.0147767,-2.9145,8.63185,-4.11578,0.0889718,-0.0150136,-0.045487
0.004,-5.25606,3.63495,7.54313,-0.0235975,0.0140282,-0.00131451,-0.355675,-9.78165,-2.23911,-0.05964,0.0237297,-0.0554242,0.238357,-9.88745,-1.47379,-0.0065644,-0.0978112,0.0599724,-1.03184,9.50792,-2.15163,0.0172144,-0.0039715,0.126028,-5.30972,-3.37794,7.36848,-0.0178808,-0.000691753,0.00470871,9.52314,-0.225869,1.81972,-0.0857246,0.0781486,0.0146837,-2.95096,8.63659,-4.06301,0.0863288,-0.0149419,-0.0479756
0.005,-5.26857,3.62519,7.54603,-0.0228925,0.0128948,0.000429587,-0.364056,-9.79062,-2.23529,-0.0598486,0.0240599,-0.0561142,0.236925,-9.8526,-1.46695,-0.00683426,-0.0968907,0.060234,-1.05135,9.50438,-2.15497,0.0179122,-0.00803881,0.129136,-5.33006,-3.38198,7.36032,-0.0177069,-0.000369947,0.00436505,9.50443,-0.231296,1.82229,-0.0851749,0.0765808,0.0136207,-2.95785,8.6273,-4.01927,0.0829229,-0.0150085,-0.0518691
0.006,-5.27353,3.61378,7.5684,-0.0225003,0.0123349,0.00158559,-0.366153,-9.80954,-2.23096,-0.0602241,0.0247562,-0.0569983,0.232793,-9.80671,-1.46532,-0.00619768,-0.0963661,0.0611428,-1.06525,9.50898,-2.15871,0.0178148,-0.0124167,0.131637,-5.36929,-3.38871,7.35739,-0.0172524,0.00122485,0.00134382,9.46938,-0.233867,1.81847,-0.0845536,0.0738148,0.0117817,-2.94108,8.6068,-3.98275,0.0789065,-0.0151859,-0.0568865
0.007,-5.2785,3.60238,7.59077,-0.0221081,0.0117749,0.00274159,-0.36825,-9.82847,-2.22664,-0.0605996,0.0254525,-0.0578823,0.228662,-9.76082,-1.46369,-0.00556109,-0.0958416,0.0620517,-1.07914,9.51359,-2.16245,0.0177174,-0.0167946,0.134137,-5.40852,-3.39544,7.35447,-0.016798,0.00281964,-0.00167741,9.43433,-0.236437,1.81466,-0.0839324,0.0710488,0.00994264,-2.92431,8.58629,-3.94623,0.0748902,-0.0153633,-0.0619038
0.008,-5.28346,3.59097,7.61313,-0.0217159,0.011215,0.00389759,-0.370347,-9.84739,-2.22231,-0.0609751,0.0261489,-0.0587664,0.22453,-9.71493,-1.46206,-0.0049245,-0.095317,0.0629606,-1.09303,9.51819,-2.16619,0.01762,-0.0211725,0.136637,-5.44776,-3.40218,7.35154,-0.0163435,0.00441443,-0.00469863,9.39928,-0.239008,1.81085,-0.0833111,0.0682828,0.00810362,-2.90755,8.56579,-3.90971,0.0708739,-0.0155406,-0.0669212
0.009,-5.28784,3.58076,7.6318,-0.0212778,0.0106105,0.00509135,-0.371718,-9.8611,-2.2205,-0.0613416,0.0264945,-0.0593694,0.222251,-9.67422,-1.46108,-0.00438227,-0.0950057,0.0636413,-1.10485,9.52285,-2.17019,0.0173746,-0.0253559,0.139232,-5.47943,-3.40595,7.34978,-0.0157892,0.00606741,-0.00707909,9.3682,-0.241086,1.80943,-0.0824827,0.065634,0.00651133,-2.89319,8.54296,-3.87592,0.0670036,-0.0157862,-0.0719449
