Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,4.70669,-4.87048,7.24454,-0.0144718,0.000696814,0.018105,-0.982062,9.40879,-2.44641,-0.0468789,0.0383432,-0.0128084,-1.71069,9.40826,-1.65502,-0.0027093,-0.0419524,0.0313707,-0.627812,-9.69093,-1.36008,0.0044377,0.0636436,0.018105,5.74365,3.05092,7.03283,-0.027987,0.01704,-0.000314039,9.57827,0.0174597,1.00039,-0.09372,0.0200592,0.0062393,-1.51275,-9.77961,-1.31305,0.0282995,0.192691,0.00433379
0.001,4.70501,-4.86709,7.25015,-0.0150974,0.00128936,0.018105,-0.989458,9.40891,-2.43669,-0.0473602,0.0371653,-0.0151836,-1.72907,9.42811,-1.65347,-0.00209971,-0.0410225,0.0316679,-0.622046,-9.68681,-1.35627,0.0061952,0.0628612,0.0176847,5.74717,3.04511,7.03209,-0.0285279,0.017201,0.000657683,9.59209,0.00167997,1.04015,-0.0937048,0.0184442,0.00481265,-1.517,-9.78489,-1.30761,0.0293674,0.193141,0.00330523
0.002,4.70334,-4.86371,7.25577,-0.0157229,0.00188191,0.018105,-0.996854,9.40904,-2.42698,-0.0478415,0.0359874,-0.0175588,-1.74745,9.44797,-1.65192,-0.00149011,-0.0400925,0.0319651,-0.61628,-9.68269,-1.35246,0.00795269,0.0620787,0.0172643,5.75069,3.03931,7.03134,-0.0290689,0.017362,0.0016294,9.6059,-0.0140998,1.07992,-0.0936896,0.0168292,0.00338599,-1.52125,-9.79016,-1.30217,0.0304353,0.19359,0.00227668
0.003,4.70167,-4.86033,7.26138,-0.0163484,0.00247446,0.018105,-1.00425,9.40916,-2.41727,-0.0483227,0.0348095,-0.019934,-1.76584,9.46782,-1.65037,-0.000880522,-0.0391626,0.0322623,-0.610514,-9.67856,-1.34865,0.00971018,0.0612963,0.016844,5.75422,3.03351,7.0306,-0.0296098,0.017523,0.00260113,9.61971,-0.0298795,1.11968,-0.0936744,0.0152142,0.00195934,-1.5255,-9.79544,-1.29673,0.0315032,0.194039,0.00124812
0.004,4.69999,-4.85694,7.26699,-0.016974,0.003067,0.018105,-1.01165,9.40928,-2.40755,-0.048804,0.0336316,-0.0223092,-1.78422,9.48768,-1.64882,-0.00027093,-0.0382327,0.0325595,-0.604748,-9.67444,-1.34484,0.0114677,0.0605139,0.0164236,5.75774,3.0277,7.02986,-0.0301508,0.017684,0.00357285,9.63352,-0.0456592,1.15944,-0.0936592,0.0135992,0.000532681,-1.52975,-9.80072,-1.29129,0.0325711,0.194488,0.000219564
0.005,4.69703,-4.85303,7.27315,-0.0176612,0.00359983,0.0181816,-1.01186,9.4109,-2.39539,-0.0494192,0.0344522,-0.022452,-1.77539,9.48559,-1.66686,4.63e-05,-0.0373693,0.0318002,-0.612031,-9.6783,-1.34131,0.0122403,0.0593765,0.0160932,5.75634,3.02427,7.03789,-0.0295361,0.0179405,0.00303415,9.64251,-0.0530066,1.15567,-0.0933734,0.013284,-0.000509328,-1.54032,-9.80313,-1.28916,0.0330651,0.194384,0.000208402
0.006,4.69303,-4.84869,7.27976,-0.0183978,0.00408489,0.0183196,-1.00632,9.41371,-2.38126,-0.0501416,0.0368715,-0.0208089,-1.74478,9.46595,-1.70056,0.000129634,-0.0365592,0.0301956,-0.629754,-9.68855,-1.33801,0.012225,0.0579552,0.0158347,5.75102,3.02274,7.05294,-0.027997,0.0182733,0.00128711,9.64763,-0.0536082,1.11707,-0.0928711,0.0140088,-0.00124362,-1.55597,-9.80323,-1.28969,0.0331,0.193838,0.00101115
0.007,4.68902,-4.84435,7.28636,-0.0191344,0.00456995,0.0184575,-1.00078,9.41651,-2.36714,-0.050864,0.0392909,-0.0191657,-1.71418,9.44631,-1.73427,0.000212971,-0.0357492,0.0285909,-0.647476,-9.6988,-1.33471,0.0122097,0.0565339,0.0155761,5.74569,3.02121,7.06799,-0.0264578,0.0186061,-0.000459923,9.65274,-0.0542098,1.07847,-0.0923688,0.0147335,-0.00197791,-1.57161,-9.80334,-1.29021,0.033135,0.193291,0.00181391
0.008,4.68502,-4.84,7.29296,-0.019871,0.00505501,0.0185955,-0.995241,9.41932,-2.35301,-0.0515864,0.0417103,-0.0175226,-1.68357,9.42667,-1.76798,0.000296307,-0.0349391,0.0269863,-0.665199,-9.70905,-1.33141,0.0121944,0.0551126,0.0153176,5.74037,3.01968,7.08304,-0.0249187,0.0189389,-0.00220696,9.65786,-0.0548114,1.03987,-0.0918666,0.0154582,-0.0027122,-1.58725,-9.80344,-1.29073,0.0331699,0.192744,0.00261666
0.009,4.68013,-4.83551,7.29777,-0.0203979,0.00535227,0.018745,-0.989129,9.41981,-2.33923,-0.0522781,0.0440879,-0.0161672,-1.6598,9.40743,-1.79776,0.000370086,-0.0341091,0.0255895,-0.683144,-9.71815,-1.32766,0.0120339,0.053917,0.0152806,5.73697,3.02018,7.09647,-0.0237208,0.0191467,-0.00376491,9.665,-0.0568172,1.00554,-0.0913191,0.0161804,-0.00345692,-1.60177,-9.80319,-1.29245,0.0331063,0.192379,0.00324097
