Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,-5.14851,3.96763,7.43922,-0.0173354,0.00268192,-0.00187346,-0.680728,-9.90382,-1.89529,-0.104338,0.0506667,-0.117463,-0.449899,-9.86038,-1.10091,0.0142673,-0.201346,0.0294446,-0.692663,9.482,-2.31532,-0.0546055,-0.107778,0.0833799,-5.32949,-3.39957,7.31533,-0.0690418,0.0310465,-0.0118547,10.0443,-0.17842,1.45226,0.226187,0.336656,0.178774,-2.46785,8.46041,-4.17374,-0.0168668,-0.182753,-0.0252704
0.001,-5.15451,3.95945,7.42804,-0.0169716,0.0020756,-0.00193407,-0.676213,-9.9047,-1.90635,-0.105128,0.0475705,-0.119901,-0.396824,-9.85597,-1.12392,0.0116239,-0.195533,0.0295291,-0.676082,9.4743,-2.28309,-0.0549287,-0.105116,0.0842909,-5.34436,-3.40786,7.31708,-0.0709011,0.0303198,-0.0129642,10.032,-0.161856,1.47395,0.23357,0.343555,0.178602,-2.4493,8.45596,-4.16167,-0.0222849,-0.179918,-0.0300361
0.002,-5.16051,3.95127,7.41687,-0.0166077,0.00146928,-0.00199468,-0.671699,-9.90557,-1.9174,-0.105918,0.0444742,-0.122339,-0.343748,-9.85157,-1.14693,0.00898053,-0.189719,0.0296135,-0.659501,9.46661,-2.25085,-0.0552518,-0.102455,0.0852019,-5.35922,-3.41615,7.31884,-0.0727604,0.0295932,-0.0140738,10.0198,-0.145292,1.49564,0.240953,0.350455,0.17843,-2.43074,8.4515,-4.1496,-0.027703,-0.177083,-0.0348018
0.003,-5.1665,3.94309,7.40569,-0.0162439,0.000862966,-0.00205528,-0.667184,-9.90645,-1.92845,-0.106708,0.041378,-0.124777,-0.290673,-9.84717,-1.16994,0.00633715,-0.183906,0.029698,-0.64292,9.45891,-2.21862,-0.055575,-0.0997933,0.086113,-5.37409,-3.42443,7.3206,-0.0746197,0.0288666,-0.0151833,10.0075,-0.128728,1.51733,0.248336,0.357355,0.178258,-2.41219,8.44705,-4.13753,-0.0331211,-0.174248,-0.0395675
0.004,-5.1725,3.93491,7.39451,-0.0158801,0.000256647,-0.00211589,-0.662669,-9.90732,-1.93951,-0.107497,0.0382818,-0.127215,-0.237598,-9.84276,-1.19295,0.00369376,-0.178092,0.0297825,-0.626339,9.45121,-2.18638,-0.0558982,-0.0971318,0.087024,-5.38896,-3.43272,7.32236,-0.076479,0.02814,-0.0162928,9.99522,-0.112164,1.53902,0.255719,0.364255,0.178086,-2.39364,8.44259,-4.12546,-0.0385392,-0.171413,-0.0443332
0.005,-5.18163,3.93033,7.38431,-0.0157696,-9.29e-05,-0.00225822,-0.651411,-9.8921,-1.96152,-0.107068,0.0363899,-0.130401,-0.225284,-9.84014,-1.19367,0.00155926,-0.17293,0.0308612,-0.613998,9.45267,-2.18208,-0.0551603,-0.0942879,0.0868622,-5.41507,-3.43721,7.3227,-0.0777365,0.0276564,-0.0178364,9.97977,-0.111546,1.54808,0.261667,0.369965,0.178021,-2.37587,8.43756,-4.10368,-0.0420432,-0.167287,-0.0479544
0.006,-5.19326,3.92861,7.37489,-0.0158619,-0.000237106,-0.00246594,-0.634757,-9.86402,-1.99229,-0.105664,0.0354615,-0.134185,-0.24558,-9.83894,-1.17655,-0.000168155,-0.168288,0.0327354,-0.605048,9.46145,-2.20012,-0.0535737,-0.091298,0.0858422,-5.45019,-3.43866,7.3219,-0.0785127,0.0273674,-0.0197273,9.96178,-0.123684,1.54704,0.266468,0.374723,0.178043,-2.35874,8.43207,-4.07415,-0.0440159,-0.162129,-0.0506601
0.007,-5.2049,3.9269,7.36546,-0.0159541,-0.000381286,-0.00267365,-0.618104,-9.83593,-2.02306,-0.10426,0.0345332,-0.137969,-0.265875,-9.83775,-1.15943,-0.00189556,-0.163645,0.0346096,-0.596098,9.47023,-2.21817,-0.051987,-0.0883082,0.0848222,-5.4853,-3.44012,7.3211,-0.0792888,0.0270784,-0.0216181,9.94378,-0.135823,1.546,0.271268,0.379481,0.178064,-2.34161,8.42658,-4.04461,-0.0459886,-0.156972,-0.0533658
0.008,-5.21653,3.92518,7.35604,-0.0160464,-0.000525465,-0.00288136,-0.60145,-9.80785,-2.05383,-0.102856,0.0336048,-0.141753,-0.286171,-9.83655,-1.14231,-0.00362297,-0.159003,0.0364837,-0.587148,9.47901,-2.23621,-0.0504004,-0.0853184,0.0838022,-5.52042,-3.44157,7.3203,-0.0800649,0.0267893,-0.023509,9.92579,-0.147962,1.54496,0.276069,0.384239,0.178085,-2.32448,8.42109,-4.01508,-0.0479614,-0.151814,-0.0560715
0.009,-5.22825,3.9235,7.34719,-0.0160062,-0.000543974,-0.00282827,-0.591205,-9.78362,-2.08127,-0.1019,0.0324668,-0.145077,-0.302019,-9.83466,-1.12575,-0.00561007,-0.154234,0.0381281,-0.576121,9.48748,-2.25207,-0.0489447,-0.0822759,0.0830604,-5.55165,-3.44493,7.31758,-0.0808072,0.0266132,-0.0253952,9.90862,-0.158949,1.54568,0.280572,0.388995,0.177888,-2.30655,8.41588,-3.98743,-0.049982,-0.146907,-0.0588479
