Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,5.00379,-6.2383,5.85278,-0.497325,0.0446093,-0.757688,-2.32981,7.2328,-1.66447,0.0180997,-1.2805,-0.255812,-0.288289,11.0135,-0.490583,-0.293718,0.0761601,1.91777,-0.644498,-9.51632,-2.31079,-0.0234852,-0.132794,-0.16401,5.57349,3.22849,7.12309,-0.240713,0.0339978,0.0820637,9.82679,-0.625641,1.0462,-0.208587,-0.028477,0.382566,-0.207346,-9.57455,-2.01142,-0.0717288,0.256408,0.130243
0.001,4.94556,-6.21259,5.86076,-0.478848,0.0484374,-0.734578,-2.25597,7.24049,-1.63039,0.0207218,-1.28437,-0.23626,-0.292602,10.9512,-0.4529,-0.293775,0.0827935,1.91888,-0.608439,-9.50729,-2.32329,-0.0235462,-0.127608,-0.163511,5.5697,3.25179,7.0821,-0.24125,0.0323442,0.0832801,9.8074,-0.623082,1.04333,-0.208419,-0.0322566,0.394464,-0.229063,-9.59567,-2.01311,-0.0706258,0.262727,0.12913
0.002,4.88733,-6.18688,5.86874,-0.460371,0.0522655,-0.711467,-2.18212,7.24818,-1.59632,0.0233439,-1.28824,-0.216708,-0.296915,10.8889,-0.415218,-0.293832,0.0894268,1.91999,-0.57238,-9.49825,-2.33578,-0.0236072,-0.122421,-0.163013,5.56591,3.27508,7.04111,-0.241787,0.0306905,0.0844965,9.788,-0.620523,1.04046,-0.208251,-0.0360363,0.406362,-0.25078,-9.61679,-2.01479,-0.0695228,0.269046,0.128017
0.003,4.82909,-6.16117,5.87672,-0.441893,0.0560936,-0.688357,-2.10828,7.25586,-1.56224,0.025966,-1.29212,-0.197157,-0.301228,10.8265,-0.377536,-0.293889,0.0960602,1.9211,-0.536321,-9.48922,-2.34828,-0.0236682,-0.117235,-0.162514,5.56212,3.29838,7.00012,-0.242324,0.0290369,0.0857129,9.76861,-0.617964,1.03758,-0.208083,-0.0398159,0.41826,-0.272496,-9.63791,-2.01648,-0.0684198,0.275366,0.126904
0.004,4.77086,-6.13546,5.8847,-0.423416,0.0599217,-0.665247,-2.03443,7.26355,-1.52816,0.0285881,-1.29599,-0.177605,-0.305541,10.7642,-0.339854,-0.293946,0.102694,1.92221,-0.500262,-9.48018,-2.36078,-0.0237291,-0.112049,-0.162015,5.55833,3.32167,6.95913,-0.242861,0.0273833,0.0869292,9.74921,-0.615405,1.03471,-0.207915,-0.0435956,0.430158,-0.294213,-9.65902,-2.01817,-0.0673168,0.281685,0.125791
0.005,4.70633,-6.09578,5.88405,-0.404475,0.062223,-0.643156,-1.98115,7.25046,-1.49985,0.0312209,-1.2955,-0.158006,-0.307098,10.7063,-0.306647,-0.292302,0.101217,1.92435,-0.473832,-9.4721,-2.34329,-0.0255882,-0.107495,-0.161765,5.56782,3.35443,6.95494,-0.244597,0.026748,0.0882555,9.75562,-0.611853,1.02868,-0.205141,-0.0466298,0.442128,-0.321026,-9.67074,-2.00904,-0.0672539,0.286994,0.124878
0.006,4.63676,-6.04492,5.87649,-0.385164,0.063303,-0.621881,-1.94433,7.22073,-1.47616,0.0338621,-1.29152,-0.138369,-0.306451,10.6519,-0.277018,-0.289297,0.0932515,1.9273,-0.455106,-9.46478,-2.30182,-0.0288858,-0.103447,-0.161713,5.58795,3.39475,6.9802,-0.247292,0.0269275,0.0896696,9.78267,-0.607508,1.02011,-0.200282,-0.0490678,0.454157,-0.351915,-9.67493,-1.99126,-0.0680231,0.291496,0.124126
0.007,4.56719,-5.99405,5.86893,-0.365853,0.0643829,-0.600606,-1.90751,7.191,-1.45247,0.0365034,-1.28754,-0.118732,-0.305803,10.5974,-0.24739,-0.286292,0.0852864,1.93026,-0.43638,-9.45745,-2.26035,-0.0321834,-0.0993987,-0.161662,5.60807,3.43507,7.00546,-0.249987,0.0271069,0.0910837,9.80972,-0.603163,1.01154,-0.195422,-0.0515057,0.466186,-0.382804,-9.67912,-1.97349,-0.0687923,0.295997,0.123374
0.008,4.49762,-5.94319,5.86136,-0.346542,0.0654629,-0.579331,-1.87069,7.16127,-1.42878,0.0391447,-1.28355,-0.0990955,-0.305156,10.543,-0.217762,-0.283287,0.0773212,1.93321,-0.417654,-9.45013,-2.21887,-0.035481,-0.0953507,-0.16161,5.6282,3.4754,7.03071,-0.252681,0.0272864,0.0924979,9.83678,-0.598818,1.00297,-0.190563,-0.0539437,0.478215,-0.413694,-9.68332,-1.95571,-0.0695615,0.300499,0.122622
0.009,4.43088,-5.88876,5.84849,-0.327616,0.066482,-0.557926,-1.82763,7.13349,-1.40386,0.041862,-1.27894,-0.0798251,-0.308035,10.4905,-0.190927,-0.280173,0.0683054,1.93628,-0.399758,-9.44553,-2.17183,-0.0389688,-0.0920596,-0.161553,5.64309,3.50831,7.05331,-0.25468,0.0272633,0.0937829,9.8612,-0.594473,0.991871,-0.186528,-0.0559281,0.489674,-0.444507,-9.68701,-1.9324,-0.0706251,0.304772,0.121696
