Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0558698,0.0447058,0.0420697,0.0392746,0.0593692,0.143941,0.0463644,0.131356,0.04582,0.0290213,0.0138995,0.107035,0.0398566,0.0328317,0.063656,-0.0205798
0.021,0.0393903,0.0343298,0.0387128,0.0450729,0.0731021,0.161031,0.0497214,0.13868,0.0516183,0.0461111,0.0349567,0.114969,0.0157477,0.0190988,0.0612146,-0.0144763
0.022,0.0454938,0.0544714,0.0515302,0.0636887,0.0612003,0.165608,0.0405661,0.154549,0.0546701,0.0488577,0.0435016,0.0679721,0.0462653,0.0557199,0.0590784,-0.0111194
0.023,0.0537335,0.0288367,0.0350507,0.0264572,0.0996524,0.209554,0.0756613,0.128914,0.0818307,0.0512991,0.085921,0.0063266,0.061524,0.0755563,0.068844,-0.00287964
0.024,0.0634991,0.0401282,0.0661786,0.0566696,0.109113,0.231526,0.0655905,0.125558,0.102888,0.058013,0.0630328,-0.0458585,0.0563361,0.120722,0.0377161,0.00871704
0.025,0.0583112,0.0550818,0.0484784,0.0581955,0.138715,0.22939,0.0674216,0.135628,0.0986154,0.0363455,0.0550983,-0.0232755,0.0657965,0.139338,0.0377161,0.0029187
0.026,0.0433575,0.0486731,0.0692303,0.0530075,0.127729,0.23,0.0781027,0.132577,0.0970895,0.0393973,0.0724933,0.0185336,0.0825812,0.0990549,0.0395471,0.0178723
0.027,0.0717389,0.0550818,0.0570233,0.0655197,0.11308,0.267537,0.0759665,0.109688,0.0732858,0.0393973,0.0703571,0.0429477,0.0862433,0.103327,0.00719849,0.046864
0.028,0.0775372,0.0636267,0.0283368,0.0636887,0.0959903,0.288594,0.0597922,0.1045,0.0677927,0.0271902,0.045943,0.0991,0.0798346,0.0938669,-0.00378784,0.0041394
0.029,0.0625836,0.0569128,0.0420697,0.0786423,0.106977,0.29012,0.0365988,0.0828329,0.0870187,0.0418387,0.0541827,0.0859775,0.0599982,0.0587717,0.0151331,-0.00532104
0.03,0.0625836,0.0407385,0.0570233,0.0618576,0.0908023,0.285237,0.0448386,0.084664,0.0656564,0.0357352,0.0264117,0.0588168,0.0535895,0.0483957,0.00628296,-0.0059314
0.031,0.0253522,0.0404334,0.0432904,0.0554489,0.0731021,0.314839,0.0323264,0.0840537,0.0571115,0.0409232,0.0465533,0.0698032,0.0276495,0.00597626,0.0282556,-0.0211902
0.032,0.0271832,0.0532507,0.0527509,0.0563644,0.0883609,0.267537,0.0201193,0.0767294,0.073591,0.030242,0.0560138,0.0466098,0.0554205,0.0151315,0.0526697,-0.0315662
0.033,0.0277936,0.0370764,0.0255902,0.0380539,0.0947696,0.297139,0.0167624,0.0556723,0.0668771,0.0317679,0.0413654,0.0630893,0.0444342,0.0432077,0.0615198,-0.0230212
0.034,-0.0173724,0.0563025,0.0451215,0.0508713,0.0889712,0.256551,0.0356833,0.0486533,0.0476511,0.0558768,0.0358722,0.0841464,0.0392462,0.0224558,0.0718957,-0.0462146
0.035,-0.0274432,0.0505042,0.0399335,0.0450729,0.114301,0.254414,0.059487,0.0260703,0.0134714,0.0485526,0.0465533,0.117105,0.047486,0.0410715,0.0822717,-0.0489612
0.036,-0.0115741,0.0273108,0.0191815,0.0551437,0.117658,0.288899,0.0649802,0.0431601,0.0250681,0.03543,0.0242755,0.108866,0.0487067,0.0438181,0.0923425,-0.0108142
0.037,0.0442731,0.0425696,0.03383,0.0664352,0.137189,0.309651,0.0756613,0.0370566,0.0467355,0.0433646,0.0261066,0.0829257,0.0548102,0.0328317,0.0569421,-0.0593372
0.038,0.01284,0.0212073,0.0469525,0.0682663,0.167096,0.287373,0.0771872,0.0385825,0.0610788,0.0281058,0.0648639,0.114969,0.0426032,0.0487009,0.0529749,-0.0626941
0.039,0.014671,0.0428748,0.0506146,0.0533127,0.127729,0.258992,0.0814597,0.0434653,0.0333078,0.0384817,0.0514362,0.114664,0.0419928,0.0816599,0.041073,-0.0645251
0.04,0.0644147,0.0386023,0.0524457,0.0505661,0.12193,0.221455,0.0500266,0.0178305,0.0409372,0.0494681,0.0679156,0.0978793,0.0737311,0.0752512,0.0902063,-0.0666614
