Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0552594,0.0422644,0.0176556,0.0203537,0.0373965,0.0893143,0.0814597,0.240914,0.156294,0.0104056,0.0416705,0.0966586,0.0288702,0.0358835,0.0645715,0.0935559
0.021,0.0561749,0.0492834,0.0411542,0.0350021,0.0337344,0.0685623,0.0842062,0.241219,0.132185,-0.0112619,0.0230548,0.0658359,0.0316168,0.047175,0.025509,0.0563245
0.022,0.0509869,0.0559973,0.0301678,0.0136398,0.0554019,0.0291946,0.0628439,0.231148,0.00919891,-0.0024118,0.0370929,0.0618686,0.0294806,0.0459543,0.0477869,0.0782971
0.023,0.0696027,0.0447058,0.0423749,0.0194382,0.0529605,0.0716141,0.0558249,0.224129,0.0345285,0.0335989,0.0435016,0.0719394,0.0535895,0.0648752,0.056637,0.0779919
0.024,0.0485455,0.0151038,0.0332196,0.00845184,0.0486881,0.0163773,0.0356833,0.204293,0.00370575,0.0665579,0.0483844,0.0160922,0.0480963,0.0358835,0.05328,0.0596814
0.025,0.0696027,0.0621008,0.058244,0.0414108,0.0608951,0.0655106,0.0854269,0.203377,0.0610788,0.058013,0.0706622,0.0331821,0.0514532,0.0343576,0.0630457,0.0761609
0.026,0.052818,0.0410437,0.0289471,0.0255417,0.0245792,0.0536087,0.0607077,0.175606,0.0882394,0.0403128,0.0508258,0.0075473,0.0352789,0.0197092,0.0545007,0.0343518
0.027,0.0488507,0.045011,0.0402386,0.0420212,0.0419742,0.080159,0.0774924,0.19117,0.0699289,0.0470267,0.0657794,0.0325717,0.049317,0.0294748,0.0554163,0.0700574
0.028,0.0525128,0.0602698,0.0554974,0.0429367,0.0349551,0.0822952,0.0787131,0.200936,0.0265939,0.0317679,0.0447223,0.0652255,0.031922,0.0133005,0.0441248,0.0529675
0.029,0.035423,0.0337195,0.0387128,0.0371384,0.0184756,0.0786331,0.0839011,0.176522,0.0397165,0.0412283,0.045943,0.0481357,0.03711,0.00658661,0.0435144,0.0840955
0.03,0.0583112,0.0593542,0.0481732,0.0527023,0.0285464,0.0472,0.0805441,0.20765,0.0375803,0.0525198,0.0489947,0.0722446,0.0505377,0.0325265,0.0511438,0.0807385
0.031,0.0226056,0.0508093,0.0176556,0.0655197,-0.008685,0.0304153,0.0185934,0.184456,0.00828339,0.045806,0.0447223,0.041727,0.0480963,0.0206247,0.0374109,0.0703625
0.032,0.0494611,0.0532507,0.0362714,0.0523972,0.0279361,0.0591019,0.0390402,0.205819,0.033613,0.0604544,0.0514362,0.0414218,0.054505,0.0407663,0.0593835,0.0636487
0.033,0.0531232,0.0511145,0.03383,0.0408005,0.0340396,0.0520828,0.0149313,0.202767,0.00156952,0.0433646,0.0483844,0.0405063,0.0325323,0.036799,0.0416833,0.0343518
0.034,0.0415265,0.0349402,0.0515302,0.0343918,0.046857,0.0688675,-0.00948273,0.173775,-0.0164359,0.0586234,0.0416705,0.0371494,0.0236823,0.0563303,0.0447351,0.0853162
0.035,0.0726544,0.0541663,0.0707562,0.0276779,0.0395328,0.067952,0.009133,0.164315,-0.0777762,0.0378714,0.0297687,0.0386752,0.0160529,0.0395456,0.0648767,0.0801282
0.036,0.0525128,0.0447058,0.0594647,0.00295868,0.00352203,0.0761917,0.0152365,0.161263,0.00217987,0.0311575,-0.00471619,0.0316562,0.00750793,0.0352731,0.0783044,0.0880627
0.037,0.065025,0.0257849,0.0722821,0.0270676,0.00809967,0.0652054,0.0225607,0.1811,0.0781686,0.0439749,0.0349567,0.0621738,0.0383307,0.0453439,0.0685388,0.072804
0.038,0.0543439,0.0251746,0.0500043,-0.0180984,-0.015704,0.0468948,-0.0085672,0.175912,0.0998361,0.0534354,0.040755,0.0356235,0.0258185,0.0294748,0.0505334,0.103932
0.039,0.0488507,0.050199,0.0817426,-0.00497589,0.0193912,0.0591019,0.036904,0.2165,0.199629,0.0610648,0.0554034,0.0475253,0.0508429,0.0422922,0.0569421,0.097218
0.04,0.0488507,0.0358557,0.0414594,-0.0074173,0.0169498,0.042012,0.0390402,0.168282,0.176435,0.042449,0.0431964,0.0185336,0.0511481,0.0206247,0.0261194,0.09203
