Time,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0253522,0.0617957,0.0500043,0.0325607,0.00871002,0.0496414,0.0179831,0.0233237,0.0455148,0.03543,-0.00807312,-0.00160797,0.0401617,0.0355783,0.0191003,-0.0123401
0.021,-0.0039447,0.0434851,0.0533612,0.0215744,-0.00227631,0.0301102,0.0335471,0.0358359,0.0616891,0.0311575,-0.0175336,-0.0125943,0.031922,0.0596872,0.00811401,-0.0144763
0.022,-0.100991,0.046842,0.058244,0.0185226,-0.00685394,0.0472,0.0381247,0.0510947,0.0470407,0.0595389,-0.00166443,-0.00343903,0.00476135,-0.00073761,-0.00256714,0.00749634
0.023,-0.165078,0.0660681,0.0603803,0.0749802,-0.0178403,0.0520828,0.0347678,0.0459067,0.033613,0.050994,-0.0526288,-0.0394498,0.0142218,-0.0120291,0.000484619,-0.0102039
0.024,-0.0610126,0.0361609,0.0435956,0.130827,0.0608951,0.0557449,0.0506369,0.0425497,0.0299509,0.0381766,-0.0190594,-0.0141202,0.0239874,0.0133005,-0.00317749,0.00200317
0.025,0.0552594,0.0486731,0.0274213,0.0957321,0.00474274,0.052388,0.0243918,0.0401083,0.0494821,0.0680838,0.0889728,0.0221957,0.0334479,0.0322214,-0.000736084,0.0111584
0.026,0.115379,0.0483679,0.0493939,0.0423264,-0.00593842,0.0893143,0.0341574,0.056893,0.01103,0.0686942,0.168318,0.0484409,0.0502325,0.0157419,0.0267297,0.0200085
0.027,0.173362,0.0617957,0.0796063,-0.00833282,-0.0105161,0.0920608,0.0866476,0.0532309,0.0571115,0.0635062,0.165877,0.092081,0.0166632,0.0273386,0.0557214,0.0425916
0.028,0.223411,0.0703406,0.0475629,-0.00650177,-0.0343198,0.121663,0.0600974,0.0642172,0.0467355,0.0503836,0.100264,0.0820102,0.0206305,0.0483957,0.0850183,0.0178723
0.029,0.176414,0.07797,0.0554974,0.0151657,-0.0288266,0.109456,0.0365988,0.0535361,0.0619943,0.0134573,0.0770709,0.0655307,0.0679327,0.0847116,0.0694543,0.00749634
0.03,0.112938,0.050199,0.0515302,0.0316452,-0.0105161,0.117696,0.0582663,0.0449912,0.0662668,0.0158987,0.0697467,0.0554599,0.054505,0.104853,0.0786096,0.0245862
0.031,-0.0726093,0.0678992,0.0524457,0.0554489,-0.0291318,0.118306,0.0509421,0.0944296,0.0488718,0.00735382,0.0178668,0.0402011,0.0102545,0.0944772,0.0920373,0.0248914
0.032,-0.121437,0.060575,0.0344403,0.0505661,-0.0599545,0.145467,0.0430075,0.0501791,0.0513132,0.00857452,0.0572345,0.0447787,0.00872864,0.0728098,0.112789,0.019093
0.033,-0.0335468,-0.00412231,0.0551923,0.0359177,-0.0257748,0.104878,0.0588766,0.0608603,0.0964792,0.00552277,0.0264117,0.0630893,0.0969244,0.0715891,0.0902063,0.019093
0.034,-0.0320209,0.0407385,0.0194867,0.111601,0.0532657,0.138753,0.0289694,0.0480429,0.0827463,0.014678,0.0215289,0.0701083,0.0755621,0.0273386,0.0660974,0.0490002
0.035,-0.0924457,0.0706457,0.047868,0.111601,0.0804263,0.118001,0.0283591,0.0492636,0.0949533,0.0204764,-0.009599,0.0292148,0.0496222,0.0172678,0.0731165,0.000172119
0.036,-0.0729144,0.0648474,0.0570233,0.0636887,0.0767642,0.128682,0.0381247,0.0315634,0.0476511,0.037261,0.00108215,0.0392856,0.0343634,-0.0285086,0.0535852,0.00139282
0.037,-0.0485004,0.0633215,0.0521405,0.10153,0.074628,0.147603,0.0256125,0.0642172,0.0464304,0.0345145,0.00291321,0.0331821,0.0300909,0.0206247,0.0657922,0.00505493
0.038,-0.00882751,0.0672888,0.0353558,0.100615,0.0499088,0.164693,0.0338522,0.0532309,0.056196,0.0345145,0.0123737,-0.00160797,0.024903,0.0041452,0.028866,-0.0178333
0.039,-0.0387347,0.055387,0.040849,0.101836,0.0706607,0.128987,0.0475851,0.049874,0.0864084,0.073577,0.0212238,0.00144379,-0.0269769,0.0224558,0.0303918,0.00505493
0.04,-0.0210345,0.0764441,0.0472577,0.05728,0.0319034,0.144551,0.0689474,0.0715414,0.0586374,0.0720511,0.0264117,0.0420322,-0.0812982,0.0425973,0.0252039,0.0132947
