Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.583,0.963798,4.50107,0.00304445,0.0167333,0.00684164,-2.57976,9.12274,-1.78105,-0.00564383,0.0229518,-0.00836059,1.07223,9.57843,-0.644727,0.00781618,0.020235,-0.00391735,-3.03744,-9.57969,-0.63254,-0.0105782,-0.00461306,-0.0186016,4.5751,2.26963,8.69151,-0.0472561,0.00158421,0.0156055,0.49043,-9.93928,-0.990112,-0.0483908,0.00704347,0.0151158,5.21936,-3.02936,7.59778,-0.0268748,0.00407198,0.0126551
0.001,8.59014,0.952681,4.50451,0.00353311,0.0170761,0.00602115,-2.60338,9.13954,-1.79703,-0.00604435,0.0204619,-0.00509061,1.06913,9.58023,-0.643305,0.0082159,0.0200747,-0.00423581,-3.04127,-9.57343,-0.647012,-0.0112553,-0.00569718,-0.0186793,4.57513,2.29331,8.67858,-0.0482408,0.00184141,0.0161007,0.491603,-9.93779,-0.997047,-0.0496649,0.00900819,0.0153273,5.22138,-3.00388,7.58847,-0.0253057,0.00378487,0.0131029
0.002,8.59728,0.941565,4.50794,0.00402176,0.0174189,0.00520065,-2.62701,9.15634,-1.81301,-0.00644488,0.0179721,-0.00182064,1.06603,9.58203,-0.641883,0.00861563,0.0199143,-0.00455427,-3.0451,-9.56717,-0.661483,-0.0119324,-0.0067813,-0.0187571,4.57517,2.31699,8.66565,-0.0492256,0.00209862,0.0165959,0.492775,-9.9363,-1.00398,-0.050939,0.0109729,0.0155388,5.2234,-2.9784,7.57916,-0.0237366,0.00349775,0.0135508
0.003,8.60442,0.930448,4.51138,0.00451042,0.0177617,0.00438016,-2.65063,9.17314,-1.82898,-0.00684541,0.0154822,0.00144933,1.06293,9.58382,-0.640461,0.00901535,0.019754,-0.00487274,-3.04893,-9.56091,-0.675955,-0.0126094,-0.00786542,-0.0188348,4.5752,2.34067,8.65272,-0.0502104,0.00235582,0.0170911,0.493948,-9.93481,-1.01092,-0.0522131,0.0129376,0.0157504,5.22542,-2.95292,7.56984,-0.0221674,0.00321064,0.0139986
0.004,8.61156,0.919332,4.51481,0.00499907,0.0181045,0.00355966,-2.67426,9.18994,-1.84496,-0.00724593,0.0129924,0.00471931,1.05982,9.58562,-0.639039,0.00941508,0.0195937,-0.0051912,-3.05276,-9.55464,-0.690426,-0.0132865,-0.00894954,-0.0189125,4.57524,2.36435,8.63979,-0.0511952,0.00261302,0.0175862,0.495121,-9.93332,-1.01785,-0.0534872,0.0149024,0.0159619,5.22743,-2.92744,7.56053,-0.0205983,0.00292352,0.0144464
0.005,8.60395,0.911423,4.51124,0.0044273,0.0188951,0.00406829,-2.66767,9.18145,-1.83014,-0.00742783,0.0121296,0.00553698,1.05674,9.5858,-0.634372,0.00918389,0.0196587,-0.00474356,-3.04705,-9.55214,-0.703261,-0.0132863,-0.00841955,-0.0184758,4.58722,2.3693,8.63507,-0.050926,0.00213736,0.01745,0.496864,-9.91998,-1.03167,-0.0538199,0.0166381,0.0160473,5.22928,-2.92824,7.56269,-0.0207426,0.00257955,0.0134001
0.006,8.58453,0.906079,4.50206,0.00300719,0.020044,0.00564021,-2.6369,9.15274,-1.79068,-0.00743482,0.0125684,0.00439281,1.05367,9.58468,-0.627108,0.00844798,0.019904,-0.00368304,-3.03371,-9.55265,-0.714786,-0.0127444,-0.00659828,-0.0176275,4.60876,2.35926,8.63692,-0.0496538,0.0010754,0.0168087,0.499064,-9.89715,-1.05098,-0.0533995,0.0181907,0.0160317,5.23099,-2.95007,7.57403,-0.0222577,0.00219009,0.0111583
0.007,8.56512,0.900736,4.49288,0.00158709,0.0211929,0.00721213,-2.60613,9.12402,-1.75122,-0.0074418,0.0130072,0.00324863,1.0506,9.58356,-0.619844,0.00771206,0.0201493,-0.00262253,-3.02036,-9.55315,-0.72631,-0.0122025,-0.004777,-0.0167792,4.6303,2.34923,8.63876,-0.0483815,1.344e-005,0.0161673,0.501265,-9.87431,-1.07029,-0.0529791,0.0197433,0.0160162,5.2327,-2.97189,7.58537,-0.0237728,0.00180064,0.00891656
0.008,8.54571,0.895393,4.4837,0.000166982,0.0223418,0.00878405,-2.57536,9.09531,-1.71176,-0.00744879,0.013446,0.00210446,1.04753,9.58244,-0.61258,0.00697615,0.0203946,-0.00156202,-3.00701,-9.55366,-0.737835,-0.0116605,-0.00295573,-0.0159309,4.65185,2.33919,8.6406,-0.0471092,-0.00104852,0.0155259,0.503465,-9.85148,-1.0896,-0.0525587,0.0212959,0.0160006,5.23441,-2.99372,7.59671,-0.0252879,0.00141118,0.00667481
0.009,8.52844,0.892163,4.47582,-0.0011256,0.0232744,0.0102884,-2.55159,9.07003,-1.67787,-0.00740257,0.0139423,0.000953242,1.04422,9.58198,-0.605979,0.0062522,0.0206298,-0.0005141,-2.99601,-9.55467,-0.745171,-0.0110936,-0.00150259,-0.0151623,4.67074,2.32864,8.64155,-0.0459557,-0.00200504,0.0150342,0.505944,-9.83348,-1.10632,-0.0521149,0.0227785,0.0159033,5.23326,-3.01091,7.60743,-0.0265112,0.00104274,0.00466919
0.01,8.52834,0.905838,4.4783,-0.00139803,0.0224762,0.0112524,-2.58372,9.07224,-1.68847,-0.0069307,0.0148984,-0.000254355,1.03896,9.58685,-0.604674,0.00562398,0.0207845,0.00043304,-3.00377,-9.55974,-0.718989,-0.0103268,-0.00299454,-0.0150312,4.66845,2.31396,8.63531,-0.045752,-0.00211801,0.0157395,0.510661,-9.85412,-1.10232,-0.051484,0.0237013,0.0151525,5.20926,-2.99103,7.61322,-0.0254003,0.000842406,0.00455262
0.011,8.52825,0.919513,4.48079,-0.00167046,0.0216781,0.0122163,-2.61585,9.07445,-1.69908,-0.00645883,0.0158544,-0.00146195,1.0337,9.59171,-0.60337,0.00499576,0.0209391,0.00138018,-3.01154,-9.5648,-0.692808,-0.00955997,-0.00448649,-0.0149001,4.66616,2.29927,8.62907,-0.0455483,-0.00223098,0.0164449,0.515377,-9.87477,-1.09831,-0.0508532,0.0246242,0.0144016,5.18525,-2.97116,7.619,-0.0242894,0.000642071,0.00443605
0.012,8.52816,0.933188,4.48327,-0.00194288,0.0208799,0.0131803,-2.64798,9.07666,-1.70968,-0.00598696,0.0168105,-0.00266955,1.02845,9.59658,-0.602066,0.00436754,0.0210938,0.00232732,-3.0193,-9.56987,-0.666626,-0.00879316,-0.00597843,-0.014769,4.66387,2.28459,8.62282,-0.0453446,-0.00234395,0.0171502,0.520093,-9.89542,-1.09431,-0.0502223,0.025547,0.0136508,5.16125,-2.95129,7.62479,-0.0231784,0.000441736,0.00431948
0.013,8.52806,0.946863,4.48575,-0.00221531,0.0200818,0.0141442,-2.68011,9.07887,-1.72029,-0.00551508,0.0177666,-0.00387714,1.02319,9.60145,-0.600762,0.00373932,0.0212484,0.00327446,-3.02706,-9.57493,-0.640445,-0.00802635,-0.00747038,-0.0146379,4.66158,2.26991,8.61658,-0.0451409,-0.00245692,0.0178555,0.52481,-9.91606,-1.0903,-0.0495914,0.0264698,0.0128999,5.13724,-2.93142,7.63057,-0.0220675,0.000241401,0.00420291
0.014,8.53898,0.949673,4.49656,-0.00108033,0.019161,0.0147045,-2.68425,9.09885,-1.72398,-0.00615162,0.0175905,-0.00478502,1.02868,9.60687,-0.594301,0.00425546,0.020635,0.00302569,-3.0348,-9.56109,-0.641441,-0.00853364,-0.0079023,-0.0143451,4.65647,2.27256,8.62352,-0.0464218,-0.00271243,0.0173316,0.521295,-9.92484,-1.08292,-0.0493471,0.0282485,0.012397,5.13918,-2.93581,7.63313,-0.0212479,0.000160831,0.00314627
0.015,8.5554,0.947049,4.51153,0.000758358,0.0181789,0.0150628,-2.6744,9.1277,-1.72421,-0.00734237,0.0168484,-0.00554303,1.03956,9.61257,-0.585262,0.00534378,0.0196376,0.00217896,-3.04254,-9.5378,-0.656026,-0.00967799,-0.00780421,-0.0139714,4.64994,2.28388,8.63704,-0.048445,-0.00303922,0.0161929,0.513664,-9.92769,-1.07385,-0.049296,0.0304551,0.0120182,5.1541,-2.95233,7.63408,-0.0205739,0.000140145,0.0016196
0.016,8.57183,0.944426,4.52649,0.00259704,0.0171968,0.0154211,-2.66455,9.15656,-1.72444,-0.00853312,0.0161062,-0.00630104,1.05043,9.61827,-0.576223,0.0064321,0.0186402,0.00133224,-3.05028,-9.5145,-0.670611,-0.0108223,-0.00770611,-0.0135978,4.6434,2.29521,8.65057,-0.0504682,-0.00336601,0.0150543,0.506033,-9.93055,-1.06478,-0.0492449,0.0326617,0.0116393,5.16901,-2.96885,7.63503,-0.0198999,0.000119459,9.29274e-005
0.017,8.58825,0.941802,4.54146,0.00443573,0.0162147,0.0157795,-2.6547,9.18542,-1.72467,-0.00972386,0.015364,-0.00705905,1.0613,9.62397,-0.567184,0.00752043,0.0176427,0.000485509,-3.05802,-9.49121,-0.685196,-0.0119667,-0.00760802,-0.0132241,4.63687,2.30653,8.6641,-0.0524913,-0.0036928,0.0139157,0.498403,-9.9334,-1.05571,-0.0491939,0.0348684,0.0112604,5.18392,-2.98537,7.63598,-0.019226,9.87724e-005,-0.00143375
0.018,8.59952,0.934215,4.54858,0.0059482,0.0153928,0.0161518,-2.64423,9.20701,-1.7278,-0.0106615,0.0144259,-0.00820607,1.06716,9.63105,-0.560377,0.00825678,0.0167691,-0.000270904,-3.05947,-9.47397,-0.696057,-0.0129979,-0.00773184,-0.0132747,4.63,2.30716,8.67334,-0.0537972,-0.0038692,0.0129312,0.49055,-9.9318,-1.048,-0.0491866,0.0367709,0.0110364,5.19539,-2.99618,7.63945,-0.0186187,0.000627452,-0.00235492
